EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,FG3M,Points,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Minutes,ShortMidRangeFGA,FG2A,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,Arc3PctAssisted,Avg2ptShotDistance,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3A,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Charge Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,HeaveAttempts,PenaltyAtRimFGM,PtsUnassisted2s,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,Corner3Assists,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,DefensiveGoaltends,SecondChanceCorner3FGM,NonShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,Technical Free Throw Trips,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1626171-1626192-1626253-1628978-203648,1610612749,"Bobby Portis, Pat Connaughton, Axel Toupane, Donte DiVincenzo, Thanasis Antetokounmpo","Portis, Connaughton, Toupane, DiVincenzo, Antetokounmpo",1626171-1626192-1626253-1628978-203648,MIL,21.0,1,-3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,205.71428571428572,3.5,14.0,3.5,14.0,1.0,1.0,1.0,0.26985,0.26985,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1626253-201950-203648,1610612749,"Bobby Portis, Pat Connaughton, Axel Toupane, Jrue Holiday, Thanasis Antetokounmpo","Portis, Connaughton, Toupane, Holiday, Antetokounmpo",1626171-1626192-1626253-201950-203648,MIL,28.0,1,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,102.85714285714286,22.0,6.0,22.0,6.0,1.0,1.0,1.0,0.4155,0.4155,27.7,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628391-201571,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, D.J. Wilson, D.J. Augustin","Portis, Connaughton, Forbes, Wilson, Augustin",1626171-1626192-1627854-1628391-201571,MIL,152.0,2,2.0,5.0,4.0,2.0,3.0,9.0,3.0,1.0,3.0,4.0,1.0,3.0,,,1.0,1.0,2.0,0.75,,85.26315789473685,13.4,21.25,13.4,21.25,0.75,1.0,0.75,0.490075,0.55335,26.3,0.4,2.0,1.0,2.0,6.0,1.0,3.0,3.0,2.0,6.0,3.0,0.6666666666666666,1.0,0.6666666666666666,0.75,1.5,0.75,1.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628391-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, D.J. Wilson, Jrue Holiday","Portis, Connaughton, Forbes, Wilson, Holiday",1626171-1626192-1627854-1628391-201950,MIL,353.0,2,-6.0,14.0,13.0,8.0,10.0,27.0,2.0,1.0,3.0,15.0,2.0,2.0,,,1.0,1.0,8.0,0.3333333333333333,,110.14164305949008,13.357142857142858,12.76923076923077,13.357142857142858,12.76923076923077,0.2222222222222222,0.2,0.4444444444444444,0.46629444444444446,0.47790999999999995,25.7,0.5714285714285714,,,,9.0,,6.0,,,9.0,6.0,,,,0.1111111111111111,0.2,0.375,0.42857142857142855,,,,,0.6666666666666666,6.0,1.0,6.0,,,1.0,,2.0,2.0,5.0,5.0,1.0,,2.0,,,1.0,1.0,,0.1111111111111111,,12.566666666666668,1.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.1111111111111111,0.4444444444444444,0.25,0.5,1.0,0.1111111111111111,0.2,0.2,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628470-1629121,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, Jaylen Adams","Portis, Connaughton, Forbes, Craig, Adams",1626171-1626192-1627854-1628470-1629121,MIL,101.0,1,-4.0,3.0,4.0,,4.0,7.0,2.0,,2.0,4.0,,2.0,,,,,,0.6666666666666666,,99.8019801980198,13.333333333333334,15.25,13.333333333333334,15.25,0.6666666666666666,,0.6666666666666666,0.4607666666666667,,25.95,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,0.3333333333333333,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628470-201571,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, D.J. Augustin","Portis, Connaughton, Forbes, Craig, Augustin",1626171-1626192-1627854-1628470-201571,MIL,583.0,5,-5.0,18.0,20.0,1.0,6.0,38.0,6.0,,7.0,23.0,,6.0,1.0,,4.0,1.0,1.0,0.4375,0.25,93.85934819897084,14.88888888888889,15.75,14.722222222222221,15.7,0.375,,0.8125,0.53105625,0.3381,25.942857142857143,0.05555555555555555,3.0,,3.0,18.0,,,,3.0,18.0,,0.42857142857142855,,0.42857142857142855,0.46875,,0.5294117647058824,,0.5,0.5,,0.5,,10.0,3.0,9.0,9.0,3.0,6.0,3.0,15.0,3.0,7.0,10.0,3.0,1.0,3.0,1.0,1.0,0.75,0.7,,0.1875,1.0,3.9444444444444446,6.0,1.0,,,1.0,,3.0,3.0,,1.0,,6.0,3.0,3.0,,4.0,2.0,1.0,,4.0,3.0,2.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,1.0,1.0,0.8,0.375,,,,,0.0625,1.0,,0.11764705882352941,0.2,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.5,0.3,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628470-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, Jrue Holiday","Portis, Connaughton, Forbes, Craig, Holiday",1626171-1626192-1627854-1628470-201950,MIL,138.0,1,3.0,5.0,5.0,,,10.0,,,2.0,3.0,,,,,,,,0.3333333333333333,,104.34782608695653,14.6,13.0,12.4,12.8,,,0.8333333333333334,0.5368083333333333,,22.85,,,,,6.0,,,,,4.0,,,,,0.5,,0.5,,,,,,,2.0,1.0,4.0,,,3.0,,6.0,1.0,3.0,4.0,,,,,,1.0,0.75,,0.16666666666666666,,4.6,3.0,,,,2.0,,3.0,,,,,6.0,1.0,3.0,,2.0,1.0,1.0,,1.0,,,,1.0,1.0,0.75,,0.25,,,0.6666666666666666,1.0,,0.6666666666666666,0.5,,,,,0.3333333333333333,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6178,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-200782,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, P.J. Tucker","Portis, Connaughton, Forbes, DiVincenzo, Tucker",1626171-1626192-1627854-1628978-200782,MIL,15.0,1,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,192.0,11.0,4.0,11.0,4.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-201572,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Brook Lopez","Portis, Connaughton, Forbes, DiVincenzo, Lopez",1626171-1626192-1627854-1628978-201572,MIL,8.0,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7,,,,,,,2.0,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,0.6,1.0,,,,,,1.0,,,,,2.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Jrue Holiday","Portis, Connaughton, Forbes, DiVincenzo, Holiday",1626171-1626192-1627854-1628978-201950,MIL,121.0,2,-5.0,4.0,4.0,2.0,1.0,8.0,1.0,,1.0,7.0,,1.0,1.0,,1.0,1.0,2.0,0.3333333333333333,1.0,95.20661157024794,15.0,15.25,15.0,15.25,0.3333333333333333,,0.6666666666666666,0.5743833333333334,0.4274,25.9,0.5,,,,2.0,,,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,2.0,,2.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,8.8,1.0,,,1.0,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,1.0,1.0,0.5,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
