EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Fouls,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,Minutes,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsUnassisted3s,NonHeaveArc3FGM,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,FTDefRebounds,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,PenaltyTurnovers,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3SecondViolations,DefensiveGoaltends,Clear Path Fouls,BlockedCorner3,LongMidRangePctBlocked,team_id,year,season,team_vs
101150-1627739-1629629-1630168-1630233,1610612737,"Lou Williams, Kris Dunn, Cam Reddish, Onyeka Okongwu, Nathan Knight","Williams, Dunn, Reddish, Okongwu, Knight",101150-1627739-1629629-1630168-1630233,ATL,6.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-1629027-201568,1610612737,"Lou Williams, John Collins, Kevin Huerter, Trae Young, Danilo Gallinari","Williams, Collins, Huerter, Young, Gallinari",101150-1628381-1628989-1629027-201568,ATL,23.0,3,2.0,-6.0,1.0,4.0,1.0,4.0,5.0,2.0,2.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,313.04347826086956,1.0,5.5,1.0,5.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-1629027-203991,1610612737,"Lou Williams, John Collins, Kevin Huerter, Trae Young, Clint Capela","Williams, Collins, Huerter, Young, Capela",101150-1628381-1628989-1629027-203991,ATL,67.0,1,,-1.0,2.0,2.0,2.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,0.75,0.75,85.97014925373134,21.0,12.5,21.0,12.5,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-1629629-203991,1610612737,"Lou Williams, John Collins, Kevin Huerter, Cam Reddish, Clint Capela","Williams, Collins, Huerter, Reddish, Capela",101150-1628381-1628989-1629629-203991,ATL,234.0,1,1.0,1.0,9.0,7.0,5.0,4.0,16.0,4.0,10.0,9.0,2.0,6.0,3.0,4.0,,10.0,0.5555555555555556,0.6,98.46153846153847,10.777777777777779,19.571428571428573,10.777777777777779,19.571428571428573,0.6,0.5555555555555556,4.0,2.0,6.0,5.0,,0.2222222222222222,0.4,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.42857142857142855,0.5,0.5714285714285714,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,0.25,1.0,0.5,0.8571428571428571,0.5813785714285714,0.5697625,5.933333333333334,24.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-201568-203503,1610612737,"Lou Williams, John Collins, Kevin Huerter, Danilo Gallinari, Tony Snell","Williams, Collins, Huerter, Gallinari, Snell",101150-1628381-1628989-201568-203503,ATL,159.0,1,,5.0,4.0,4.0,,,8.0,,5.0,,,,2.0,,,5.0,0.5,,72.45283018867924,18.25,21.5,16.75,21.0,,,3.0,,,,,,,1.0,2.0,,,,,,2.0,,1.0,3.0,2.0,,,,2.0,,2.0,1.0,1.0,1.0,,2.0,1.0,3.0,5.0,,,1.0,1.0,0.3333333333333333,,0.5,,0.4,0.5,0.75,,0.5,0.4,0.5,0.5,1.0,,,,,,0.4,,,,0.8,0.5948100000000001,,4.433333333333334,25.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.5,0.5,1.0,0.5,0.7757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-201568-203524,1610612737,"Lou Williams, John Collins, Kevin Huerter, Danilo Gallinari, Solomon Hill","Williams, Collins, Huerter, Gallinari, Hill",101150-1628381-1628989-201568-203524,ATL,4.0,1,,3.0,1.0,,1.0,,1.0,,3.0,,,3.0,,,,3.0,1.5,1.5,360.0,4.0,,4.0,,1.0,1.0,,,3.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,3.0,,,,,,,,,,1.5,1.5,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,35.6,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-201568-203992,1610612737,"Lou Williams, John Collins, Kevin Huerter, Danilo Gallinari, Bogdan Bogdanovic","Williams, Collins, Huerter, Gallinari, Bogdanovic",101150-1628381-1628989-201568-203992,ATL,1362.0,8,10.0,4.0,45.0,46.0,10.0,2.0,91.0,11.0,56.0,52.0,7.0,14.0,11.0,14.0,4.0,43.0,0.5957446808510638,0.6363636363636364,96.2114537444934,15.0,14.934782608695652,14.555555555555555,14.173913043478262,0.25,0.2222222222222222,23.0,3.0,12.0,9.0,2.0,0.06976744186046512,0.09375,10.0,15.0,1.0,2.0,1.0,3.0,1.0,10.0,1.0,15.0,29.0,11.0,2.0,5.0,2.0,12.0,18.0,10.0,6.0,8.0,4.0,,18.0,9.0,19.0,27.0,8.0,,0.4,0.5,0.5172413793103449,0.4,0.5625,0.5,0.275,0.75,0.7037037037037037,,0.7777777777777778,0.375,0.6666666666666666,0.7142857142857143,0.4,0.075,0.3333333333333333,0.3333333333333333,,0.025,0.25,0.2857142857142857,0.5,0.14285714285714285,0.65,0.54794,0.5399142857142857,5.924137931034483,25.854545454545452,9.0,4.0,11.0,4.0,5.0,5.0,9.0,4.0,2.0,6.0,10.0,8.0,,3.0,,7.0,2.0,,2.0,2.0,2.0,0.45454545454545453,0.45454545454545453,0.42857142857142855,0.6666666666666666,0.4,0.42105263157894735,0.42857142857142855,0.4,0.6,0.8,,0.275,0.4,0.4,0.6666666666666666,0.4,0.66196,,1.0,6.0,2.0,1.0,0.4,0.5,0.25,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,13.0,6.0,3.0,1.0,2.0,6.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9166666666666666,0.9285714285714286,0.10344827586206896,0.06666666666666667,0.18181818181818182,0.5714285714285714,0.4,0.5,1.0,0.5,0.36363636363636365,0.4444444444444444,0.5,1.0,1.0,1.0,0.75,0.16666666666666666,1.0,0.14285714285714285,1.0,0.23214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1628989-203991-203992,1610612737,"Lou Williams, John Collins, Kevin Huerter, Clint Capela, Bogdan Bogdanovic","Williams, Collins, Huerter, Capela, Bogdanovic",101150-1628381-1628989-203991-203992,ATL,2171.0,4,12.0,-3.0,66.0,64.0,10.0,4.0,130.0,7.0,76.0,79.0,1.0,9.0,11.0,8.0,1.0,60.0,0.5135135135135135,0.34615384615384615,86.22754491017965,16.318181818181817,17.09375,15.636363636363637,16.28125,0.11842105263157894,0.15151515151515152,36.0,4.0,9.0,10.0,,0.0547945205479452,0.09302325581395349,15.0,17.0,2.0,2.0,1.0,6.0,7.0,23.0,3.0,24.0,41.0,30.0,4.0,8.0,4.0,26.0,22.0,23.0,13.0,18.0,8.0,1.0,41.0,11.0,26.0,41.0,5.0,,0.5416666666666666,0.5909090909090909,0.5853658536585366,0.5,0.4859154929577465,0.3333333333333333,0.4225352112676056,0.8461538461538461,0.7058823529411765,0.6666666666666666,0.8333333333333334,0.23943661971830985,0.8823529411764706,0.9375,0.5333333333333333,0.08450704225352113,0.16666666666666666,0.16666666666666666,1.0,0.09859154929577464,0.323943661971831,0.16666666666666666,1.0,0.25,0.6619718309859155,0.5351978873239436,0.541325,7.365853658536586,25.33,13.0,3.0,18.0,4.0,7.0,8.0,6.0,4.0,7.0,8.0,13.0,15.0,1.0,3.0,,8.0,2.0,,4.0,2.0,4.0,0.23333333333333334,0.23333333333333334,0.47058823529411764,0.6190476190476191,0.30434782608695654,0.375,0.5,0.3684210526315789,0.6,0.6666666666666666,0.02702702702702703,0.2535211267605634,0.17391304347826086,0.17391304347826086,0.25,0.17391304347826086,0.48643333333333333,,,15.0,5.0,2.0,0.7142857142857143,,0.5,,3.0,8.0,3.0,,1.0,,4.0,7.0,,4.0,2.0,16.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,,3.0,4.0,,0.875,0.5833333333333334,0.6153846153846154,0.07317073170731707,0.058823529411764705,0.1111111111111111,0.625,0.5,0.4,1.0,1.0,0.4444444444444444,0.5,0.5,0.42857142857142855,0.42857142857142855,1.0,1.0,0.3333333333333333,,0.08333333333333333,,0.21052631578947367,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1629027-1630168-201568,1610612737,"Lou Williams, John Collins, Trae Young, Onyeka Okongwu, Danilo Gallinari","Williams, Collins, Young, Okongwu, Gallinari",101150-1628381-1629027-1630168-201568,ATL,263.0,1,1.0,-3.0,9.0,8.0,,8.0,17.0,4.0,11.0,14.0,,,3.0,4.0,,8.0,0.5,,93.07984790874524,16.666666666666668,14.125,13.444444444444445,13.875,,,4.0,2.0,,,,0.18181818181818182,0.25,1.0,3.0,,,,,,3.0,,2.0,6.0,3.0,,,,4.0,,3.0,2.0,3.0,1.0,,7.0,,,3.0,,,1.0,1.0,0.3333333333333333,,0.3888888888888889,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,0.5,1.0,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5033222222222222,,4.733333333333333,27.5,2.0,,3.0,1.0,1.0,2.0,,1.0,,3.0,,3.0,,,,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.75,,,0.5,0.5,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.44975000000000004,,,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,3.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,0.5,0.5,0.16666666666666666,0.3333333333333333,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,1.0,,,0.2727272727272727,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
101150-1628381-1629027-1630168-203992,1610612737,"Lou Williams, John Collins, Trae Young, Onyeka Okongwu, Bogdan Bogdanovic","Williams, Collins, Young, Okongwu, Bogdanovic",101150-1628381-1629027-1630168-203992,ATL,200.0,1,,8.0,6.0,6.0,,,12.0,,13.0,5.0,,,1.0,,,13.0,1.3,,86.39999999999999,11.5,21.833333333333332,11.5,21.833333333333332,,,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,3.0,,2.0,2.0,3.0,,,,2.0,2.0,3.0,1.0,2.0,1.0,,5.0,1.0,3.0,3.0,,,0.5,0.5,1.0,,1.3,,0.6,1.0,1.0,1.0,,0.2,1.0,1.0,1.0,0.2,1.0,1.0,,,0.6,,,,0.8,0.56118,,9.3,25.666666666666668,,,,3.0,3.0,,6.0,3.0,,,2.0,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,True
