EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Avg2ptShotDistance,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,FTDefRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceOffPoss,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,OffFTReboundPct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffThreePtRebounds,Travels,Charge Fouls Drawn,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Loose Ball Fouls Drawn,SecondChanceTurnovers,OffCorner3ReboundPct,OffLongMidRangeReboundPct,LostBallSteals,SecondChanceFtPoints,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,Offensive Fouls,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,BlockedLongMidRange,Defensive 3 Seconds Violations,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
1626149-1626188-1627936-1629659-202693,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, Markieff Morris","Harrell, Cook, Caruso, Horton-Tucker, Morris",1626149-1626188-1627936-1629659-202693,LAL,60.0,1,1.0,-2.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,144.0,1.0,15.0,5.0,15.0,5.0,1.0,1.0,1.0,0.48315,0.48315,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1627936-1629659-203484,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, Kentavious Caldwell-Pope","Harrell, Cook, Caruso, Horton-Tucker, Caldwell-Pope",1626149-1626188-1627936-1629659-203484,LAL,28.0,1,,-5.0,1.0,2.0,,3.0,,,,5.0,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,154.28571428571428,,12.0,8.0,12.0,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1627936-1629659-2544,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, LeBron James","Harrell, Cook, Caruso, Horton-Tucker, James",1626149-1626188-1627936-1629659-2544,LAL,164.0,1,3.0,-5.0,5.0,6.0,,11.0,1.0,,1.0,9.0,,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,1.0,1.0,,0.2,,1.0,1.0,1.0,,96.58536585365853,1.0,14.4,15.333333333333334,14.4,15.333333333333334,0.2,,0.4,0.48512000000000005,,28.7,,,1.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.5,0.4,0.4,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,7.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628035-1628398-1629659,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Kyle Kuzma, Talen Horton-Tucker","Harrell, Cook, McKinnie, Kuzma, Horton-Tucker",1626149-1626188-1628035-1628398-1629659,LAL,502.0,3,8.0,-13.0,18.0,18.0,16.0,36.0,3.0,2.0,4.0,21.0,3.0,3.0,4.0,7.0,7.0,1.0,1.0,,5.0,5.0,,,,,,16.0,0.4,0.2,0.8,0.75,1.0,0.5,103.26693227091633,,14.88888888888889,13.0,14.88888888888889,12.333333333333334,0.3,0.25,0.4,0.438365,0.430025,25.825,0.8888888888888888,8.0,,,3.0,4.0,3.0,6.0,8.0,,,,,,,2.0,5.0,7.0,2.0,8.0,,,0.5,0.3,0.3333333333333333,0.6666666666666666,0.5,,,,,0.4,0.75,0.75,,12.433333333333332,2.0,1.0,1.0,2.0,3.0,5.0,2.0,8.0,6.0,1.0,4.0,1.0,1.0,4.0,2.0,8.0,1.0,0.6,0.375,0.4,1.0,1.0,0.2,0.1,0.125,0.16666666666666666,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628035-1629659-201162,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Talen Horton-Tucker, Jared Dudley","Harrell, Cook, McKinnie, Horton-Tucker, Dudley",1626149-1626188-1628035-1629659-201162,LAL,143.0,1,2.0,4.0,5.0,5.0,5.0,10.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,,,,1.0,1.0,,,,,,5.0,0.4,,1.0,1.0,1.0,1.0,100.69930069930071,,16.0,12.6,14.4,12.6,0.4,0.4,0.4,0.41593,0.41593,26.15,1.0,5.0,,,,2.0,,3.0,8.0,,,1.0,,,3.0,1.0,,,1.0,2.0,,,,0.6,0.6666666666666666,1.0,1.0,,,,,0.4,,,,9.433333333333334,1.0,,,2.0,,3.0,2.0,8.0,,,1.0,,,2.0,,8.0,,,0.6,0.6666666666666666,,,0.2,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.460875,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628035-1629659-202693,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Talen Horton-Tucker, Markieff Morris","Harrell, Cook, McKinnie, Horton-Tucker, Morris",1626149-1626188-1628035-1629659-202693,LAL,261.0,1,4.0,2.0,10.0,9.0,4.0,19.0,1.0,1.0,2.0,6.0,1.0,1.0,,3.0,5.0,,,,1.0,,1.0,1.0,,1.0,,4.0,0.2222222222222222,,,0.5,,,104.82758620689656,,13.6,13.88888888888889,12.8,13.0,0.1111111111111111,0.25,0.5555555555555556,0.4937833333333333,0.4659625,24.9,0.4,9.0,2.0,3.0,,2.0,3.0,7.0,8.0,2.0,1.0,1.0,,,2.0,2.0,1.0,2.0,5.0,6.0,0.3333333333333333,0.5,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.2222222222222222,,,,7.828571428571428,2.0,1.0,,2.0,2.0,3.0,2.0,6.0,4.0,1.0,1.0,,,5.0,3.0,6.0,1.0,0.6666666666666666,0.5,0.6,1.0,1.0,0.2222222222222222,0.1111111111111111,,0.2727272727272727,0.3333333333333333,0.75,2.0,,,,,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,0.5,0.5,,,0.25,0.16666666666666666,,,,,,,,,,0.6238,0.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628035-1629659-203484,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Talen Horton-Tucker, Kentavious Caldwell-Pope","Harrell, Cook, McKinnie, Horton-Tucker, Caldwell-Pope",1626149-1626188-1628035-1629659-203484,LAL,159.0,1,3.0,2.0,6.0,6.0,,12.0,1.0,,1.0,4.0,,1.0,2.0,3.0,5.0,,,,1.0,,,,,,,,0.16666666666666666,,0.6666666666666666,0.6666666666666666,1.0,,108.67924528301887,,14.166666666666666,12.333333333333334,12.0,12.333333333333334,0.16666666666666666,,0.8333333333333334,0.5872,,26.0,,6.0,3.0,4.0,,,3.0,5.0,6.0,6.0,3.0,3.0,3.0,,6.0,,,1.0,1.0,6.0,1.0,1.0,0.6,0.5,0.5,,,0.6666666666666666,0.75,1.0,1.0,,,,,5.18,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,0.16666666666666666,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,0.2,,0.5,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628035-201162-202083,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Jared Dudley, Wesley Matthews","Harrell, Cook, McKinnie, Dudley, Matthews",1626149-1626188-1628035-201162-202083,LAL,62.0,1,1.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,3.0,1.0,,1.0,1.0,,1.0,116.1290322580645,,13.0,11.5,13.0,11.5,1.0,1.0,1.0,0.3933,0.3933,25.7,1.0,2.0,,,,,,,5.0,,,,,,,,,,1.0,5.0,,,,1.5,1.25,,,,,,,,,,,,,,,2.0,,,2.0,5.0,,,,,,2.0,1.0,5.0,,,1.5,1.25,,,,,,0.5,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,3.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628398-1629659-202083,1610612747,"Montrezl Harrell, Quinn Cook, Kyle Kuzma, Talen Horton-Tucker, Wesley Matthews","Harrell, Cook, Kuzma, Horton-Tucker, Matthews",1626149-1626188-1628398-1629659-202083,LAL,58.0,1,1.0,4.0,2.0,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,74.48275862068965,,17.5,23.0,17.5,23.0,,,0.5,0.651,,,,,1.0,1.0,,1.0,1.0,2.0,4.0,,,,,,,,,,1.0,2.0,,,0.5,0.5,0.6666666666666666,,,0.5,1.0,1.0,,0.5,,,,3.0,,,,2.0,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,0.8929,0.5,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1628398-1629659-202693,1610612747,"Montrezl Harrell, Quinn Cook, Kyle Kuzma, Talen Horton-Tucker, Markieff Morris","Harrell, Cook, Kuzma, Horton-Tucker, Morris",1626149-1626188-1628398-1629659-202693,LAL,219.0,2,4.0,-3.0,7.0,8.0,7.0,15.0,,,,9.0,,,2.0,3.0,3.0,1.0,1.0,,2.0,2.0,,,,,,7.0,,0.5,0.5,0.6,0.5,,98.63013698630137,,15.285714285714286,14.0,15.285714285714286,14.0,,,0.6,0.52474,0.52474,,1.0,,2.0,3.0,,,3.0,5.0,6.0,4.0,2.0,2.0,1.0,,4.0,1.0,,2.0,,6.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,7.68,2.0,,,,3.0,5.0,,6.0,2.0,,1.0,,1.0,,,6.0,,0.6,0.6,0.6,,,0.4,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,,,,1.0,,,,,,,,,,0.5,0.5,1.0,,,0.6,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
