EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg3aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG3M,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChancePoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,ShootingFouls,Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,Fg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyFG2A,DeadBallTurnovers,Turnovers,3SecondViolations,SecondChanceArc3FGM,Arc3Assists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,Steals,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,ShortMidRangePctAssisted,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Travels,SecondChanceFg2Pct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGA,PenaltyArc3FGM,SecondChanceFtPoints,Fg2aBlocked,AtRimAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyArc3Accuracy,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,LongMidRangePctBlocked,PenaltyAtRimFGM,PenaltyAtRimAccuracy,HeaveAttempts,PenaltyTurnovers,OffensiveGoaltends,BlockedArc3,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,Clear Path Fouls,Corner3PctBlocked,DefensiveGoaltends,team_id,year,season,team_vs
101108-1626163-1626164-1626166-1627846,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Cameron Payne, Abdel Nader","Paul, Kaminsky, Booker, Payne, Nader",101108-1626163-1626164-1626166-1627846,PHX,46.0,1,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,93.91304347826086,15.5,15.0,11.0,15.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.39938333333333337,0.4401,0.35235,15.4,26.85,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1626166-1628470,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Cameron Payne, Torrey Craig","Paul, Kaminsky, Booker, Payne, Craig",101108-1626163-1626164-1626166-1628470,PHX,202.0,1,3.0,5.0,5.0,,1.0,10.0,1.0,,,,2.0,3.0,1.0,,,,,1.0,4.0,2.0,,,0.6,,,,0.25,,71.2871287128713,19.0,21.4,16.6,18.8,0.2,,,,0.6,0.47348,,,10.75,22.7,,-1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3,1.5,0.4166666666666667,1.5,0.75,0.5,0.75,0.5,0.75,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1626166-1629661,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Cameron Payne, Cameron Johnson","Paul, Kaminsky, Booker, Payne, Johnson",101108-1626163-1626164-1626166-1629661,PHX,205.0,2,3.0,8.0,6.0,2.0,,14.0,1.0,3.0,,,2.0,4.0,,1.0,3.0,,,,1.0,3.0,,2.0,0.6666666666666666,,,,,,98.34146341463415,12.75,17.166666666666668,12.75,17.166666666666668,0.16666666666666666,0.5,,,0.6666666666666666,0.522675,,0.6465,13.5,25.275,0.25,5.0,1.0,1.0,1.0,,,2.0,5.0,15.0,10.0,,,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,6.0,,15.0,0.5,0.5,,0.5,0.8333333333333334,,0.9375,,1.0,,1.0,,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,0.2857142857142857,,,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1627745-1628969,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Damian Jones, Mikal Bridges","Paul, Kaminsky, Booker, Jones, Bridges",101108-1626163-1626164-1627745-1628969,PHX,50.0,1,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,57.599999999999994,23.0,27.0,23.0,27.0,,,,,,0.357,,0.357,11.1,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1627846-1629028,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Abdel Nader, Deandre Ayton","Paul, Kaminsky, Booker, Nader, Ayton",101108-1626163-1626164-1627846-1629028,PHX,28.0,1,,2.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,154.28571428571428,6.0,16.0,6.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1627846-202734,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Abdel Nader, E'Twaun Moore","Paul, Kaminsky, Booker, Nader, Moore",101108-1626163-1626164-1627846-202734,PHX,9.0,1,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,160.0,9.0,,9.0,,,,,,,0.3337,,0.3337,12.3,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1628470-1628969,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Torrey Craig, Mikal Bridges","Paul, Kaminsky, Booker, Craig, Bridges",101108-1626163-1626164-1628470-1628969,PHX,243.0,2,4.0,9.0,9.0,,1.0,18.0,2.0,3.0,1.0,,5.0,3.0,1.0,,3.0,,,,3.0,1.0,,,0.375,,,,,,106.66666666666667,12.11111111111111,14.88888888888889,11.88888888888889,14.444444444444445,0.25,0.375,1.0,,0.375,0.483275,0.53085,,11.74,26.03333333333333,,-9.0,3.0,,,,,1.0,,5.0,14.0,1.0,3.0,3.0,1.0,1.0,,3.0,,2.0,3.0,,,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3125,1.5,0.3125,1.5,1.0,,0.75,,1.0,0.375,,,,,,,,,,0.6,,1.0,,,,1.0,1.0,,,,2.0,,1.0,,1.0,,,,,,,0.2,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1628470-1629661,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Torrey Craig, Cameron Johnson","Paul, Kaminsky, Booker, Craig, Johnson",101108-1626163-1626164-1628470-1629661,PHX,192.0,1,3.0,7.0,7.0,3.0,,14.0,1.0,1.0,,,5.0,1.0,,,1.0,,,,2.0,2.0,,3.0,0.16666666666666666,,,,,,105.0,16.714285714285715,10.714285714285714,16.714285714285715,10.714285714285714,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,0.43825833333333336,,0.42406666666666665,12.5,27.2,0.42857142857142855,-2.0,4.0,,,,,,2.0,6.0,8.0,,,,,1.0,,2.0,,2.0,2.0,2.0,1.0,6.0,,,,,0.3333333333333333,,0.42857142857142855,,1.0,,1.0,,1.0,0.6666666666666666,,,,,,,,0.14285714285714285,0.16666666666666666,,5.0,2.0,,,,,2.0,,,2.0,2.0,,,2.0,3.0,,,,2.0,,,0.4,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,,,0.3333333333333333,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1628470-203109,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Torrey Craig, Jae Crowder","Paul, Kaminsky, Booker, Craig, Crowder",101108-1626163-1626164-1628470-203109,PHX,72.0,1,1.0,2.0,3.0,,1.0,5.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,,0.5,,,,1.0,,100.0,18.0,12.0,18.0,12.0,,,,,1.0,0.734525,,,,22.9,,,,,1.0,,,,,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,,,,,,0.5,1.0,0.5,1.0,,1.0,1.0,1.0,,,0.5,,,,,,,,,1.0,3.0,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
101108-1626163-1626164-1628969-1629028,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Mikal Bridges, Deandre Ayton","Paul, Kaminsky, Booker, Bridges, Ayton",101108-1626163-1626164-1628969-1629028,PHX,9840.0,13,164.0,329.0,332.0,10.0,29.0,661.0,41.0,55.0,5.0,3.0,216.0,82.0,7.0,3.0,55.0,,28.0,33.0,169.0,37.0,1.0,10.0,0.2751677852348993,,,0.32941176470588235,0.24812030075187969,0.1,96.73170731707317,14.486322188449847,15.283132530120483,14.267477203647417,14.466867469879517,0.13758389261744966,0.18456375838926176,0.2,0.375,0.5704697986577181,0.5175186241610739,0.6046875,0.47765,7.689814814814815,25.157317073170734,0.030395136778115502,28.0,87.0,12.0,27.0,1.0,2.0,33.0,40.0,399.0,371.0,3.0,39.0,78.0,26.0,97.0,10.0,220.0,5.0,73.0,136.0,46.0,20.0,360.0,0.7878787878787878,0.4024390243902439,0.42857142857142855,0.4024390243902439,0.6023489932885906,0.7,0.6226415094339622,0.7222222222222222,0.7934782608695652,0.10416666666666667,0.7258064516129032,0.13333333333333333,0.8133333333333334,0.29194630872483224,0.09060402684563758,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.08,0.5,,0.06624605678233439,0.08547008547008547,0.09774436090225563,12.0,45.0,20.0,,,21.0,130.0,2.0,5.0,17.0,118.0,21.0,21.0,36.0,53.0,,1.0,1.0,17.0,1.0,0.6666666666666666,0.6018518518518519,0.75,0.85,0.5172413793103449,0.5487804878048781,0.4878048780487805,0.4878048780487805,0.38181818181818183,0.38181818181818183,,,0.38181818181818183,0.012048192771084338,0.042606516290726815,5.0,15.0,47.0,,2.0,16.0,62.0,32.0,22.0,14.0,,7.0,,7.0,14.0,6.0,0.6808510638297872,0.6595744680851063,0.5555555555555556,0.7058823529411765,0.42857142857142855,0.7619047619047619,0.4,1.0,3.0,142.0,71.0,22.0,15.0,3.0,0.5461538461538461,0.5916666666666667,0.6,0.4888888888888889,65.0,88.0,10.0,11.0,13.0,18.0,20.0,3.0,0.7222222222222222,0.6341463414634146,0.2953020134228188,0.7386363636363636,0.8125,0.44,0.9090909090909091,1.0,2.0,4.0,13.0,40.0,9.0,1.0,4.0,12.0,2.0,2.0,10.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,0.06018518518518518,0.09090909090909091,0.05747126436781609,0.25,0.6086956521739131,0.2857142857142857,0.09090909090909091,0.8076923076923077,0.03333333333333333,0.6153846153846154,0.45,0.1,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,1610612756,2021,2020-21,False
