EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,DefRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyTurnovers,AtRimPctBlocked,Technical Free Throw Trips,Fg3aBlocked,Loose Ball Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,Loose Ball Fouls Drawn,Offensive Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedShortMidRange,HeaveAttempts,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1628389-1629130-1629134-202710-203473,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Jimmy Butler, Dewayne Dedmon","Adebayo, Robinson, Nunn, Butler, Dedmon",1628389-1629130-1629134-202710-203473,MIA,45.0,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,128.0,14.0,8.5,14.0,8.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5357,0.6988,0.5357,0.4,1.0,6.5,25.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-202710-2738,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Jimmy Butler, Andre Iguodala","Adebayo, Robinson, Nunn, Butler, Iguodala",1628389-1629130-1629134-202710-2738,MIA,28.0,1,,3.0,1.0,1.0,1.0,,,2,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,3.0,,,,,1.0,1.0,,,3.0,,,,,,,1.0,,2.0,,,1.0,1.0,3.0,3.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,,102.85714285714286,,28.0,,28.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,0.6495,,0.6495,,1.0,2.4,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-202710-2772,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Jimmy Butler, Trevor Ariza","Adebayo, Robinson, Nunn, Butler, Ariza",1628389-1629130-1629134-202710-2772,MIA,1920.0,3,32.0,15.0,69.0,69.0,13.0,8.0,8.0,138,19.0,25.0,3.0,6.0,2.0,4.0,8.0,6.0,22.0,1.0,5.0,22.0,37.0,7.0,26.0,77.0,62.0,3.0,7.0,7.0,2.0,7.0,2.0,7.0,13.0,12.0,15.0,4.0,22.0,6.0,5.0,21.0,4.0,47.0,6.0,11.0,45.0,8.0,70.0,13.0,13.0,1.0,0.7142857142857143,0.2692307692307692,0.2857142857142857,0.2692307692307692,0.5945945945945946,0.42857142857142855,0.2857142857142857,0.5158730158730159,0.3333333333333333,0.35714285714285715,0.55,0.35,0.40625,0.4126984126984127,0.4,0.3235294117647059,0.3333333333333333,103.5,13.44927536231884,14.376811594202898,12.884057971014492,14.217391304347826,0.3968253968253968,0.76,0.76,0.12698412698412698,0.3492063492063492,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.5,0.35714285714285715,0.2,0.8095238095238095,0.2727272727272727,0.568076984126984,0.69273,0.5522571428571429,0.09090909090909091,0.16883116883116883,4.535135135135135,26.096153846153847,0.18840579710144928,12.0,3.0,32.0,16.0,13.0,16.0,34.0,10.0,17.0,2.0,6.0,2.0,0.7272727272727273,0.8,0.9411764705882353,0.9428571428571428,1.0,0.6842105263157895,0.08955223880597014,0.14634146341463414,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,5.0,17.0,1.0,2.0,5.0,2.0,3.0,4.0,1.0,3.0,7.0,1.0,1.0,1.0,11.0,1.0,2.0,2.0,1.0,1.0,2.0,0.02702702702702703,0.125,0.36363636363636365,1.0,0.9444444444444444,0.2631578947368421,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9166666666666666,0.06060606060606061,0.25,0.2857142857142857,1.0,0.06349206349206349,0.25,0.25,1.0,0.06349206349206349,0.25,0.25,1.0,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629639-201609-202710,1610612748,"Bam Adebayo, Duncan Robinson, Tyler Herro, Goran Dragic, Jimmy Butler","Adebayo, Robinson, Herro, Dragic, Butler",1628389-1629130-1629639-201609-202710,MIA,27.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,53.33333333333333,,25.0,,25.0,,,,,,,,,,,,,,,,,0.2551,,0.2551,,,22.8,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629639-202710-2738,1610612748,"Bam Adebayo, Duncan Robinson, Tyler Herro, Jimmy Butler, Andre Iguodala","Adebayo, Robinson, Herro, Butler, Iguodala",1628389-1629130-1629639-202710-2738,MIA,37.0,1,1.0,-2.0,1.0,2.0,,,,3,,,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,116.75675675675676,9.0,14.0,9.0,13.5,,,,,1.0,,,,,,,,,,1.0,,0.55095,,,,,,26.2,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-201609-202357-202710,1610612748,"Bam Adebayo, Duncan Robinson, Goran Dragic, Nemanja Bjelica, Jimmy Butler","Adebayo, Robinson, Dragic, Bjelica, Butler",1628389-1629130-201609-202357-202710,MIA,332.0,1,6.0,1.0,12.0,11.0,6.0,,,23,2.0,3.0,,,2.0,2.0,2.0,,,,,5.0,6.0,,1.0,14.0,13.0,,,,4.0,4.0,,,11.0,4.0,,,,,,3.0,,6.0,,,4.0,1.0,14.0,11.0,6.0,,,,,,0.8333333333333334,,1.0,0.7142857142857143,,1.0,0.7777777777777778,,1.1,0.14285714285714285,,,,99.75903614457832,15.583333333333334,13.181818181818182,15.583333333333334,12.818181818181818,0.42857142857142855,0.6666666666666666,1.0,0.2857142857142857,,,,,,,0.5,1.0,,,0.5714285714285714,,0.43425,,0.461375,,0.7857142857142857,6.666666666666667,24.8,0.5,4.0,3.0,6.0,3.0,1.0,3.0,4.0,6.0,5.0,1.0,3.0,,0.6,0.6,1.0,0.8,1.0,0.5,0.3333333333333333,0.375,2.0,1.0,1.0,,1.0,,,,,,,1.0,,2.0,,,1.0,,,1.0,1.0,,3.0,,,,,3.0,,3.0,,1.0,,,,,0.16666666666666666,,1.0,,0.5,,,,,,,1.0,,1.0,,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-201609-202710-203473,1610612748,"Bam Adebayo, Duncan Robinson, Goran Dragic, Jimmy Butler, Dewayne Dedmon","Adebayo, Robinson, Dragic, Butler, Dedmon",1628389-1629130-201609-202710-203473,MIA,227.0,1,4.0,-2.0,8.0,7.0,5.0,3.0,,15,1.0,2.0,,,1.0,1.0,1.0,,,,,2.0,4.0,,,7.0,9.0,,,,2.0,3.0,,,5.0,2.0,,,,,,1.0,,2.0,,,4.0,6.0,7.0,5.0,5.0,1.0,,,,,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.6,,0.6666666666666666,,,,,95.15418502202644,10.375,20.571428571428573,10.375,18.428571428571427,0.5,0.5,0.5,0.25,,,,,,,0.3333333333333333,1.0,,,0.5,,0.4828,,0.4795,,0.7142857142857143,7.075,,0.625,3.0,1.0,2.0,1.0,1.0,,4.0,1.0,3.0,,1.0,,0.5,0.5,,0.6,,1.0,0.2,0.2,1.0,,1.0,,,,,,,,,,,,,,3.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,3.0,,2.0,1.0,,,,,,0.3333333333333333,0.5,0.75,,,,,,,1.0,1.0,,,1.0,1.0,,0.25,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-201609-202710-2772,1610612748,"Bam Adebayo, Duncan Robinson, Goran Dragic, Jimmy Butler, Trevor Ariza","Adebayo, Robinson, Dragic, Butler, Ariza",1628389-1629130-201609-202710-2772,MIA,2213.0,3,37.0,7.0,73.0,77.0,21.0,13.0,11.0,150,15.0,21.0,7.0,7.0,4.0,5.0,14.0,2.0,17.0,1.0,1.0,24.0,45.0,4.0,25.0,71.0,64.0,7.0,8.0,15.0,6.0,12.0,1.0,2.0,22.0,34.0,9.0,12.0,17.0,2.0,3.0,10.0,1.0,23.0,5.0,12.0,50.0,12.0,56.0,21.0,20.0,1.0,0.75,0.16,0.5,0.16,0.5333333333333333,0.875,0.5,0.42857142857142855,0.7,0.5357142857142857,0.4551282051282051,0.6818181818181818,0.55,0.35714285714285715,0.23809523809523808,0.2857142857142857,0.375,97.60506100316313,14.753424657534246,14.753246753246753,14.219178082191782,14.376623376623376,0.3,0.7142857142857143,0.75,0.2,0.24285714285714285,0.11764705882352941,0.125,0.5,0.7,1.0,0.35714285714285715,0.8,0.07142857142857142,1.0,0.6571428571428571,0.11764705882352941,0.5288792857142857,0.6265,0.5184428571428572,0.2112676056338028,0.30985915492957744,7.442222222222222,25.468000000000004,0.2876712328767123,11.0,7.0,14.0,7.0,4.0,19.0,38.0,22.0,19.0,,5.0,2.0,0.2916666666666667,0.3888888888888889,0.9047619047619048,0.8409090909090909,0.8,0.26666666666666666,0.08,0.1,6.0,3.0,10.0,2.0,8.0,,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,7.0,18.0,1.0,2.0,6.0,1.0,5.0,5.0,,5.0,3.0,,,2.0,8.0,1.0,5.0,,1.0,1.0,3.0,0.022222222222222223,,0.625,1.0,0.782608695652174,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.8,0.7,1.0,0.9375,0.05,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3,0.3,0.3333333333333333,0.11428571428571428,0.25,0.25,1.0,0.14285714285714285,0.2,0.07142857142857142,,3.0,0.047619047619047616,,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.04,0.058823529411764705,1.0,0.04,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-202710-2738-2772,1610612748,"Bam Adebayo, Duncan Robinson, Jimmy Butler, Andre Iguodala, Trevor Ariza","Adebayo, Robinson, Butler, Iguodala, Ariza",1628389-1629130-202710-2738-2772,MIA,13.0,1,,1.0,1.0,,1.0,,,1,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.5,,0.5,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629134-1629639-201609-2738,1610612748,"Bam Adebayo, Kendrick Nunn, Tyler Herro, Goran Dragic, Andre Iguodala","Adebayo, Nunn, Herro, Dragic, Iguodala",1628389-1629134-1629639-201609-2738,MIA,1147.0,4,19.0,-10.0,39.0,42.0,5.0,4.0,5.0,81,8.0,10.0,2.0,3.0,1.0,2.0,7.0,3.0,15.0,,2.0,10.0,18.0,4.0,17.0,34.0,44.0,2.0,3.0,6.0,1.0,2.0,1.0,3.0,5.0,6.0,9.0,4.0,15.0,3.0,3.0,10.0,2.0,23.0,1.0,6.0,21.0,7.0,28.0,5.0,5.0,,0.75,0.23529411764705882,0.3333333333333333,0.23529411764705882,0.5555555555555556,0.6666666666666666,0.5,0.45714285714285713,0.6666666666666666,0.5,0.4722222222222222,0.75,0.5,0.4857142857142857,0.125,0.3,0.2,101.69136878814298,15.435897435897436,12.976190476190476,15.205128205128204,12.880952380952381,0.2857142857142857,0.8,0.8,0.2,0.42857142857142855,0.2,0.2,0.6666666666666666,1.0,0.6666666666666666,0.4,0.5,0.4,,0.7714285714285715,0.2,0.5294800000000001,0.7671,0.56365,0.17647058823529413,0.14705882352941177,5.183333333333334,26.34705882352941,0.1282051282051282,2.0,,14.0,7.0,5.0,6.0,15.0,6.0,2.0,,1.0,,0.7,0.875,0.75,0.8823529411764706,1.0,0.625,0.027777777777777776,0.05263157894736842,2.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,3.0,2.0,1.0,2.0,,5.0,9.0,,2.0,4.0,4.0,,5.0,2.0,1.0,4.0,,4.0,1.0,9.0,1.0,4.0,1.0,,,,0.1111111111111111,0.2857142857142857,0.5555555555555556,,1.0,0.4166666666666667,,,0.45454545454545453,,1.0,1.0,1.0,0.6666666666666666,0.1111111111111111,0.2857142857142857,0.4,1.0,0.02857142857142857,,,,0.05714285714285714,0.5,0.5,1.0,,,0.2,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629134-1629639-202710-2738,1610612748,"Bam Adebayo, Kendrick Nunn, Tyler Herro, Jimmy Butler, Andre Iguodala","Adebayo, Nunn, Herro, Butler, Iguodala",1628389-1629134-1629639-202710-2738,MIA,611.0,2,10.0,5.0,22.0,22.0,1.0,8.0,1.0,44,5.0,9.0,1.0,4.0,,,5.0,1.0,6.0,,1.0,9.0,17.0,3.0,10.0,29.0,24.0,1.0,6.0,2.0,,,,1.0,,6.0,9.0,,6.0,1.0,3.0,9.0,1.0,21.0,6.0,8.0,18.0,3.0,27.0,,1.0,1.0,1.0,0.3,,0.3,0.5294117647058824,0.16666666666666666,,0.5,0.14285714285714285,,0.5178571428571429,0.14285714285714285,,0.37037037037037035,0.75,0.5333333333333333,0.6666666666666666,103.69885433715221,12.863636363636363,14.909090909090908,11.772727272727273,14.590909090909092,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.18518518518518517,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.5714285714285714,0.25,,,1.0,,0.7037037037037037,0.16666666666666666,0.5391722222222223,0.5464416666666666,0.5466,0.06896551724137931,,6.347058823529412,24.96,0.045454545454545456,2.0,,12.0,6.0,4.0,4.0,10.0,3.0,2.0,,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7692307692307693,,0.8,0.03571428571428571,0.05555555555555555,2.0,2.0,3.0,2.0,4.0,,,,1.0,,,,2.0,1.0,1.0,2.0,6.0,,3.0,1.0,,1.0,1.0,,,1.0,,1.0,,2.0,,,,1.0,,,,,0.5,,0.8571428571428571,0.2857142857142857,1.0,,0.2,0.5,,0.8571428571428571,,0.8,0.2,0.4,0.4,0.5,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,0.14814814814814814,0.5,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,1610612748,2021,2020-21,True
