EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Corner3Assists,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,Arc3FGA,FtPoints,OpponentPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,DefTwoPtRebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,LiveBallTurnoverPct,OffAtRimReboundPct,Charge Fouls,BlockedAtRim,OffLongMidRangeReboundPct,PtsPutbacks,DefAtRimReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,SecondChanceArc3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3Frequency,ShortMidRangeAssists,ShortMidRangePctAssisted,PtsUnassisted3s,LostBallTurnovers,2pt And 1 Free Throw Trips,DefensiveGoaltends,HeaveAttempts,Defensive 3 Seconds Violations,SelfOReb,Travels,Loose Ball Fouls Drawn,OffCorner3ReboundPct,SelfORebPct,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedArc3,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626149-1626188-1627936-1629659-202693,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, Markieff Morris","Harrell, Cook, Caruso, Horton-Tucker, Morris",1626149-1626188-1627936-1629659-202693,LAL,60.0,1,1.0,2.0,3.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,144.0,5.0,15.0,5.0,15.0,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5478666666666666,3.533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1627936-1629659-203484,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, Kentavious Caldwell-Pope","Harrell, Cook, Caruso, Horton-Tucker, Caldwell-Pope",1626149-1626188-1627936-1629659-203484,LAL,28.0,1,,5.0,2.0,1.0,,3.0,,,,1.0,1.0,5.0,,,,1.0,,3.0,,,,1.0,1.0,,5.0,,,1.0,1.25,1.25,,,,,,,154.28571428571428,8.0,12.0,8.0,12.0,,,,,,0.5,0.4827,20.6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.4827,1.0,24.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1627936-1629659-2544,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, LeBron James","Harrell, Cook, Caruso, Horton-Tucker, James",1626149-1626188-1627936-1629659-2544,LAL,164.0,1,3.0,5.0,6.0,5.0,,11.0,,1.0,1.0,1.0,2.0,9.0,,1.0,,2.0,,6.0,1.0,3.0,3.0,,,,9.0,,,0.5,0.8,0.75,0.5,1.0,,1.0,1.0,1.0,96.58536585365853,15.333333333333334,14.4,15.333333333333334,14.4,0.2,,,,0.2,0.8,0.51884,3.9,,,,1.0,1.0,,,2.0,3.0,,,,,,2.0,6.0,2.0,1.0,,,1.0,0.6666666666666666,,0.6666666666666666,,,,0.6,,,,0.2,1.0,1.0,1.0,,,,,25.46666666666667,,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.5,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628035-1628398-1629659,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Kyle Kuzma, Talen Horton-Tucker","Harrell, Cook, McKinnie, Kuzma, Horton-Tucker",1626149-1626188-1628035-1628398-1629659,LAL,502.0,3,8.0,13.0,18.0,18.0,16.0,36.0,2.0,5.0,3.0,4.0,9.0,21.0,6.0,,3.0,5.0,2.0,12.0,4.0,9.0,11.0,1.0,1.0,,18.0,0.75,0.75,0.4444444444444444,0.5,0.525,,,,1.0,1.0,1.0,103.26693227091633,13.0,14.88888888888889,12.333333333333334,14.88888888888889,0.35714285714285715,0.4,0.4,1.0,0.21428571428571427,0.7142857142857143,0.4939178571428572,6.222222222222222,8.0,1.0,1.0,1.0,2.0,,,2.0,5.0,3.0,5.0,1.0,3.0,11.0,2.0,6.0,2.0,1.0,11.0,8.0,1.0,0.4,0.3333333333333333,0.4,0.6,0.5625,0.55,0.35714285714285715,0.07142857142857142,1.0,1.0,0.14285714285714285,0.5,0.5,1.0,,,0.469525,0.5238095238095238,25.1,0.4444444444444444,1.0,1.0,3.0,7.0,8.0,3.0,1.0,1.0,3.0,2.0,7.0,12.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2631578947368421,0.35714285714285715,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.2,0.3333333333333333,0.25,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.6666666666666666,0.375,0.3333333333333333,0.3937,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628035-1629659-201162,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Talen Horton-Tucker, Jared Dudley","Harrell, Cook, McKinnie, Horton-Tucker, Dudley",1626149-1626188-1628035-1629659-201162,LAL,143.0,1,2.0,-4.0,5.0,5.0,5.0,10.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,,2.0,2.0,2.0,4.0,,1.0,1.0,,,,4.0,1.0,1.0,0.5,0.4,0.4,,,,,0.3333333333333333,,100.69930069930071,12.6,16.0,12.6,14.4,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,0.8,0.5741799999999999,4.375,5.0,,,,,,,,1.0,2.0,4.0,,1.0,4.0,,,,,4.0,5.0,,,,,0.5,0.4,0.4,0.2,,,,,,,,,,0.5741799999999999,1.0,25.3,1.0,,,1.0,,8.0,1.0,,,1.0,1.0,,,,0.3333333333333333,,,,0.2,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.6,0.6666666666666666,0.2,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628035-1629659-202693,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Talen Horton-Tucker, Markieff Morris","Harrell, Cook, McKinnie, Horton-Tucker, Morris",1626149-1626188-1628035-1629659-202693,LAL,261.0,1,4.0,-2.0,9.0,10.0,4.0,19.0,,1.0,,,1.0,6.0,,1.0,,1.0,,3.0,2.0,6.0,8.0,,,,5.0,,,,0.3,0.42857142857142855,1.0,1.0,,1.0,0.8333333333333334,1.0,104.82758620689656,13.88888888888889,13.6,13.0,12.8,0.2,,,,,1.0,0.49459,3.5,9.0,,,,1.0,,1.0,1.0,4.0,,1.0,1.0,4.0,6.0,,3.0,1.0,,6.0,9.0,1.0,0.25,0.25,0.25,,0.3,0.42857142857142855,0.8,,,,0.2,,,,0.2,,0.49459,1.0,25.425,1.0,,1.0,3.0,3.0,8.0,3.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,0.75,1.0,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.5,2.0,,,,1.0,1.0,3.0,,,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,0.5,0.5,1.0,0.3333333333333333,0.5,,0.5,1.0,1.0,,,,,0.2,,0.6,0.3333333333333333,,0.16666666666666666,,,,,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628035-1629659-203484,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Talen Horton-Tucker, Kentavious Caldwell-Pope","Harrell, Cook, McKinnie, Horton-Tucker, Caldwell-Pope",1626149-1626188-1628035-1629659-203484,LAL,159.0,1,3.0,-2.0,6.0,6.0,,12.0,,2.0,,,3.0,4.0,,,,1.0,,3.0,,1.0,2.0,,,,4.0,,,,0.375,0.4,,,,,0.3333333333333333,,108.67924528301887,12.333333333333334,14.166666666666666,12.333333333333334,12.0,0.5,,,,,0.75,0.591575,5.966666666666666,6.0,,1.0,,,,,1.0,1.0,,3.0,1.0,1.0,4.0,,3.0,1.0,,4.0,6.0,1.0,1.0,1.0,1.0,,0.375,0.4,0.25,0.25,,,,,,,,,0.591575,1.0,25.5,1.0,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.5,,,,0.25,1.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,,,1.0,,,0.5,,0.25,1.0,0.894,,1.0,,1.0,,1.0,1.0,1.0,2.0,,2.0,,0.5,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628035-201162-202083,1610612747,"Montrezl Harrell, Quinn Cook, Alfonzo McKinnie, Jared Dudley, Wesley Matthews","Harrell, Cook, McKinnie, Dudley, Matthews",1626149-1626188-1628035-201162-202083,LAL,62.0,1,1.0,-3.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,2.0,,,0.5,0.5,0.5,,,,,,,116.1290322580645,11.5,13.0,11.5,13.0,0.5,1.0,1.0,,0.5,0.5,0.53025,7.2,2.0,,,,,,,,,1.0,2.0,,,2.0,2.0,,,,2.0,2.0,,,,,0.5,0.5,0.5,,,,,,,,,,,0.53025,1.0,,1.0,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628398-1629659-202083,1610612747,"Montrezl Harrell, Quinn Cook, Kyle Kuzma, Talen Horton-Tucker, Wesley Matthews","Harrell, Cook, Kuzma, Horton-Tucker, Matthews",1626149-1626188-1628398-1629659-202083,LAL,58.0,1,1.0,-4.0,1.0,2.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,74.48275862068965,23.0,17.5,23.0,17.5,,,,,,,0.3568,20.6,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1626188-1628398-1629659-202693,1610612747,"Montrezl Harrell, Quinn Cook, Kyle Kuzma, Talen Horton-Tucker, Markieff Morris","Harrell, Cook, Kuzma, Horton-Tucker, Morris",1626149-1626188-1628398-1629659-202693,LAL,219.0,2,4.0,3.0,8.0,7.0,7.0,15.0,3.0,5.0,1.0,3.0,7.0,9.0,2.0,,1.0,2.0,1.0,5.0,,2.0,4.0,1.0,1.0,,5.0,0.3333333333333333,1.0,0.42857142857142855,0.5,0.5,,,,,1.0,,98.63013698630137,14.0,15.285714285714286,14.0,15.285714285714286,0.5555555555555556,0.6,0.6,0.3333333333333333,0.1111111111111111,0.7777777777777778,0.5979222222222222,4.3,,,1.0,1.0,1.0,,,1.0,2.0,,,,,,4.0,3.0,1.0,1.0,,,1.0,0.5,,0.5,,,,0.2222222222222222,0.1111111111111111,,,0.1111111111111111,1.0,1.0,1.0,,,,,24.15,,,,1.0,,6.0,1.0,,,2.0,,2.0,,,1.0,,,,0.1111111111111111,,,,,,,2.0,2.0,2.0,,,,,2.0,2.0,,4.0,,,,2.0,,2.0,,1.0,,,1.0,1.0,1.0,,0.5,,0.4,1.0,,1.0,,,1.0,1.0,,,,,,0.8644,0.4444444444444444,,,,,,,,,,,,,0.5,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
