EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,Blocked3s,BlockedCorner3,Blocks,Minutes,OffPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,DefFTReboundPct,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,PenaltyArc3FGM,SecondChanceFtPoints,Fg3aBlocked,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SelfOReb,StepOutOfBoundsTurnovers,SelfORebPct,SecondChanceCorner3Frequency,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,3pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedArc3,Clear Path Fouls,3SecondViolations,HeaveAttempts,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,team_id,year,season,team_vs
1626172-1628539-1629672-1629673-201939,1610612744,"Kevon Looney, Mychal Mulder, Eric Paschall, Jordan Poole, Stephen Curry","Looney, Mulder, Paschall, Poole, Curry",1626172-1628539-1629672-1629673-201939,GSW,144.0,1,-6.0,5.0,4.0,10.0,9.0,100.0,7.0,,,,2.0,5.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,2.0,,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.3,0.6,,,,21.8,21.8,7.0,0.4,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5638099999999999,1.5,26.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-1629672-201939-203145,1610612744,"Kevon Looney, Mychal Mulder, Eric Paschall, Stephen Curry, Kent Bazemore","Looney, Mulder, Paschall, Curry, Bazemore",1626172-1628539-1629672-201939-203145,GSW,668.0,3,17.0,23.0,9.0,47.0,19.0,101.31736526946108,16.47826086956522,1.0,,1.0,11.0,24.0,10.0,3.0,6.0,15.0,5.0,11.0,36.0,9.0,6.0,3.0,3.0,8.0,1.0,19.0,3.0,8.0,14.0,,3.0,8.0,29.0,0.6,0.45454545454545453,0.45454545454545453,0.5576923076923077,0.6428571428571429,0.4230769230769231,0.75,0.6666666666666666,0.6666666666666666,12.041666666666666,10.583333333333334,16.043478260869566,0.38461538461538464,0.23076923076923078,0.5,0.5,0.3333333333333333,0.8076923076923077,0.5,0.5237076923076923,4.3533333333333335,25.70909090909091,6.0,,4.0,1.0,7.0,10.0,4.0,5.0,4.0,,5.0,0.7142857142857143,0.8333333333333334,0.4666666666666667,0.625,,0.6,0.8571428571428571,0.6666666666666666,0.15384615384615385,,,,0.038461538461538464,,1.0,,1.0,2.0,0.5,,14.0,6.0,3.0,6.0,1.0,2.0,5.0,1.0,2.0,4.0,7.0,2.0,3.0,7.0,4.0,9.0,3.0,6.0,5.0,22.0,2.0,1.0,1.0,6.0,1.0,,1.0,,7.0,,2.0,,,22.0,14.0,0.5,0.6666666666666666,0.4444444444444444,0.5833333333333334,0.5666666666666667,0.5833333333333334,0.6470588235294118,0.2,0.5,,0.5,1.0,1.0,1.0,0.19230769230769232,0.4,0.4,1.0,0.4,0.5,0.13333333333333333,0.5,0.26666666666666666,0.4869233333333333,0.1111111111111111,0.13333333333333333,0.19444444444444445,0.6111111111111112,0.5833333333333334,1.0,2.0,,1.0,1.0,3.0,6.0,2.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,,,2.0,,,,0.3333333333333333,0.3333333333333333,0.5,,0.7142857142857143,1.0,0.3333333333333333,,0.3333333333333333,0.8,1.0,,0.3333333333333333,0.5,,0.16666666666666666,,,0.49112999999999996,2.0,,,1.0,1.0,2.0,,0.3,,0.5,2.0,1.0,,0.14285714285714285,0.3333333333333333,2.0,1.0,1.0,0.5,,1.0,1.0,0.08333333333333333,,,,,,,1.0,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-1629672-201939-203952,1610612744,"Kevon Looney, Mychal Mulder, Eric Paschall, Stephen Curry, Andrew Wiggins","Looney, Mulder, Paschall, Curry, Wiggins",1626172-1628539-1629672-201939-203952,GSW,362.0,2,-3.0,13.0,13.0,29.0,27.0,115.35911602209946,15.538461538461538,,,1.0,6.0,16.0,3.0,3.0,6.0,4.0,4.0,7.0,24.0,9.0,6.0,3.0,3.0,4.0,2.0,11.0,,2.0,4.0,1.0,2.0,6.0,22.0,0.75,0.5714285714285714,0.5714285714285714,0.6363636363636364,0.75,0.6363636363636364,,0.5,,10.0,9.875,14.923076923076923,0.2727272727272727,0.5454545454545454,0.5,0.5,0.6666666666666666,0.9090909090909091,0.5,0.5267000000000001,5.0,25.885714285714283,,,,1.0,1.0,2.0,,1.0,,,2.0,1.0,1.0,0.25,0.6666666666666666,1.0,,,,,,,,0.09090909090909091,,1.0,1.0,,1.0,1.0,,14.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,,1.0,2.0,,3.0,3.0,6.0,10.0,19.0,1.0,1.0,,2.0,,,1.0,,10.0,,2.0,1.0,,19.0,14.0,0.5,,,,0.5,0.5,0.6785714285714286,,0.3333333333333333,,,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.3333333333333333,,0.1111111111111111,1.0,0.5555555555555556,0.5400722222222222,0.15384615384615385,0.3333333333333333,0.08333333333333333,0.7916666666666666,0.875,,1.0,,,,,3.0,,1.0,2.0,,,,,,,1.0,1.0,,1.0,,,0.25,,,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,1.0,,,,,,0.7022,2.0,2.0,,,3.0,1.0,,0.3333333333333333,,0.4,,1.0,,0.2,,,3.0,,,,,,,,,,,,1.0,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-1629672-202954-203952,1610612744,"Kevon Looney, Mychal Mulder, Eric Paschall, Brad Wanamaker, Andrew Wiggins","Looney, Mulder, Paschall, Wanamaker, Wiggins",1626172-1628539-1629672-202954-203952,GSW,2.0,1,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,0.2562,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2562,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-1629673-202954-203145,1610612744,"Kevon Looney, Mychal Mulder, Jordan Poole, Brad Wanamaker, Kent Bazemore","Looney, Mulder, Poole, Wanamaker, Bazemore",1626172-1628539-1629673-202954-203145,GSW,264.0,1,-1.0,9.0,4.0,18.0,8.0,98.18181818181817,13.555555555555555,,,1.0,4.0,9.0,2.0,,3.0,3.0,1.0,5.0,7.0,3.0,3.0,,1.0,2.0,,5.0,2.0,3.0,4.0,1.0,1.0,,5.0,1.0,0.2,0.2,0.4375,0.4375,0.625,1.0,1.0,1.0,15.777777777777779,15.777777777777779,13.555555555555555,0.25,0.375,,,,0.875,,0.506275,8.633333333333333,24.619999999999997,1.0,,,1.0,2.0,2.0,2.0,1.0,,,1.0,0.5,1.0,0.6666666666666666,1.0,,0.5,0.5,,,,,,0.125,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,0.2,,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,,,,,,,,,0.2857142857142857,,,1.0,1.0,,,,,,2.0,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,0.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-1629673-203110-203952,1610612744,"Kevon Looney, Mychal Mulder, Jordan Poole, Draymond Green, Andrew Wiggins","Looney, Mulder, Poole, Green, Wiggins",1626172-1628539-1629673-203110-203952,GSW,282.0,3,-7.0,10.0,1.0,19.0,15.0,97.02127659574468,13.4,,,,5.0,9.0,1.0,2.0,5.0,1.0,2.0,5.0,8.0,6.0,5.0,2.0,2.0,3.0,2.0,8.0,1.0,3.0,3.0,2.0,3.0,,8.0,1.0,0.4,0.4,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,16.444444444444443,16.444444444444443,13.4,0.16666666666666666,0.8333333333333334,0.4,0.4,1.0,1.0,0.4,0.5536166666666666,1.8,27.660000000000004,1.0,,,,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-201939-203110-203145,1610612744,"Kevon Looney, Mychal Mulder, Stephen Curry, Draymond Green, Kent Bazemore","Looney, Mulder, Curry, Green, Bazemore",1626172-1628539-201939-203110-203145,GSW,339.0,3,7.0,12.0,4.0,23.0,6.0,97.69911504424778,20.083333333333332,,,,6.0,11.0,2.0,1.0,2.0,2.0,2.0,5.0,13.0,6.0,2.0,1.0,2.0,4.0,1.0,10.0,4.0,7.0,7.0,1.0,3.0,4.0,13.0,1.0,0.4,0.4,0.7142857142857143,0.65,0.7142857142857143,0.6666666666666666,0.46153846153846156,0.8,8.909090909090908,8.909090909090908,17.75,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.5,0.6156285714285714,1.9,24.34,2.0,,,,2.0,4.0,,2.0,2.0,,2.0,1.0,1.0,1.0,0.2857142857142857,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,6.0,,1.0,1.0,,1.0,3.0,,1.0,1.0,3.0,,,,1.0,1.0,,2.0,2.0,4.0,1.0,,,,,,1.0,,6.0,,1.0,,,4.0,6.0,,,1.0,,0.3333333333333333,,0.4,,,,0.4,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.5877,0.125,0.3333333333333333,,0.3076923076923077,0.5454545454545454,,,,,,,,,,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-201939-203110-203952,1610612744,"Kevon Looney, Mychal Mulder, Stephen Curry, Draymond Green, Andrew Wiggins","Looney, Mulder, Curry, Green, Wiggins",1626172-1628539-201939-203110-203952,GSW,2447.0,7,9.0,84.0,,169.0,106.0,99.45239068246833,14.952380952380953,,,3.0,41.0,85.0,31.0,13.0,29.0,42.0,16.0,36.0,115.0,33.0,29.0,13.0,11.0,25.0,8.0,61.0,14.0,32.0,46.0,10.0,12.0,16.0,103.0,0.6875,0.4444444444444444,0.4444444444444444,0.6282051282051282,0.6551724137931034,0.46153846153846156,0.875,0.8205128205128205,0.8571428571428571,14.011764705882353,13.31764705882353,14.642857142857142,0.3974358974358974,0.3717948717948718,0.4482758620689655,0.4482758620689655,0.6153846153846154,0.8589743589743589,0.4482758620689655,0.5361557692307692,4.488095238095238,26.62222222222222,22.0,2.0,6.0,5.0,25.0,28.0,22.0,14.0,11.0,2.0,18.0,0.56,0.6363636363636364,0.5952380952380952,0.782608695652174,0.8333333333333334,0.7096774193548387,0.7857142857142857,0.5,0.07692307692307693,0.3333333333333333,0.4,1.0,0.0641025641025641,,7.0,5.0,2.0,12.0,0.5833333333333334,,15.0,9.0,5.0,7.0,1.0,3.0,7.0,,,2.0,17.0,5.0,11.0,12.0,6.0,10.0,1.0,2.0,6.0,21.0,3.0,1.0,3.0,14.0,5.0,1.0,2.0,,19.0,1.0,8.0,3.0,1.0,21.0,15.0,0.5,0.45454545454545453,0.6,0.4166666666666667,0.625,0.46153846153846156,0.6666666666666666,0.15,0.3783783783783784,0.1875,0.6,0.2,0.2,1.0,0.08974358974358974,0.42857142857142855,0.42857142857142855,1.0,0.5833333333333334,0.7142857142857143,,,0.16666666666666666,0.5126291666666667,0.09302325581395349,0.16,0.10434782608695652,0.1826086956521739,0.17647058823529413,5.0,10.0,,1.0,,1.0,15.0,6.0,4.0,11.0,3.0,2.0,1.0,4.0,1.0,,,1.0,2.0,1.0,,,0.09523809523809523,0.16666666666666666,,0.6470588235294118,0.7777777777777778,1.0,,,1.0,1.0,0.3333333333333333,0.8333333333333334,0.5,,0.08333333333333333,,,0.5449777777777778,1.0,2.0,,1.0,1.0,,,0.0967741935483871,,0.5,,4.0,,0.12121212121212122,,,1.0,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1628539-201939-203145-203952,1610612744,"Kevon Looney, Mychal Mulder, Stephen Curry, Kent Bazemore, Andrew Wiggins","Looney, Mulder, Curry, Bazemore, Wiggins",1626172-1628539-201939-203145-203952,GSW,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1629308-1629673-1630185-203145,1610612744,"Kevon Looney, Juan Toscano-Anderson, Jordan Poole, Nico Mannion, Kent Bazemore","Looney, Toscano-Anderson, Poole, Mannion, Bazemore",1626172-1629308-1629673-1630185-203145,GSW,456.0,2,3.0,17.0,,32.0,21.0,101.05263157894737,14.294117647058824,,,,8.0,15.0,2.0,3.0,5.0,5.0,4.0,6.0,24.0,9.0,5.0,3.0,3.0,3.0,2.0,9.0,2.0,6.0,6.0,2.0,5.0,3.0,24.0,0.75,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.8571428571428571,0.5454545454545454,1.0,0.8571428571428571,1.0,14.2,14.2,14.294117647058824,0.18181818181818182,0.45454545454545453,0.6,0.6,0.6666666666666666,0.7272727272727273,0.6,0.48204090909090913,10.86,26.583333333333332,1.0,1.0,1.0,2.0,3.0,,6.0,,,,4.0,,,0.6,0.8,1.0,0.5,0.5,,0.09090909090909091,1.0,1.0,,0.18181818181818182,,1.0,1.0,,1.0,1.0,,5.0,,,1.0,1.0,1.0,1.0,,,1.0,6.0,,,,,2.0,,1.0,4.0,4.0,1.0,,,,,,,,6.0,,2.0,,,4.0,5.0,,,,,,,0.4,,,,0.6666666666666666,0.5,0.5,,0.09090909090909091,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,0.44239999999999996,0.15384615384615385,0.2857142857142857,,0.16666666666666666,0.3333333333333333,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1629308-1629673-201939-203145,1610612744,"Kevon Looney, Juan Toscano-Anderson, Jordan Poole, Stephen Curry, Kent Bazemore","Looney, Toscano-Anderson, Poole, Curry, Bazemore",1626172-1629308-1629673-201939-203145,GSW,100.0,1,-2.0,3.0,,5.0,2.0,72.0,12.333333333333334,,,1.0,2.0,2.0,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,0.3333333333333333,,31.5,31.5,12.0,,1.0,,,,1.0,,0.50595,,28.2,,,,,,,,,,,1.0,,,,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1629308-1629673-201939-203952,1610612744,"Kevon Looney, Juan Toscano-Anderson, Jordan Poole, Stephen Curry, Andrew Wiggins","Looney, Toscano-Anderson, Poole, Curry, Wiggins",1626172-1629308-1629673-201939-203952,GSW,434.0,4,11.0,16.0,14.0,34.0,16.0,112.8110599078341,12.9375,,,,7.0,18.0,2.0,3.0,6.0,10.0,3.0,6.0,27.0,9.0,4.0,2.0,3.0,6.0,3.0,15.0,3.0,4.0,4.0,1.0,3.0,1.0,27.0,1.0,0.5,0.4,0.78125,0.7941176470588235,0.375,1.0,1.0,1.0,12.61111111111111,12.61111111111111,12.4375,0.125,0.375,0.5,0.5,1.0,0.5,0.5,0.45102333333333333,9.89,31.150000000000002,2.0,2.0,4.0,4.0,8.0,6.0,10.0,3.0,,1.0,1.0,0.375,0.375,0.8,1.0,,1.0,1.0,,0.25,0.5,0.5,0.5,0.25,,1.0,1.0,,1.0,1.0,,15.0,,1.0,1.0,4.0,,,,,5.0,2.0,,,,6.0,8.0,3.0,5.0,2.0,23.0,,2.0,,,,,1.0,,2.0,,,,,23.0,15.0,0.6,,0.75,,0.8076923076923077,,0.8214285714285714,,,,1.0,1.0,1.0,0.5,,,,,0.07692307692307693,1.0,,,0.38461538461538464,0.442175,,,,0.8518518518518519,0.8333333333333334,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,1.0,,,,,0.6,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1610612744,2021,2020-21,False
1626172-1629308-1629673-202954-203952,1610612744,"Kevon Looney, Juan Toscano-Anderson, Jordan Poole, Brad Wanamaker, Andrew Wiggins","Looney, Toscano-Anderson, Poole, Wanamaker, Wiggins",1626172-1629308-1629673-202954-203952,GSW,201.0,1,,7.0,,13.0,10.0,93.13432835820895,15.857142857142858,,,,3.0,6.0,3.0,2.0,4.0,4.0,2.0,5.0,10.0,3.0,4.0,2.0,1.0,2.0,1.0,5.0,,2.0,5.0,2.0,2.0,,7.0,0.5,0.4,0.4,0.5555555555555556,0.5555555555555556,0.5555555555555556,,1.0,,15.0,13.833333333333334,14.857142857142858,0.3333333333333333,0.4444444444444444,0.5,0.5,0.5,0.8888888888888888,0.5,0.5105111111111111,3.225,25.7,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,3.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,0.5,,0.5,,0.3333333333333333,0.6,,1.0,,,,0.1111111111111111,,,,,,,,,,,,0.3,,,,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,0.5,0.25,,,1.0,1.0,,,1.0,,,,0.3333333333333333,,,0.6666666666666666,0.5,1.0,0.480975,,,,,,,,0.3333333333333333,,,,1.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1629308-1629673-203145-203952,1610612744,"Kevon Looney, Juan Toscano-Anderson, Jordan Poole, Kent Bazemore, Andrew Wiggins","Looney, Toscano-Anderson, Poole, Bazemore, Wiggins",1626172-1629308-1629673-203145-203952,GSW,2584.0,8,10.0,83.0,,167.0,73.0,93.06501547987615,15.0,,,4.0,43.0,84.0,19.0,9.0,24.0,51.0,11.0,29.0,83.0,24.0,24.0,9.0,8.0,21.0,6.0,50.0,18.0,35.0,43.0,8.0,20.0,15.0,78.0,0.7272727272727273,0.3793103448275862,0.3793103448275862,0.45625,0.5060975609756098,0.3625,0.8181818181818182,0.723404255319149,0.8421052631578947,15.94047619047619,15.607142857142858,14.662650602409638,0.2375,0.3,0.375,0.375,0.6666666666666666,0.6,0.375,0.498386875,8.709803921568627,26.048275862068966,12.0,5.0,17.0,15.0,20.0,26.0,14.0,13.0,10.0,1.0,16.0,0.65,0.65,0.39215686274509803,0.64,0.4,0.631578947368421,0.7058823529411765,0.8333333333333334,0.2125,0.29411764705882354,0.38461538461538464,0.2,0.1875,1.0,7.0,4.0,3.0,10.0,0.7,1.0,,6.0,,,3.0,2.0,5.0,,,,10.0,1.0,3.0,5.0,,,,,,,2.0,2.0,1.0,8.0,3.0,,,1.0,11.0,,9.0,4.0,3.0,,,,0.3333333333333333,,0.5,,0.5,,0.05555555555555555,0.16326530612244897,0.06666666666666667,0.8,0.2,0.2,0.6666666666666666,0.0625,0.4,0.4,1.0,,,,,,,0.10975609756097561,0.16981132075471697,0.060240963855421686,,,1.0,1.0,,1.0,1.0,2.0,9.0,,6.0,7.0,8.0,5.0,3.0,2.0,2.0,,3.0,1.0,1.0,2.0,,0.5,0.11764705882352941,0.23529411764705882,,0.22580645161290322,0.42857142857142855,0.25,0.08333333333333333,,0.8,0.6666666666666666,0.5,0.2,1.0,1.0,0.2,,,0.4642625,,,,,,,,0.10526315789473684,,,1.0,1.0,,0.023255813953488372,0.2,7.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626172-1629308-1630185-203145-203952,1610612744,"Kevon Looney, Juan Toscano-Anderson, Nico Mannion, Kent Bazemore, Andrew Wiggins","Looney, Toscano-Anderson, Mannion, Bazemore, Wiggins",1626172-1629308-1630185-203145-203952,GSW,171.0,1,2.0,6.0,,12.0,9.0,101.05263157894737,11.666666666666666,,,,3.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,11.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,,,1.0,11.0,1.0,0.5,0.5,0.9,0.9166666666666666,0.4,1.0,1.0,1.0,16.833333333333332,16.833333333333332,11.666666666666666,0.6,0.2,1.0,1.0,1.0,1.0,1.0,0.51406,2.6333333333333333,23.7,3.0,,,,3.0,4.0,2.0,2.0,2.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,0.2,,,,,,,,,,0.16666666666666666,0.25,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
