EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,FtPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeAssists,Offensive Fouls Drawn,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,ShortMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,BadPassTurnovers,SecondChanceTurnovers,OffFTReboundPct,ShortMidRangePctAssisted,DefShortMidRangeReboundPct,Corner3FGM,Corner3Assists,Loose Ball Fouls,Charge Fouls Drawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,Corner3PctBlocked,OffCorner3ReboundPct,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,BlockedLongMidRange,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,DefensiveGoaltends,team_id,year,season,team_vs
1627885-1628420-1628427-1630210-201580,1610612743,"Shaquille Harrison, Monte Morris, Vlatko Cancar, Markus Howard, JaVale McGee","Harrison, Morris, Cancar, Howard, McGee",1627885-1628420-1628427-1630210-201580,DEN,122.0,1,2.0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,0.6666666666666666,0.5,0.5,0.25,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,70.81967213114754,27.333333333333332,13.333333333333334,27.333333333333332,13.333333333333334,0.5,0.5,1.0,0.25,1.0,1.0,0.25,0.75,0.558175,5.033333333333333,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1629008-1630267-203085,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., Facundo Campazzo, Austin Rivers","Harrison, Morris, Porter Jr., Campazzo, Rivers",1627885-1628420-1629008-1630267-203085,DEN,4.0,1,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1629008-200794-203210,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., Paul Millsap, JaMychal Green","Harrison, Morris, Porter Jr., Millsap, Green",1627885-1628420-1629008-200794-203210,DEN,297.0,1,5.0,9.0,10.0,,19.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,1.0,9.0,13.0,6.0,1.0,,,,,2.0,5.0,,5.0,2.0,3.0,9.0,0.8,0.6666666666666666,0.6428571428571429,0.16666666666666666,,,,,1.0,,,0.75,,,,92.12121212121212,13.333333333333334,17.7,13.333333333333334,17.6,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.4763833333333333,5.54,33.5,-4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.25,0.25,0.5,0.75,1.0,1.0,0.5,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1629008-203210-203999,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., JaMychal Green, Nikola Jokic","Harrison, Morris, Porter Jr., Green, Jokic",1627885-1628420-1629008-203210-203999,DEN,47.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,,1.0,0.5,0.5,0.5,,,,,1.0,,,,1.0,,,61.276595744680854,18.0,29.0,18.0,29.0,0.5,1.0,1.0,,,,0.5,1.0,0.6318,0.7,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1630210-200794-203210,1610612743,"Shaquille Harrison, Monte Morris, Markus Howard, Paul Millsap, JaMychal Green","Harrison, Morris, Howard, Millsap, Green",1627885-1628420-1630210-200794-203210,DEN,463.0,3,8.0,17.0,14.0,4.0,31.0,3.0,6.0,,,8.0,4.0,8.0,10.0,26.0,19.0,8.0,8.0,1.0,1.0,3.0,4.0,,5.0,4.0,9.0,2.0,4.0,21.0,0.5,0.6388888888888888,0.6578947368421053,0.5555555555555556,0.1,0.125,0.16666666666666666,0.125,,0.75,0.8,0.5555555555555556,0.5,0.6666666666666666,1.0,96.41468682505399,15.294117647058824,14.5,14.470588235294118,14.071428571428571,0.3333333333333333,0.5,0.6,,,,0.4444444444444444,0.8888888888888888,0.5515029411764706,5.2,26.75,7.0,3.0,,,4.0,,12.0,1.0,,1.0,,1.0,1.0,3.0,4.0,1.0,,,,0.25,,1.0,,0.05555555555555555,0.125,3.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,0.5,0.625,0.25,0.3333333333333333,0.5,1.0,0.19230769230769232,13.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,6.0,5.0,2.0,1.0,2.0,4.0,5.0,7.0,2.0,21.0,12.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,13.0,1.0,1.0,0.8,0.5,0.7142857142857143,0.5,0.5,0.8636363636363636,0.8333333333333334,1.0,0.16666666666666666,0.1111111111111111,0.5,0.5,0.1111111111111111,0.625,0.7142857142857143,0.8,0.25,0.25,0.18181818181818182,0.5,0.09090909090909091,0.5454545454545454,0.8333333333333334,0.625,0.671175,0.498625,0.8076923076923077,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1630210-203210-203999,1610612743,"Shaquille Harrison, Monte Morris, Markus Howard, JaMychal Green, Nikola Jokic","Harrison, Morris, Howard, Green, Jokic",1627885-1628420-1630210-203210-203999,DEN,97.0,2,2.0,2.0,3.0,1.0,5.0,,,,,1.0,1.0,1.0,1.0,4.0,,,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,2.0,1.0,0.5,0.6666666666666666,0.5,,,,,,,1.0,1.0,1.0,,1.0,74.22680412371133,16.0,21.666666666666668,16.0,17.666666666666668,,,,,,,0.5,0.5,0.3981,18.8,31.3,4.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,,,,,2.0,,1.0,,,1.0,1.0,1.0,,,0.5,2.0,,,1.0,1.0,,,,,,,1.0,,,2.0,1.0,1.0,,1.0,2.0,4.0,,,,,,,,1.0,,,1.0,,4.0,2.0,,1.0,,,,,1.0,0.5,0.6666666666666666,,,0.5,1.0,1.0,,,,,,,,,,0.5,,,,0.3981,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1630267-203085-203210,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, JaMychal Green","Harrison, Morris, Campazzo, Rivers, Green",1627885-1628420-1630267-203085-203210,DEN,10.0,1,,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,288.0,6.0,4.0,6.0,4.0,,,,1.0,,,,,0.206,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1630267-203085-203932,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, Aaron Gordon","Harrison, Morris, Campazzo, Rivers, Gordon",1627885-1628420-1630267-203085-203932,DEN,27.0,2,,4.0,2.0,2.0,6.0,,,,,4.0,,,4.0,6.0,4.0,,4.0,,,,,,,,,,2.0,6.0,,0.75,0.75,1.0,,,,,,,,,,,,320.0,5.25,3.0,5.25,3.0,,,,,,,1.0,1.0,0.3499875,,26.225,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,2.0,2.0,2.0,,,,,2.0,2.0,,6.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,6.0,2.0,1.0,,0.5,0.5,1.0,0.5,,1.5,1.5,,,,,,,0.5,0.5,0.5,,,,,,1.0,1.0,0.5,,0.44205,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1630267-203085-203999,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, Nikola Jokic","Harrison, Morris, Campazzo, Rivers, Jokic",1627885-1628420-1630267-203085-203999,DEN,34.0,1,1.0,2.0,2.0,2.0,4.0,,,,,1.0,,1.0,1.0,3.0,,,1.0,,,,,1.0,1.0,,1.0,,,3.0,,0.75,0.75,0.5,,,,,1.0,,,,,,,169.41176470588235,13.0,4.0,13.0,4.0,,,,,,,0.5,0.5,0.319575,22.1,26.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,3.0,,3.0,1.0,,,,,,,,,,3.0,2.0,,,,1.0,1.0,1.0,,0.75,0.75,,,0.5,,,,1.0,1.0,,,,,,,0.5,1.0,1.0,,0.319575,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627885-1628420-1630267-203115-203932,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Will Barton, Aaron Gordon","Harrison, Morris, Campazzo, Barton, Gordon",1627885-1628420-1630267-203115-203932,DEN,3.0,1,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
