EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Fg3aBlocked,OffThreePtRebounds,OffRebounds,Rebounds,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,Minutes,DefPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,OpponentPoints,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,PtsUnassisted2s,PtsUnassisted3s,OffTwoPtRebounds,ThreePtShootingFoulsDrawn,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,ThreePtShootingFoulsDrawnPct,AtRimFGM,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,Corner3Assists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,SecondChanceFg2Pct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,Fg2aBlocked,AtRimAssists,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,PenaltyFtPoints,Offensive Fouls,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Travels,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,OffensiveGoaltends,HeaveMakes,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1626162-1626172-1627780-1628539-203145,1610612744,"Kelly Oubre Jr., Kevon Looney, Gary Payton II, Mychal Mulder, Kent Bazemore","Oubre Jr., Looney, Payton II, Mulder, Bazemore",1626162-1626172-1627780-1628539-203145,GSW,3.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,1.0,480.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32865,0.32865,0.32865,1.0,1.0,25.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627780-203110-203145,1610612744,"Kelly Oubre Jr., Kevon Looney, Gary Payton II, Draymond Green, Kent Bazemore","Oubre Jr., Looney, Payton II, Green, Bazemore",1626162-1626172-1627780-203110-203145,GSW,6.0,1,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.5325,,0.5325,,,23.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1628539-1629673,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Mychal Mulder, Jordan Poole","Oubre Jr., Looney, Lee, Mulder, Poole",1626162-1626172-1627814-1628539-1629673,GSW,98.0,1,1.0,3.0,,,6.0,,1.0,,,,,,1.0,4.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,0.5,,,0.6666666666666666,,,0.5,88.16326530612245,19.333333333333332,0.5,,,,,,,,,0.5,,0.44835,,,,,25.9,,,,,,,2.0,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.333333333333334,19.333333333333332,13.333333333333334,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1628539-201939,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Mychal Mulder, Stephen Curry","Oubre Jr., Looney, Lee, Mulder, Curry",1626162-1626172-1627814-1628539-201939,GSW,3.0,1,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,480.0,3.0,1.0,,,,,,,1.0,,1.0,,0.1971,,0.1971,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1629308-1629673,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Juan Toscano-Anderson, Jordan Poole","Oubre Jr., Looney, Lee, Toscano-Anderson, Poole",1626162-1626172-1627814-1629308-1629673,GSW,206.0,1,5.0,7.0,,1.0,13.0,1.0,1.0,,,,,1.0,1.0,14.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,0.7,,,0.875,,,0.2,90.873786407767,12.0,0.2,1.0,1.0,,,,,,,0.6,1.0,0.58606,0.8042,,,,24.6,,,,,,1.0,3.0,,,,0.5,,,,3.0,6.0,1.0,1.0,2.0,4.0,7.0,9.0,,,,1.0,1.0,2.0,,3.0,8.0,1.0,14.0,,,0.5,1.0,1.0,1.0,,1.0,20.333333333333332,11.857142857142858,20.333333333333332,0.2,1.0,1.0,,0.375,0.2,7.85,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,0.5,0.5,1.0,0.4,0.2,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1629672-1629673,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Eric Paschall, Jordan Poole","Oubre Jr., Looney, Lee, Paschall, Poole",1626162-1626172-1627814-1629672-1629673,GSW,167.0,1,10.0,7.0,,2.0,13.0,1.0,3.0,,,,,2.0,4.0,10.0,1.0,1.0,5.0,,,,6.0,3.0,1.0,2.0,3.0,1.0,8.0,,,1.0,0.5,1.0,,0.5,0.625,1.25,,0.625,1.25,,0.5,112.09580838323353,10.714285714285714,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.75,0.3333333333333333,0.496575,0.535,,0.5,,25.225,,1.0,,,,2.0,6.0,,,,0.5,,0.125,,3.0,6.0,,1.0,2.0,4.0,,,2.0,1.0,,3.0,1.0,4.0,,,,,5.0,0.5,0.5,0.5,1.0,1.0,1.0,,1.0,15.333333333333334,9.285714285714286,15.333333333333334,0.125,,,,,,7.875,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,0.25,0.125,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1629672-201939,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Eric Paschall, Stephen Curry","Oubre Jr., Looney, Lee, Paschall, Curry",1626162-1626172-1627814-1629672-201939,GSW,275.0,3,,8.0,8.0,1.0,16.0,,,,,,,,,10.0,,,,,,10.0,,,,,3.0,,6.0,10.0,8.0,,,,,,0.625,,0.625,0.625,,0.625,,83.78181818181818,19.375,,,,,,,,,,0.125,,0.396125,,0.396125,,1.0,,1.0,,,,,1.0,3.0,,,,0.5,,,,5.0,8.0,3.0,5.0,5.0,8.0,,10.0,6.0,3.0,2.0,2.0,,2.0,1.0,1.0,,,10.0,0.6,0.6,0.625,,0.6666666666666666,0.6666666666666666,,,15.0,19.125,14.625,0.625,0.6,0.75,0.6666666666666666,,,8.525,1.0,,1.0,2.0,,4.0,,1.0,,0.5,,,0.125,0.25,0.5,0.5,,,1.0,,,,,,,,,,,,,0.5,,,1.0,1.0,,,,,,,,,8.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.125,0.2,1.0,1.0,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1629673-1630185,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Jordan Poole, Nico Mannion","Oubre Jr., Looney, Lee, Poole, Mannion",1626162-1626172-1627814-1629673-1630185,GSW,1877.0,6,-2.0,58.0,,9.0,116.0,3.0,9.0,,,,,3.0,11.0,60.0,,,11.0,,,,6.0,9.0,3.0,2.0,9.0,2.0,20.0,,,0.6666666666666666,0.2727272727272727,,,0.2727272727272727,0.44166666666666665,0.5,,0.46153846153846156,0.5,,0.18333333333333332,88.99307405434203,16.551724137931036,0.15,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,0.5,0.3333333333333333,0.4754216666666667,0.4549111111111111,,0.18333333333333332,,26.463636363636365,,2.0,,,1.0,12.0,39.0,,,0.125,0.29411764705882354,,0.03333333333333333,,31.0,58.0,9.0,23.0,22.0,49.0,7.0,62.0,14.0,7.0,3.0,15.0,11.0,27.0,10.0,14.0,11.0,6.0,49.0,0.3181818181818182,0.35,0.4489795918367347,0.6875,0.8333333333333334,0.7647058823529411,0.5,0.8823529411764706,15.810344827586206,15.551724137931034,15.172413793103448,0.38333333333333336,0.391304347826087,0.45,0.3333333333333333,0.09230769230769231,0.1111111111111111,7.416326530612245,19.0,4.0,2.0,7.0,10.0,30.0,3.0,9.0,,0.34615384615384615,0.5,0.6,0.31666666666666665,0.11666666666666667,0.2857142857142857,0.2857142857142857,0.4,,11.0,2.0,,,,5.0,,,3.0,1.0,,1.0,0.5,0.3076923076923077,0.8571428571428571,0.1,0.5789473684210527,0.6470588235294118,,,,,0.5,,,,,,,,,5.0,4.0,3.0,6.0,,4.0,,,0.10204081632653061,0.13043478260869565,,0.36363636363636365,,,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,0.10526315789473684,0.5,1.0,1.0,0.2,0.16666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1629673-201939,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Jordan Poole, Stephen Curry","Oubre Jr., Looney, Lee, Poole, Curry",1626162-1626172-1627814-1629673-201939,GSW,236.0,4,-11.0,6.0,6.0,2.0,15.0,,1.0,,,,1.0,,1.0,4.0,,,2.0,,1.0,4.0,,1.0,,,1.0,,2.0,4.0,6.0,,,,,,0.2,,0.2,0.3333333333333333,1.0,0.3333333333333333,0.2,91.52542372881356,15.0,0.2,,,,,,,0.2,,0.4,,0.46105999999999997,,0.46105999999999997,0.5,1.0,29.0,1.0,,,,,1.0,3.0,,,,0.25,,,,4.0,9.0,,1.0,1.0,4.0,2.0,15.0,2.0,1.0,,1.0,,2.0,5.0,3.0,2.0,,2.0,1.0,1.0,0.25,,1.0,0.3333333333333333,,1.0,16.22222222222222,12.166666666666666,16.11111111111111,0.2,,,,,,11.575,1.0,,,2.0,,,,1.0,,0.3333333333333333,,,0.2,0.4,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,9.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,1.0,0.2,1.0,2.0,,,1.0,,,,,,1.0,,,,,2.0,,,3.0,1.0,,,1.0,,0.5,,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
1626162-1626172-1627814-1629673-203145,1610612744,"Kelly Oubre Jr., Kevon Looney, Damion Lee, Jordan Poole, Kent Bazemore","Oubre Jr., Looney, Lee, Poole, Bazemore",1626162-1626172-1627814-1629673-203145,GSW,1456.0,5,10.0,44.0,,2.0,88.0,2.0,9.0,,,,,3.0,11.0,47.0,,,2.0,,,,9.0,9.0,2.0,3.0,12.0,2.0,27.0,,,1.0,0.2727272727272727,,,0.2727272727272727,0.527027027027027,0.5,,0.5595238095238095,0.5,,0.2972972972972973,87.03296703296704,15.522727272727273,0.24324324324324326,0.2222222222222222,0.2222222222222222,1.0,,,,,,0.5405405405405406,0.2222222222222222,0.5186216216216216,0.56445,,0.0425531914893617,,26.463636363636365,,2.0,,,,2.0,24.0,,,,0.11764705882352941,,0.05405405405405406,,24.0,44.0,4.0,8.0,15.0,26.0,8.0,37.0,18.0,9.0,2.0,11.0,11.0,22.0,5.0,16.0,13.0,6.0,45.0,0.6,0.6,0.5769230769230769,0.7857142857142857,0.7333333333333333,0.7586206896551724,1.0,0.7142857142857143,17.568181818181817,15.25,16.704545454545453,0.21621621621621623,0.5,0.5714285714285714,0.5,0.16666666666666666,0.2,8.926923076923076,9.0,1.0,5.0,9.0,2.0,12.0,,2.0,1.0,0.18181818181818182,0.3333333333333333,0.8,0.24324324324324326,0.24324324324324326,0.5555555555555556,0.5555555555555556,0.5,0.08333333333333333,6.0,,1.0,,,1.0,1.0,2.0,,4.0,4.0,,0.5,,0.6666666666666666,,0.6666666666666666,0.75,0.4,0.5,0.5,1.0,,,,,,,,,,2.0,5.0,3.0,7.0,,,1.0,,0.07692307692307693,0.125,1.0,0.8333333333333334,,,,,,,4.0,,3.0,,1.0,,1.0,,1.0,2.0,2.0,,1.0,2.0,1.0,0.1111111111111111,0.5714285714285714,,,0.25,,0.5,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,True
