EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,BadPassSteals,Loose Ball Fouls Drawn,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,FG2M,FG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Loose Ball Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGA,Fg2aBlocked,BadPassOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFrequency,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyFG3M,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Travels,DefShortMidRangeReboundPct,PtsUnassisted3s,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyArc3Accuracy,BadPassTurnovers,DefensiveGoaltends,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlockedAtRim,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,SecondChanceTurnovers,HeaveAttempts,Offensive Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Charge Fouls,OffCorner3ReboundPct,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,3SecondViolations,team_id,year,season,team_vs
1628372-1628373-1628995-1629033-203457,1610612752,"Dennis Smith Jr., Frank Ntilikina, Kevin Knox II, Theo Pinson, Nerlens Noel","Smith Jr., Ntilikina, Knox II, Pinson, Noel",1628372-1628373-1628995-1629033-203457,NYK,117.0,1,2.0,-3.0,4.0,4.0,4.0,4.0,8.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,0.25,0.25,1.0,98.46153846153847,12.5,16.75,12.5,16.5,1.0,1.0,1.0,0.4938,0.4938,0.25,1.0,1.0,25.866666666666664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628373-1628995-1629033-203944,1610612752,"Dennis Smith Jr., Frank Ntilikina, Kevin Knox II, Theo Pinson, Julius Randle","Smith Jr., Ntilikina, Knox II, Pinson, Randle",1628372-1628373-1628995-1629033-203944,NYK,30.0,1,,,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,96.0,20.0,10.0,20.0,10.0,1.0,,1.0,0.50145,,,,,26.6,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629011-1629628-203085,1610612752,"Dennis Smith Jr., Kevin Knox II, Mitchell Robinson, RJ Barrett, Austin Rivers","Smith Jr., Knox II, Robinson, Barrett, Rivers",1628372-1628995-1629011-1629628-203085,NYK,158.0,1,3.0,-1.0,5.0,4.0,5.0,,9.0,2.0,2.0,3.0,,4.0,5.0,3.0,,4.0,2.0,1.0,,,,,,,4.0,4.0,5.0,0.3333333333333333,0.3333333333333333,0.5,82.0253164556962,18.4,16.5,17.2,16.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5595249999999999,0.5595249999999999,,,1.0,24.266666666666666,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.25,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,0.16666666666666666,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629011-202692-203493,1610612752,"Dennis Smith Jr., Kevin Knox II, Mitchell Robinson, Alec Burks, Reggie Bullock","Smith Jr., Knox II, Robinson, Burks, Bullock",1628372-1628995-1629011-202692-203493,NYK,115.0,1,2.0,,4.0,4.0,,3.0,8.0,2.0,,2.0,2.0,7.0,7.0,,,,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,,0.7,,0.5,100.17391304347825,12.75,16.0,11.0,13.75,0.5,,0.75,0.5669875,,0.2,0.3333333333333333,,24.9,,,,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,1.0,,,3.0,1.0,,1.0,2.0,3.0,,,0.5,,0.625,,,1.0,0.5,1.0,1.0,,0.25,1.0,1.0,,0.25,,,,,0.5,,,,6.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.25,1.25,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5646,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629011-202692-203944,1610612752,"Dennis Smith Jr., Kevin Knox II, Mitchell Robinson, Alec Burks, Julius Randle","Smith Jr., Knox II, Robinson, Burks, Randle",1628372-1628995-1629011-202692-203944,NYK,76.0,1,1.0,-2.0,3.0,2.0,,,5.0,,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,94.73684210526316,15.666666666666666,14.5,15.666666666666666,14.5,,,0.5,0.3675,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629033-1629649-1630193,1610612752,"Dennis Smith Jr., Kevin Knox II, Theo Pinson, Ignas Brazdeikis, Immanuel Quickley","Smith Jr., Knox II, Pinson, Brazdeikis, Quickley",1628372-1628995-1629033-1629649-1630193,NYK,107.0,1,2.0,3.0,4.0,4.0,4.0,,8.0,1.0,1.0,1.0,3.0,7.0,4.0,1.0,3.0,7.0,1.0,,,,,2.0,3.0,1.0,7.0,7.0,4.0,0.875,0.875,0.3333333333333333,107.66355140186916,13.0,13.75,13.0,13.0,0.3333333333333333,0.3333333333333333,1.0,0.5966,0.5966,0.3333333333333333,0.5,1.0,25.4,1.0,,,,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,,0.6666666666666666,1.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629033-1630167-203457,1610612752,"Dennis Smith Jr., Kevin Knox II, Theo Pinson, Obi Toppin, Nerlens Noel","Smith Jr., Knox II, Pinson, Toppin, Noel",1628372-1628995-1629033-1630167-203457,NYK,14.0,1,,-1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,102.85714285714286,,14.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629033-1630193-203457,1610612752,"Dennis Smith Jr., Kevin Knox II, Theo Pinson, Immanuel Quickley, Nerlens Noel","Smith Jr., Knox II, Pinson, Quickley, Noel",1628372-1628995-1629033-1630193-203457,NYK,117.0,1,2.0,-4.0,4.0,5.0,4.0,,9.0,1.0,1.0,1.0,4.0,4.0,8.0,1.0,4.0,4.0,1.0,1.0,1.0,,,2.0,4.0,1.0,4.0,4.0,4.0,0.5,0.5,0.5,110.76923076923077,16.0,10.6,16.0,10.0,0.5,0.5,1.0,0.493175,0.493175,0.3333333333333333,0.5,1.0,25.4,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1629628-202692-203457,1610612752,"Dennis Smith Jr., Kevin Knox II, RJ Barrett, Alec Burks, Nerlens Noel","Smith Jr., Knox II, Barrett, Burks, Noel",1628372-1628995-1629628-202692-203457,NYK,402.0,1,7.0,5.0,11.0,11.0,7.0,3.0,22.0,1.0,,2.0,2.0,14.0,9.0,1.0,1.0,8.0,1.0,1.0,1.0,,2.0,2.0,3.0,1.0,10.0,8.0,7.0,0.5416666666666666,0.4444444444444444,0.18181818181818182,78.80597014925372,14.909090909090908,21.636363636363637,14.272727272727273,19.09090909090909,0.09090909090909091,,0.6363636363636364,0.5038181818181818,0.5312125,0.08333333333333333,0.1,0.5714285714285714,25.35,0.6363636363636364,,,3.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,,3.0,9.0,1.0,2.0,7.0,4.0,2.0,4.0,1.0,,10.0,,3.0,5.0,3.0,8.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.5454545454545454,0.4375,0.6,,0.5555555555555556,0.6,,1.0,0.45454545454545453,0.2,0.3333333333333333,1.0,0.18181818181818182,0.5,0.5,,0.09090909090909091,,0.625,0.2,0.125,7.011111111111111,,1.0,1.0,,2.0,,1.0,1.0,4.0,2.0,6.0,,1.0,2.0,1.0,3.0,2.0,,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,,0.75,0.6666666666666666,0.6,0.5,,0.6666666666666666,,1.0,1.0,1.0,0.5,,,,1.0,0.57595,0.2857142857142857,2.0,2.0,1.0,0.2222222222222222,0.4,0.18181818181818182,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.75,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
1628372-1628995-1630167-203457-203493,1610612752,"Dennis Smith Jr., Kevin Knox II, Obi Toppin, Nerlens Noel, Reggie Bullock","Smith Jr., Knox II, Toppin, Noel, Bullock",1628372-1628995-1630167-203457-203493,NYK,13.0,1,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,2.0,,1.0,1.0,1.0,0.5,0.5,,110.76923076923076,13.0,,13.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2021,2020-21,False
