EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,Offensive Fouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffTwoPtRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,2pt And 1 Free Throw Trips,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,3pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Frequency,SecondChanceFtPoints,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,PenaltyTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,HeaveAttempts,Charge Fouls Drawn,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,LongMidRangePctBlocked,Corner3PctBlocked,BlockedArc3,team_id,year,season,team_vs
1626168-1627749-1627751-1628401-1629640,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Derrick White, Keldon Johnson","Lyles, Murray, Poeltl, White, Johnson",1626168-1627749-1627751-1628401-1629640,SAS,1005.0,2,17.0,19.0,34.0,33.0,1.0,67.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,6.0,5.0,8.0,1.0,9.0,13.0,8.0,14.0,5.0,47.0,28.0,1.0,14.0,4.0,21.0,3.0,8.0,5.0,2.0,7.0,7.0,14.0,5.0,2.0,2.0,2.0,3.0,35.0,1.0,4.0,9.0,1.0,14.0,1.0,15.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,7.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,47.0,0.7777777777777778,0.7777777777777778,0.875,0.5714285714285714,0.5714285714285714,0.6923076923076923,0.7777777777777778,0.8103448275862069,0.5185185185185185,0.15384615384615385,0.2857142857142857,0.42857142857142855,1.0,0.8181818181818182,0.8,0.16666666666666666,0.8125,0.1,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.5,96.0,12.735294117647058,17.333333333333332,12.529411764705882,16.818181818181817,0.1111111111111111,1.0,1.0,0.6666666666666666,0.25925925925925924,0.42857142857142855,0.6,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.6666666666666666,0.2962962962962963,0.625,0.625,1.0,1.0,0.6296296296296297,0.625,0.5246796296296297,0.03571428571428571,0.07142857142857142,8.346153846153847,24.807142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1628401-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Derrick White, Patty Mills","Lyles, Murray, Poeltl, White, Mills",1626168-1627749-1627751-1628401-201988,SAS,153.0,1,3.0,3.0,4.0,4.0,1.0,8.0,,,,,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,5.0,2.0,1.0,2.0,,3.0,,3.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,2.0,1.0,,3.0,1.0,4.0,,,,,,,1.0,,,1.0,,2.0,,,,,,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.625,0.75,,,,,1.0,0.6666666666666666,0.5,0.75,0.5,,,,1.0,0.6666666666666666,,75.29411764705883,16.25,22.0,15.75,21.25,,,,,,,,,0.25,1.0,1.0,1.0,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.3333333333333333,0.5132,,,14.0,25.2,1.0,1.0,3.0,1.0,1.0,1.5,1.5,0.5,1.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1628966-1629022,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, Lonnie Walker IV","Lyles, Murray, Poeltl, Bates-Diop, Walker IV",1626168-1627749-1627751-1628966-1629022,SAS,291.0,2,5.0,8.0,10.0,10.0,,20.0,3.0,3.0,1.0,1.0,,,,,2.0,4.0,,4.0,4.0,2.0,4.0,,14.0,6.0,,4.0,4.0,3.0,3.0,4.0,2.0,,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,,2.0,3.0,,5.0,,5.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,14.0,0.5,0.5,0.5,0.5,0.5,1.0,0.875,0.875,0.5,,,0.5,,1.0,0.6666666666666666,,0.8333333333333334,,,1.0,1.0,1.0,0.6666666666666666,,98.96907216494846,12.3,16.8,12.3,16.8,0.375,1.0,1.0,0.3333333333333333,0.125,1.0,1.0,1.0,,,,,,,,,0.5,0.5,0.5,0.5,,0.875,0.5,0.5178125,,,2.7,25.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1628966-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, DeMar DeRozan","Lyles, Murray, Poeltl, Bates-Diop, DeRozan",1626168-1627749-1627751-1628966-201942,SAS,251.0,2,4.0,9.0,8.0,7.0,2.0,15.0,2.0,4.0,2.0,3.0,,1.0,,,1.0,3.0,,4.0,8.0,1.0,3.0,,11.0,2.0,,2.0,6.0,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,,1.0,4.0,,5.0,3.0,8.0,,,,,,,,,,,,1.0,,,,,,9.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.2727272727272727,0.125,,,,1.0,1.0,,1.0,0.5,,,1.0,1.0,1.0,,86.05577689243027,15.375,18.285714285714285,12.5,18.285714285714285,0.36363636363636365,0.5,0.6666666666666666,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.09090909090909091,,,,,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,0.6363636363636364,0.3333333333333333,0.46003181818181815,,,5.8,27.03333333333333,,,2.0,,,0.3333333333333333,0.3333333333333333,,,,0.18181818181818182,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.75,1.0,1.0,1.0,0.6666666666666666,0.5,0.5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1628966-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, Patty Mills","Lyles, Murray, Poeltl, Bates-Diop, Mills",1626168-1627749-1627751-1628966-201988,SAS,182.0,2,3.0,-1.0,7.0,6.0,,13.0,1.0,2.0,,,,,1.0,2.0,,2.0,,1.0,2.0,1.0,4.0,1.0,6.0,7.0,,2.0,,3.0,,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,,2.0,1.0,,3.0,,3.0,,,,1.0,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,6.0,1.0,1.0,1.0,0.25,0.25,0.5,0.4166666666666667,0.5,0.6666666666666666,0.5,,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,102.85714285714286,15.142857142857142,12.666666666666666,15.142857142857142,12.666666666666666,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,,,,,1.0,,0.5690583333333333,0.16666666666666666,0.5,1.65,25.75,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1629022-1629640,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Keldon Johnson","Lyles, Murray, Poeltl, Walker IV, Johnson",1626168-1627749-1627751-1629022-1629640,SAS,339.0,2,6.0,1.0,11.0,11.0,,22.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,4.0,,3.0,4.0,2.0,4.0,2.0,14.0,13.0,,4.0,2.0,3.0,3.0,4.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,5.0,,5.0,,5.0,,,,,2.0,,2.0,,,2.0,1.0,1.0,,1.0,2.0,1.0,,14.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.75,0.75,0.7777777777777778,0.5,,,,,0.625,,,0.625,,,1.0,0.4,1.0,,,93.45132743362831,13.090909090909092,17.727272727272727,13.090909090909092,15.818181818181818,0.25,0.5,0.5,1.0,0.125,1.0,1.0,,0.125,1.0,1.0,1.0,,,,,0.5,0.5,0.5,0.5,,0.75,0.5,0.57843125,0.1111111111111111,0.2,7.3,25.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1629022-1629677,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Luka Samanic","Lyles, Murray, Poeltl, Walker IV, Samanic",1626168-1627749-1627751-1629022-1629677,SAS,876.0,1,15.0,,29.0,30.0,1.0,59.0,6.0,6.0,2.0,7.0,1.0,1.0,,,3.0,10.0,1.0,9.0,14.0,3.0,10.0,8.0,35.0,35.0,1.0,10.0,8.0,6.0,3.0,10.0,3.0,1.0,5.0,2.0,7.0,2.0,,4.0,1.0,,16.0,,3.0,9.0,1.0,13.0,1.0,14.0,,,,2.0,,2.0,1.0,,,3.0,1.0,1.0,,8.0,9.0,4.0,1.0,35.0,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.3,0.3,0.6428571428571429,0.5625,0.625,0.4166666666666667,0.07142857142857142,0.14285714285714285,0.6666666666666666,0.5,0.9,0.75,,0.8571428571428571,0.08333333333333333,,1.0,1.0,0.8,0.6666666666666666,1.0,96.98630136986301,15.89655172413793,13.833333333333334,15.655172413793103,13.466666666666667,0.25,1.0,1.0,0.6666666666666666,0.2916666666666667,0.2857142857142857,0.3333333333333333,0.5,0.041666666666666664,1.0,1.0,,,,,,0.4166666666666667,0.3,0.3,0.6666666666666666,1.0,0.6666666666666666,0.3,0.49185625000000005,0.17857142857142858,0.2222222222222222,5.171428571428572,25.05,,,,,,,,,,,,,,,,,1.0,,,,,,,0.2,,0.2,,,,0.4851,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,1.0,0.5,0.8333333333333334,0.75,0.3333333333333333,1.0,0.47398333333333337,0.1,0.17142857142857143,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1629022-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, DeMar DeRozan","Lyles, Murray, Poeltl, Walker IV, DeRozan",1626168-1627749-1627751-1629022-201942,SAS,3710.0,5,62.0,4.0,120.0,122.0,13.0,242.0,23.0,37.0,12.0,28.0,2.0,5.0,8.0,9.0,13.0,36.0,2.0,37.0,70.0,21.0,45.0,13.0,150.0,146.0,3.0,42.0,32.0,60.0,3.0,36.0,13.0,8.0,21.0,20.0,41.0,12.0,8.0,15.0,5.0,1.0,102.0,8.0,16.0,28.0,2.0,46.0,16.0,62.0,10.0,6.0,4.0,9.0,1.0,8.0,4.0,1.0,,13.0,11.0,15.0,,16.0,17.0,10.0,,129.0,0.5675675675675675,0.65625,0.9523809523809523,0.4666666666666667,0.4666666666666667,0.5285714285714286,0.5956521739130435,0.6147540983606558,0.391304347826087,0.11428571428571428,0.17857142857142858,0.6923076923076923,1.0,0.7368421052631579,0.7272727272727273,0.3333333333333333,0.7333333333333333,0.2807017543859649,,0.75,0.6,0.9090909090909091,0.7058823529411765,0.8,93.9299191374663,14.866666666666667,15.78688524590164,14.433333333333334,14.950819672131148,0.3217391304347826,0.6216216216216216,0.6764705882352942,0.6521739130434783,0.24347826086956523,0.42857142857142855,0.5217391304347826,0.4166666666666667,0.043478260869565216,0.4,0.4,0.5,0.0782608695652174,0.8888888888888888,0.8888888888888888,1.0,0.3130434782608696,0.3611111111111111,0.3611111111111111,0.9230769230769231,0.14285714285714285,0.7130434782608696,0.3611111111111111,0.5360139130434782,0.08196721311475409,0.12987012987012986,5.191428571428571,25.70888888888889,1.0,1.0,21.0,,0.3333333333333333,0.75,0.75,0.34782608695652173,0.5,1.0,0.14,7.0,9.0,9.0,11.0,10.0,8.0,8.0,1.0,8.0,4.0,0.8181818181818182,0.08108108108108109,0.24242424242424243,0.35714285714285715,0.1875,0.5,0.6428571428571429,0.7777777777777778,0.6223125,3.0,4.0,,2.0,2.0,2.0,,2.0,1.0,5.0,,5.0,4.0,,1.0,0.5,0.5,0.5,,0.4849,,0.03333333333333333,0.03333333333333333,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,0.08163265306122448,0.2857142857142857,0.07142857142857142,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1629022-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Patty Mills","Lyles, Murray, Poeltl, Walker IV, Mills",1626168-1627749-1627751-1629022-201988,SAS,115.0,1,2.0,1.0,3.0,3.0,1.0,6.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,2.0,3.0,1.0,1.0,,7.0,6.0,,2.0,2.0,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,5.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,,,,,,1.0,,1.0,1.0,,,,,1.0,,75.13043478260869,19.0,19.333333333333332,19.0,19.333333333333332,0.5,0.5,0.5,,,,,,0.25,1.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,0.75,1.0,0.587675,,,6.133333333333333,26.0,,,2.0,,,1.0,1.0,,,,0.2857142857142857,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
1626168-1627749-1627751-1629640-1630170,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keldon Johnson, Devin Vassell","Lyles, Murray, Poeltl, Johnson, Vassell",1626168-1627749-1627751-1629640-1630170,SAS,277.0,2,5.0,-4.0,10.0,10.0,,20.0,2.0,4.0,1.0,3.0,,,,,,2.0,,3.0,7.0,,2.0,,6.0,10.0,,2.0,4.0,,,2.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,1.0,4.0,,5.0,,5.0,,,,1.0,,1.0,,,,1.0,,,,1.0,2.0,1.0,,6.0,0.3333333333333333,0.3333333333333333,,,,0.42857142857142855,0.3333333333333333,0.3,0.2222222222222222,0.14285714285714285,0.3333333333333333,1.0,,1.0,0.5,,0.8333333333333334,,,1.0,1.0,1.0,,0.5,103.97111913357402,14.0,13.7,14.0,13.5,0.4444444444444444,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,0.2222222222222222,,,,,0.6666666666666666,,0.55955,0.1,0.125,4.071428571428571,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,True
