EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PenaltyFG3M,Corner3Assists,ShortMidRangeAssists,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Loose Ball Fouls,SecondChanceArc3FGM,Fg2aBlocked,OffThreePtRebounds,Charge Fouls Drawn,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceFg2Pct,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,PenaltyArc3Accuracy,PtsPutbacks,LongMidRangeAssists,LongMidRangePctAssisted,Offensive Fouls,BlockedAtRim,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,BadPassSteals,Offensive Fouls Drawn,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,FTOffRebounds,OffFTReboundPct,SecondChanceTurnovers,Travels,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedLongMidRange,3SecondViolations,Charge Fouls,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,Corner3PctBlocked,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1627812-1628379-1629599-1629611-1630187,1610612746,"Yogi Ferrell, Luke Kennard, Amir Coffey, Terance Mann, Daniel Oturu","Ferrell, Kennard, Coffey, Mann, Oturu",1627812-1628379-1629599-1629611-1630187,LAC,37.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,77.83783783783784,24.0,13.0,24.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1628379-1629599-1629611-201976,1610612746,"Yogi Ferrell, Luke Kennard, Amir Coffey, Terance Mann, Patrick Beverley","Ferrell, Kennard, Coffey, Mann, Beverley",1627812-1628379-1629599-1629611-201976,LAC,38.0,1,1.0,2.0,1.0,2.0,,3.0,,,,2.0,113.6842105263158,13.0,12.0,13.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.5,0.5,0.75,0.75,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.544225,0.544225,0.5,1.0,1.0,2.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1628379-1629599-1630187-1630206,1610612746,"Yogi Ferrell, Luke Kennard, Amir Coffey, Daniel Oturu, Jay Scrubb","Ferrell, Kennard, Coffey, Oturu, Scrubb",1627812-1628379-1629599-1630187-1630206,LAC,345.0,3,6.0,12.0,11.0,7.0,5.0,23.0,,1.0,,7.0,96.0,13.166666666666666,17.0,12.5,14.636363636363637,0.5833333333333334,-8.0,1.0,1.0,,,2.0,2.0,2.0,6.0,3.0,1.0,5.0,1.0,3.0,2.0,,2.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,,1.0,4.0,2.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2,0.25,0.2,0.3333333333333333,1.0,0.6,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,,,0.4,0.4444444444444444,0.4377333333333333,0.44029999999999997,0.1,0.14285714285714285,0.4,12.883333333333333,25.833333333333332,2.0,2.0,1.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.3333333333333333,0.5,0.2857142857142857,0.5,0.5,0.5,1.0,0.14285714285714285,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,0.5169,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1628379-1629599-1630187-201976,1610612746,"Yogi Ferrell, Luke Kennard, Amir Coffey, Daniel Oturu, Patrick Beverley","Ferrell, Kennard, Coffey, Oturu, Beverley",1627812-1628379-1629599-1630187-201976,LAC,160.0,1,3.0,6.0,5.0,2.0,5.0,11.0,1.0,1.0,1.0,2.0,99.0,17.833333333333332,10.6,17.833333333333332,10.6,0.3333333333333333,3.0,1.0,1.0,,,2.0,1.0,2.0,3.0,2.0,1.0,8.0,,,1.0,,,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,0.6666666666666666,,0.7,,0.8,,0.4,1.0,1.0,1.0,0.2,1.0,1.0,0.4,,,1.0,0.6,0.4965,0.45915,0.2,0.3333333333333333,,5.566666666666666,25.05,,2.0,,,,,5.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.4,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1629599-1629611-1630187-1630206,1610612746,"Yogi Ferrell, Amir Coffey, Terance Mann, Daniel Oturu, Jay Scrubb","Ferrell, Coffey, Mann, Oturu, Scrubb",1627812-1629599-1629611-1630187-1630206,LAC,64.0,1,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,90.0,21.0,11.0,21.0,11.0,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,0.2999,0.2999,,,,3.2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1629599-1629611-1630187-201976,1610612746,"Yogi Ferrell, Amir Coffey, Terance Mann, Daniel Oturu, Patrick Beverley","Ferrell, Coffey, Mann, Oturu, Beverley",1627812-1629599-1629611-1630187-201976,LAC,168.0,1,3.0,5.0,5.0,5.0,3.0,10.0,,,,5.0,85.71428571428572,17.2,16.4,15.0,16.4,1.0,1.0,,,,,,,2.0,3.0,1.0,2.0,9.0,2.0,3.0,1.0,2.0,9.0,2.0,,1.0,1.0,2.0,1.0,2.0,,1.0,6.0,9.0,0.6666666666666666,0.6666666666666666,0.875,0.875,0.9,0.9,0.25,1.0,1.0,1.0,,,,,,,,0.25,0.4552625,0.4552625,0.2,0.25,1.0,11.633333333333333,24.7,1.0,2.0,,1.0,1.0,,8.0,1.0,,3.0,2.0,1.0,2.0,,5.0,1.0,,1.0,,,,,,,0.5,0.5,1.5,,,1.0,1.0,,1.0,,,,,0.5,0.25,,,0.25,,0.56415,0.3333333333333333,2.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1629599-1629611-1630187-202331,1610612746,"Yogi Ferrell, Amir Coffey, Terance Mann, Daniel Oturu, Paul George","Ferrell, Coffey, Mann, Oturu, George",1627812-1629599-1629611-1630187-202331,LAC,5.0,1,,,1.0,,1.0,1.0,,,,,288.0,,5.0,,5.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1629599-1629611-201587-202704,1610612746,"Yogi Ferrell, Amir Coffey, Terance Mann, Nicolas Batum, Reggie Jackson","Ferrell, Coffey, Mann, Batum, Jackson",1627812-1629599-1629611-201587-202704,LAC,16.0,1,,,1.0,,1.0,1.0,,,,,90.0,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627812-1629599-1630187-1630206-201976,1610612746,"Yogi Ferrell, Amir Coffey, Daniel Oturu, Jay Scrubb, Patrick Beverley","Ferrell, Coffey, Oturu, Scrubb, Beverley",1627812-1629599-1630187-1630206-201976,LAC,37.0,1,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,116.75675675675676,22.0,7.5,22.0,7.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
1627826-1628379-1629611-200765-202331,1610612746,"Ivica Zubac, Luke Kennard, Terance Mann, Rajon Rondo, Paul George","Zubac, Kennard, Mann, Rondo, George",1627826-1628379-1629611-200765-202331,LAC,199.0,2,3.0,7.0,6.0,,,13.0,,,,,94.07035175879396,14.857142857142858,15.833333333333334,14.857142857142858,13.0,,-2.0,2.0,3.0,,,2.0,,2.0,3.0,3.0,1.0,8.0,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,8.0,,0.6666666666666666,,0.5833333333333334,,0.5714285714285714,,0.5,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,1.0,0.5069916666666666,,0.14285714285714285,0.25,,2.8333333333333335,25.5,,,,,1.0,,10.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,0.5,,,,,0.16666666666666666,,,,,,1.0,,,,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2021,2020-21,False
