EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG3A,Points,SecondChanceFG3A,PtsUnassisted2s,NonHeaveArc3FGA,BadPassTurnovers,SecondChanceTurnovers,FTA,Technical Free Throw Trips,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,LongMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,PenaltyOffPoss,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg3aBlocked,OffThreePtRebounds,DefThreePtRebounds,DeadBallTurnovers,PenaltyTurnovers,Charge Fouls,FoulsDrawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,Corner3PctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFG2M,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,BadPassOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,DefLongMidRangeReboundPct,LongMidRangeFGM,Steals,LostBallSteals,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGA,PtsPutbacks,FTOffRebounds,OffFTReboundPct,PenaltyAtRimFrequency,SelfOReb,NonShootingPenaltyNonTakeFouls,SelfORebPct,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyAtRimFGM,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,BadPassSteals,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,Loose Ball Fouls,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,PtsUnassisted3s,PenaltyCorner3Accuracy,Offensive Fouls Drawn,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,team_id,year,season,team_vs
1628990-1629060-201566-202397-203078,1610612764,"Chandler Hutchison, Rui Hachimura, Russell Westbrook, Ish Smith, Bradley Beal","Hutchison, Hachimura, Westbrook, Smith, Beal",1628990-1629060-201566-202397-203078,WAS,54.0,1,1.0,-3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,106.66666666666666,15.5,11.5,11.5,11.5,1.0,0.39953333333333335,0.3792,11.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629060-201577-202397-203078,1610612764,"Chandler Hutchison, Rui Hachimura, Robin Lopez, Ish Smith, Bradley Beal","Hutchison, Hachimura, Lopez, Smith, Beal",1628990-1629060-201577-202397-203078,WAS,150.0,1,2.0,-7.0,5.0,6.0,2.0,11.0,1.0,4.0,9.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.25,,1.0,1.0,0.6666666666666666,1.0,0.5,,,105.6,17.4,10.5,15.2,10.5,0.2,0.49890999999999996,0.59955,6.425,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.2,0.2,0.2,1.0,1.0,1.0,1.0,0.4,0.5,0.5,0.2,0.2,1.0,0.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629060-202397-203078-203526,1610612764,"Chandler Hutchison, Rui Hachimura, Ish Smith, Bradley Beal, Raul Neto","Hutchison, Hachimura, Smith, Beal, Neto",1628990-1629060-202397-203078-203526,WAS,17.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629067-1629726-1630216-1630264,1610612764,"Chandler Hutchison, Isaac Bonga, Garrison Mathews, Cassius Winston, Anthony Gill","Hutchison, Bonga, Mathews, Winston, Gill",1628990-1629067-1629726-1630216-1630264,WAS,225.0,1,4.0,2.0,7.0,7.0,3.0,14.0,3.0,4.0,2.0,,2.0,1.0,2.0,4.0,3.0,7.0,1.0,,2.0,,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8,0.5,0.3333333333333333,1.0,89.6,18.428571428571427,13.714285714285714,15.142857142857142,13.571428571428571,0.42857142857142855,0.4820857142857143,0.34905,5.25,7.0,1.0,1.0,,2.0,,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,0.25,0.14285714285714285,0.25,0.42857142857142855,,,,0.5,0.14285714285714285,1.0,1.0,,0.2857142857142857,,0.5714285714285714,25.400000000000002,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.14285714285714285,1.0,0.2,0.4,0.45548,0.125,0.2,0.5,0.5,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629067-1629726-1630264-203458,1610612764,"Chandler Hutchison, Isaac Bonga, Garrison Mathews, Anthony Gill, Alex Len","Hutchison, Bonga, Mathews, Gill, Len",1628990-1629067-1629726-1630264-203458,WAS,100.0,1,2.0,2.0,3.0,3.0,,6.0,1.0,1.0,1.0,,,,1.0,2.0,,2.0,,,,1.0,1.0,,,,1.0,,1.0,,,,86.39999999999999,14.333333333333334,19.0,14.333333333333334,19.0,1.0,0.4104,,6.4,3.0,,,,,,1.0,,3.0,,2.0,,,,2.0,,3.0,1.0,1.0,0.75,,,,,1.0,,,,,,,,,3.0,,,,,1.0,,,1.0,,1.0,3.0,,,,,,,1.0,,,,,3.0,3.0,,0.75,,,,,,,,,,,0.4104,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629655-1629726-1630216-1630264,1610612764,"Chandler Hutchison, Daniel Gafford, Garrison Mathews, Cassius Winston, Anthony Gill","Hutchison, Gafford, Mathews, Winston, Gill",1628990-1629655-1629726-1630216-1630264,WAS,104.0,1,2.0,-4.0,3.0,3.0,1.0,6.0,,3.0,8.0,2.0,1.0,2.0,,,2.0,2.0,,,1.0,1.0,1.0,0.3333333333333333,,,,1.0,,1.0,,,83.07692307692308,19.0,15.666666666666666,15.666666666666666,15.666666666666666,,0.4568666666666667,0.49225,11.200000000000001,3.0,1.0,1.0,2.0,,,1.0,,4.0,,,,,,2.0,,2.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,,1.0,,0.3333333333333333,1.0,1.0,0.6666666666666666,,,0.3333333333333333,,,,,,,2.0,,2.0,,,,,,,,1.0,,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,0.25,0.25,0.5,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629655-1629726-1630264-202397,1610612764,"Chandler Hutchison, Daniel Gafford, Garrison Mathews, Anthony Gill, Ish Smith","Hutchison, Gafford, Mathews, Gill, Smith",1628990-1629655-1629726-1630264-202397,WAS,149.0,1,2.0,1.0,5.0,5.0,1.0,10.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,,96.64429530201342,15.4,14.4,15.0,14.4,0.6,0.5098,0.7467,7.4,5.0,1.0,1.0,,,,2.0,1.0,4.0,,2.0,,1.0,,,,2.0,0.5,0.4,0.4,0.2,,,,,0.2,1.0,1.0,,,,0.4,23.8,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.2,,,,,,,0.5,,,1.0,,,,,,,,0.3333333333333333,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629655-201566-202397-202722,1610612764,"Chandler Hutchison, Daniel Gafford, Russell Westbrook, Ish Smith, Davis Bertans","Hutchison, Gafford, Westbrook, Smith, Bertans",1628990-1629655-201566-202397-202722,WAS,228.0,1,4.0,-3.0,8.0,7.0,1.0,15.0,2.0,5.0,8.0,,,,,2.0,1.0,3.0,,,,1.0,2.0,,,,,,0.5,0.16666666666666666,,,94.73684210526316,11.625,19.285714285714285,10.5,19.0,0.25,0.52813125,,6.540000000000001,6.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,,,2.0,,5.0,0.4,0.25,0.2777777777777778,0.375,,,,,0.25,0.5,0.5,0.125,0.375,1.0,0.625,26.2,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,0.3333333333333333,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.1111111111111111,0.16666666666666666,,,,,,1.0,,,,,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,,0.5,0.5,,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629655-202397-202722-203078,1610612764,"Chandler Hutchison, Daniel Gafford, Ish Smith, Davis Bertans, Bradley Beal","Hutchison, Gafford, Smith, Bertans, Beal",1628990-1629655-202397-202722-203078,WAS,44.0,1,1.0,-3.0,2.0,2.0,,4.0,,,4.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,130.9090909090909,10.0,12.0,10.0,12.0,,,,,2.0,,,,,,,,1.0,,,,,,2.0,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-201566-201577-203078-203526,1610612764,"Chandler Hutchison, Russell Westbrook, Robin Lopez, Bradley Beal, Raul Neto","Hutchison, Westbrook, Lopez, Beal, Neto",1628990-201566-201577-203078-203526,WAS,17.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,17.0,,17.0,,,0.2997,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,27.3,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.2997,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
