EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,Defensive 3 Seconds Violations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,SelfOReb,FTA,TwoPtShootingFoulsDrawn,OffArc3ReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyFtPoints,FTDefRebounds,BadPassSteals,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,Travels,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,HeaveAttempts,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626195-1627742-1628366-1628404-1629627,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Zion Williamson","Hernangomez, Ingram, Ball, Hart, Williamson",1626195-1627742-1628366-1628404-1629627,NOP,150.0,2,2.0,6.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,3.0,6.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,4.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.125,1.125,0.25,0.8,0.6666666666666666,0.8,96.0,12.0,18.0,12.0,16.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5326,7.866666666666667,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-1629638,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Nickeil Alexander-Walker","Hernangomez, Ingram, Ball, Hart, Alexander-Walker",1626195-1627742-1628366-1628404-1629638,NOP,455.0,4,8.0,-2.0,14.0,16.0,4.0,30.0,4.0,7.0,1.0,2.0,,,,2.0,5.0,9.0,3.0,8.0,19.0,21.0,6.0,9.0,3.0,3.0,6.0,,2.0,1.0,,15.0,5.0,7.0,10.0,2.0,,17.0,0.6,0.75,1.0,0.375,0.375,0.5555555555555556,0.5588235294117647,0.5588235294117647,0.47058823529411764,0.8333333333333334,0.7777777777777778,0.8,94.94505494505495,14.928571428571429,15.375,13.428571428571429,14.25,0.4117647058823529,0.5714285714285714,0.6666666666666666,0.5,0.11764705882352941,0.5,1.0,1.0,,,,,0.11764705882352941,,,,0.8823529411764706,0.5822382352941177,2.6555555555555554,25.5125,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,6.0,7.0,5.0,3.0,0.5,0.5,0.5,0.3333333333333333,0.625,0.3333333333333333,0.625,0.2222222222222222,0.14285714285714285,0.5,0.6666666666666666,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.35294117647058826,0.5,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.25,0.25,1.0,0.5,0.613925,0.70545,0.10526315789473684,0.2631578947368421,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-1629740,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Nicolo Melli","Hernangomez, Ingram, Ball, Hart, Melli",1626195-1627742-1628366-1628404-1629740,NOP,140.0,1,2.0,-1.0,4.0,4.0,,8.0,,,,2.0,,,,,,2.0,,1.0,4.0,5.0,,,,,,,,,,,,2.0,3.0,4.0,,2.0,,,,,,,,0.4,0.3333333333333333,,1.0,,82.28571428571428,20.0,15.0,19.75,15.0,,,,,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,0.4572333333333333,11.75,26.3,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,0.3333333333333333,,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,0.5,,,4.0,2.0,1.0,4.0,2.0,1.0,0.3333333333333333,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-1630184,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Kira Lewis Jr.","Hernangomez, Ingram, Ball, Hart, Lewis Jr.",1626195-1627742-1628366-1628404-1630184,NOP,224.0,6,4.0,-7.0,6.0,8.0,,14.0,,1.0,,,,,,,,1.0,1.0,3.0,5.0,12.0,,3.0,,1.0,1.0,,,,,3.0,1.0,2.0,2.0,1.0,,5.0,,,1.0,0.3333333333333333,0.3333333333333333,,0.375,0.5,0.75,1.0,0.6666666666666666,,90.0,14.666666666666666,17.0,14.666666666666666,16.75,0.25,,,,,,,,,,,,,,,,1.0,0.5077375,3.4,26.099999999999998,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,1.0,,4.0,4.0,,,,,,,,,,,,,0.5,,,,,,,,0.5,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.3333333333333333,,,,,,2.0,,,2.0,1.0,,,0.2,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-200755,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, JJ Redick","Hernangomez, Ingram, Ball, Hart, Redick",1626195-1627742-1628366-1628404-200755,NOP,1699.0,9,28.0,1.0,54.0,55.0,2.0,109.0,11.0,20.0,2.0,6.0,5.0,10.0,2.0,6.0,18.0,36.0,7.0,18.0,65.0,64.0,22.0,18.0,11.0,6.0,17.0,2.0,7.0,,4.0,40.0,13.0,24.0,34.0,11.0,,54.0,0.6111111111111112,0.6470588235294118,0.8571428571428571,0.3888888888888889,0.3888888888888889,0.5,0.5277777777777778,0.5701754385964912,0.3333333333333333,0.8666666666666667,0.8571428571428571,0.8333333333333334,92.38375515008829,15.203703703703704,15.963636363636363,14.037037037037036,15.454545454545455,0.37037037037037035,0.55,0.6875,0.6363636363636364,0.1111111111111111,0.3333333333333333,0.3333333333333333,,0.18518518518518517,0.5,0.5,0.8,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.7037037037037037,0.534424074074074,6.961111111111111,25.005555555555556,6.0,10.0,2.0,7.0,2.0,4.0,1.0,5.0,12.0,2.0,,1.0,4.0,9.0,3.0,11.0,2.0,4.0,,2.0,4.0,14.0,2.0,12.0,5.0,4.0,4.0,3.0,7.0,11.0,10.0,3.0,7.0,4.0,6.0,,0.4444444444444444,0.5,0.4583333333333333,0.3333333333333333,0.4583333333333333,0.3333333333333333,0.1111111111111111,0.2,,0.8461538461538461,0.3888888888888889,0.2727272727272727,0.3448275862068966,0.4444444444444444,0.5,0.5,1.0,0.8333333333333334,1.0,0.2222222222222222,0.4166666666666667,0.45454545454545453,0.8,0.5833333333333334,0.2857142857142857,0.16666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,,0.4166666666666667,0.5529277777777778,0.6394916666666667,0.16923076923076924,0.06153846153846154,0.1111111111111111,8.0,,4.0,8.0,5.0,0.14285714285714285,0.16666666666666666,0.08771929824561403,0.1282051282051282,1.0,7.0,1.0,,2.0,1.0,0.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.05555555555555555,0.08333333333333333,0.8571428571428571,0.2,0.6666666666666666,0.5,0.08333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-202339,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Eric Bledsoe","Hernangomez, Ingram, Ball, Hart, Bledsoe",1626195-1627742-1628366-1628404-202339,NOP,1933.0,10,32.0,-10.0,63.0,62.0,8.0,125.0,12.0,19.0,4.0,11.0,2.0,5.0,2.0,6.0,18.0,35.0,12.0,23.0,80.0,90.0,18.0,27.0,9.0,9.0,18.0,2.0,6.0,2.0,1.0,45.0,8.0,20.0,29.0,12.0,,66.0,0.5,0.6,0.75,0.5217391304347826,0.5217391304347826,0.5142857142857142,0.6206896551724138,0.6451612903225806,0.39655172413793105,0.6153846153846154,0.7083333333333334,0.6363636363636364,93.11950336264873,14.412698412698413,16.532258064516128,14.222222222222221,15.790322580645162,0.3275862068965517,0.631578947368421,0.7058823529411765,0.5,0.1896551724137931,0.36363636363636365,0.4,0.5,0.08620689655172414,0.4,0.4,0.5,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.7241379310344828,0.5377008620689655,5.994285714285715,25.104347826086954,15.0,8.0,3.0,4.0,1.0,4.0,,10.0,17.0,1.0,3.0,5.0,4.0,5.0,2.0,14.0,4.0,8.0,3.0,5.0,21.0,18.0,6.0,17.0,10.0,3.0,7.0,3.0,6.0,9.0,9.0,7.0,13.0,21.0,15.0,0.6,0.8,0.5,0.7857142857142857,0.6538461538461539,0.7777777777777778,0.7,0.08571428571428572,0.10526315789473684,0.09090909090909091,0.8181818181818182,0.35294117647058826,0.3,0.3333333333333333,0.5714285714285714,0.2857142857142857,0.3333333333333333,0.6,1.0,0.5,0.29310344827586204,0.5882352941176471,0.625,0.7,0.5714285714285714,0.75,0.14285714285714285,0.3076923076923077,0.25,,0.38461538461538464,0.6,0.5882352941176471,0.6712416666666666,0.5264307692307693,0.175,0.2625,0.23809523809523808,8.0,3.0,,11.0,5.0,0.2857142857142857,,0.08333333333333333,0.13513513513513514,10.0,11.0,1.0,,1.0,,,1.0,1.0,1.0,9.0,1.0,3.0,,1.0,3.0,1.0,,2.0,2.0,3.0,,,1.0,0.5,0.043478260869565216,0.058823529411764705,0.09090909090909091,,1.0,,0.14285714285714285,1.0,,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629117-1630230,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Wenyen Gabriel, Naji Marshall","Hernangomez, Ingram, Ball, Gabriel, Marshall",1626195-1627742-1628366-1629117-1630230,NOP,165.0,1,3.0,1.0,5.0,4.0,2.0,9.0,1.0,2.0,,,,1.0,,,1.0,3.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,2.0,,1.0,,,5.0,1.0,1.0,2.0,,,5.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.4,1.0,1.0,,78.54545454545455,19.4,17.0,18.2,17.0,0.4,0.5,1.0,1.0,,,,,0.2,,,,,,,,0.8,0.50963,6.433333333333334,27.4,5.0,1.0,,,1.0,2.0,,1.0,2.0,,1.0,2.0,,1.0,,,1.0,3.0,1.0,2.0,5.0,,,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,3.0,5.0,5.0,0.5,,0.3333333333333333,,0.5,,0.5,0.3333333333333333,0.5,,,0.5,,0.3333333333333333,1.0,,,,,1.0,0.4,0.5,0.5,1.0,,,,0.4,0.5,,0.4,0.5,0.5,0.3951,0.50963,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629117-202339,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Wenyen Gabriel, Eric Bledsoe","Hernangomez, Ingram, Ball, Gabriel, Bledsoe",1626195-1627742-1628366-1629117-202339,NOP,752.0,4,13.0,-16.0,27.0,30.0,9.0,57.0,6.0,11.0,1.0,4.0,2.0,2.0,,1.0,9.0,17.0,,6.0,20.0,36.0,12.0,,6.0,,6.0,,4.0,1.0,1.0,12.0,3.0,10.0,13.0,4.0,,20.0,0.6666666666666666,0.6666666666666666,,,,0.5294117647058824,0.391304347826087,0.4,0.2608695652173913,0.75,0.6923076923076923,1.0,109.14893617021276,13.62962962962963,12.8,13.296296296296296,11.7,0.4782608695652174,0.5454545454545454,0.75,0.6666666666666666,0.17391304347826086,0.25,0.25,1.0,0.08695652173913043,1.0,1.0,0.5,0.043478260869565216,,,,0.7391304347826086,0.5453913043478261,4.823529411764706,24.96666666666667,11.0,3.0,,2.0,2.0,4.0,1.0,,5.0,,,3.0,,3.0,,,2.0,5.0,,4.0,5.0,6.0,,5.0,,3.0,,1.0,2.0,6.0,3.0,4.0,4.0,5.0,11.0,,,0.4,,0.2222222222222222,,0.25,0.17647058823529413,0.2727272727272727,,0.6666666666666666,0.25,0.16666666666666666,0.21428571428571427,0.4,,,0.6666666666666666,0.5,,0.21739130434782608,,,,0.6666666666666666,,,0.4444444444444444,0.5,0.1111111111111111,0.3333333333333333,,,0.6023,0.5614111111111111,,0.25,0.4074074074074074,2.0,,,4.0,1.0,0.2,,0.041666666666666664,0.05555555555555555,2.0,5.0,2.0,1.0,2.0,1.0,0.5,,,,,,5.0,,3.0,1.0,3.0,,2.0,,,,,,,,,0.6,,1.0,,,,,1.0,1.0,5.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629627-1629638,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Zion Williamson, Nickeil Alexander-Walker","Hernangomez, Ingram, Ball, Williamson, Alexander-Walker",1626195-1627742-1628366-1629627-1629638,NOP,261.0,3,4.0,2.0,9.0,9.0,8.0,18.0,1.0,3.0,,,,1.0,2.0,3.0,1.0,4.0,2.0,6.0,10.0,8.0,2.0,6.0,1.0,2.0,3.0,2.0,1.0,,,8.0,1.0,2.0,4.0,1.0,,7.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.4,0.45454545454545453,0.6,1.0,1.0,1.0,99.31034482758622,15.333333333333334,13.666666666666666,14.666666666666666,13.666666666666666,0.3,0.3333333333333333,0.5,1.0,,,,,0.1,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.9,0.531575,6.125,25.883333333333336,2.0,2.0,,,1.0,2.0,,,3.0,1.0,,,,,2.0,3.0,1.0,2.0,,,2.0,,,3.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,,,0.5,0.75,0.5,0.75,0.5,0.25,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,,0.3,,,,,,0.5,1.0,0.5,,,,,0.552,0.6848,0.3,0.2,0.2222222222222222,2.0,,1.0,2.0,1.0,,0.2,0.09090909090909091,0.2,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629627-1630184,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Zion Williamson, Kira Lewis Jr.","Hernangomez, Ingram, Ball, Williamson, Lewis Jr.",1626195-1627742-1628366-1629627-1630184,NOP,252.0,4,4.0,2.0,10.0,9.0,2.0,19.0,2.0,2.0,3.0,4.0,,1.0,,,5.0,7.0,1.0,4.0,13.0,11.0,6.0,3.0,3.0,1.0,4.0,,1.0,2.0,,9.0,3.0,5.0,6.0,1.0,,11.0,0.6,0.75,1.0,0.25,0.25,0.7142857142857143,0.5909090909090909,0.5909090909090909,0.36363636363636365,1.0,1.0,1.0,108.57142857142857,11.8,14.88888888888889,11.8,14.88888888888889,0.18181818181818182,1.0,1.0,0.5,0.36363636363636365,0.75,0.75,0.6666666666666666,0.09090909090909091,,,,,,,,0.5454545454545454,0.5305136363636364,6.271428571428571,26.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,4.0,,,,1.0,1.0,,2.0,2.0,3.0,,,4.0,4.0,2.0,4.0,1.0,,1.0,,1.0,2.0,1.0,,,4.0,2.0,,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,,,,1.0,0.5,,0.2,,1.0,,,1.0,1.0,0.36363636363636365,0.25,0.25,1.0,1.0,1.0,,0.6666666666666666,1.0,,,,0.25,0.7737,0.6293,0.15384615384615385,0.3076923076923077,0.2,,,1.0,1.0,1.0,,0.2,0.09090909090909091,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
