EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,FtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGM,Corner3FGA,HeaveAttempts,Corner3Assists,SelfOReb,Loose Ball Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,PenaltyArc3FGM,PenaltyFG3M,LongMidRangeAssists,PenaltyFg3Pct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LiveBallTurnoverPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,Charge Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls Drawn,BlockedCorner3,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627885-1628420-1628427-1630210-201580,1610612743,"Shaquille Harrison, Monte Morris, Vlatko Cancar, Markus Howard, JaVale McGee","Harrison, Morris, Cancar, Howard, McGee",1627885-1628420-1628427-1630210-201580,DEN,122.0,1,2.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,1.0,70.81967213114754,0.5,13.333333333333334,27.333333333333332,13.333333333333334,27.333333333333332,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,0.5,1.0,0.5406333333333333,0.52655,0.3333333333333333,0.5,0.5,1.95,26.9,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1629008-1630267-203085,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., Facundo Campazzo, Austin Rivers","Harrison, Morris, Porter Jr., Campazzo, Rivers",1627885-1628420-1629008-1630267-203085,DEN,4.0,1,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1629008-200794-203210,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., Paul Millsap, JaMychal Green","Harrison, Morris, Porter Jr., Millsap, Green",1627885-1628420-1629008-200794-203210,DEN,297.0,1,5.0,10.0,9.0,,19.0,3.0,4.0,,,2.0,,4.0,8.0,2.0,13.0,9.0,,,,,4.0,4.0,2.0,2.0,3.0,2.0,7.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,,,,,,,11.0,,,0.5,0.6666666666666666,0.5,,0.55,,0.5909090909090909,,0.2,1.0,1.0,1.0,92.12121212121212,,17.7,13.333333333333334,17.6,13.333333333333334,0.4,0.75,0.75,0.6666666666666666,0.2,,,,0.6,0.469555,,0.18181818181818182,0.125,,9.9875,25.25,,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.1,0.3,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.4535,0.3333333333333333,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1629008-203210-203999,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., JaMychal Green, Nikola Jokic","Harrison, Morris, Porter Jr., Green, Jokic",1627885-1628420-1629008-203210-203999,DEN,47.0,1,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,1.0,2.0,2.0,,,1.0,2.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,61.276595744680854,,29.0,18.0,29.0,18.0,,,,,1.0,,,1.0,1.0,0.423,0.423,,,1.0,,27.4,1.0,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630210-200794-203210,1610612743,"Shaquille Harrison, Monte Morris, Markus Howard, Paul Millsap, JaMychal Green","Harrison, Morris, Howard, Millsap, Green",1627885-1628420-1630210-200794-203210,DEN,463.0,3,8.0,14.0,17.0,4.0,31.0,3.0,6.0,1.0,2.0,6.0,2.0,4.0,8.0,8.0,19.0,26.0,2.0,3.0,2.0,6.0,,8.0,5.0,,2.0,,6.0,3.0,4.0,8.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,6.0,4.0,,,0.5,0.6666666666666666,0.4375,0.4,0.5,0.5,0.5,0.75,0.5,0.6666666666666666,96.41468682505399,0.5,14.5,15.294117647058824,14.071428571428571,14.470588235294118,0.375,0.5,0.5,,0.375,0.4,0.5,0.4,0.875,0.5589933333333333,0.5926875,0.11764705882352941,0.2222222222222222,0.3157894736842105,4.55,28.5125,0.2857142857142857,-7.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,,1.0,1.0,2.0,2.0,3.0,6.0,6.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,,,1.0,1.0,1.0,3.0,1.0,,1.0,0.25,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.4444444444444444,,,0.0625,0.0625,,,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6666666666666666,0.2,0.714,,0.3157894736842105,2.0,1.0,0.2,,13.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,0.125,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630210-203210-203999,1610612743,"Shaquille Harrison, Monte Morris, Markus Howard, JaMychal Green, Nikola Jokic","Harrison, Morris, Howard, Green, Jokic",1627885-1628420-1630210-203210-203999,DEN,97.0,2,2.0,3.0,2.0,1.0,5.0,,,,,1.0,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,74.22680412371133,,21.666666666666668,16.0,17.666666666666668,16.0,,,,,1.0,,,,1.0,0.53445,,,,,,25.6,0.3333333333333333,-4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203085-203210,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, JaMychal Green","Harrison, Morris, Campazzo, Rivers, Green",1627885-1628420-1630267-203085-203210,DEN,10.0,1,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,288.0,,4.0,6.0,4.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203085-203932,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, Aaron Gordon","Harrison, Morris, Campazzo, Rivers, Gordon",1627885-1628420-1630267-203085-203932,DEN,27.0,2,,2.0,4.0,2.0,6.0,,,,,,,,,,4.0,6.0,,,,4.0,,,,,,,,1.0,1.0,1.0,2.0,4.0,,,,,,,,,4.0,2.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,320.0,,3.0,5.25,3.0,5.25,,,,,,,,,,,,,,1.0,,,1.0,-2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203085-203999,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, Nikola Jokic","Harrison, Morris, Campazzo, Rivers, Jokic",1627885-1628420-1630267-203085-203999,DEN,34.0,1,1.0,2.0,2.0,2.0,4.0,,,,,1.0,1.0,,,1.0,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,169.41176470588235,,4.0,13.0,4.0,13.0,,,,,1.0,,,1.0,1.0,0.30285,0.30285,,,,,25.5,1.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203115-203932,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Will Barton, Aaron Gordon","Harrison, Morris, Campazzo, Barton, Gordon",1627885-1628420-1630267-203115-203932,DEN,3.0,1,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
