EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,Charge Fouls,3pt And 1 Free Throw Trips,HeaveAttempts,Defensive 3 Seconds Violations,BlockedLongMidRange,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,3SecondViolations,OffensiveGoaltends,team_id,year,season,team_vs
1628983-1629647-1629652-201143-201588,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Al Horford, George Hill","Gilgeous-Alexander, Bazley, Dort, Horford, Hill",1628983-1629647-1629652-201143-201588,OKC,11730.0,9,196,-12.0,396,396.0,79.0,57.0,38.0,792,72.0,113.0,10.0,17.0,16.0,23.0,28.0,67.0,23.0,57.0,10.0,30.0,2.0,6.0,1.0,6.0,33.0,101.0,1.0,7.0,7.0,26.0,123.0,237.0,43.0,131.0,61.0,436.0,448.0,13.0,26.0,3.0,13.0,10.0,45.0,25.0,42.0,8.0,32.0,18.0,92.0,122.0,124.0,105.0,24.0,14.0,101.0,33.0,13.0,4.0,61.0,35.0,96.0,25.0,10.0,41.0,8.0,12.0,227.0,15.0,27.0,2.0,93.0,61.0,8.0,162.0,44.0,206.0,8.0,22.0,11.0,11.0,22.0,2.0,14.0,14.0,8.0,1.0,3.0,36.0,1.0,5.0,34.0,73.0,2.0,6.0,61.0,1.0,1.0,2.0,82.0,9.0,40.0,1.0,4.0,15.0,11.0,4.0,15.0,5.0,2.0,391.0,88.0,77.0,3.0,2.0,0.4959349593495935,0.5258620689655172,0.813953488372093,0.3282442748091603,0.23076923076923078,0.25,0.3282442748091603,0.5189873417721519,0.5,0.5952380952380952,0.5095108695652174,0.44871794871794873,0.5,0.5396039603960396,0.5113636363636364,0.5609756097560976,0.35597826086956524,0.030534351145038167,0.05485232067510549,0.07079646017699115,0.07462686567164178,0.03333333333333333,0.0297029702970297,0.6111111111111112,1.0,0.14285714285714285,0.7176470588235294,0.23684210526315788,0.9207920792079208,0.17857142857142858,0.8279569892473119,0.21212121212121213,0.4634146341463415,0.1282051282051282,0.08823529411764706,0.171875,0.2,0.5918367346938775,0.8571428571428571,0.9333333333333333,0.9473684210526315,0.84,0.04419889502762431,97.22762148337596,0.3333333333333333,14.045454545454545,15.575757575757576,13.542929292929292,15.126262626262626,0.3070652173913043,0.6371681415929203,0.6857142857142857,0.5694444444444444,0.18206521739130435,0.417910447761194,0.45161290322580644,0.2857142857142857,0.15489130434782608,0.40350877192982454,0.40350877192982454,0.5217391304347826,0.08152173913043478,0.3333333333333333,0.3448275862068966,1.0,0.27445652173913043,0.32673267326732675,0.336734693877551,0.7575757575757576,0.4358974358974359,0.5882352941176471,0.1,0.15384615384615385,0.3333333333333333,1.0,0.1794871794871795,0.14285714285714285,1.0,0.3108108108108108,0.6956521739130435,0.08108108108108109,0.16666666666666666,0.35135135135135137,0.2692307692307692,0.6630434782608695,0.32673267326732675,0.5230736413043477,0.5887839285714286,0.5004121621621622,0.1025,0.14925373134328357,0.007575757575757576,0.10321100917431193,0.21100917431192662,7.740084388185655,25.34198473282443,0.1994949494949495,,,,,,,,,,,,,,,1610612760,2021,2020-21,True
1628983-1629647-1629652-1630177-201143,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Theo Maledon, Al Horford","Gilgeous-Alexander, Bazley, Dort, Maledon, Horford",1628983-1629647-1629652-1630177-201143,OKC,9231.0,9,154,38.0,312,314.0,28.0,29.0,21.0,626,49.0,69.0,6.0,9.0,1.0,3.0,36.0,60.0,16.0,42.0,12.0,29.0,,,,3.0,31.0,84.0,2.0,6.0,2.0,9.0,101.0,171.0,43.0,113.0,19.0,350.0,312.0,9.0,15.0,2.0,6.0,2.0,26.0,2.0,8.0,2.0,12.0,4.0,14.0,84.0,118.0,114.0,15.0,10.0,84.0,31.0,11.0,2.0,42.0,38.0,80.0,26.0,12.0,25.0,15.0,2.0,198.0,11.0,14.0,1.0,73.0,70.0,5.0,148.0,26.0,174.0,1.0,18.0,11.0,7.0,22.0,5.0,14.0,22.0,8.0,1.0,,44.0,2.0,8.0,22.0,47.0,1.0,6.0,36.0,2.0,1.0,2.0,27.0,4.0,14.0,,1.0,12.0,6.0,6.0,12.0,6.0,,324.0,14.0,28.0,,1.0,0.4158415841584158,0.4375,0.8837209302325582,0.3805309734513274,0.3333333333333333,0.16666666666666666,0.3805309734513274,0.5906432748538012,0.6,0.25,0.5827464788732394,0.5714285714285714,0.25,0.5932203389830508,0.5652173913043478,0.3181818181818182,0.397887323943662,0.017699115044247787,0.06432748538011696,0.07246376811594203,0.06666666666666667,0.034482758620689655,0.011904761904761904,0.5,1.0,0.16666666666666666,0.8045977011494253,0.2028985507246377,0.9358974358974359,0.16176470588235295,0.8666666666666667,0.18248175182481752,0.2,0.16666666666666666,0.24,0.17647058823529413,0.11764705882352941,0.6923076923076923,0.9117647058823529,0.8571428571428571,0.9365079365079365,0.9333333333333333,0.008064516129032258,97.65355866103347,0.5,14.618589743589743,14.872611464968152,14.349358974358974,14.490445859872612,0.24295774647887325,0.7101449275362319,0.765625,0.5102040816326531,0.2112676056338028,0.6,0.6428571428571429,0.4166666666666667,0.14788732394366197,0.38095238095238093,0.4,0.125,0.10211267605633803,0.41379310344827586,0.42857142857142855,1.0,0.29577464788732394,0.36904761904761907,0.37349397590361444,0.8387096774193549,0.42857142857142855,0.6666666666666666,0.16666666666666666,,,,0.2857142857142857,0.3333333333333333,1.0,0.15,0.3333333333333333,0.15,,0.45,0.2222222222222222,0.6408450704225352,0.36904761904761907,0.5155515845070423,0.5126833333333333,0.5056475,0.047619047619047616,0.07734806629834254,,0.07428571428571429,0.04,7.990058479532164,25.27522123893805,0.08974358974358974,5.0,1.0,0.047619047619047616,,,,,,,,,,,,1610612760,2021,2020-21,True
1628983-1629647-1629652-1629676-1630177,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Isaiah Roby, Theo Maledon","Gilgeous-Alexander, Bazley, Dort, Roby, Maledon",1628983-1629647-1629652-1629676-1630177,OKC,6214.0,11,104,34.0,209,211.0,38.0,28.0,27.0,420,46.0,70.0,9.0,15.0,5.0,9.0,13.0,28.0,4.0,16.0,7.0,17.0,2.0,2.0,1.0,1.0,27.0,70.0,2.0,5.0,4.0,9.0,63.0,114.0,34.0,87.0,34.0,262.0,228.0,9.0,18.0,4.0,7.0,4.0,34.0,6.0,14.0,5.0,10.0,14.0,41.0,60.0,66.0,81.0,21.0,18.0,70.0,27.0,7.0,,30.0,27.0,57.0,20.0,7.0,23.0,3.0,4.0,141.0,15.0,19.0,1.0,40.0,39.0,7.0,86.0,35.0,121.0,3.0,17.0,10.0,7.0,14.0,3.0,8.0,10.0,6.0,,,24.0,6.0,7.0,22.0,41.0,,3.0,42.0,1.0,3.0,1.0,38.0,3.0,16.0,1.0,4.0,7.0,3.0,4.0,7.0,5.0,1.0,228.0,41.0,38.0,2.0,4.0,0.47619047619047616,0.5555555555555556,0.7941176470588235,0.39080459770114945,0.5714285714285714,0.5,0.39080459770114945,0.5526315789473685,0.5,0.42857142857142855,0.5671641791044776,0.6,0.5625,0.6009174311926605,0.6296296296296297,0.640625,0.43283582089552236,,0.06140350877192982,0.1,,,,0.5833333333333334,0.875,0.2,0.8478260869565217,0.37254901960784315,0.9523809523809523,0.2830188679245283,0.8977272727272727,0.3269230769230769,0.5416666666666666,0.26666666666666666,0.16666666666666666,0.23255813953488372,0.5,0.88,0.8181818181818182,0.8,0.9333333333333333,1.0,0.030927835051546393,97.32861280978436,0.7142857142857143,14.492822966507177,15.09478672985782,13.889952153110048,14.800947867298579,0.3482587064676617,0.6571428571428571,0.7301587301587301,0.5,0.13930348258706468,0.4642857142857143,0.4642857142857143,0.23076923076923078,0.07960199004975124,0.25,0.25,1.0,0.0845771144278607,0.4117647058823529,0.4117647058823529,1.0,0.3482587064676617,0.38571428571428573,0.38571428571428573,0.7407407407407407,0.6,0.6,,0.08,1.0,1.0,0.2,0.4,1.0,0.375,0.5555555555555556,0.041666666666666664,1.0,0.375,0.4444444444444444,0.7810945273631841,0.38571428571428573,0.5512201492537313,0.6109733333333334,0.5371291666666667,0.0794392523364486,0.12598425196850394,0.011494252873563218,0.1297709923664122,0.15648854961832062,5.499122807017543,25.75862068965517,0.18181818181818182,2.0,,,1.0,1.0,,,,,,,,,,1610612760,2021,2020-21,True
1628983-1629647-1629652-1629676-201588,1610612760,"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Isaiah Roby, George Hill","Gilgeous-Alexander, Bazley, Dort, Roby, Hill",1628983-1629647-1629652-1629676-201588,OKC,6122.0,6,102,47.0,201,199.0,29.0,32.0,29.0,400,39.0,50.0,11.0,13.0,4.0,5.0,20.0,40.0,4.0,12.0,13.0,27.0,,,1.0,3.0,24.0,69.0,5.0,11.0,4.0,14.0,63.0,102.0,37.0,96.0,25.0,262.0,215.0,15.0,19.0,5.0,11.0,2.0,47.0,7.0,11.0,5.0,17.0,6.0,35.0,54.0,72.0,90.0,21.0,24.0,68.0,24.0,2.0,,27.0,30.0,57.0,18.0,12.0,17.0,7.0,3.0,144.0,18.0,14.0,,36.0,35.0,4.0,75.0,32.0,107.0,5.0,16.0,10.0,6.0,13.0,4.0,9.0,13.0,4.0,1.0,1.0,26.0,,3.0,16.0,36.0,1.0,5.0,30.0,1.0,3.0,2.0,28.0,1.0,11.0,1.0,3.0,10.0,7.0,3.0,10.0,7.0,,215.0,35.0,29.0,2.0,2.0,0.42857142857142855,0.5294117647058824,0.8108108108108109,0.3854166666666667,0.45454545454545453,0.29411764705882354,0.3894736842105263,0.6176470588235294,0.7894736842105263,0.6363636363636364,0.5984848484848485,0.75,0.5178571428571429,0.6184834123222749,0.7580645161290323,0.5645161290322581,0.48484848484848486,,0.0196078431372549,0.04,,,,0.5,1.0,,0.813953488372093,0.358974358974359,0.782608695652174,0.32142857142857145,0.797752808988764,0.3368421052631579,0.5454545454545454,0.3,0.25,0.27906976744186046,0.46153846153846156,0.8,0.8,1.0,0.7948717948717948,0.7142857142857143,0.053763440860215055,94.08689970597844,0.7,15.597014925373134,15.010050251256281,14.91542288557214,14.452261306532664,0.25252525252525254,0.78,0.8125,0.4358974358974359,0.20202020202020202,0.5,0.5,0.35,0.06060606060606061,0.3333333333333333,0.3333333333333333,0.75,0.13636363636363635,0.48148148148148145,0.48148148148148145,0.9230769230769231,0.3484848484848485,0.34782608695652173,0.34782608695652173,0.75,0.43333333333333335,0.8461538461538461,0.09090909090909091,,,,0.36666666666666664,0.45454545454545453,0.8,0.17857142857142858,0.8,0.10714285714285714,0.3333333333333333,0.5,0.2857142857142857,0.7373737373737373,0.35294117647058826,0.5367502538071066,0.5691941176470587,0.5248611111111111,0.057692307692307696,0.09821428571428571,0.010416666666666666,0.17938931297709923,0.13358778625954199,6.1460784313725485,25.414583333333336,0.14427860696517414,,1.0,,,1.0,1.0,1.0,,,,,,,,1610612760,2021,2020-21,True
1629647-1629650-1629652-1629676-1630177,1610612760,"Darius Bazley, Moses Brown, Luguentz Dort, Isaiah Roby, Theo Maledon","Bazley, Brown, Dort, Roby, Maledon",1629647-1629650-1629652-1629676-1630177,OKC,5515.0,5,92,43.0,191,191.0,22.0,33.0,28.0,382,43.0,63.0,13.0,17.0,8.0,10.0,7.0,27.0,6.0,17.0,4.0,14.0,,1.0,2.0,3.0,23.0,63.0,2.0,3.0,3.0,5.0,56.0,107.0,27.0,77.0,26.0,219.0,176.0,13.0,20.0,2.0,4.0,4.0,36.0,10.0,12.0,5.0,8.0,5.0,40.0,66.0,46.0,66.0,15.0,14.0,63.0,23.0,9.0,2.0,33.0,22.0,55.0,18.0,4.0,27.0,3.0,3.0,132.0,12.0,17.0,,49.0,31.0,9.0,89.0,29.0,118.0,5.0,14.0,7.0,7.0,11.0,3.0,9.0,11.0,2.0,1.0,,22.0,4.0,1.0,26.0,42.0,1.0,3.0,33.0,4.0,1.0,5.0,33.0,2.0,12.0,1.0,4.0,13.0,7.0,6.0,13.0,9.0,,183.0,40.0,22.0,,4.0,0.5892857142857143,0.673469387755102,0.8148148148148148,0.35064935064935066,0.5,0.625,0.35064935064935066,0.5233644859813084,0.65,0.8333333333333334,0.5244565217391305,0.6666666666666666,0.875,0.550251256281407,0.6923076923076923,0.8333333333333334,0.41847826086956524,0.025974025974025976,0.08411214953271028,0.09523809523809523,0.1111111111111111,,0.031746031746031744,0.5,0.9,,0.5535714285714286,0.3333333333333333,0.875,0.25,0.7142857142857143,0.29292929292929293,0.55,0.25,0.09090909090909091,0.2631578947368421,0.2,0.6,0.52,,0.8913043478260869,0.8,0.056818181818181816,99.74252039891205,0.6923076923076923,13.984293193717278,14.890052356020943,13.298429319371728,14.256544502617801,0.3423913043478261,0.6825396825396826,0.7543859649122807,0.627906976744186,0.14673913043478262,0.25925925925925924,0.2916666666666667,0.42857142857142855,0.09239130434782608,0.35294117647058826,0.35294117647058826,0.5,0.07608695652173914,0.2857142857142857,0.2857142857142857,1.0,0.3423913043478261,0.36507936507936506,0.3770491803278688,0.782608695652174,0.7083333333333334,0.7647058823529411,0.46153846153846156,0.041666666666666664,,,0.125,0.6666666666666666,1.0,0.5,0.8,0.15,0.6666666666666666,0.25,0.6,0.7608695652173914,0.36507936507936506,0.5286319672131148,0.5979823529411764,0.5531473684210526,0.06666666666666667,0.10256410256410256,0.01282051282051282,0.1643835616438356,0.182648401826484,6.059813084112149,26.45194805194805,0.11518324607329843,1.0,,,2.0,,,1.0,,,,,,,,1610612760,2021,2020-21,True
1628977-1629026-1630177-1630197-203488,1610612760,"Hamidou Diallo, Kenrich Williams, Theo Maledon, Aleksej Pokusevski, Mike Muscala","Diallo, Williams, Maledon, Pokusevski, Muscala",1628977-1629026-1630177-1630197-203488,OKC,4445.0,11,74,1.0,153,154.0,25.0,18.0,16.0,307,25.0,39.0,3.0,8.0,7.0,8.0,12.0,34.0,5.0,16.0,2.0,15.0,,1.0,,2.0,9.0,41.0,,3.0,,6.0,42.0,89.0,11.0,56.0,25.0,142.0,141.0,5.0,12.0,,4.0,2.0,12.0,9.0,14.0,,8.0,6.0,24.0,42.0,42.0,27.0,6.0,4.0,41.0,9.0,5.0,1.0,21.0,9.0,30.0,7.0,2.0,15.0,5.0,1.0,69.0,10.0,12.0,,32.0,27.0,4.0,63.0,22.0,85.0,1.0,17.0,12.0,5.0,8.0,4.0,6.0,11.0,2.0,,2.0,19.0,3.0,1.0,10.0,21.0,4.0,1.0,33.0,2.0,4.0,2.0,29.0,2.0,14.0,1.0,,10.0,7.0,3.0,10.0,4.0,,130.0,24.0,25.0,1.0,,0.5,0.525,0.8181818181818182,0.19642857142857142,,,0.19642857142857142,0.47191011235955055,0.4166666666666667,0.6428571428571429,0.40344827586206894,0.3125,0.4090909090909091,0.44936708860759494,0.35294117647058826,0.48,0.38620689655172413,0.017857142857142856,0.056179775280898875,0.07692307692307693,0.058823529411764705,,0.024390243902439025,0.42105263157894735,1.0,,0.5869565217391305,0.2608695652173913,0.8,0.23255813953488372,0.686046511627907,0.24719101123595505,0.42857142857142855,0.18181818181818182,0.2,0.26666666666666666,0.15384615384615385,0.4782608695652174,0.6,0.7692307692307693,0.8181818181818182,0.7142857142857143,0.012048192771084338,99.45556805399326,0.4,14.875816993464053,14.084415584415584,14.18954248366013,13.545454545454545,0.2689655172413793,0.6410256410256411,0.6944444444444444,0.6,0.23448275862068965,0.35294117647058826,0.375,0.4166666666666667,0.1103448275862069,0.3125,0.3125,0.2,0.10344827586206896,0.13333333333333333,0.13333333333333333,1.0,0.2827586206896552,0.21951219512195122,0.225,0.7777777777777778,0.5,0.375,,0.0625,,,0.1875,,,0.36363636363636365,0.875,0.09090909090909091,,0.2727272727272727,,0.6551724137931034,0.21951219512195122,0.5276382758620689,0.5564545454545455,0.5121977272727273,0.0949367088607595,0.13861386138613863,0.017543859649122806,0.08450704225352113,0.16901408450704225,7.2449438202247185,24.7625,0.16339869281045752,,,,1.0,,,,,,,,,,,1610612760,2021,2020-21,True
1629647-1629650-1629652-1630177-1630197,1610612760,"Darius Bazley, Moses Brown, Luguentz Dort, Theo Maledon, Aleksej Pokusevski","Bazley, Brown, Dort, Maledon, Pokusevski",1629647-1629650-1629652-1630177-1630197,OKC,4337.0,6,72,19.0,157,158.0,12.0,20.0,19.0,315,26.0,45.0,7.0,14.0,3.0,3.0,11.0,24.0,13.0,27.0,4.0,10.0,,1.0,,,13.0,46.0,1.0,5.0,2.0,6.0,50.0,96.0,17.0,56.0,27.0,178.0,159.0,8.0,15.0,1.0,6.0,,19.0,7.0,7.0,2.0,6.0,,20.0,50.0,50.0,45.0,6.0,8.0,46.0,13.0,8.0,1.0,25.0,15.0,40.0,11.0,4.0,12.0,8.0,5.0,95.0,6.0,19.0,,30.0,29.0,5.0,64.0,25.0,89.0,3.0,16.0,8.0,8.0,7.0,,6.0,8.0,1.0,,1.0,15.0,3.0,,14.0,26.0,,4.0,32.0,,1.0,5.0,35.0,1.0,16.0,1.0,,7.0,2.0,4.0,7.0,4.0,1.0,159.0,20.0,12.0,,,0.5,0.5434782608695652,0.8823529411764706,0.30357142857142855,0.16666666666666666,0.3333333333333333,0.30357142857142855,0.5208333333333334,0.5333333333333333,1.0,0.4967105263157895,0.4523809523809524,0.7692307692307693,0.5297619047619048,0.4523809523809524,0.7692307692307693,0.3684210526315789,0.017857142857142856,0.08333333333333333,0.1111111111111111,0.125,0.1,,0.4666666666666667,1.0,,0.6304347826086957,0.41304347826086957,0.9375,0.15789473684210525,0.7564102564102564,0.2976190476190476,0.631578947368421,0.3076923076923077,0.21428571428571427,0.18181818181818182,,0.7142857142857143,0.42105263157894735,1.0,0.9642857142857143,0.75,0.039473684210526314,104.58842517869495,0.5714285714285714,13.802547770700636,13.734177215189874,13.197452229299364,13.531645569620252,0.29605263157894735,0.5777777777777777,0.65,0.46153846153846156,0.15789473684210525,0.4583333333333333,0.5238095238095238,0.7272727272727273,0.17763157894736842,0.48148148148148145,0.48148148148148145,0.38461538461538464,0.06578947368421052,0.4,0.4444444444444444,1.0,0.3026315789473684,0.2826086956521739,0.2826086956521739,0.8461538461538461,0.6666666666666666,0.5,0.2857142857142857,0.047619047619047616,,,0.23809523809523808,0.2,1.0,0.23076923076923078,1.0,,,0.46153846153846156,0.3333333333333333,0.6644736842105263,0.2826086956521739,0.525925,0.632425,0.5522692307692307,0.10119047619047619,0.14414414414414414,0.017543859649122806,0.10674157303370786,0.11235955056179775,7.65625,25.385714285714283,0.07643312101910828,1.0,1.0,,,,,,1.0,,,,,,,1610612760,2021,2020-21,True
1629004-1629026-1629650-1630177-1630197,1610612760,"Svi Mykhailiuk, Kenrich Williams, Moses Brown, Theo Maledon, Aleksej Pokusevski","Mykhailiuk, Williams, Brown, Maledon, Pokusevski",1629004-1629026-1629650-1630177-1630197,OKC,2991.0,5,50,31.0,108,110.0,4.0,1.0,14.0,218,18.0,29.0,4.0,8.0,,2.0,7.0,15.0,5.0,10.0,8.0,15.0,,1.0,,,11.0,35.0,1.0,3.0,,1.0,30.0,54.0,19.0,50.0,17.0,134.0,103.0,6.0,10.0,1.0,4.0,1.0,16.0,,3.0,,1.0,2.0,2.0,30.0,30.0,54.0,3.0,8.0,35.0,11.0,4.0,,15.0,18.0,33.0,10.0,8.0,8.0,4.0,3.0,84.0,4.0,12.0,,21.0,22.0,4.0,47.0,16.0,63.0,5.0,11.0,6.0,5.0,8.0,3.0,6.0,3.0,2.0,,,11.0,2.0,2.0,12.0,16.0,1.0,,18.0,1.0,3.0,1.0,20.0,2.0,10.0,,1.0,7.0,5.0,2.0,7.0,6.0,1.0,118.0,2.0,4.0,,1.0,0.5,0.5769230769230769,0.9473684210526315,0.38,0.25,,0.38,0.5555555555555556,0.6,,0.5625,0.5357142857142857,,0.5929203539823009,0.5714285714285714,0.16666666666666666,0.4807692307692308,,0.07407407407407407,0.06896551724137931,0.13333333333333333,,,0.7272727272727273,0.6666666666666666,,0.7333333333333333,0.5,0.9130434782608695,0.12903225806451613,0.8113207547169812,0.2909090909090909,0.45454545454545453,0.625,0.4,0.125,0.14285714285714285,0.6875,0.7,1.0,0.9,1.0,0.09803921568627451,104.95486459378134,0.8571428571428571,13.685185185185185,13.754545454545454,13.074074074074074,13.445454545454545,0.27884615384615385,0.6206896551724138,0.6666666666666666,0.4444444444444444,0.14423076923076922,0.4666666666666667,0.5384615384615384,0.5714285714285714,0.09615384615384616,0.5,0.5,0.6,0.14423076923076922,0.5333333333333333,0.5333333333333333,1.0,0.33653846153846156,0.3142857142857143,0.3142857142857143,0.9090909090909091,0.5714285714285714,0.5,,0.07142857142857142,,,0.21428571428571427,0.3333333333333333,1.0,0.5,,,,0.25,,0.7596153846153846,0.3142857142857143,0.5543427884615384,0.6293833333333333,0.5759,0.08928571428571429,0.16129032258064516,,0.11940298507462686,0.014925373134328358,6.368518518518518,24.944000000000003,0.037037037037037035,,,,,,,,,,,,,,,1610612760,2021,2020-21,True
