EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,AtRimFGM,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,Points,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,FoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,LostBallTurnovers,FtPoints,Steals,BadPassSteals,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,DefLongMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,2pt And 1 Free Throw Trips,SecondChanceFtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,SecondChanceAtRimPctAssisted,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTDefRebounds,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,SecondChanceArc3FGM,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,BlockedLongMidRange,Blocked3s,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
1626145-1626159-1629634-1629723-1630214,1610612763,"Tyus Jones, Justise Winslow, Brandon Clarke, John Konchar, Xavier Tillman","Jones, Winslow, Clarke, Konchar, Tillman",1626145-1626159-1629634-1629723-1630214,MEM,168.0,1,3.0,-4.0,6.0,6.0,5.0,1.0,12,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,0.25,0.6666666666666666,0.8,0.25,0.5,1.0,1.0,0.5,1.0,102.85714285714286,16.333333333333332,11.666666666666666,14.833333333333334,10.333333333333334,0.25,0.5,0.25,0.25,0.426125,0.4497,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628415-1628960-1629001-202685,1610612763,"Tyus Jones, Dillon Brooks, Grayson Allen, De'Anthony Melton, Jonas Valanciunas","Jones, Brooks, Allen, Melton, Valanciunas",1626145-1628415-1628960-1629001-202685,MEM,155.0,1,3.0,2.0,5.0,6.0,,,11,3.0,,,3.0,5.0,,,,1.0,2.0,3.0,,3.0,,,,,,1.0,,,,,0.6666666666666666,,1.0,0.75,,,0.5,1.0,,1.0,102.19354838709677,11.4,16.333333333333332,11.4,14.666666666666666,0.6,,,1.0,0.60384,,1.6666666666666667,2.0,1.0,2.0,2.0,1.0,2.0,7.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.7,0.7,0.4,0.6666666666666666,0.6666666666666666,1.0,0.4,0.5,0.5,1.0,0.5,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628415-1628960-1630214-1630217,1610612763,"Tyus Jones, Dillon Brooks, Grayson Allen, Xavier Tillman, Desmond Bane","Jones, Brooks, Allen, Tillman, Bane",1626145-1628415-1628960-1630214-1630217,MEM,99.0,1,2.0,,3.0,4.0,4.0,,7,1.0,1.0,,2.0,5.0,,,,,2.0,2.0,,2.0,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,1.0,0.5,,,101.81818181818183,15.0,13.5,15.0,12.75,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.4918166666666666,,4.3,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,25.5,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4918166666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628415-1628991-1629001-1629630,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Ja Morant","Jones, Brooks, Jackson Jr., Melton, Morant",1626145-1628415-1628991-1629001-1629630,MEM,552.0,1,9.0,-10.0,17.0,16.0,,5.0,33,8.0,5.0,,13.0,30.0,4.0,2.0,3.0,3.0,2.0,5.0,5.0,10.0,,,2.0,,2.0,3.0,0.15384615384615385,0.125,0.2,,0.5,0.5,1.0,0.7142857142857143,0.45454545454545453,,0.5,0.5,1.0,,86.08695652173914,19.823529411764707,13.4375,19.529411764705884,13.4375,0.4,0.25,,0.75,0.5129400000000001,0.80605,3.7,4.0,1.0,5.0,7.0,2.0,7.0,20.0,4.0,6.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,10.0,2.0,1.0,,1.0,14.0,0.2857142857142857,0.5,1.0,0.2857142857142857,0.2857142857142857,0.5384615384615384,0.5,0.5,0.35,0.5,0.5714285714285714,0.25,0.25,0.2,0.2,1.0,0.2,25.928571428571427,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,2.0,3.0,6.0,10.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.75,0.75,0.75,0.4,0.75,0.5,0.2222222222222222,0.6,0.75,0.3333333333333333,0.1,0.5,0.5,1.0,0.75,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628415-1628991-1629001-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Desmond Bane","Jones, Brooks, Jackson Jr., Melton, Bane",1626145-1628415-1628991-1629001-1630217,MEM,71.0,1,1.0,-2.0,4.0,3.0,,1.0,7,2.0,2.0,,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,1.0,1.0,,,,1.0,1.0,0.25,1.0,1.0,0.25,0.5,,1.0,1.0,,141.9718309859155,11.75,8.0,11.75,8.0,0.5,0.5,,0.5,0.580375,0.7785,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628415-1628991-1629001-203937,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Kyle Anderson","Jones, Brooks, Jackson Jr., Melton, Anderson",1626145-1628415-1628991-1629001-203937,MEM,300.0,2,5.0,-6.0,10.0,11.0,,1.0,21,2.0,1.0,,3.0,13.0,1.0,,1.0,,3.0,3.0,1.0,4.0,2.0,1.0,2.0,,4.0,5.0,,,,0.5,1.0,0.3333333333333333,,1.0,0.25,1.0,1.0,1.0,,,100.8,14.3,14.272727272727273,14.3,14.272727272727273,0.3333333333333333,0.16666666666666666,,0.8333333333333334,0.54445,0.7286,3.533333333333333,,,1.0,,2.0,3.0,7.0,,6.0,1.0,,,2.0,2.0,,,6.0,2.0,1.0,1.0,1.0,7.0,,,1.0,0.6666666666666666,0.6666666666666666,,0.5,0.5,0.5,,,,0.16666666666666666,,,,,24.333333333333332,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,2.0,2.0,,,,,2.0,,,,1.0,,,3.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628415-1629001-202685-203937,1610612763,"Tyus Jones, Dillon Brooks, De'Anthony Melton, Jonas Valanciunas, Kyle Anderson","Jones, Brooks, Melton, Valanciunas, Anderson",1626145-1628415-1629001-202685-203937,MEM,82.0,2,1.0,2.0,3.0,2.0,,,5,1.0,,,1.0,1.0,,,,,2.0,2.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,,87.80487804878048,13.333333333333334,21.0,13.333333333333334,21.0,1.0,,,1.0,0.5338,,2.6,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,,3.0,,,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628960-1628991-1629001-1630214,1610612763,"Tyus Jones, Grayson Allen, Jaren Jackson Jr., De'Anthony Melton, Xavier Tillman","Jones, Allen, Jackson Jr., Melton, Tillman",1626145-1628960-1628991-1629001-1630214,MEM,201.0,1,3.0,9.0,7.0,7.0,4.0,4.0,14,2.0,,,2.0,,1.0,,,,4.0,4.0,5.0,9.0,1.0,,1.0,,2.0,,,,,0.5,1.0,,,0.8,0.8333333333333334,,1.0,1.0,,,100.29850746268656,17.428571428571427,11.285714285714286,13.142857142857142,9.571428571428571,0.2222222222222222,,,1.0,0.52315,0.406425,2.1,2.0,1.0,7.0,2.0,1.0,7.0,9.0,2.0,,7.0,1.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,7.0,0.5,0.5,,0.14285714285714285,0.14285714285714285,1.0,0.3888888888888889,0.45,0.7777777777777778,1.0,1.0,0.5,0.7777777777777778,0.14285714285714285,0.16666666666666666,,0.14285714285714285,25.942857142857143,3.0,2.0,2.0,,3.0,2.0,2.0,,3.0,4.0,,1.0,4.0,3.0,,1.0,0.4,0.4,1.0,0.4,1.0,0.6,,0.49233000000000005,0.4444444444444444,0.42857142857142855,1.0,1.0,,,,1.0,2.0,2.0,,,,5.0,,,2.0,,3.0,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,,0.8333333333333334,,,,,,,,,0.3333333333333333,1.0,0.2222222222222222,1.0,2.0,1.0,,,2.0,1.0,1.0,0.1,0.3333333333333333,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628960-1628991-1629001-202685,1610612763,"Tyus Jones, Grayson Allen, Jaren Jackson Jr., De'Anthony Melton, Jonas Valanciunas","Jones, Allen, Jackson Jr., Melton, Valanciunas",1626145-1628960-1628991-1629001-202685,MEM,218.0,1,4.0,-6.0,7.0,8.0,,,15,2.0,1.0,,3.0,14.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,0.3333333333333333,,1.0,,,,1.0,0.5,,,,,,1.0,99.08256880733946,13.571428571428571,15.375,13.571428571428571,15.375,0.3333333333333333,0.16666666666666666,,0.8333333333333334,0.5402833333333333,,2.8000000000000003,2.0,1.0,3.0,2.0,1.0,3.0,8.0,4.0,,3.0,1.0,2.0,,2.0,,2.0,4.0,1.0,,,,8.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.5714285714285714,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,25.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,0.14285714285714285,0.25,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
1626145-1628960-1628991-1629001-203937,1610612763,"Tyus Jones, Grayson Allen, Jaren Jackson Jr., De'Anthony Melton, Kyle Anderson","Jones, Allen, Jackson Jr., Melton, Anderson",1626145-1628960-1628991-1629001-203937,MEM,158.0,1,3.0,-5.0,5.0,5.0,,,10,1.0,2.0,,3.0,7.0,,,,1.0,1.0,2.0,,2.0,,,1.0,,1.0,,,,,,0.5,,0.2,0.2857142857142857,,,,1.0,0.25,,91.13924050632912,15.6,16.0,15.6,11.6,0.25,0.5,,0.5,0.5423625,,5.733333333333333,1.0,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,0.3333333333333333,0.25,0.25,0.25,1.0,1.0,,0.25,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,True
