EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,AtRimAssists,ShootingFouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Defensive 3 Seconds Violations,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,team_id,year,season,team_vs
1023-121-1739-1740-1742,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Rashard Lewis, Shammond Williams","Davis, Ewing, Patterson, Lewis, Williams",1023-121-1739-1740-1742,SEA,345.0,2,6.0,-9.0,11.0,11.0,1.0,6.0,2.0,22.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,5.0,10.0,1.0,2.0,12.0,21.0,1.0,2.0,2.0,6.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,10.0,1.0,1.0,0.6,0.75,0.5,0.5,0.45454545454545453,0.5,0.5,0.5,0.09090909090909091,0.2,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,91.82608695652173,17.727272727272727,13.636363636363637,17.181818181818183,13.636363636363637,0.18181818181818182,0.5,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.45454545454545453,0.4,0.4,1.0,0.09090909090909091,0.5,1.0,0.2727272727272727,0.4232181818181818,0.4978,0.08333333333333333,0.09090909090909091,0.16666666666666666,11.68,25.5,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-1740-452,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Rashard Lewis, Vin Baker","Davis, Ewing, Patterson, Lewis, Baker",1023-121-1739-1740-452,SEA,115.0,1,2.0,4.0,4.0,4.0,4.0,,,8.0,1.0,1.0,,,1.0,1.0,,,,2.0,2.0,,5.0,9.0,5.0,,,,2.0,2.0,,,1.0,1.0,,,2.0,,,,,,1.0,,1.0,,,,,2.0,5.0,3.0,9.0,4.0,,0.5,0.5,1.0,,1.0,,1.125,,,,,,,,,100.17391304347825,12.5,16.25,12.5,16.25,0.5,1.0,1.0,0.5,1.0,1.0,,,,,,,,,0.5,0.4759,,0.75,0.75,,3.15,,1.0,1.0,1.0,2.0,2.0,5.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.125,1.0,0.5,1.0,0.4759,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-1740-56,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Rashard Lewis, Gary Payton","Davis, Ewing, Patterson, Lewis, Payton",1023-121-1739-1740-56,SEA,6799.0,21,113.0,-39.0,219.0,223.0,84.0,42.0,18.0,442.0,21.0,38.0,4.0,9.0,12.0,34.0,28.0,66.0,24.0,61.0,138.0,43.0,32.0,205.0,244.0,5.0,14.0,13.0,94.0,28.0,2.0,24.0,47.0,60.0,11.0,21.0,133.0,3.0,16.0,20.0,99.0,5.0,13.0,8.0,5.0,20.0,3.0,41.0,16.0,49.0,44.0,13.0,192.0,84.0,5.0,0.7704918032786885,0.7833333333333333,0.4420289855072464,0.35714285714285715,0.47790055248618785,0.3611111111111111,0.5074626865671642,0.34210526315789475,0.23756906077348067,0.21333333333333335,0.12,0.19,0.25,0.09090909090909091,0.05747126436781609,93.61376673040154,16.022831050228312,14.753363228699552,15.360730593607306,14.094170403587444,0.20994475138121546,0.5526315789473685,0.6363636363636364,0.1878453038674033,0.35294117647058826,0.46153846153846156,0.9166666666666666,0.36464088397790057,0.42424242424242425,0.4375,0.75,0.13259668508287292,0.5,0.4444444444444444,0.44751381215469616,0.4693866666666666,0.4822,0.06770833333333333,0.087248322147651,0.06341463414634146,10.38913043478261,24.872093023255815,0.3835616438356164,4.0,12.0,18.0,47.0,19.0,76.0,15.0,27.0,2.0,76.0,0.3829787234042553,0.43846153846153846,0.48717948717948717,0.7142857142857143,0.18461538461538463,0.3333333333333333,0.44330703125,0.37073170731707317,5.0,19.0,1.0,2.0,9.0,12.0,1.0,3.0,5.0,9.0,17.0,1.0,4.0,7.0,18.0,39.0,12.0,12.0,15.0,13.0,8.0,5.0,1.0,14.0,57.0,8.0,79.0,21.0,8.0,13.0,4.0,8.0,2.0,1.0,4.0,2.0,2.0,9.0,9.0,6.0,3.0,9.0,5.0,1.0,0.7647058823529411,0.3953488372093023,0.25,0.3888888888888889,0.3953488372093023,0.10869565217391304,0.13157894736842105,0.23529411764705882,0.030303030303030304,0.5121951219512195,0.8888888888888888,0.25,0.6333333333333333,0.875,0.6698113207547169,0.18181818181818182,0.21621621621621623,0.14285714285714285,0.5,0.6857142857142857,0.72,0.8333333333333334,1.0,0.5555555555555556,0.10497237569060773,0.2631578947368421,0.2631578947368421,1.0,0.5,0.5,0.6666666666666666,0.5,0.05555555555555555,0.16666666666666666,0.3333333333333333,1.0,0.13846153846153847,0.2222222222222222,0.13846153846153847,0.5555555555555556,0.5,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-1740-699,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Rashard Lewis, Brent Barry","Davis, Ewing, Patterson, Lewis, Barry",1023-121-1739-1740-699,SEA,293.0,3,5.0,-4.0,7.0,8.0,,1.0,,15.0,2.0,2.0,,,,,1.0,2.0,2.0,3.0,4.0,2.0,,9.0,13.0,,,,2.0,4.0,,2.0,1.0,2.0,,1.0,5.0,,,,2.0,,,,,,,1.0,,2.0,,,9.0,,,0.3333333333333333,0.3333333333333333,0.75,,0.75,,0.75,,0.3333333333333333,,,,,,,73.72013651877133,20.857142857142858,18.375,20.857142857142858,16.875,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,,,0.6666666666666666,0.45579166666666665,,,,,9.0,25.45,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,3.0,,1.0,,1.0,1.0,,,,2.0,,2.0,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,0.5,,,0.5,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,0.5,0.5,1.0,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-1741-1742,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Jelani McCoy, Shammond Williams","Davis, Ewing, Patterson, McCoy, Williams",1023-121-1739-1741-1742,SEA,249.0,2,4.0,-4.0,6.0,7.0,,,1.0,13.0,2.0,3.0,1.0,1.0,1.0,2.0,,,1.0,3.0,5.0,1.0,,6.0,10.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,,4.0,,,0.3333333333333333,0.5,0.6,1.0,0.5,1.0,0.5,1.0,0.16666666666666666,0.5,,0.3333333333333333,1.0,,0.3333333333333333,75.18072289156626,20.833333333333332,17.714285714285715,20.833333333333332,17.571428571428573,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,,,,,,0.16666666666666666,1.0,1.0,0.6666666666666666,0.4950333333333334,0.5694,,,0.3333333333333333,3.62,24.8,,,,,,,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-1742-2046,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Shammond Williams, Desmond Mason","Davis, Ewing, Patterson, Williams, Mason",1023-121-1739-1742-2046,SEA,87.0,1,1.0,,4.0,4.0,4.0,2.0,,8.0,2.0,2.0,,,,,,,,2.0,2.0,,,4.0,4.0,,,,4.0,,,,2.0,2.0,,,4.0,,,,2.0,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,4.0,,1.0,1.0,1.0,,1.0,,0.6666666666666666,,,,,,,,,132.41379310344828,9.0,12.75,9.0,12.25,1.0,1.0,1.0,,,,,,,,,,,,1.0,0.4581,,0.3333333333333333,0.3333333333333333,,2.65,,1.0,2.0,2.0,2.0,2.0,,4.0,2.0,1.0,,4.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4581,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.6666666666666666,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-1742-56,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Shammond Williams, Gary Payton","Davis, Ewing, Patterson, Williams, Payton",1023-121-1739-1742-56,SEA,140.0,1,2.0,-7.0,4.0,5.0,,,,9.0,,,,,,1.0,,1.0,,,2.0,,,,7.0,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,92.57142857142857,17.5,14.0,17.5,14.0,,,,0.5,,,,0.5,,,,,,,,0.36465,,,,,12.85,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.5,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-2046-452,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Desmond Mason, Vin Baker","Davis, Ewing, Patterson, Mason, Baker",1023-121-1739-2046-452,SEA,373.0,1,6.0,2.0,10.0,10.0,3.0,1.0,1.0,20.0,4.0,6.0,,1.0,,,2.0,2.0,,6.0,8.0,,1.0,13.0,11.0,,1.0,,12.0,,,,6.0,6.0,,2.0,12.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,3.0,,1.0,1.0,0.75,,0.75,,0.8125,,,0.5,,0.5,0.5,,0.5,77.21179624664879,19.1,18.2,16.9,17.3,0.75,0.6666666666666666,0.6666666666666666,,,,,0.25,1.0,1.0,1.0,,1.0,,0.75,0.5387375,0.5123,0.125,0.125,,4.4375,,0.3,,,2.0,2.0,,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,0.39955,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,3.0,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,0.5,1.0,0.6,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-2046-56,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Desmond Mason, Gary Payton","Davis, Ewing, Patterson, Mason, Payton",1023-121-1739-2046-56,SEA,316.0,3,5.0,,13.0,11.0,9.0,7.0,1.0,24.0,1.0,3.0,,,2.0,3.0,,2.0,,3.0,8.0,,5.0,11.0,11.0,,1.0,,6.0,,,,3.0,3.0,2.0,,6.0,,,,5.0,,1.0,,1.0,1.0,,3.0,3.0,2.0,5.0,2.0,11.0,9.0,,1.0,1.0,0.375,,0.375,,0.55,,,,,,,,,109.36708860759494,12.76923076923077,13.636363636363637,11.923076923076923,13.636363636363637,0.375,0.3333333333333333,0.3333333333333333,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,,,0.375,0.450125,0.4007,0.2222222222222222,0.2222222222222222,,8.3375,,0.6923076923076923,1.0,2.0,3.0,4.0,5.0,11.0,1.0,1.0,1.0,11.0,0.75,0.75,0.9166666666666666,1.0,0.5,0.5,0.5145,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,5.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
1023-121-1739-2046-699,1610612760,"Emanual Davis, Patrick Ewing, Ruben Patterson, Desmond Mason, Brent Barry","Davis, Ewing, Patterson, Mason, Barry",1023-121-1739-2046-699,SEA,101.0,1,2.0,-4.0,4.0,5.0,4.0,5.0,,9.0,,,,,1.0,2.0,,,1.0,1.0,2.0,1.0,,2.0,6.0,,,,2.0,,,,1.0,1.0,1.0,,2.0,,,,2.0,,,,,,,2.0,2.0,2.0,,,2.0,4.0,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,128.31683168316832,14.5,8.6,14.5,8.6,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,,,0.3333333333333333,0.3499,,,,,6.1,75.9,1.0,,,1.0,2.0,,2.0,,2.0,,2.0,0.5,0.3333333333333333,0.3333333333333333,,,,0.3499,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,1610612760,2001,2000-01,True
