EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FtPoints,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,FTDefRebounds,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Arc3Assists,OffThreePtRebounds,SelfOReb,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,Technical Free Throw Trips,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,NonShootingFoulsDrawn,PenaltyCorner3FGA,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,Loose Ball Fouls,DefensiveGoaltends,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedCorner3,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,team_id,year,season,team_vs
1110-1425-1496-1536-2109,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Stephen Jackson, Eddie Gill","Strickland, Williams, Van Horn, Jackson, Gill",1110-1425-1496-1536-2109,NJN,135.0,1,2.0,2.0,4.0,4.0,1.0,8.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,1.0,85.33333333333333,16.5,17.25,16.5,17.25,1.0,0.3333333333333333,0.3333333333333333,0.3665,9.133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-1536-77,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Stephen Jackson, Doug Overton","Strickland, Williams, Van Horn, Jackson, Overton",1110-1425-1496-1536-77,NJN,85.0,1,1.0,2.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,,,,,,,4.0,0.25,0.25,0.4,1.0,1.0,1.0,,,101.6470588235294,16.0,12.333333333333334,13.333333333333334,12.333333333333334,0.25,1.0,1.0,0.414,3.1,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,0.25,0.25,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,1.0,0.75,0.75,0.42875,0.414,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-1975-2109,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Jamel Thomas, Eddie Gill","Strickland, Williams, Van Horn, Thomas, Gill",1110-1425-1496-1975-2109,NJN,628.0,2,10.0,-5.0,21.0,21.0,2.0,42.0,,2.0,5.0,14.0,15.0,4.0,1.0,4.0,5.0,7.0,2.0,,3.0,,5.0,6.0,13.0,0.35714285714285715,0.40625,0.4411764705882353,0.8,1.0,0.8333333333333334,0.6666666666666666,,96.30573248407643,16.142857142857142,13.761904761904763,15.714285714285714,13.761904761904763,0.125,,,0.46175625,11.37857142857143,2.0,2.0,4.0,1.0,,2.0,20.0,1.0,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,,,0.07142857142857142,,0.2222222222222222,0.2,,1.0,1.0,0.25,1.0,,0.375,0.5377,,0.058823529411764705,0.06666666666666667,,0.09523809523809523,3.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.6,0.75,1.0,0.5,0.5,1.0,1.0,1.0,0.125,0.5,0.4,1.0,1.0,0.75,0.75,0.3333333333333333,0.5,0.25,0.25,1.0,0.0625,1.0,1.0,1.0,0.0625,1.0,0.13333333333333333,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-1975-446,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Jamel Thomas, Lucious Harris","Strickland, Williams, Van Horn, Thomas, Harris",1110-1425-1496-1975-446,NJN,320.0,2,5.0,-2.0,9.0,10.0,10.0,19.0,,1.0,1.0,5.0,11.0,2.0,2.0,,3.0,5.0,1.0,1.0,,,2.0,1.0,7.0,0.2,0.4166666666666667,0.55,,1.0,1.0,,1.0,85.5,19.0,14.9,19.0,14.9,0.16666666666666666,,,0.40323333333333333,11.959999999999999,8.0,2.0,1.0,1.0,1.0,6.0,13.0,1.0,1.0,5.0,4.0,9.0,,2.0,2.0,8.0,4.0,9.0,8.0,0.2,0.4166666666666667,0.5,,,0.5,0.5,,,1.0,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.4833,0.40323333333333333,0.4,0.4444444444444444,0.8181818181818182,0.8888888888888888,1.0,1.0,,3.0,,,1.0,1.0,1.0,1.0,4.0,,,2.0,1.0,,,,,,,,,2.0,,2.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,1.0,1.0,,1.0,1.0,,0.5,,,,,,,,0.16666666666666666,1.0,0.36363636363636365,24.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-1975-77,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Jamel Thomas, Doug Overton","Strickland, Williams, Van Horn, Thomas, Overton",1110-1425-1496-1975-77,NJN,150.0,1,2.0,1.0,5.0,6.0,,11.0,,1.0,1.0,3.0,5.0,,,2.0,2.0,2.0,,,,,,,5.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.5,,,105.6,16.0,11.666666666666666,16.0,9.5,0.3333333333333333,,,0.5016666666666666,9.200000000000001,4.0,,1.0,,,3.0,4.0,,,2.0,2.0,2.0,,,,5.0,3.0,2.0,4.0,,,0.25,,,,,,0.6666666666666666,,0.3333333333333333,,,0.3333333333333333,,0.37215,0.6,0.6,0.4,0.8,1.0,,,1.0,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-2109-271,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Eddie Gill, Johnny Newman","Strickland, Williams, Van Horn, Gill, Newman",1110-1425-1496-2109-271,NJN,750.0,2,12.0,-10.0,22.0,23.0,3.0,45.0,,3.0,4.0,13.0,18.0,2.0,1.0,7.0,8.0,10.0,1.0,,1.0,,6.0,7.0,15.0,0.3076923076923077,0.36666666666666664,0.5,0.5384615384615384,1.0,0.5714285714285714,1.0,1.0,86.4,17.227272727272727,16.130434782608695,16.636363636363637,14.73913043478261,0.2,,,0.46471,9.392307692307693,,2.0,5.0,1.0,,7.0,28.0,1.0,,,,,,1.0,2.0,7.0,4.0,,,,,,,,0.1111111111111111,0.2,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.5,,0.4666666666666667,0.5289,,0.2222222222222222,0.25,,,2.0,,2.0,5.0,,,2.0,1.0,2.0,,3.0,6.0,3.0,,2.0,3.0,1.0,4.0,,2.0,1.0,9.0,1.0,5.0,,3.0,,2.0,,,1.0,0.75,0.75,1.0,0.5,0.5,,0.75,0.75,0.13333333333333333,,0.8333333333333334,,0.5,0.4,0.4,1.0,0.3333333333333333,0.4,0.4,0.5,,,,,0.13333333333333333,,0.16666666666666666,24.55,,1.0,,,,,,,1.0,,,,,,0.5,0.5,,,,0.5,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.3333333333333333,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-2109-446,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Eddie Gill, Lucious Harris","Strickland, Williams, Van Horn, Gill, Harris",1110-1425-1496-2109-446,NJN,835.0,5,14.0,8.0,23.0,21.0,6.0,44.0,3.0,3.0,11.0,19.0,25.0,12.0,1.0,6.0,8.0,13.0,2.0,,3.0,,4.0,6.0,21.0,0.5789473684210527,0.4782608695652174,0.5,0.5,0.5,0.5,0.5,,75.88023952095809,18.347826086956523,19.666666666666668,17.130434782608695,16.523809523809526,0.13043478260869565,1.0,1.0,0.4476586956521739,12.984210526315788,4.0,4.0,5.0,2.0,2.0,3.0,17.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,0.6666666666666666,0.5,0.625,0.05263157894736842,0.2,0.5,0.4166666666666667,1.0,0.5,0.5,0.21739130434782608,0.4,0.5,0.391304347826087,0.4893375,0.428525,0.125,0.15,0.2,0.17391304347826086,4.0,2.0,4.0,11.0,,1.0,3.0,,4.0,2.0,4.0,10.0,,,3.0,5.0,,5.0,,1.0,3.0,10.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.45454545454545453,0.45454545454545453,,,,0.5,0.4,0.4,0.17391304347826086,,0.25,,0.5,0.8,1.0,0.25,0.4782608695652174,0.36363636363636365,0.36363636363636365,0.75,0.043478260869565216,,,,0.13043478260869565,1.0,0.16,26.15,1.0,,,1.0,,,1.0,,,1.0,,,1.0,0.42857142857142855,,,0.5,0.25,,,2.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.25,0.3333333333333333,,0.5,,0.2,,,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-2109-77,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Eddie Gill, Doug Overton","Strickland, Williams, Van Horn, Gill, Overton",1110-1425-1496-2109-77,NJN,287.0,1,5.0,-5.0,7.0,8.0,,15.0,,,3.0,8.0,6.0,2.0,1.0,1.0,3.0,5.0,,,,,,3.0,4.0,0.375,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,,75.26132404181185,23.142857142857142,15.625,21.142857142857142,15.125,,,,0.41757777777777777,14.625,,1.0,1.0,,,,11.0,1.0,,,,,,1.0,2.0,,,,,,,,,,0.2,0.3333333333333333,,,1.0,0.1111111111111111,,,0.2222222222222222,,,,,,,1.0,,2.0,7.0,,1.0,,,1.0,1.0,2.0,4.0,,,,2.0,,2.0,,,2.0,4.0,,,,,,,,,3.0,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,1.0,0.1111111111111111,,,,,1.0,1.0,,0.7777777777777778,0.2857142857142857,0.2857142857142857,1.0,0.1111111111111111,,,,,,0.3333333333333333,23.8,,,,,,,,,,1.0,,,1.0,0.2,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-271-446,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Johnny Newman, Lucious Harris","Strickland, Williams, Van Horn, Newman, Harris",1110-1425-1496-271-446,NJN,277.0,1,5.0,-2.0,10.0,10.0,4.0,20.0,1.0,2.0,3.0,11.0,9.0,4.0,2.0,,2.0,6.0,2.0,,,,1.0,4.0,3.0,0.2727272727272727,0.2727272727272727,0.32142857142857145,,1.0,0.6666666666666666,,1.0,103.97111913357402,16.1,11.6,14.4,11.1,0.18181818181818182,0.5,0.5,0.4771636363636364,7.290909090909091,6.0,4.0,5.0,2.0,3.0,3.0,11.0,3.0,1.0,7.0,3.0,5.0,2.0,4.0,4.0,6.0,2.0,5.0,6.0,0.14285714285714285,0.14285714285714285,0.2777777777777778,0.18181818181818182,0.4,0.5,0.5,0.25,,1.0,0.45454545454545453,0.6666666666666666,0.42857142857142855,0.45454545454545453,0.5343,0.48024285714285714,0.15384615384615385,0.15384615384615385,0.5555555555555556,0.6,1.0,1.0,1.0,4.0,,,,,,2.0,6.0,2.0,,2.0,,1.0,,1.0,,,1.0,2.0,2.0,1.0,,,,1.0,,1.0,3.0,0.3333333333333333,0.5,,,,0.6666666666666666,0.6666666666666666,0.75,,,1.0,,,0.2,0.3333333333333333,,0.36363636363636365,0.25,0.25,1.0,,,,,,0.5,0.6666666666666666,,,,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
1110-1425-1496-271-77,1610612751,"Mark Strickland, Aaron Williams, Keith Van Horn, Johnny Newman, Doug Overton","Strickland, Williams, Van Horn, Newman, Overton",1110-1425-1496-271-77,NJN,635.0,2,11.0,5.0,21.0,18.0,5.0,39.0,4.0,8.0,6.0,13.0,23.0,6.0,3.0,6.0,10.0,12.0,,,1.0,,2.0,3.0,23.0,0.46153846153846156,0.5,0.5476190476190477,1.0,1.0,1.0,1.0,,88.44094488188976,16.285714285714285,16.27777777777778,15.80952380952381,16.27777777777778,0.4444444444444444,0.5,0.5714285714285714,0.45313888888888887,8.653846153846153,10.0,2.0,3.0,1.0,1.0,5.0,18.0,1.0,2.0,5.0,4.0,11.0,1.0,2.0,2.0,6.0,2.0,11.0,10.0,0.4,0.4375,0.55,0.07692307692307693,,0.2857142857142857,0.2222222222222222,,1.0,1.0,0.16666666666666666,0.5,0.125,0.4444444444444444,0.572475,0.44383125,0.1,0.13333333333333333,0.4782608695652174,0.47619047619047616,2.0,,,2.0,1.0,3.0,2.0,2.0,5.0,,,6.0,6.0,,2.0,3.0,2.0,5.0,1.0,2.0,,12.0,,1.0,1.0,1.0,,,,,3.0,0.5,0.5,1.0,0.4,0.4,,,,0.2777777777777778,0.125,0.5,0.25,1.0,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,23.94,1.0,1.0,1.0,1.0,,1.0,3.0,,1.0,1.0,,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,0.125,1.0,0.5,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,0.5,,,1.0,,0.25,,,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2001,2000-01,False
