EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,BlockedLongMidRange,LiveBallTurnoverPct,PlusMinus,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallSteals,LostBallTurnovers,3SecondViolations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,PenaltyFg3Pct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceTurnovers,OffShortMidRangeReboundPct,FTDefRebounds,DefFTReboundPct,Corner3FGM,Corner3FGA,Corner3Assists,Offensive Fouls,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,BadPassOutOfBoundsTurnovers,DefCorner3ReboundPct,PtsUnassisted3s,ThreePtShootingFoulsDrawn,DefensiveGoaltends,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Clear Path Fouls,SecondChanceAtRimPctAssisted,OffensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1502-1504-168-1712-1716,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Larry Hughes","Foyle, Fortson, Mills, Jamison, Hughes",1502-1504-168-1712-1716,GSW,578.0,2,10.0,18.0,19.0,5.0,10.0,2.0,37.0,5.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,1.0,8.0,16.0,2.0,5.0,21.0,21.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,8.0,8.0,2.0,2.0,4.0,4.0,3.0,1.0,8.0,1.0,2.0,1.0,4.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,18.0,4.0,5.0,0.5,0.5714285714285714,0.5,0.3333333333333333,0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5,0.5,0.4,0.1111111111111111,0.5714285714285714,0.25,1.0,0.5,0.625,0.3,1.0,0.5,0.5,0.5,1.0,1.0,0.1,92.17993079584775,0.3333333333333333,14.722222222222221,16.473684210526315,14.333333333333334,15.947368421052632,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.6,0.1111111111111111,0.5,0.5,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.5,0.1111111111111111,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5000305555555555,0.5433,0.5109333333333334,0.25,0.2777777777777778,0.14285714285714285,0.19047619047619047,9.125,24.8,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-1712-219,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Vinny Del Negro","Foyle, Fortson, Mills, Jamison, Del Negro",1502-1504-168-1712-219,GSW,145.0,1,2.0,6.0,5.0,6.0,,2.0,11.0,,4.0,,2.0,,4.0,,,,1.0,,,,5.0,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,2.0,,4.0,4.0,2.0,6.0,,,,1.0,1.0,2.0,2.0,,1.0,,,,,2.0,,1.0,2.0,1.0,,,6.0,,,,,,,,,,,,,0.8,0.4,,,0.8,0.4,0.5,,1.0,0.6666666666666666,1.0,,,109.24137931034484,0.5,8.0,19.4,7.166666666666667,16.8,0.8,,,,,,,0.2,,,,,1.0,,0.8,,,0.8,0.54386,0.51435,0.54386,,,,,3.8600000000000003,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-1712-302,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Mookie Blaylock","Foyle, Fortson, Mills, Jamison, Blaylock",1502-1504-168-1712-302,GSW,520.0,1,9.0,16.0,15.0,4.0,3.0,1.0,31.0,5.0,7.0,,,1.0,2.0,,1.0,3.0,5.0,1.0,,8.0,13.0,1.0,2.0,21.0,15.0,1.0,1.0,,2.0,1.0,3.0,,1.0,3.0,12.0,4.0,,1.0,6.0,7.0,4.0,2.0,15.0,,1.0,2.0,2.0,4.0,1.0,5.0,,3.0,2.0,1.0,,2.0,,,,3.0,1.0,2.0,,,,,,,19.0,3.0,4.0,0.75,0.75,0.6153846153846154,1.0,0.3333333333333333,0.6785714285714286,1.0,0.3333333333333333,0.7,1.0,0.5,0.07142857142857142,0.6666666666666666,0.2,1.0,,0.8,0.2,,,,1.0,0.5,1.0,,85.84615384615385,,15.75,17.866666666666667,14.375,17.8,0.5,0.7142857142857143,0.7142857142857143,0.8,0.07142857142857142,,,0.35714285714285715,0.6,0.6,0.6666666666666666,0.07142857142857142,,,0.6666666666666666,0.5,,0.5714285714285714,0.48118571428571427,0.347,0.5001,0.13333333333333333,0.14285714285714285,0.09523809523809523,0.14285714285714285,7.1692307692307695,24.4,0.25,1.0,,,0.5,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-1716-1907,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Larry Hughes, Vonteego Cummings","Foyle, Fortson, Mills, Hughes, Cummings",1502-1504-168-1716-1907,GSW,146.0,2,2.0,5.0,7.0,,3.0,1.0,12.0,2.0,3.0,1.0,1.0,,,,1.0,,2.0,,,2.0,6.0,,,4.0,7.0,1.0,1.0,,2.0,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,2.0,,1.0,,3.0,3.0,1.0,4.0,,,,,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,,,0.5,1.0,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.2857142857142857,1.0,,,0.75,0.25,,,0.75,0.25,,,1.0,1.0,,,,118.35616438356165,1.0,12.0,12.285714285714286,11.6,12.142857142857142,0.5,0.6666666666666666,1.0,0.5,0.16666666666666666,,,0.3333333333333333,,,,,1.0,1.0,,,,0.5,0.5262666666666667,0.5499,,,,0.5,,7.916666666666667,,,,,,,-3.0,,,,,,,,,,,,,0.5,,,,,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-1716-302,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Larry Hughes, Mookie Blaylock","Foyle, Fortson, Mills, Hughes, Blaylock",1502-1504-168-1716-302,GSW,48.0,1,1.0,2.0,2.0,2.0,,,4.0,,,,,,,,,,,1.0,1.0,,,1.0,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,0.5,,,,,,1.0,,,120.0,,6.0,18.0,6.0,18.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,0.6321,,0.6321,,,,,,25.1,1.0,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-1907-2084,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vonteego Cummings, Chris Porter","Foyle, Fortson, Mills, Cummings, Porter",1502-1504-168-1907-2084,GSW,189.0,1,3.0,7.0,7.0,7.0,,,14.0,,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,2.0,3.0,1.0,5.0,12.0,4.0,,,,,2.0,3.0,1.0,5.0,12.0,4.0,,,1.0,2.0,3.0,,,7.0,,,,2.0,2.0,,2.0,,,,,,,,,,6.0,,,3.0,,,,,,12.0,12.0,7.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.875,,0.875,0.8571428571428571,,0.8571428571428571,0.25,1.0,,,,1.0,,,,,,1.0,,,106.66666666666667,,12.285714285714286,14.714285714285714,12.285714285714286,14.714285714285714,0.25,,,,0.5,1.0,1.0,,,,,0.25,,,0.25,,0.25,0.5,0.4557875,,0.4557875,,,,1.0,4.833333333333333,25.9,1.0,,,,,8.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-1907-219,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vonteego Cummings, Vinny Del Negro","Foyle, Fortson, Mills, Cummings, Del Negro",1502-1504-168-1907-219,GSW,169.0,1,3.0,5.0,6.0,,,1.0,11.0,2.0,3.0,1.0,1.0,,,,,1.0,3.0,,,3.0,6.0,,,6.0,6.0,1.0,1.0,,2.0,,,,,,4.0,2.0,2.0,,2.0,2.0,1.0,1.0,4.0,,1.0,,3.0,3.0,1.0,4.0,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,4.0,,,0.6666666666666666,1.0,0.5,1.0,,0.5,1.0,,0.5,1.0,,,0.5,0.3333333333333333,,,0.42857142857142855,0.3333333333333333,1.0,,,0.5,1.0,,0.3333333333333333,93.72781065088756,1.0,13.2,17.166666666666668,13.0,16.0,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,,,,0.5,0.4152,0.4479,,0.16666666666666666,0.16666666666666666,0.3333333333333333,,10.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-219-302,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vinny Del Negro, Mookie Blaylock","Foyle, Fortson, Mills, Del Negro, Blaylock",1502-1504-168-219-302,GSW,69.0,1,1.0,2.0,2.0,,,,4.0,,,,,,,,,,,1.0,,,,1.0,,3.0,5.0,,,,,,,,,,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,1.5,,,1.5,,,1.0,,,,,,,,,,,,,,83.47826086956522,,20.5,14.0,20.5,14.0,,,,,,,,,,,,1.0,,,,,,1.0,0.57105,,,,,,,,24.4,,1.0,1.0,,1.0,-2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-219-904,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vinny Del Negro, Chris Mullin","Foyle, Fortson, Mills, Del Negro, Mullin",1502-1504-168-219-904,GSW,159.0,1,3.0,6.0,5.0,,,1.0,11.0,2.0,2.0,,,,,,1.0,1.0,2.0,,,3.0,5.0,,,6.0,3.0,,,,,,,,,,6.0,,,,3.0,3.0,2.0,1.0,6.0,,1.0,,2.0,2.0,1.0,3.0,,,,2.0,,2.0,,3.0,4.0,,,,,,,,,,6.0,,,1.0,1.0,0.6,,,0.6,,,0.6,,,,0.6666666666666666,0.5,,,0.6666666666666666,0.5,,,,1.0,,,,99.62264150943396,,10.333333333333334,19.4,9.833333333333334,19.4,0.4,1.0,1.0,1.0,0.2,,,0.4,0.5,0.5,1.0,,,,,,,0.4,0.42946,,,,,,,8.92,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
1502-1504-168-302-904,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Mookie Blaylock, Chris Mullin","Foyle, Fortson, Mills, Blaylock, Mullin",1502-1504-168-302-904,GSW,170.0,1,3.0,6.0,6.0,,6.0,,12.0,1.0,1.0,,,,,,,,4.0,1.0,,1.0,5.0,1.0,,5.0,7.0,,,,,,,,,,,2.0,,1.0,,1.0,,,3.0,,,,1.0,2.0,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,5.0,,,,,0.2,,,0.4166666666666667,,,0.4166666666666667,,,0.16666666666666666,0.5,,,,0.5,,,,,,0.5,,,101.6470588235294,,13.5,14.833333333333334,13.5,13.833333333333334,0.16666666666666666,1.0,1.0,,,,,0.6666666666666666,,,,0.16666666666666666,,,,,,0.3333333333333333,0.4499416666666667,,,,,,,13.959999999999999,24.1,,,,,,-2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,True
