EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,Loose Ball Fouls,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,Avg3ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,ShootingFouls,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,LongMidRangeFGA,DefThreePtRebounds,DefRebounds,LiveBallTurnovers,LostBallTurnovers,Travels,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Fg2aBlocked,Steals,BadPassSteals,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFGM,PtsUnassisted2s,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,FTOffRebounds,DefTwoPtRebounds,DefensiveGoaltends,OffFTReboundPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,Defensive 3 Seconds Violations,DefShortMidRangeReboundPct,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,LongMidRangePctAssisted,ShortMidRangePctBlocked,SecondChanceFG2A,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,RecoveredBlocks,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Accuracy,Arc3FGM,NonHeaveArc3FGM,LostBallSteals,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,Technical Free Throw Trips,BlockedLongMidRange,PenaltyArc3FGM,PenaltyFG3M,BlockedShortMidRange,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Corner3Assists,OffCorner3ReboundPct,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
137-1717-1916-436-714,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Juwan Howard, Michael Finley","Maxwell, Nowitzki, Booth, Howard, Finley",137-1717-1916-436-714,DAL,116.0,1,2.0,-2.0,4.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.625,0.5,0.625,1.0,1.0,1.0,99.3103448275862,10.5,18.5,10.5,18.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.4423,0.4423,0.6666666666666666,0.6666666666666666,0.2,1.0,6.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-1916-436-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Juwan Howard, Steve Nash","Maxwell, Nowitzki, Booth, Howard, Nash",137-1717-1916-436-959,DAL,59.0,1,1.0,,2.0,1.0,,,1.0,3.0,,,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,2.0,,,,,,2.0,,,,1.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,,,,0.5,,73.22033898305085,17.0,25.0,16.0,25.0,,,,,0.3333333333333333,,,0.6666666666666666,0.5033,,,,,,13.2,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-1916-458-714,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Howard Eisley, Michael Finley","Maxwell, Nowitzki, Booth, Eisley, Finley",137-1717-1916-458-714,DAL,57.0,1,1.0,-3.0,2.0,2.0,,2.0,1.0,4.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,101.05263157894737,20.0,8.5,12.5,8.5,,,,,,,,1.0,0.53925,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,22.9,1.0,1.0,1.0,1.0,1.0,0.53925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-1916-458-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Howard Eisley, Shawn Bradley","Maxwell, Nowitzki, Booth, Eisley, Bradley",137-1717-1916-458-762,DAL,110.0,1,2.0,-2.0,4.0,4.0,4.0,4.0,,8.0,,,,,,,1.0,2.0,2.0,4.0,,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,2.0,2.0,,,2.0,,1.0,,2.0,2.0,4.0,,,,,,,,0.5,,0.5,,,,104.72727272727273,15.75,11.75,15.75,11.75,,,,,,,,,0.392,0.392,0.5,0.5,,1.0,16.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-1916-714-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Michael Finley, Steve Nash","Maxwell, Nowitzki, Booth, Finley, Nash",137-1717-1916-714-959,DAL,193.0,1,3.0,-8.0,6.0,7.0,,6.0,1.0,13.0,,3.0,,,2.0,1.0,5.0,,2.0,10.0,,,,,,,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,,1.0,,2.0,,,,,,2.0,,,1.0,1.0,1.0,0.2,,0.14285714285714285,,0.14285714285714285,,,0.25,0.3333333333333333,1.0,96.99481865284974,18.333333333333332,11.857142857142858,18.0,11.571428571428571,0.42857142857142855,,,,0.2857142857142857,,,0.7142857142857143,0.5632571428571429,,,,,,3.5200000000000005,,1.0,2.0,,2.0,,2.0,1.0,1.0,,,0.2857142857142857,0.5,0.5,,0.5,0.5,1.0,0.2857142857142857,,24.2,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,0.25,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-2059-458-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Eduardo Najera, Howard Eisley, Shawn Bradley","Maxwell, Nowitzki, Najera, Eisley, Bradley",137-1717-2059-458-762,DAL,19.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,2.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,151.57894736842107,4.0,15.0,4.0,15.0,,,,,,,,,0.2161,0.2161,,,,1.0,15.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-436-714-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Juwan Howard, Michael Finley, Shawn Bradley","Maxwell, Nowitzki, Howard, Finley, Bradley",137-1717-436-714-762,DAL,173.0,1,3.0,-1.0,5.0,5.0,3.0,4.0,2.0,10.0,,,,,,,1.0,8.0,8.0,9.0,4.0,4.0,,1.0,6.0,6.0,,,,,,1.0,2.0,3.0,,1.0,,2.0,,10.0,,1.0,4.0,4.0,6.0,3.0,1.0,,,,,,,0.6666666666666666,1.0,0.6,1.0,1.0,,83.23699421965318,16.6,18.0,15.4,17.6,,,,,,,,,0.3917,0.3917,0.5,0.5,0.5,0.75,19.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-436-714-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Juwan Howard, Michael Finley, Steve Nash","Maxwell, Nowitzki, Howard, Finley, Nash",137-1717-436-714-959,DAL,47.0,1,1.0,-1.0,2.0,1.0,2.0,1.0,,3.0,,,,,,1.0,1.0,,2.0,3.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,1.0,1.0,0.5,0.5,0.5,,0.5,,,,91.91489361702128,22.5,2.0,22.5,2.0,,,,,,,,0.5,0.3369,0.3369,,,,1.0,20.6,1.0,,1.0,,1.0,,1.0,,,,,0.5,,,,,,,0.5,,24.9,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-436-762-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Juwan Howard, Shawn Bradley, Steve Nash","Maxwell, Nowitzki, Howard, Bradley, Nash",137-1717-436-762-959,DAL,66.0,1,1.0,-1.0,1.0,2.0,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,17.0,24.5,17.0,24.5,,,,,,,,1.0,0.4548,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,25.9,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
137-1717-714-762-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Michael Finley, Shawn Bradley, Steve Nash","Maxwell, Nowitzki, Finley, Bradley, Nash",137-1717-714-762-959,DAL,253.0,1,4.0,3.0,8.0,7.0,,,,15.0,2.0,2.0,,,3.0,5.0,7.0,,10.0,7.0,,,,,,,6.0,3.0,3.0,1.0,6.0,,,3.0,1.0,1.0,,3.0,,,,,,10.0,,,,0.6,0.6,0.7142857142857143,,0.7142857142857143,,0.7142857142857143,,,,,,85.37549407114625,15.125,18.857142857142858,15.125,18.571428571428573,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,,,0.2857142857142857,0.4486857142857143,,,,,,9.742857142857144,,2.0,,,,,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,2.0,,,,2.0,,3.0,,,,,,0.6666666666666666,,0.2857142857142857,,,,,,,,,,,1.0,4.0,0.5,0.5,,2.0,,,0.6666666666666666,,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,False
