EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2A,FG3A,OpponentPoints,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,BadPassTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsPutbacks,SelfOReb,OffAtRimReboundPct,SelfORebPct,ShortMidRangeFGM,ShortMidRangeAssists,LongMidRangeAssists,Steals,BadPassSteals,3SecondViolations,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,LostBallSteals,PenaltyFtPoints,Technical Free Throw Trips,OffShortMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,DefThreePtRebounds,Offensive Fouls,NonShootingFoulsDrawn,AtRimPctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceTurnovers,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Travels,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
103-1051-111-1497-1887,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Chauncey Billups, Wally Szczerbiak","Day, Garrett, Ellis, Billups, Szczerbiak",103-1051-111-1497-1887,MIN,174.0,1,3.0,-2.0,6.0,5.0,11.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.5,1.0,1.0,1.0,1.0,1.0,91.0344827586207,1.0,16.833333333333332,14.6,16.833333333333332,14.6,0.2,0.4,0.2,0.2,0.4,0.41262999999999994,10.075,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-111-1497-210,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Chauncey Billups, Terrell Brandon","Day, Garrett, Ellis, Billups, Brandon",103-1051-111-1497-210,MIN,163.0,1,3.0,-1.0,4.0,5.0,9.0,1.0,,1.0,,2.0,3.0,6.0,,1.0,2.0,3.0,,,,,,,,0.6,,,0.5,0.5,,0.5,,79.50920245398773,,20.25,16.4,15.5,14.2,0.2,,0.2,,0.8,0.521475,9.4,30.8,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,0.5,0.5,1.0,1.0,0.4,0.25,0.4166666666666667,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.75,0.5026333333333334,0.16666666666666666,0.3333333333333333,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-111-1497-324,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Chauncey Billups, Anthony Peeler","Day, Garrett, Ellis, Billups, Peeler",103-1051-111-1497-324,MIN,106.0,1,2.0,-5.0,3.0,4.0,7.0,,1.0,,,1.0,1.0,5.0,,1.0,2.0,2.0,1.0,,2.0,,,,,0.5,,,1.0,1.0,1.0,,,95.09433962264151,,18.333333333333332,12.75,18.333333333333332,10.25,,0.5,,,0.5,0.4005,10.7,41.1,3.0,4.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,0.5,,0.5,0.4005,,,,1.0,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-111-1887-210,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Wally Szczerbiak, Terrell Brandon","Day, Garrett, Ellis, Szczerbiak, Brandon",103-1051-111-1887-210,MIN,283.0,3,5.0,5.0,9.0,8.0,17.0,3.0,1.0,2.0,,6.0,2.0,6.0,,5.0,5.0,6.0,,,2.0,2.0,,2.0,2.0,0.25,,,1.0,1.0,1.0,1.0,1.0,86.5017667844523,1.0,16.666666666666668,16.625,16.555555555555557,16.625,0.375,0.125,0.25,,0.625,0.44825,8.616666666666667,25.55,,,1.0,2.0,,2.0,,,2.0,1.0,11.0,,,,,,4.0,,,2.0,2.0,4.0,2.0,10.0,,,1.0,,1.0,,1.0,1.0,9.0,,,1.0,1.0,0.3333333333333333,,0.625,,0.6875,,,,0.25,,0.6666666666666666,0.6666666666666666,1.0,,,0.25,,,,0.125,0.16666666666666666,,,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4573,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-111-210-324,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Terrell Brandon, Anthony Peeler","Day, Garrett, Ellis, Brandon, Peeler",103-1051-111-210-324,MIN,111.0,1,2.0,-5.0,4.0,4.0,8.0,3.0,1.0,,,4.0,1.0,7.0,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,0.2,,,1.0,1.0,1.0,,,103.78378378378378,1.0,16.25,11.5,16.25,11.5,0.6,0.2,,,0.8,0.54589,2.8,23.8,,,1.0,1.0,,1.0,,,1.0,,2.0,,,,,,,2.0,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,0.25,,0.2,,0.2,,,,0.25,,0.3333333333333333,0.3333333333333333,,,,0.2,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,1.0,1.0,,,0.5572,1.0,2.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-111-210-417,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Terrell Brandon, Sam Mitchell","Day, Garrett, Ellis, Brandon, Mitchell",103-1051-111-210-417,MIN,580.0,4,10.0,-6.0,17.0,20.0,37.0,4.0,3.0,9.0,2.0,16.0,2.0,24.0,,7.0,7.0,10.0,1.0,,2.0,2.0,1.0,2.0,2.0,0.1111111111111111,,,1.0,1.0,,1.0,1.0,91.86206896551725,1.0,18.705882352941178,13.1,17.352941176470587,13.1,0.2222222222222222,0.16666666666666666,0.5,0.1111111111111111,0.3333333333333333,0.4832444444444444,11.59375,24.7,,,3.0,3.0,4.0,,,,9.0,,18.0,,,,,,8.0,10.0,,,4.0,4.0,1.0,8.0,2.0,,3.0,4.0,4.0,,,,14.0,,,0.4444444444444444,0.5,0.5625,,0.5,,0.5,,,1.0,0.3333333333333333,,0.75,0.75,0.3333333333333333,0.4444444444444444,0.4444444444444444,,,,,,,,,1.0,1.0,,0.5,,,,,2.0,3.0,4.0,,,,,1.0,,,,1.0,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.2,,,,,,,,0.3841,0.2222222222222222,2.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-1497-1895-708,1610612750,"Todd Day, Dean Garrett, Chauncey Billups, William Avery, Kevin Garnett","Day, Garrett, Billups, Avery, Garnett",103-1051-1497-1895-708,MIN,20.0,1,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,144.0,,3.0,17.0,3.0,17.0,,,,,1.0,,,38.4,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-1497-210-708,1610612750,"Todd Day, Dean Garrett, Chauncey Billups, Terrell Brandon, Kevin Garnett","Day, Garrett, Billups, Brandon, Garnett",103-1051-1497-210-708,MIN,191.0,2,3.0,-2.0,4.0,6.0,10.0,1.0,1.0,2.0,,4.0,,7.0,,2.0,2.0,4.0,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,75.39267015706807,1.0,25.0,15.166666666666666,25.0,15.166666666666666,0.25,0.25,0.5,,0.25,0.4362,10.775,,1.0,3.0,1.0,1.0,,,,,1.0,3.0,5.0,,,1.0,,1.0,,2.0,,,,,,,,,2.0,,,,3.0,1.0,3.0,1.0,1.0,,,0.25,,0.25,,0.4,,,,0.6666666666666666,,1.0,1.0,,,,,,,0.4151,0.2,0.2,0.2,0.25,1.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,2.0,1.0,,1.0,,,,,,1.0,1.0,1.0,0.6666666666666666,0.5,,,,1.0,1.0,,,0.562,0.4,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-1497-324-708,1610612750,"Todd Day, Dean Garrett, Chauncey Billups, Anthony Peeler, Kevin Garnett","Day, Garrett, Billups, Peeler, Garnett",103-1051-1497-324-708,MIN,440.0,3,7.0,-3.0,16.0,15.0,31.0,5.0,3.0,4.0,,12.0,,17.0,2.0,4.0,5.0,7.0,3.0,1.0,4.0,2.0,,2.0,1.0,,0.16666666666666666,0.3333333333333333,0.8,0.8333333333333334,0.5,1.0,1.0,101.45454545454545,0.5,14.375,14.0,14.125,13.866666666666667,0.4166666666666667,0.25,0.3333333333333333,,0.4166666666666667,0.4543333333333333,8.141666666666667,,10.0,3.0,2.0,4.0,1.0,,,,5.0,4.0,14.0,,2.0,6.0,,8.0,4.0,6.0,,,2.0,2.0,2.0,4.0,,,2.0,,2.0,,4.0,1.0,12.0,8.0,10.0,0.4,0.5,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5,0.5,,,0.2857142857142857,,0.8,1.0,0.5,0.25,0.25,,,,0.4035166666666667,0.07692307692307693,0.07692307692307693,0.5714285714285714,0.625,1.0,,2.0,0.25,1.0,1.0,,,1.0,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,,,,,0.5,0.5,0.5,0.2857142857142857,0.3333333333333333,,,,0.5,1.0,,,0.5072,0.14285714285714285,2.0,1.0,,0.2,,,,1.0,,,,,,,,1.0,4.0,,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
103-1051-1725-1895-417,1610612750,"Todd Day, Dean Garrett, Rasho Nesterovic, William Avery, Sam Mitchell","Day, Garrett, Nesterovic, Avery, Mitchell",103-1051-1725-1895-417,MIN,345.0,1,6.0,-8.0,14.0,15.0,29.0,3.0,1.0,2.0,2.0,6.0,4.0,20.0,,2.0,2.0,2.0,1.0,,3.0,,,,,0.4,,,0.3333333333333333,0.2857142857142857,,,0.6666666666666666,121.04347826086956,,12.285714285714286,11.533333333333333,12.285714285714286,10.6,0.3,0.1,0.2,0.2,0.7,0.572595,7.1499999999999995,23.95,,15.0,,3.0,,2.0,,,4.0,1.0,12.0,,,,,,6.0,2.0,,2.0,3.0,4.0,2.0,9.0,,,,3.0,4.0,,2.0,1.0,12.0,,,0.75,0.75,0.6666666666666666,,0.55,,0.5454545454545454,,,,,,1.0,1.0,0.6666666666666666,,,0.2,,,,0.09090909090909091,0.14285714285714285,,,2.0,,,0.6666666666666666,,,,1.0,,,,3.0,,1.0,,,2.0,,,,,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,False
