EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,OpponentPoints,PtsUnassisted2s,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefFTReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,2pt And 1 Free Throw Trips,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceOffPoss,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Technical Free Throw Trips,DefensiveGoaltends,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGA,SecondChanceFG2A,NonShootingFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Corner3Assists,LongMidRangeAssists,Travels,Loose Ball Fouls,Offensive Fouls,3SecondViolations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,SelfOReb,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
145-1565-1721-209-376,1610612761,"Tracy Murray, Michael Stewart, Keon Clark, Dell Curry, Eric Montross","Murray, Stewart, Clark, Curry, Montross",145-1565-1721-209-376,TOR,78.0,1,1.0,6.0,3.0,4.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,129.23076923076923,1.0,5.333333333333333,15.5,5.333333333333333,14.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6657,0.6657,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
145-1565-2050-209-966,1610612761,"Tracy Murray, Michael Stewart, Morris Peterson, Dell Curry, Jerome Williams","Murray, Stewart, Peterson, Curry, Williams",145-1565-2050-209-966,TOR,149.0,1,2.0,2.0,8.0,8.0,8.0,8.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,2.0,2.0,3.0,7.0,,,,,,,1.0,2.0,2.0,3.0,2.0,4.0,2.0,,,,,7.0,7.0,8.0,,,1.0,1.0,1.0,1.0,0.875,0.875,1.0,,1.0,,,154.63087248322148,,8.625,10.0,8.625,10.0,0.5,1.0,1.0,,0.5,1.0,0.5,0.46755,0.46755,0.5,0.5,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
145-164-209-891-966,1610612761,"Tracy Murray, Chris Childs, Dell Curry, Charles Oakley, Jerome Williams","Murray, Childs, Curry, Oakley, Williams",145-164-209-891-966,TOR,29.0,1,,2.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,99.3103448275862,,23.0,6.0,23.0,6.0,1.0,1.0,1.0,,,,1.0,0.4344,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
145-1721-2050-209-966,1610612761,"Tracy Murray, Keon Clark, Morris Peterson, Dell Curry, Jerome Williams","Murray, Clark, Peterson, Curry, Williams",145-1721-2050-209-966,TOR,12.0,1,,2.0,1.0,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
145-1721-209-376-966,1610612761,"Tracy Murray, Keon Clark, Dell Curry, Eric Montross, Jerome Williams","Murray, Clark, Curry, Montross, Williams",145-1721-209-376-966,TOR,33.0,1,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,1.5,,,,,,,87.27272727272727,,15.0,18.0,15.0,18.0,,,,,,,,0.3717,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,8.4,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
1541-164-1713-1721-213,1610612761,"Alvin Williams, Chris Childs, Vince Carter, Keon Clark, Antonio Davis","Williams, Childs, Carter, Clark, Davis",1541-164-1713-1721-213,TOR,450.0,3,8.0,-1.0,14.0,12.0,,2.0,26.0,2.0,5.0,,,5.0,13.0,1.0,11.0,,,,,6.0,3.0,3.0,2.0,6.0,,4.0,5.0,6.0,,,2.0,1.0,1.0,1.0,1.0,1.0,11.0,,,0.6,0.6,0.38461538461538464,,0.38461538461538464,,0.38461538461538464,,1.0,,0.8,1.0,,83.2,1.0,18.785714285714285,15.583333333333334,18.428571428571427,14.916666666666666,0.38461538461538464,0.4,0.4,1.0,,,0.38461538461538464,0.4283769230769231,,0.07692307692307693,0.07692307692307693,,,1.0,5.0,12.0,4.0,1.0,,1.0,1.0,,2.0,,5.0,,0.5,0.5,1.0,0.38461538461538464,0.2,0.2,9.892307692307693,2.0,3.0,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.125,0.125,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
1541-164-1713-1721-376,1610612761,"Alvin Williams, Chris Childs, Vince Carter, Keon Clark, Eric Montross","Williams, Childs, Carter, Clark, Montross",1541-164-1713-1721-376,TOR,148.0,1,2.0,3.0,5.0,4.0,5.0,3.0,9.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,6.0,2.0,4.0,2.0,6.0,,,,,,,2.0,2.0,3.0,,,2.0,,1.0,1.0,1.0,1.0,6.0,6.0,5.0,,,0.5,0.5,0.5,0.5,0.6,0.6,0.6666666666666666,,0.6666666666666666,1.0,,87.56756756756756,1.0,12.8,21.0,12.4,19.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.543225,0.543225,,,1.0,1.0,1.0,1.0,3.0,4.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,0.25,1.0,1.0,6.625,,1.0,,0.25,,,1.0,,1.0,1.0,,,,,,,0.5,0.5,,1.0,,1.0,1.0,1.0,1.0,1.0,0.8731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
1541-164-1713-1721-891,1610612761,"Alvin Williams, Chris Childs, Vince Carter, Keon Clark, Charles Oakley","Williams, Childs, Carter, Clark, Oakley",1541-164-1713-1721-891,TOR,821.0,3,14.0,-5.0,27.0,25.0,7.0,18.0,52.0,6.0,7.0,1.0,2.0,10.0,18.0,4.0,27.0,2.0,7.0,2.0,6.0,8.0,4.0,5.0,3.0,11.0,1.0,7.0,8.0,10.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,25.0,6.0,7.0,0.4,0.4,0.5555555555555556,0.2857142857142857,0.5476190476190477,0.2857142857142857,0.5869565217391305,0.375,0.5384615384615384,1.0,0.5714285714285714,1.0,,91.20584652862362,1.0,15.222222222222221,16.4,15.11111111111111,15.24,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.5,0.2857142857142857,0.5,0.47619047619047616,0.47886666666666666,0.4701,0.08695652173913043,0.1,0.2222222222222222,0.25925925925925924,3.0,8.0,32.0,12.0,,,1.0,1.0,,6.0,1.0,9.0,1.0,0.16666666666666666,,0.5714285714285714,0.38095238095238093,0.375,0.42857142857142855,8.927777777777777,1.0,3.0,,0.14285714285714285,0.3333333333333333,0.5,1.0,,2.0,2.0,5.0,,,4.0,,,0.25,0.2,,0.4,,2.0,2.0,,0.5,1.0,0.65555,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.125,1.0,1.0,0.3333333333333333,0.09523809523809523,0.5,0.5,1.0,0.047619047619047616,0.5,0.07407407407407407,23.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
1541-164-1713-2050-213,1610612761,"Alvin Williams, Chris Childs, Vince Carter, Morris Peterson, Antonio Davis","Williams, Childs, Carter, Peterson, Davis",1541-164-1713-2050-213,TOR,7.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,205.71428571428572,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
1541-164-1713-209-213,1610612761,"Alvin Williams, Chris Childs, Vince Carter, Dell Curry, Antonio Davis","Williams, Childs, Carter, Curry, Davis",1541-164-1713-209-213,TOR,95.0,3,2.0,1.0,5.0,7.0,5.0,7.0,12.0,,,,,,,5.0,5.0,,,5.0,5.0,,,,,,1.0,2.0,3.0,3.0,2.0,,6.0,,2.0,2.0,2.0,1.0,5.0,5.0,5.0,,,,,,,0.8333333333333334,0.8333333333333334,0.4,0.5,0.42857142857142855,0.6666666666666666,,181.89473684210526,0.5,5.8,9.428571428571429,5.6,8.571428571428571,,,,,,,,,,,,1.0,1.0,,,4.0,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2001,2000-01,True
