EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,AtRimAssists,LongMidRangeAssists,BadPassSteals,AtRimPctBlocked,ShortMidRangePctBlocked,AtRimPctAssisted,LongMidRangePctAssisted,PtsAssisted3s,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,Assisted3sPct,LiveBallTurnoverPct,Arc3PctAssisted,LostBallTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,PtsPutbacks,BlockedAtRim,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,Travels,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceArc3Frequency,SelfOReb,SelfORebPct,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,OffArc3ReboundPct,DefensiveGoaltends,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFtPoints,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
103-1051-111-1497-1887,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Chauncey Billups, Wally Szczerbiak","Day, Garrett, Ellis, Billups, Szczerbiak",103-1051-111-1497-1887,MIN,174.0,1,3.0,2.0,5.0,6.0,11.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.25,0.25,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0344827586207,1.0,14.6,16.833333333333332,14.6,16.833333333333332,0.25,0.25,0.5,0.5,1.0,0.25,0.420025,10.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-111-1497-210,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Chauncey Billups, Terrell Brandon","Day, Garrett, Ellis, Billups, Brandon",103-1051-111-1497-210,MIN,163.0,1,3.0,1.0,5.0,4.0,9.0,1.0,3.0,,,2.0,4.0,6.0,2.0,,1.0,,2.0,3.0,,,1.0,,,,,,4.0,0.5,0.5,0.6,,,,0.5,0.5,,,,,79.50920245398773,,16.4,20.25,14.2,15.5,0.25,0.75,,,,0.25,0.403675,5.35,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3629,0.43975,0.2,0.2,0.3333333333333333,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-111-1497-324,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Chauncey Billups, Anthony Peeler","Day, Garrett, Ellis, Billups, Peeler",103-1051-111-1497-324,MIN,106.0,1,2.0,5.0,4.0,3.0,7.0,1.0,,1.0,1.0,1.0,2.0,5.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,5.0,0.5,0.8333333333333334,0.8333333333333334,,,1.0,,1.0,,1.0,,,95.09433962264151,,12.75,18.333333333333332,10.25,18.333333333333332,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.48136666666666666,8.15,4.0,3.0,1.0,,,1.0,,,,,,,1.0,2.0,5.0,,,,,,,,,,1.0,1.0,5.0,4.0,,,,0.5,,0.8333333333333334,,0.8333333333333334,,,,,,,,,,,0.3333333333333333,,,0.48136666666666666,0.3333333333333333,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-111-1887-210,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Wally Szczerbiak, Terrell Brandon","Day, Garrett, Ellis, Szczerbiak, Brandon",103-1051-111-1887-210,MIN,283.0,3,5.0,-5.0,8.0,9.0,17.0,3.0,3.0,1.0,2.0,3.0,8.0,6.0,,2.0,,3.0,3.0,3.0,,,1.0,,,,,,6.0,0.375,0.375,0.375,0.25,,0.75,,0.75,1.0,1.0,0.5,,86.5017667844523,,16.625,16.666666666666668,16.625,16.555555555555557,0.375,0.375,0.25,0.5,0.5,0.375,0.46975,8.2125,,,,2.0,,,,,11.0,,,,,,,6.0,3.0,3.0,,6.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-111-210-324,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Terrell Brandon, Anthony Peeler","Day, Garrett, Ellis, Brandon, Peeler",103-1051-111-210-324,MIN,111.0,1,2.0,5.0,4.0,4.0,8.0,4.0,,,,3.0,4.0,7.0,2.0,1.0,1.0,2.0,3.0,3.0,,,1.0,,,,,,7.0,0.75,0.75,0.875,0.25,,0.6666666666666666,1.0,0.75,0.5,1.0,,,103.78378378378378,,11.5,16.25,11.5,16.25,1.0,,,,,1.0,0.636775,,,,,3.0,,,,1.0,2.0,,,,,,,4.0,2.0,2.0,,4.0,,,,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,1.0,0.75,1.0,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,0.25,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-111-210-417,1610612750,"Todd Day, Dean Garrett, LaPhonso Ellis, Terrell Brandon, Sam Mitchell","Day, Garrett, Ellis, Brandon, Mitchell",103-1051-111-210-417,MIN,580.0,4,10.0,6.0,20.0,17.0,37.0,1.0,8.0,3.0,5.0,7.0,14.0,24.0,4.0,2.0,,6.0,6.0,6.0,2.0,3.0,4.0,1.0,,,,,24.0,0.5,0.625,0.6666666666666666,0.14285714285714285,0.2,0.8571428571428571,,0.6666666666666666,1.0,1.0,0.8,,91.86206896551725,,13.1,18.705882352941178,13.1,17.352941176470587,0.0625,0.5,0.3125,0.6,0.75,0.1875,0.4264625,11.614285714285714,,,,1.0,,,3.0,4.0,18.0,,,,,,,10.0,5.0,7.0,2.0,16.0,,,,,6.0,4.0,,,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,1.0,1.0,0.375,0.42857142857142855,0.6666666666666666,,,,,0.2222222222222222,0.25,,,,2.0,2.0,,,2.0,2.0,,,,2.0,2.0,1.0,1.0,,,2.0,1.0,,1.0,0.125,0.125,1.0,1.0,,,1.0,25.25,1.0,2.0,,,0.125,1.0,0.6666666666666666,6.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-1497-1895-708,1610612750,"Todd Day, Dean Garrett, Chauncey Billups, William Avery, Kevin Garnett","Day, Garrett, Billups, Avery, Garnett",103-1051-1497-1895-708,MIN,20.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,144.0,,17.0,3.0,17.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-1497-210-708,1610612750,"Todd Day, Dean Garrett, Chauncey Billups, Terrell Brandon, Kevin Garnett","Day, Garrett, Billups, Brandon, Garnett",103-1051-1497-210-708,MIN,191.0,2,3.0,2.0,6.0,4.0,10.0,2.0,1.0,1.0,1.0,2.0,4.0,7.0,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,7.0,0.5,0.7,0.7,0.25,,0.3333333333333333,,0.3333333333333333,,,0.5,,75.39267015706807,,15.166666666666666,25.0,15.166666666666666,25.0,0.4,0.2,0.2,1.0,1.0,0.6,0.48175999999999997,7.7,3.0,1.0,,1.0,1.0,1.0,,,5.0,,,,2.0,2.0,7.0,4.0,2.0,3.0,,7.0,,,,1.0,,,7.0,3.0,1.0,1.0,,1.0,,1.1666666666666667,,1.1666666666666667,,,,,,0.5,1.0,,,,0.3333333333333333,1.0,,0.5140666666666667,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.2,0.2,1.0,1.0,0.3333333333333333,1.0,1.0,24.4,1.0,1.0,1.0,0.5,,1.0,1.0,3.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-1497-324-708,1610612750,"Todd Day, Dean Garrett, Chauncey Billups, Anthony Peeler, Kevin Garnett","Day, Garrett, Billups, Peeler, Garnett",103-1051-1497-324-708,MIN,440.0,3,7.0,3.0,15.0,16.0,31.0,4.0,4.0,3.0,4.0,7.0,12.0,17.0,4.0,2.0,,5.0,5.0,6.0,,1.0,2.0,,2.0,1.0,2.0,2.0,15.0,0.5833333333333334,0.6071428571428571,0.6071428571428571,0.16666666666666666,,0.7142857142857143,,0.7142857142857143,1.0,0.6666666666666666,0.6666666666666666,,101.45454545454545,1.0,14.0,14.375,13.866666666666667,14.125,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.75,0.75,0.42857142857142855,0.46932142857142856,9.141666666666667,3.0,10.0,1.0,2.0,,,2.0,,14.0,1.0,1.0,2.0,1.0,2.0,2.0,10.0,5.0,5.0,1.0,10.0,1.0,,1.0,1.0,,,2.0,3.0,0.7142857142857143,0.8333333333333334,1.0,0.5,1.0,0.5,1.0,0.5,,0.2,0.16666666666666666,,,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,,0.3909,0.38085,,,0.11764705882352941,0.11764705882352941,0.2,1.0,2.0,,,1.0,2.0,,,3.0,2.0,1.0,1.0,,,,,0.5,,0.5,0.14285714285714285,0.14285714285714285,0.5,0.5,,,0.5,25.2,1.0,3.0,1.0,0.25,0.25,0.5,1.0,,,,1.0,,,1.0,,1.0,,,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
103-1051-1725-1895-417,1610612750,"Todd Day, Dean Garrett, Rasho Nesterovic, William Avery, Sam Mitchell","Day, Garrett, Nesterovic, Avery, Mitchell",103-1051-1725-1895-417,MIN,345.0,1,6.0,8.0,15.0,14.0,29.0,6.0,3.0,2.0,5.0,8.0,14.0,20.0,8.0,,3.0,2.0,5.0,10.0,,3.0,1.0,,,,,,14.0,0.5714285714285714,0.5333333333333333,0.5882352941176471,,,1.0,1.0,1.0,,,1.0,1.0,121.04347826086956,,11.533333333333333,12.285714285714286,10.6,12.285714285714286,0.4,0.2,0.3333333333333333,0.4,0.4,0.4666666666666667,0.5044233333333333,8.328571428571427,15.0,,3.0,5.0,5.0,6.0,1.0,4.0,12.0,3.0,5.0,6.0,8.0,14.0,20.0,8.0,4.0,4.0,1.0,8.0,4.0,,5.0,1.0,5.0,3.0,20.0,15.0,0.5,0.6666666666666666,0.6,0.5714285714285714,0.6,0.5333333333333333,0.6,0.5882352941176471,,0.6666666666666666,0.7142857142857143,1.0,1.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.4,0.8333333333333334,0.668425,0.5044233333333333,0.17647058823529413,0.1875,0.3,1.0,1.0,,,,,,1.0,,1.0,,,,2.0,,,3.0,1.0,,,,0.06666666666666667,,,,,,,23.3,2.0,1.0,2.0,,,0.4,0.5,,,,3.0,2.0,,1.0,,1.0,,,4.0,,,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,0.3333333333333333,1.0,0.06666666666666667,0.6,1.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2001,2000-01,True
