EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Arc3Assists,DefThreePtRebounds,SelfOReb,PenaltyTurnovers,AtRimPctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Arc3PctAssisted,PtsPutbacks,BadPassSteals,ShortMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctAssisted,Offensive Fouls,Travels,LiveBallTurnovers,LostBallTurnovers,RecoveredBlocks,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceFtPoints,OffThreePtRebounds,BadPassTurnovers,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,BlockedShortMidRange,NonShootingFoulsDrawn,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefCorner3ReboundPct,SecondChanceArc3FGA,3SecondViolations,OffCorner3ReboundPct,SecondChanceArc3Frequency,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1035-1114-1498-1760-955,1610612759,"Shawnelle Scott, Jaren Jackson, Antonio Daniels, Derrick Dial, Samaki Walker","Scott, Jackson, Daniels, Dial, Walker",1035-1114-1498-1760-955,SAS,655.0,2,11.0,1.0,22.0,22.0,7.0,20.0,1.0,44.0,7.0,8.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,12.0,16.0,2.0,3.0,4.0,34.0,33.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,11.0,12.0,12.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,7.0,1.0,4.0,2.0,15.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,32.0,11.0,7.0,1.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,0.6,0.7894736842105263,1.0,0.75,0.8095238095238095,1.0,0.7857142857142857,0.15789473684210525,0.0625,0.25,1.0,0.6666666666666666,0.25,0.6666666666666666,0.2,1.0,1.0,0.5,96.73282442748092,12.863636363636363,16.90909090909091,12.5,16.636363636363637,0.42105263157894735,0.875,0.875,0.5714285714285714,0.21052631578947367,0.75,1.0,0.21052631578947367,0.5,0.5,1.0,0.05263157894736842,1.0,1.0,1.0,0.10526315789473684,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,1.0,0.5789473684210527,0.5,0.5251263157894737,0.5915,0.6342416666666667,0.09523809523809523,0.1111111111111111,0.058823529411764705,0.3235294117647059,7.7375,24.233333333333334,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1114-1760-198-345,1610612759,"Shawnelle Scott, Jaren Jackson, Derrick Dial, Danny Ferry, Terry Porter","Scott, Jackson, Dial, Ferry, Porter",1035-1114-1760-198-345,SAS,140.0,1,2.0,-2.0,4.0,4.0,,,,8.0,1.0,2.0,,,,,,1.0,,,,,,1.0,,,1.0,3.0,,1.0,,2.0,4.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,,1.0,,1.0,,,,1.0,82.28571428571428,17.0,18.0,17.0,18.0,0.5,0.5,0.5,,0.25,,,,,,,,,,,0.25,,,,,,,,,,0.75,,0.5188125,,,,,,,2.1999999999999997,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1114-1760-198-70,1610612759,"Shawnelle Scott, Jaren Jackson, Derrick Dial, Danny Ferry, Steve Kerr","Scott, Jackson, Dial, Ferry, Kerr",1035-1114-1760-198-70,SAS,402.0,2,7.0,-1.0,12.0,14.0,1.0,6.0,1.0,26.0,2.0,5.0,,,,,,2.0,3.0,4.0,,,1.0,2.0,,1.0,5.0,11.0,1.0,2.0,,13.0,14.0,,2.0,,,,,1.0,,,6.0,4.0,3.0,,1.0,1.0,1.0,3.0,1.0,4.0,,,3.0,9.0,2.0,2.0,2.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,13.0,,1.0,,0.6,0.6,1.0,0.5,,1.0,0.45454545454545453,,,0.5,,,0.4642857142857143,,,0.15384615384615385,0.09090909090909091,,1.0,1.0,0.3333333333333333,0.75,0.3333333333333333,,1.0,1.0,93.13432835820895,14.416666666666666,16.357142857142858,13.416666666666666,15.357142857142858,0.38461538461538464,0.4,0.5,,0.15384615384615385,,,0.3076923076923077,0.75,0.75,1.0,,,,,0.15384615384615385,0.5,0.5,,,,,,1.0,,0.5384615384615384,1.0,0.48418333333333335,0.37875,,0.07142857142857142,0.08333333333333333,,,8.136363636363637,56.3,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1114-1760-345-70,1610612759,"Shawnelle Scott, Jaren Jackson, Derrick Dial, Terry Porter, Steve Kerr","Scott, Jackson, Dial, Porter, Kerr",1035-1114-1760-345-70,SAS,74.0,1,1.0,2.0,3.0,4.0,3.0,4.0,1.0,7.0,1.0,4.0,1.0,2.0,1.0,4.0,,,,,,,,,,,1.0,4.0,,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,,,2.0,4.0,,2.0,,,,,1.0,,,,,,,,2.0,1.0,,1.0,2.0,3.0,1.0,,,,,,,2.0,1.0,2.0,4.0,3.0,,,,,,,,0.25,0.5,0.25,0.25,0.5,0.25,0.4,0.5,0.4,,0.25,,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,,1.0,136.2162162162162,9.666666666666666,11.25,9.333333333333334,11.25,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,1.0,0.5,,1.0,0.25,,,1.0,,0.710775,0.68955,0.710775,0.2,0.2,0.5,1.0,,,1.0,,,,,,0.25,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1114-1760-345-990,1610612759,"Shawnelle Scott, Jaren Jackson, Derrick Dial, Terry Porter, Malik Rose","Scott, Jackson, Dial, Porter, Rose",1035-1114-1760-345-990,SAS,123.0,1,2.0,-5.0,4.0,3.0,,,,7.0,,,,,,,1.0,1.0,,2.0,,,,1.0,,,1.0,3.0,,1.0,,2.0,7.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,,,,,,,,,81.95121951219512,14.25,22.0,14.25,22.0,,,,,0.25,1.0,1.0,0.5,,,,,,,,0.25,,,,,,,,,,0.25,,0.4127625,,,,,,,14.9,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1114-1760-70-990,1610612759,"Shawnelle Scott, Jaren Jackson, Derrick Dial, Steve Kerr, Malik Rose","Scott, Jackson, Dial, Kerr, Rose",1035-1114-1760-70-990,SAS,210.0,3,4.0,6.0,7.0,6.0,1.0,3.0,1.0,13.0,3.0,3.0,,,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,6.0,8.0,,,,12.0,6.0,,1.0,,1.0,1.0,,,,2.0,8.0,4.0,,,,,,4.0,,4.0,,3.0,,8.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,2.0,3.0,,,12.0,2.0,1.0,,0.6666666666666666,0.6666666666666666,,,,,0.75,,1.0,0.75,,1.0,0.75,,1.0,,,,1.0,0.5,0.5,0.5,0.5,,1.0,,89.14285714285714,12.0,21.0,11.285714285714286,20.833333333333332,0.375,1.0,1.0,1.0,0.25,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,1.0,1.0,,,0.375,,0.51405,0.4039,0.564,,,,0.16666666666666666,7.1875,,0.14285714285714285,,,,,,,,,0.5,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1495-1498-1507-1956,1610612759,"Shawnelle Scott, Tim Duncan, Antonio Daniels, Derek Anderson, Ira Newble","Scott, Duncan, Daniels, Anderson, Newble",1035-1495-1498-1507-1956,SAS,21.0,1,,-1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,14.0,,14.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3651,,0.3651,,,,,5.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1495-1498-1507-198,1610612759,"Shawnelle Scott, Tim Duncan, Antonio Daniels, Derek Anderson, Danny Ferry","Scott, Duncan, Daniels, Anderson, Ferry",1035-1495-1498-1507-198,SAS,210.0,1,4.0,,7.0,7.0,,,,14.0,1.0,2.0,,,,,,2.0,1.0,2.0,,,,,,,2.0,6.0,,,,4.0,4.0,,,,,,,,,,2.0,2.0,,,,,2.0,1.0,,1.0,,1.0,,2.0,,2.0,1.0,5.0,,5.0,,,,1.0,1.0,1.0,2.0,,,4.0,,,,0.5,0.5,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.5,1.0,1.0,,1.0,,,1.0,1.0,96.0,12.714285714285714,17.285714285714285,12.714285714285714,17.285714285714285,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,0.3333333333333333,,0.48090000000000005,,,,,,,9.166666666666666,,,,,2.0,,,0.5,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1495-1498-251-422,1610612759,"Shawnelle Scott, Tim Duncan, Antonio Daniels, Sean Elliott, Avery Johnson","Scott, Duncan, Daniels, Elliott, Johnson",1035-1495-1498-251-422,SAS,125.0,2,2.0,5.0,4.0,2.0,3.0,,,6.0,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,5.0,,,,,,1.0,,,2.0,2.0,,,3.0,,,,,,1.0,1.0,1.0,,,3.0,,2.0,,2.0,,2.0,,,,1.0,1.0,,1.0,2.0,1.0,5.0,2.0,3.0,,,,1.0,1.0,,1.0,,,,0.75,,,0.8333333333333334,,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,,1.0,0.5,69.11999999999999,10.25,42.0,10.25,35.0,,,,,0.5,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,0.5,,0.461225,,0.3985,0.3333333333333333,0.5,,0.4,11.5,23.1,0.75,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1495-1498-251-70,1610612759,"Shawnelle Scott, Tim Duncan, Antonio Daniels, Sean Elliott, Steve Kerr","Scott, Duncan, Daniels, Elliott, Kerr",1035-1495-1498-251-70,SAS,210.0,1,4.0,2.0,4.0,4.0,,4.0,1.0,8.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,3.0,4.0,,,,6.0,4.0,1.0,1.0,2.0,,,,,,,,6.0,,,,,,,,,,,,,1.0,2.0,,2.0,1.0,3.0,,,,,1.0,,,,,4.0,,,,,,,,,,0.75,1.0,,0.75,1.0,,0.75,1.0,,,,,,0.4,1.0,0.3333333333333333,1.0,,,0.3333333333333333,54.857142857142854,22.25,30.25,22.25,16.75,0.5,1.0,1.0,,0.25,1.0,1.0,0.25,,,,,,,,,,,1.0,1.0,,,,,,0.5,,0.465725,0.5669,,,,0.3333333333333333,,6.725,,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
