EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,OffShortMidRangeReboundPct,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,FTDefRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,OffAtRimReboundPct,PenaltyArc3Frequency,HeaveAttempts,Steals,LostBallSteals,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DefShortMidRangeReboundPct,BadPassSteals,SecondChanceAtRimPctAssisted,SelfOReb,SelfORebPct,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyFG3M,OffThreePtRebounds,Travels,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,PtsUnassisted3s,BlockedCorner3,BlockedLongMidRange,OffCorner3ReboundPct,3SecondViolations,FTOffRebounds,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1503-1607-1720-1727-244,1610612753,"Tracy McGrady, Troy Hudson, Michael Doleac, Pat Garrity, Dee Brown","McGrady, Hudson, Doleac, Garrity, Brown",1503-1607-1720-1727-244,ORL,165.0,1,3.0,-4.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,87.27272727272727,17.4,15.6,17.4,15.6,0.5,1.0,1.0,1.0,0.5,0.5,0.4847,0.3333333333333333,0.3333333333333333,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1720-1727-353,1610612753,"Tracy McGrady, Troy Hudson, Michael Doleac, Pat Garrity, Darrell Armstrong","McGrady, Hudson, Doleac, Garrity, Armstrong",1503-1607-1720-1727-353,ORL,175.0,2,3.0,1.0,6.0,7.0,13.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,,,1.0,2.0,,3.0,2.0,4.0,0.5,1.0,0.4,0.4,0.5,1.0,0.75,0.8,,1.0,106.97142857142858,14.333333333333334,12.714285714285714,14.166666666666666,12.714285714285714,0.4,1.0,1.0,0.5,0.4,0.4,0.46058000000000004,0.3333333333333333,0.3333333333333333,9.42,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,0.3333333333333333,1.0,0.5107,0.44236666666666663,0.3333333333333333,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1720-1727-448,1610612753,"Tracy McGrady, Troy Hudson, Michael Doleac, Pat Garrity, Bo Outlaw","McGrady, Hudson, Doleac, Garrity, Outlaw",1503-1607-1720-1727-448,ORL,173.0,1,3.0,5.0,5.0,5.0,10.0,,,,2.0,2.0,8.0,3.0,2.0,1.0,2.0,,5.0,3.0,3.0,3.0,,,,,,,2.0,1.0,8.0,0.5,0.5,1.0,0.875,0.8,,1.0,1.0,1.0,1.0,83.23699421965318,14.4,20.2,14.4,20.2,,,,,,0.5,0.4567,0.2,0.3333333333333333,10.5,,,,,,,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1720-244-448,1610612753,"Tracy McGrady, Troy Hudson, Michael Doleac, Dee Brown, Bo Outlaw","McGrady, Hudson, Doleac, Brown, Outlaw",1503-1607-1720-244-448,ORL,46.0,1,1.0,2.0,1.0,,1.0,,,,1.0,2.0,2.0,,2.0,1.0,1.0,,2.0,,,1.0,,,,,1.0,,,,,1.0,1.0,0.5,0.5,0.5,,,,,,31.304347826086953,29.0,,16.0,,,,,,,,0.35025,,,9.05,,,1.0,,,,,2.0,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,0.3309,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,0.5,0.5,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1720-353-448,1610612753,"Tracy McGrady, Troy Hudson, Michael Doleac, Darrell Armstrong, Bo Outlaw","McGrady, Hudson, Doleac, Armstrong, Outlaw",1503-1607-1720-353-448,ORL,272.0,3,5.0,-2.0,8.0,9.0,17.0,,2.0,1.0,1.0,5.0,6.0,8.0,,,,,,3.0,5.0,8.0,2.0,2.0,1.0,3.0,3.0,,6.0,1.0,4.0,,,0.2,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.5,,0.5,90.0,13.5,18.22222222222222,13.125,16.22222222222222,0.3333333333333333,,,,0.16666666666666666,0.5,0.48233333333333334,0.14285714285714285,0.16666666666666666,6.7,8.0,4.0,1.0,,2.0,,2.0,2.0,4.0,,2.0,2.0,1.0,5.0,4.0,6.0,2.0,,,3.0,1.0,3.0,,2.0,,6.0,8.0,,,0.2,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,0.75,1.0,0.6,1.0,1.0,0.3333333333333333,1.0,,0.3333333333333333,,0.5898,0.48233333333333334,0.3333333333333333,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,0.16666666666666666,0.5,0.5,,,0.16666666666666666,,,,,24.3,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1727-2034-353,1610612753,"Tracy McGrady, Troy Hudson, Pat Garrity, Mike Miller, Darrell Armstrong","McGrady, Hudson, Garrity, Miller, Armstrong",1503-1607-1727-2034-353,ORL,196.0,3,3.0,-3.0,7.0,8.0,15.0,1.0,2.0,,1.0,4.0,5.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,,,,,3.0,,4.0,,5.0,1.0,1.0,0.25,0.2,0.35714285714285715,,1.0,1.0,1.0,,110.20408163265306,14.714285714285714,11.625,14.714285714285714,11.625,0.4,0.5,0.5,1.0,,0.6,0.45205,,,5.825,3.0,4.0,,,,,,2.0,3.0,,,,,,3.0,3.0,,,,,2.0,,,,,3.0,3.0,1.0,,,,,,0.5,,,,1.0,,,1.0,0.4,,,,,,,,0.6,0.42857142857142855,,,,1.0,,1.0,,,,,,,,,,0.2,,,,,0.2,,,,,48.2,,1.0,,1.0,1.0,,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1727-2034-680,1610612753,"Tracy McGrady, Troy Hudson, Pat Garrity, Mike Miller, John Amaechi","McGrady, Hudson, Garrity, Miller, Amaechi",1503-1607-1727-2034-680,ORL,158.0,1,3.0,-2.0,5.0,5.0,10.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,2.0,,,,4.0,0.5,0.5,0.5,0.4,0.4,,,1.0,,,91.13924050632912,16.0,15.6,16.0,15.6,0.2,1.0,1.0,1.0,0.4,0.4,0.45461999999999997,,,10.6,,,,,,,,1.0,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,0.25,1.0,,1.0,,,1.0,0.2,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.2,,,,,0.2,,,,,24.7,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1727-2034-690,1610612753,"Tracy McGrady, Troy Hudson, Pat Garrity, Mike Miller, Don Reid","McGrady, Hudson, Garrity, Miller, Reid",1503-1607-1727-2034-690,ORL,55.0,1,1.0,4.0,2.0,2.0,4.0,1.0,1.0,,2.0,3.0,4.0,,,,,,,2.0,2.0,3.0,,,,,,,1.0,1.0,2.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,1.0,,,104.72727272727273,7.0,20.5,7.0,20.5,0.3333333333333333,1.0,1.0,,,0.3333333333333333,0.4318,0.3333333333333333,0.3333333333333333,8.033333333333333,,,,1.0,1.0,,,2.0,,1.0,1.0,2.0,,,,,4.0,2.0,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,0.6666666666666666,1.0,1.0,,,0.5888,,0.5,,,1.0,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1727-244-353,1610612753,"Tracy McGrady, Troy Hudson, Pat Garrity, Dee Brown, Darrell Armstrong","McGrady, Hudson, Garrity, Brown, Armstrong",1503-1607-1727-244-353,ORL,1.0,1,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1440.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
1503-1607-1727-244-680,1610612753,"Tracy McGrady, Troy Hudson, Pat Garrity, Dee Brown, John Amaechi","McGrady, Hudson, Garrity, Brown, Amaechi",1503-1607-1727-244-680,ORL,227.0,1,4.0,,7.0,7.0,14.0,2.0,2.0,,3.0,7.0,6.0,6.0,6.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,1.0,,,1.0,3.0,,,,4.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.6666666666666666,0.6666666666666666,,1.0,88.81057268722468,16.142857142857142,16.285714285714285,13.428571428571429,16.142857142857142,0.2857142857142857,1.0,1.0,1.0,,0.2857142857142857,0.4392,,,7.757142857142857,,4.0,2.0,1.0,1.0,,,5.0,,1.0,2.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,0.5,,0.5,,0.5,,0.14285714285714285,0.2,0.25,,0.25,,,0.7142857142857143,0.5,1.0,,,0.47535,,0.3333333333333333,,,1.0,,,,,,,,,,,1.0,,,,,0.2,0.25,1.0,,,,,,,,0.25,,,,,,,1.0,,,,,,,,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2001,2000-01,True
