EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG3A,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,Avg3ptShotDistance,PlusMinus,ShootingFouls,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FTDefRebounds,SelfOReb,Loose Ball Fouls,3SecondViolations,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyDefPoss,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctAssisted,LongMidRangeAssists,FTA,NonShootingFoulsDrawn,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimAssists,LostBallTurnovers,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,AtRimPctAssisted,HeaveAttempts,Steals,BadPassSteals,Travels,PenaltyTurnovers,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DefThreePtReboundPct,DefCorner3ReboundPct,Corner3FGM,Corner3FGA,Corner3Assists,LostBallSteals,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Clear Path Fouls,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,DefArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
1890-201-2101-361-386,1610612756,"Shawn Marion, Chris Dudley, Paul McPherson, Clifford Robinson, Elliot Perry","Marion, Dudley, McPherson, Robinson, Perry",1890-201-2101-361-386,PHX,95.0,1,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.5,1.0,60.631578947368425,26.0,21.5,22.5,21.5,1.0,0.3333333333333333,0.3333333333333333,0.3900666666666666,0.4052,0.3900666666666666,1.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-2101-467-915,1610612756,"Shawn Marion, Chris Dudley, Paul McPherson, Jason Kidd, Rodney Rogers","Marion, Dudley, McPherson, Kidd, Rogers",1890-201-2101-467-915,PHX,110.0,1,2.0,4.0,4.0,,3.0,8.0,,,1.0,5.0,2.0,2.0,1.0,3.0,2.0,,,,2.0,3.0,1.0,1.0,4.0,5.0,,,0.2,0.3333333333333333,,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.3333333333333333,,1.0,0.75,1.0,0.8,,,104.72727272727273,16.75,10.75,11.75,10.75,,,,0.4779333333333333,0.57115,,1.0,,4.64,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.4,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-2101-467-960,1610612756,"Shawn Marion, Chris Dudley, Paul McPherson, Jason Kidd, Tony Delk","Marion, Dudley, McPherson, Kidd, Delk",1890-201-2101-467-960,PHX,19.0,1,,1.0,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,151.57894736842107,,19.0,,19.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,-2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-2101-915-960,1610612756,"Shawn Marion, Chris Dudley, Paul McPherson, Rodney Rogers, Tony Delk","Marion, Dudley, McPherson, Rogers, Delk",1890-201-2101-915-960,PHX,248.0,2,4.0,8.0,9.0,1.0,1.0,17.0,1.0,1.0,3.0,5.0,9.0,11.0,,,,,1.0,,6.0,1.0,3.0,4.0,1.0,5.0,,1.0,0.6,,,0.5625,,,0.5625,,,1.0,0.5,1.0,0.25,,1.0,98.70967741935483,17.875,11.666666666666666,16.0,11.666666666666666,0.125,1.0,1.0,0.4917625,0.59775,0.510925,,,10.64,0.125,1.0,1.0,,,3.0,3.0,3.0,,3.0,,,,,1.0,1.0,,3.0,,0.375,,,,,,,0.5,,1.0,0.125,1.0,1.0,0.375,0.375,,,0.5,25.900000000000002,-2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-2101-916-960,1610612756,"Shawn Marion, Chris Dudley, Paul McPherson, Corie Blount, Tony Delk","Marion, Dudley, McPherson, Blount, Delk",1890-201-2101-916-960,PHX,146.0,1,2.0,4.0,4.0,,,8.0,,2.0,1.0,3.0,2.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,0.25,,0.25,,,,78.9041095890411,16.75,19.75,16.75,11.25,0.6666666666666666,,,0.39376666666666665,,,,,14.6,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,3.0,,,,,,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,,,,2.0,,,,,,,1.0,1.0,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-219-339-467,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Tom Gugliotta, Jason Kidd","Marion, Dudley, Del Negro, Gugliotta, Kidd",1890-201-219-339-467,PHX,342.0,1,6.0,11.0,11.0,9.0,1.0,22.0,3.0,8.0,4.0,10.0,8.0,16.0,,,,3.0,9.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,6.0,9.0,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.36363636363636365,,0.3,1.0,0.16666666666666666,1.0,0.16666666666666666,0.2,,92.63157894736842,16.454545454545453,14.636363636363637,16.454545454545453,14.636363636363637,0.8,0.375,0.375,0.36391,,0.3609,,0.75,14.719999999999999,0.8181818181818182,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,0.2,,,,,,-8.0,,1.0,,,,,,,,,,1.0,,2.0,,,,,8.0,,,,,,,0.5,0.5,,,,,,,,2.0,1.0,,,,,,0.25,0.25,,1.0,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-219-339-53,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Tom Gugliotta, Mario Elie","Marion, Dudley, Del Negro, Gugliotta, Elie",1890-201-219-339-53,PHX,33.0,1,1.0,2.0,2.0,2.0,,4.0,,,2.0,2.0,5.0,2.0,,,,2.0,2.0,5.0,2.0,,,1.0,,1.0,5.0,2.0,1.0,,1.0,1.0,,1.0,1.25,,1.25,,,,,,,174.54545454545453,14.5,2.0,14.5,2.0,,,,0.35655,,0.35655,,1.0,3.2,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,1.0,1.0,0.5,,,,0.5,,3.0,,1.0,,,,,,,,,,1.0,,2.0,1.0,,,,5.0,,,,1.0,,,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,,,,1.0,0.5,0.5,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-219-339-960,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Tom Gugliotta, Tony Delk","Marion, Dudley, Del Negro, Gugliotta, Delk",1890-201-219-339-960,PHX,41.0,1,1.0,1.0,,,1.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,2.0,1.0,,,1.0,1.0,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,1.0,,1.0,,,35.1219512195122,27.0,,27.0,,,,,0.47995,0.5845,,1.0,,4.35,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,0.5,1.0,1.0,0.5,,1.0,1.0,0.5,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-219-361-386,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Clifford Robinson, Elliot Perry","Marion, Dudley, Del Negro, Robinson, Perry",1890-201-219-361-386,PHX,56.0,1,1.0,2.0,1.0,,,3.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,77.14285714285714,16.5,23.0,16.5,23.0,,,,0.349,,,,,6.2,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-219-361-467,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Clifford Robinson, Jason Kidd","Marion, Dudley, Del Negro, Robinson, Kidd",1890-201-219-361-467,PHX,356.0,1,6.0,9.0,9.0,,3.0,18.0,2.0,3.0,4.0,7.0,9.0,9.0,1.0,1.0,2.0,,,,2.0,2.0,4.0,5.0,3.0,8.0,,,0.5714285714285714,1.0,,0.5,1.0,,0.5,1.0,,0.8,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,72.80898876404494,19.555555555555557,20.0,18.444444444444443,18.333333333333332,0.375,0.6666666666666666,0.6666666666666666,0.47828125,0.4132,,0.2222222222222222,,8.942857142857143,,1.0,3.0,,,1.0,1.0,1.0,,1.0,,1.0,2.0,,2.0,4.0,2.0,3.0,1.0,0.125,,,,0.5,1.0,0.5,,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,0.125,0.125,,,0.5,26.6,,,1.0,,,,,,,,,,3.0,,6.0,1.0,,,,7.0,,,,1.0,0.6666666666666666,,1.0,1.0,,,,,,,,6.0,3.0,,1.0,,1.0,,0.75,0.75,,2.0,1.0,,1.0,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
