EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,DeadBallTurnovers,Turnovers,3SecondViolations,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,ShootingFouls,Fouls,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Arc3FGA,FG2M,FG3A,FtPoints,Points,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,ShortMidRangeFGA,LongMidRangeFGM,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyTsPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,DefensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,SecondChanceTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG3A,OffThreePtRebounds,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Loose Ball Fouls,LostBallOutOfBoundsTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,HeaveAttempts,FTDefRebounds,DefFTReboundPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,Fg3aBlocked,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,PtsUnassisted3s,Corner3PctBlocked,team_id,year,season,team_vs
1890-201-219-339-960,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Tom Gugliotta, Tony Delk","Marion, Dudley, Del Negro, Gugliotta, Delk",1890-201-219-339-960,PHX,60.0,1,1.0,-2.0,2.0,1.0,1.0,3,1.0,1.0,2.0,2.0,2.0,1.0,72.0,20.5,19.0,20.5,19.0,1.0,0.3749,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-219-361-960,1610612756,"Shawn Marion, Chris Dudley, Vinny Del Negro, Clifford Robinson, Tony Delk","Marion, Dudley, Del Negro, Robinson, Delk",1890-201-219-361-960,PHX,2.0,1,,-2.0,,1.0,,1,,,2.0,,,,720.0,,2.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-339-467-53,1610612756,"Shawn Marion, Chris Dudley, Tom Gugliotta, Jason Kidd, Mario Elie","Marion, Dudley, Gugliotta, Kidd, Elie",1890-201-339-467-53,PHX,222.0,1,4.0,-8.0,8.0,9.0,5.0,17,2.0,6.0,13.0,,2.0,,110.27027027027026,14.5,11.777777777777779,14.0,10.555555555555555,0.2857142857142857,0.5525214285714285,5.966666666666666,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,0.5,0.5,0.3333333333333333,0.2857142857142857,0.35714285714285715,0.14285714285714285,0.16666666666666666,0.25,1.0,0.6,0.25,0.6,0.2,0.5,0.5,1.0,0.5714285714285714,0.5,0.6666666666666666,0.5,0.14285714285714285,1.0,0.7142857142857143,0.6028,0.14285714285714285,0.16666666666666666,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-339-467-960,1610612756,"Shawn Marion, Chris Dudley, Tom Gugliotta, Jason Kidd, Tony Delk","Marion, Dudley, Gugliotta, Kidd, Delk",1890-201-339-467-960,PHX,323.0,1,5.0,,12.0,11.0,11.0,23,6.0,7.0,11.0,,3.0,,102.53869969040247,14.083333333333334,14.0,14.083333333333334,13.909090909090908,0.8571428571428571,0.40859999999999996,18.557142857142857,1.0,2.0,,,,,,3.0,,5.0,11.0,,4.0,2.0,,,2.0,2.0,,4.0,,2.0,2.0,,2.0,2.0,,3.0,2.0,5.0,,2.0,11.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.5555555555555556,,,,1.0,0.6666666666666666,,0.5,,,0.5,1.0,,,,,,,,,0.2222222222222222,0.2222222222222222,,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,0.5,0.14285714285714285,0.5,0.5,0.6666666666666666,0.4268,0.2727272727272727,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-361-467-53,1610612756,"Shawn Marion, Chris Dudley, Clifford Robinson, Jason Kidd, Mario Elie","Marion, Dudley, Robinson, Kidd, Elie",1890-201-361-467-53,PHX,102.0,1,2.0,4.0,3.0,4.0,4.0,7,1.0,2.0,3.0,,,,98.82352941176471,14.333333333333334,14.75,14.333333333333334,14.75,0.3333333333333333,0.5528666666666667,8.15,,1.0,,1.0,1.0,,,2.0,1.0,,7.0,,2.0,2.0,,,1.0,2.0,1.0,5.0,,1.0,1.0,,1.0,,,,,,,,7.0,0.5,0.5,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,,,1.0,,1.0,,,,1.0,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,,,,23.1,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-361-467-960,1610612756,"Shawn Marion, Chris Dudley, Clifford Robinson, Jason Kidd, Tony Delk","Marion, Dudley, Robinson, Kidd, Delk",1890-201-361-467-960,PHX,128.0,1,2.0,1.0,5.0,4.0,4.0,9,,3.0,6.0,,1.0,,101.25,17.2,10.5,16.6,9.25,,0.5215625,2.8333333333333335,,,1.0,,2.0,,,1.0,1.0,2.0,7.0,,,2.0,,1.0,,1.0,,3.0,1.0,,,1.0,1.0,1.0,,1.0,,2.0,,1.0,7.0,,,0.3333333333333333,0.625,0.7,0.25,0.3333333333333333,0.5,1.0,,0.5,,0.5,0.5,,,0.5,,,,,,0.75,,0.2,0.25,23.5,,1.0,,,,,,1.0,1.0,,,,,,,0.25,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-201-467-915-960,1610612756,"Shawn Marion, Chris Dudley, Jason Kidd, Rodney Rogers, Tony Delk","Marion, Dudley, Kidd, Rogers, Delk",1890-201-467-915-960,PHX,121.0,1,2.0,1.0,3.0,3.0,3.0,6,,5.0,1.0,,,,71.40495867768595,26.666666666666668,13.666666666666666,17.0,13.666666666666666,,0.5095333333333333,4.16,,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,,,,,,,2.0,1.0,1.0,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.3333333333333333,,1.0,0.5,1.0,0.6,0.5,,,0.5,0.3333333333333333,0.5,1.0,,1.0,0.6666666666666666,0.5591,,,23.5,2.0,2.0,,3.0,,2.0,,1.0,,,,2.0,2.0,1.0,0.25,0.3333333333333333,,,,0.560475,1.0,0.6666666666666666,,1.0,,,,,,,,,0.16666666666666666,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,0.5,1.0,1.0,0.75,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-2054-219-53-915,1610612756,"Shawn Marion, Jake Tsakalidis, Vinny Del Negro, Mario Elie, Rodney Rogers","Marion, Tsakalidis, Del Negro, Elie, Rogers",1890-2054-219-53-915,PHX,162.0,1,3.0,-8.0,5.0,5.0,,10,2.0,5.0,10.0,,,,88.88888888888889,18.8,13.6,18.8,13.2,0.4,0.44896,10.58,,1.0,,,1.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,1.0,1.0,0.2,0.2,0.2,,0.2,1.0,,,,,,,,,0.2,,,,,,0.2,,,,,,2.0,1.0,,,,1.0,,,,,,,,,0.4,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-2054-339-467-53,1610612756,"Shawn Marion, Jake Tsakalidis, Tom Gugliotta, Jason Kidd, Mario Elie","Marion, Tsakalidis, Gugliotta, Kidd, Elie",1890-2054-339-467-53,PHX,247.0,2,4.0,-6.0,9.0,8.0,7.0,17,2.0,4.0,10.0,3.0,3.0,,99.1093117408907,13.222222222222221,16.0,13.222222222222221,15.875,0.3333333333333333,0.448675,15.2,1.0,3.0,,,,,1.0,2.0,2.0,,4.0,,,4.0,1.0,,,,,,,3.0,3.0,,3.0,,,,,,,,4.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.75,,0.75,,,0.5,1.0,,,,,0.16666666666666666,,0.3333333333333333,,,,23.7,,2.0,1.0,,,,,,,,,,,1.0,,0.3333333333333333,0.5,0.5,,,,,,1.0,,,,,,,,,0.16666666666666666,,,,1.0,,0.5,0.5,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
1890-2054-361-467-53,1610612756,"Shawn Marion, Jake Tsakalidis, Clifford Robinson, Jason Kidd, Mario Elie","Marion, Tsakalidis, Robinson, Kidd, Elie",1890-2054-361-467-53,PHX,2741.0,4,46.0,,98.0,99.0,,197,33.0,81.0,97.0,2.0,12.0,1.0,103.49507479022256,14.285714285714286,13.545454545454545,13.479591836734693,13.191919191919192,0.3473684210526316,0.47440315789473686,10.40246913580247,11.0,18.0,13.0,13.0,19.0,8.0,10.0,38.0,14.0,12.0,97.0,10.0,50.0,26.0,10.0,3.0,25.0,28.0,8.0,59.0,12.0,31.0,38.0,16.0,54.0,7.0,5.0,10.0,5.0,16.0,2.0,9.0,90.0,0.6578947368421053,0.6944444444444444,0.4691358024691358,0.4473684210526316,0.47549019607843135,0.14736842105263157,0.037037037037037035,0.05263157894736842,0.8333333333333334,0.7560975609756098,0.27906976744186046,0.76,0.2962962962962963,0.3333333333333333,0.6153846153846154,0.9375,0.2,0.6842105263157895,0.7222222222222222,0.6153846153846154,0.10526315789473684,0.6153846153846154,0.3473684210526316,0.49922500000000003,0.08823529411764706,0.10227272727272728,24.614285714285717,4.0,29.0,11.0,2.0,,2.0,8.0,2.0,5.0,2.0,,2.0,4.0,,0.3333333333333333,0.30526315789473685,0.3333333333333333,0.34375,0.7272727272727273,0.42885,0.020618556701030927,0.04081632653061224,1.0,4.0,3.0,9.0,3.0,1.0,,1.0,0.21428571428571427,0.21428571428571427,0.042105263157894736,0.25,0.25,1.0,14.0,2.0,0.4827586206896552,0.5,,,1.0,1.0,1.0,4.0,0.5,0.3333333333333333,0.36363636363636365,0.4,1.0,0.6666666666666666,,,0.3333333333333333,1.0,,1.0,7.0,6.0,1.0,7.0,4.0,0.5714285714285714,3.0,1.0,2.0,2.0,3.0,3.0,1.0,7.0,4.0,2.0,2.0,9.0,7.0,2.0,0.3,0.23076923076923078,0.25,0.034482758620689655,0.030303030303030304,0.7777777777777778,0.18181818181818182,0.125,0.7777777777777778,0.0392156862745098,0.6428571428571429,0.2,0.2,1.0,0.375,0.3333333333333333,0.07692307692307693,0.15384615384615385,0.2,0.07216494845360824,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2001,2000-01,False
