EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGA,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,PenaltyPointsPct,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGA,FG2M,FG3A,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,AtRimFGM,ShortMidRangeFGM,AtRimAssists,ShortMidRangeAssists,DeadBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BlockedAtRim,OffShortMidRangeReboundPct,DefAtRimReboundPct,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChancePointsPct,LostBallSteals,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,SecondChanceFg3Pct,OffThreePtReboundPct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,AtRimPctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SelfOReb,SelfORebPct,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,FTDefRebounds,LostBallTurnovers,DefFTReboundPct,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,FTOffRebounds,Loose Ball Fouls,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,ShortMidRangePctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveAttempts,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1032-1501-1747-2038-283,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Joel Przybilla, Lindsey Hunter","Ham, Thomas, Alston, Przybilla, Hunter",1032-1501-1747-2038-283,MIL,108.0,1,2.0,-8.0,4.0,4.0,4.0,8,3.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,106.66666666666666,16.75,10.25,16.75,9.25,1.0,0.3557333333333333,0.3557333333333333,15.933333333333332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-2038-998,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Joel Przybilla, Mark Pope","Ham, Thomas, Alston, Przybilla, Pope",1032-1501-1747-2038-998,MIL,110.0,1,2.0,-3.0,4.0,4.0,4.0,8,1.0,2.0,4.0,2.0,,,,,,,,,4.0,,104.72727272727273,15.0,12.5,15.0,12.5,0.5,0.3676,0.3676,12.15,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-281-283,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Scott Williams, Lindsey Hunter","Ham, Thomas, Alston, Williams, Hunter",1032-1501-1747-281-283,MIL,178.0,1,3.0,,6.0,6.0,,12,4.0,6.0,4.0,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,97.07865168539325,20.333333333333332,9.333333333333334,18.666666666666668,9.333333333333334,0.5714285714285714,0.43633571428571427,,13.566666666666668,,,1.0,,4.0,,,,1.0,3.0,,,,,,,4.0,,0.2857142857142857,,,1.0,,,0.14285714285714285,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.5,1.0,0.4,1.0,1.0,0.14285714285714285,0.5,0.5,0.5,0.14285714285714285,0.5,0.2857142857142857,0.4685,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-281-951,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Scott Williams, Ray Allen","Ham, Thomas, Alston, Williams, Allen",1032-1501-1747-281-951,MIL,238.0,1,4.0,1.0,6.0,6.0,,12,1.0,4.0,7.0,,,,,,2.0,,,2.0,,,72.60504201680672,16.166666666666668,23.5,16.166666666666668,20.5,0.25,0.48555,,9.725,,,2.0,2.0,8.0,,,2.0,3.0,3.0,3.0,,,,,,8.0,,0.8,,1.0,0.75,1.0,,0.5,,,1.0,,,,3.0,,,6.0,,,3.0,3.0,,6.0,,1.0,,1.0,1.0,0.75,0.75,,,0.5,,,,0.25,,,,,,0.25,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-281-998,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Scott Williams, Mark Pope","Ham, Thomas, Alston, Williams, Pope",1032-1501-1747-281-998,MIL,72.0,1,1.0,,2.0,2.0,2.0,4,,1.0,2.0,1.0,,,,,,,,,2.0,,80.0,18.5,17.5,18.5,17.5,,0.5488,0.5488,1.8,1.0,2.0,,,2.0,,2.0,,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,2.0,,,1.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-283-911,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Lindsey Hunter, Ervin Johnson","Ham, Thomas, Alston, Hunter, Johnson",1032-1501-1747-283-911,MIL,96.0,1,2.0,,2.0,2.0,2.0,4,2.0,3.0,2.0,3.0,,,,,,,,1.0,2.0,,60.0,22.5,25.5,17.5,25.5,0.6666666666666666,0.39336666666666664,0.39336666666666664,14.066666666666668,1.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,0.3333333333333333,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.5,,0.5,,,,0.5,0.5,1.0,,,,0.3987,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-283-951,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Lindsey Hunter, Ray Allen","Ham, Thomas, Alston, Hunter, Allen",1032-1501-1747-283-951,MIL,198.0,1,3.0,1.0,7.0,7.0,4.0,14,3.0,4.0,9.0,,1.0,1.0,,,1.0,1.0,,1.0,4.0,,101.81818181818183,18.428571428571427,9.857142857142858,14.428571428571429,9.857142857142858,0.75,0.478325,,13.4,0.5714285714285714,7.0,,6.0,10.0,3.0,3.0,1.0,2.0,4.0,8.0,2.0,,,,,6.0,3.0,0.6428571428571429,0.75,1.0,1.0,,,,0.3,2.0,1.0,,1.0,,2.0,,1.0,4.0,,,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,,,0.25,0.38,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,0.2,0.2,,,,,,,,,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-679-951,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Jason Caffey, Ray Allen","Ham, Thomas, Alston, Caffey, Allen",1032-1501-1747-679-951,MIL,172.0,1,3.0,-5.0,5.0,5.0,,10,2.0,3.0,9.0,,1.0,,,,1.0,,,,,,83.72093023255813,20.4,14.0,20.4,13.8,0.6666666666666666,0.4308666666666667,,11.700000000000001,,,,2.0,4.0,,,,,,2.0,,,,,,4.0,,0.5,,,,,,,,,1.0,,,,1.0,,,2.0,,,1.0,1.0,,2.0,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-911-951,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Ervin Johnson, Ray Allen","Ham, Thomas, Alston, Johnson, Allen",1032-1501-1747-911-951,MIL,132.0,1,2.0,,3.0,3.0,,6,,1.0,6.0,,,,,,,,1.0,1.0,,,65.45454545454545,20.333333333333332,23.666666666666668,20.333333333333332,19.333333333333332,,0.3524,,9.8,,,1.0,4.0,6.0,,,,,,4.0,1.0,,,,,6.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
1032-1501-1747-951-998,1610612749,"Darvin Ham, Tim Thomas, Rafer Alston, Ray Allen, Mark Pope","Ham, Thomas, Alston, Allen, Pope",1032-1501-1747-951-998,MIL,72.0,1,1.0,2.0,3.0,2.0,,5,,2.0,2.0,,,,,,,,,,,,100.0,18.0,9.0,18.0,9.0,,0.50815,,,,2.0,,,4.0,,,1.0,1.0,1.0,,,,,,,4.0,,1.0,,1.0,1.0,,,,,,2.0,,,,2.0,,,,4.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2001,2000-01,True
