EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGA,FG2M,FG3A,FtPoints,Points,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,BadPassTurnovers,DeadBallTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,BlockedShortMidRange,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGA,BlockedLongMidRange,Corner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,OffThreePtRebounds,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3FGM,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Corner3Assists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,PtsUnassisted3s,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Clear Path Fouls,team_id,year,season,team_vs
147-1506-1733-1886-1902,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jonathan Bender, Jeff Foster","Rose, Croshere, Harrington, Bender, Foster",147-1506-1733-1886-1902,IND,71.0,2,1.0,-3.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,101.40845070422534,21.5,9.333333333333334,8.5,9.333333333333334,1.0,0.2191,0.2191,0.2191,14.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1886-371,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jonathan Bender, Terry Mills","Rose, Croshere, Harrington, Bender, Mills",147-1506-1733-1886-371,IND,91.0,1,2.0,-6.0,2.0,3.0,2.0,1.0,,5.0,1.0,2.0,6.0,,2.0,,1.0,1.0,,1.0,,,,,,1.0,,,2.0,,,1.0,1.0,,79.12087912087912,17.5,18.666666666666668,17.5,18.666666666666668,0.5,0.4894,,0.4894,9.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1886-440,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jonathan Bender, Zan Tabak","Rose, Croshere, Harrington, Bender, Tabak",147-1506-1733-1886-440,IND,285.0,1,5.0,,9.0,9.0,,,,18.0,1.0,5.0,7.0,,,,3.0,4.0,,4.0,1.0,,2.0,,,3.0,2.0,,,0.5,,1.0,1.0,,90.94736842105263,14.222222222222221,17.444444444444443,14.222222222222221,17.444444444444443,0.16666666666666666,0.4891666666666667,,,8.4,,1.0,,1.0,,1.0,1.0,,1.0,0.16666666666666666,,0.3333333333333333,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.6,0.5,0.5,0.16666666666666666,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.16666666666666666,0.14285714285714285,0.16666666666666666,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1886-696,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jonathan Bender, Travis Best","Rose, Croshere, Harrington, Bender, Best",147-1506-1733-1886-696,IND,126.0,2,2.0,2.0,5.0,3.0,,3.0,,8.0,,1.0,,,,,2.0,2.0,,2.0,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,91.42857142857143,13.4,19.666666666666668,13.4,19.666666666666668,,0.4857,,,10.8,,,,1.0,,1.0,1.0,1.0,1.0,,,0.75,,,1.0,,2.0,,3.0,2.0,2.0,,2.0,,,,,,,,,,,,,,1.0,,2.0,,,,,0.2,0.75,,,,,,,,,0.25,,,,,,,0.5,0.2,0.5,24.833333333333332,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1886-721,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jonathan Bender, Tyus Edney","Rose, Croshere, Harrington, Bender, Edney",147-1506-1733-1886-721,IND,418.0,1,7.0,-3.0,12.0,12.0,,12.0,3.0,24.0,5.0,12.0,13.0,4.0,,,2.0,5.0,4.0,9.0,,,3.0,,2.0,4.0,2.0,,,,,0.6666666666666666,0.6666666666666666,,82.67942583732058,19.5,15.333333333333334,16.75,15.083333333333334,0.38461538461538464,0.4448384615384615,0.441325,,9.958333333333334,,4.0,,2.0,1.0,2.0,1.0,1.0,0.5,0.3076923076923077,,0.38461538461538464,2.0,2.0,3.0,,,4.0,1.0,2.0,10.0,6.0,,1.0,3.0,3.0,1.0,2.0,,6.0,2.0,,,,3.0,1.0,1.0,1.0,8.0,0.75,1.0,0.3333333333333333,0.3076923076923077,0.35714285714285715,0.07692307692307693,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.23076923076923078,0.6666666666666666,1.0,1.0,,,,,0.07142857142857142,0.07692307692307693,22.8,1.0,,0.07692307692307693,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.5714285714285714,0.5,0.5,0.6,1.0,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1886-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jonathan Bender, Jermaine O'Neal","Rose, Croshere, Harrington, Bender, O'Neal",147-1506-1733-1886-979,IND,444.0,1,7.0,-2.0,16.0,15.0,2.0,4.0,2.0,31.0,3.0,13.0,15.0,2.0,1.0,,6.0,6.0,3.0,9.0,3.0,2.0,5.0,,2.0,3.0,,,2.0,0.6,,0.6666666666666666,0.6666666666666666,0.5,100.54054054054053,15.0625,13.533333333333333,14.0,12.733333333333333,0.21428571428571427,0.45253571428571426,0.42025,0.7125,7.661538461538461,0.125,4.0,1.0,1.0,1.0,1.0,,0.75,,0.2857142857142857,0.5,0.35714285714285715,1.0,3.0,6.0,1.0,1.0,5.0,1.0,,13.0,10.0,1.0,1.0,5.0,6.0,1.0,3.0,1.0,13.0,,1.0,1.0,1.0,2.0,1.0,,,13.0,1.0,1.0,0.38461538461538464,0.4642857142857143,0.4642857142857143,0.07142857142857142,0.07692307692307693,0.16666666666666666,,0.6666666666666666,,0.25,0.25,1.0,0.42857142857142855,0.5,0.6,1.0,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,,,24.7,,,,,1.0,,,,,3.0,,,1.0,,,,,,0.375,0.375,0.3333333333333333,,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1902-365,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jeff Foster, Derrick McKey","Rose, Croshere, Harrington, Foster, McKey",147-1506-1733-1902-365,IND,127.0,1,2.0,-7.0,4.0,4.0,,,1.0,8.0,,3.0,9.0,2.0,,,,1.0,2.0,3.0,2.0,1.0,2.0,,,,,,,1.0,,,1.0,,90.70866141732283,22.5,9.25,21.75,9.25,,0.4332,0.4244,,4.033333333333333,,2.0,,,,,,,,0.5,,0.75,,1.0,1.0,,,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,,,1.0,,,,,,1.0,1.0,0.3333333333333333,0.25,0.25,0.25,0.3333333333333333,,1.0,,1.0,,,,0.25,1.0,1.0,1.0,,,,,,,23.3,1.0,,0.25,,1.0,1.0,2.0,,,1.0,,,,,0.5,0.5,0.5,,0.5,0.6666666666666666,0.5,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1902-397,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jeff Foster, Reggie Miller","Rose, Croshere, Harrington, Foster, Miller",147-1506-1733-1902-397,IND,1818.0,13,30.0,6.0,64.0,61.0,31.0,21.0,10.0,125.0,14.0,43.0,63.0,7.0,17.0,1.0,11.0,16.0,10.0,26.0,7.0,2.0,18.0,8.0,5.0,15.0,23.0,3.0,31.0,0.3888888888888889,0.5,0.55,0.625,0.6,99.00990099009901,14.75,14.327868852459016,14.140625,13.721311475409836,0.2857142857142857,0.46161562500000003,0.54768,0.44138235294117645,8.62093023255814,0.484375,19.0,7.0,1.0,,1.0,,,,0.3877551020408163,0.3888888888888889,0.5102040816326531,13.0,3.0,10.0,6.0,4.0,22.0,6.0,19.0,69.0,26.0,3.0,2.0,13.0,15.0,7.0,2.0,4.0,32.0,4.0,10.0,7.0,5.0,11.0,3.0,9.0,,54.0,0.5909090909090909,0.8125,0.5116279069767442,0.5102040816326531,0.5775862068965517,0.12244897959183673,0.046511627906976744,0.1,1.0,0.625,1.0,0.6842105263157895,0.7222222222222222,0.5384615384615384,0.20408163265306123,0.3,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.08163265306122448,0.16363636363636364,0.1836734693877551,27.866666666666664,2.0,1.0,0.04081632653061224,5.0,5.0,7.0,15.0,18.0,12.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.35,0.391304347826087,0.3333333333333333,0.14285714285714285,1.0,0.7142857142857143,1.0,0.21739130434782608,4.0,1.0,,1.0,2.0,9.0,,1.0,32.0,6.0,1.0,2.0,1.0,32.0,1.0,0.3333333333333333,,0.4,0.5294117647058824,0.5,0.6153846153846154,0.5714285714285714,0.25,0.25,1.0,0.5714285714285714,0.05555555555555555,,0.3333333333333333,0.463768115942029,2.0,0.05263157894736842,0.6666666666666666,1.0,1.0,1.0,14.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,0.5,0.09523809523809523,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1902-696,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jeff Foster, Travis Best","Rose, Croshere, Harrington, Foster, Best",147-1506-1733-1902-696,IND,1115.0,9,19.0,-8.0,33.0,33.0,17.0,3.0,3.0,66.0,9.0,24.0,39.0,2.0,10.0,,8.0,10.0,3.0,13.0,4.0,,9.0,4.0,6.0,10.0,9.0,3.0,17.0,0.4444444444444444,,0.7272727272727273,0.7142857142857143,0.6666666666666666,85.23766816143498,19.09090909090909,14.696969696969697,18.575757575757574,14.272727272727273,0.36,0.439975,0.53015,0.42163000000000006,8.825000000000001,0.5151515151515151,9.0,3.0,5.0,2.0,5.0,3.0,0.6666666666666666,0.6,0.36,0.3,0.4,3.0,4.0,6.0,5.0,1.0,12.0,1.0,7.0,31.0,16.0,,2.0,8.0,8.0,,4.0,4.0,16.0,2.0,3.0,1.0,4.0,5.0,2.0,2.0,3.0,29.0,0.6666666666666666,0.6666666666666666,0.5,0.48,0.5344827586206896,0.04,0.08333333333333333,,0.6666666666666666,0.8,0.5,0.3333333333333333,0.375,,0.24,0.6666666666666666,0.6666666666666666,1.0,0.5555555555555556,0.625,0.8,0.04,0.07692307692307693,0.08,41.5,,,,,1.0,1.0,2.0,8.0,,3.0,,1.0,1.0,,0.5,0.5,0.5,,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.06451612903225806,2.0,,,,,6.0,,,18.0,,,,,18.0,,,,,0.6,0.6,0.6428571428571429,,,,,0.6666666666666666,,,,0.5806451612903226,,0.1111111111111111,,,,,6.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,,,0.1111111111111111,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-1902-721,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Jeff Foster, Tyus Edney","Rose, Croshere, Harrington, Foster, Edney",147-1506-1733-1902-721,IND,341.0,3,6.0,4.0,13.0,14.0,8.0,5.0,1.0,27.0,2.0,6.0,10.0,,2.0,,4.0,5.0,1.0,6.0,1.0,,2.0,2.0,3.0,5.0,6.0,2.0,8.0,0.5,,0.8,0.8333333333333334,0.6666666666666666,114.01759530791789,11.384615384615385,13.785714285714286,11.384615384615385,13.785714285714286,0.25,0.47024375,,0.4879,8.200000000000001,0.6153846153846154,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,2.0,,2.0,1.0,2.0,3.0,2.0,5.0,14.0,4.0,2.0,1.0,2.0,3.0,1.0,,1.0,7.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,12.0,0.6666666666666666,0.6666666666666666,0.5,0.5625,0.6363636363636364,0.25,0.16666666666666666,0.5,1.0,1.0,,1.0,1.0,0.5,0.25,,,,0.5,0.5,1.0,0.25,0.1111111111111111,0.14285714285714285,25.95,,,,,,,2.0,2.0,,1.0,,,,,,,1.0,,0.3333333333333333,0.25,,,1.0,,,0.14285714285714285,1.0,1.0,,1.0,1.0,1.0,,1.0,7.0,3.0,1.0,1.0,1.0,7.0,1.0,0.5,,0.5,0.5,0.3333333333333333,0.5833333333333334,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,,0.5,0.5,,,,,,2.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
