EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Steals,BadPassSteals,LongMidRangePctBlocked,DefAtRimReboundPct,PlusMinus,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LostBallTurnovers,Offensive Fouls,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,BadPassOutOfBoundsTurnovers,3SecondViolations,BlockedShortMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Technical Free Throw Trips,NonShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,BlockedLongMidRange,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SelfOReb,SelfORebPct,HeaveAttempts,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffCorner3ReboundPct,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveMakes,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
1502-1504-168-1712-1716,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Larry Hughes","Foyle, Fortson, Mills, Jamison, Hughes",1502-1504-168-1712-1716,GSW,578.0,2,10.0,19.0,18.0,10.0,5.0,4.0,37.0,4.0,6.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,15.0,2.0,3.0,1.0,21.0,21.0,2.0,3.0,1.0,5.0,3.0,9.0,1.0,1.0,1.0,10.0,4.0,10.0,6.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,10.0,3.0,1.0,1.0,6.0,2.0,9.0,4.0,13.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,5.0,7.0,1.0,2.0,1.0,16.0,10.0,10.0,1.0,0.2857142857142857,0.4,1.0,0.6666666666666666,1.0,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.45,0.5526315789473685,0.625,0.45454545454545453,0.16666666666666666,0.2,0.16666666666666666,0.2857142857142857,0.25,1.0,1.0,0.75,0.42857142857142855,0.5,0.7,0.375,0.5,0.5,1.0,1.0,0.5,92.17993079584775,16.473684210526315,14.722222222222221,15.947368421052632,14.333333333333334,0.3333333333333333,0.6666666666666666,0.8,0.5,0.3888888888888889,0.2857142857142857,0.4,0.1111111111111111,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,0.05555555555555555,0.6666666666666666,1.0,0.3,0.6666666666666666,0.1,1.0,0.5,0.4533527777777777,0.4667666666666667,0.437485,0.05263157894736842,0.0625,0.23809523809523808,0.47619047619047616,6.48,23.099999999999998,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-1712-219,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Vinny Del Negro","Foyle, Fortson, Mills, Jamison, Del Negro",1502-1504-168-1712-219,GSW,145.0,1,2.0,5.0,6.0,,6.0,1.0,11.0,,1.0,,,,,,3.0,,2.0,,,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,3.0,1.0,4.0,1.0,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,1.0,,0.6,0.2,,0.6,0.2,,0.3333333333333333,,1.0,,109.24137931034484,19.4,8.0,16.8,7.166666666666667,0.16666666666666666,,,,0.5,,,0.3333333333333333,,,,,,,,,,,,,,0.16666666666666666,0.4045666666666667,0.3909,,,,,,10.866666666666667,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-1712-302,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Antawn Jamison, Mookie Blaylock","Foyle, Fortson, Mills, Jamison, Blaylock",1502-1504-168-1712-302,GSW,520.0,1,9.0,15.0,16.0,3.0,4.0,1.0,31.0,2.0,2.0,1.0,1.0,,,2.0,3.0,2.0,4.0,,,,,3.0,6.0,9.0,1.0,3.0,,15.0,21.0,1.0,1.0,,2.0,,2.0,,,,,10.0,2.0,3.0,2.0,3.0,,5.0,1.0,6.0,,1.0,13.0,1.0,,,4.0,,4.0,1.0,5.0,3.0,2.0,1.0,,4.0,,1.0,2.0,4.0,,,,13.0,,3.0,,0.8333333333333334,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,,0.625,1.0,,0.625,1.0,,0.25,,,,0.75,,,0.8,0.3333333333333333,,0.8,0.2,,,1.0,0.5,,85.84615384615385,17.866666666666667,15.75,17.8,14.375,0.16666666666666666,1.0,1.0,0.5,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,,,,,0.25,1.0,1.0,,,,,0.4166666666666667,0.454525,0.5298,0.38275,,,0.13333333333333333,,11.133333333333333,25.066666666666666,0.2,1.0,,,1.0,-6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-1716-1907,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Larry Hughes, Vonteego Cummings","Foyle, Fortson, Mills, Hughes, Cummings",1502-1504-168-1716-1907,GSW,146.0,2,2.0,7.0,5.0,3.0,,1.0,12.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,1.0,,,,,,3.0,7.0,,,1.0,7.0,4.0,1.0,1.0,,2.0,2.0,3.0,,,,4.0,2.0,4.0,,2.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,,,3.0,,3.0,1.0,4.0,,,1.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,0.3333333333333333,0.5,,,,,0.42857142857142855,1.0,0.6666666666666666,0.42857142857142855,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,,0.14285714285714285,0.3333333333333333,,,,,0.75,0.25,,0.75,0.25,,,1.0,0.5,,118.35616438356165,12.285714285714286,12.0,12.142857142857142,11.6,0.42857142857142855,0.6666666666666666,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,,,,,1.0,1.0,0.6666666666666666,1.0,,,0.42857142857142855,0.5088714285714285,0.5437,0.5356333333333333,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,5.128571428571428,,0.42857142857142855,,,,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-1716-302,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Larry Hughes, Mookie Blaylock","Foyle, Fortson, Mills, Hughes, Blaylock",1502-1504-168-1716-302,GSW,48.0,1,1.0,2.0,2.0,,2.0,1.0,4.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,2.0,2.0,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,0.5,,,,,1.0,,,,1.0,1.0,0.5,,,,,1.0,120.0,18.0,6.0,18.0,6.0,,,,,,,,0.5,,,,,,,0.5,,,,,,,0.5,0.45215,,,0.3333333333333333,0.5,1.0,,16.9,26.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-1907-2084,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vonteego Cummings, Chris Porter","Foyle, Fortson, Mills, Cummings, Porter",1502-1504-168-1907-2084,GSW,189.0,1,3.0,7.0,7.0,,7.0,,14.0,,,,,,,1.0,1.0,1.0,3.0,,,,,,2.0,4.0,,,,4.0,12.0,,,,,,,,,,,4.0,,,,,,2.0,,2.0,,,4.0,,,,1.0,1.0,2.0,,2.0,,,3.0,1.0,3.0,,,,3.0,,,,4.0,,,3.0,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,,1.0,,1.0,,,1.0,,,,,,,106.66666666666667,14.714285714285714,12.285714285714286,14.714285714285714,12.285714285714286,,,,,0.25,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.410325,,,,,,,15.35,,,,,,1.0,-8.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-1907-219,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vonteego Cummings, Vinny Del Negro","Foyle, Fortson, Mills, Cummings, Del Negro",1502-1504-168-1907-219,GSW,169.0,1,3.0,6.0,5.0,,,2.0,11.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,,,1.0,1.0,7.0,,1.0,4.0,6.0,6.0,,3.0,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,3.0,,,2.0,1.0,3.0,4.0,7.0,,,,,,,,1.0,1.0,,4.0,2.0,4.0,,,,,,,,,,0.14285714285714285,,,0.125,,,0.3,0.25,,0.125,0.14285714285714285,,0.2,,1.0,,0.6666666666666666,0.5,,0.6666666666666666,0.5714285714285714,1.0,0.5,,1.0,,93.72781065088756,17.166666666666668,13.2,16.0,13.0,0.125,,,,0.625,0.2,0.25,0.125,,,,,,,0.125,0.3333333333333333,,,,,,0.25,0.45103125,0.41885,,0.2,0.2222222222222222,0.3333333333333333,,6.885714285714286,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-219-302,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vinny Del Negro, Mookie Blaylock","Foyle, Fortson, Mills, Del Negro, Blaylock",1502-1504-168-219-302,GSW,69.0,1,1.0,2.0,2.0,,,,4.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,3.0,,,,,,,,,,,2.0,,3.0,,,,1.0,1.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,,,,,,,,,,,,,,83.47826086956522,14.0,20.5,14.0,20.5,,,,,0.5,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.5,0.471,,,,,,,12.7,24.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-219-904,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Vinny Del Negro, Chris Mullin","Foyle, Fortson, Mills, Del Negro, Mullin",1502-1504-168-219-904,GSW,159.0,1,3.0,5.0,6.0,,,1.0,11.0,,,,,,,,2.0,,1.0,,,,,,,3.0,,,3.0,3.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,6.0,3.0,2.0,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,,,1.0,,99.62264150943396,19.4,10.333333333333334,19.4,9.833333333333334,,,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,,,,,,,,0.38093333333333335,,,0.5,0.5,0.3333333333333333,,12.766666666666666,,,,,,,-3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
1502-1504-168-302-904,1610612744,"Adonal Foyle, Danny Fortson, Chris Mills, Mookie Blaylock, Chris Mullin","Foyle, Fortson, Mills, Blaylock, Mullin",1502-1504-168-302-904,GSW,170.0,1,3.0,6.0,6.0,6.0,,1.0,12.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,2.0,7.0,5.0,,1.0,,,1.0,3.0,1.0,1.0,2.0,7.0,2.0,,3.0,,,,1.0,1.0,2.0,1.0,,5.0,1.0,,,4.0,,4.0,1.0,5.0,,,1.0,,1.0,,1.0,,,,4.0,2.0,7.0,7.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.625,,0.625,0.5833333333333334,,0.5833333333333334,0.25,,,,,,,1.0,0.5,,1.0,0.5,,,,1.0,,101.6470588235294,14.833333333333334,13.5,13.833333333333334,13.5,,,,,0.25,1.0,1.0,0.5,,,0.25,1.0,1.0,1.0,,,,,,0.25,1.0,0.25,0.449175,0.4092,0.449175,0.3333333333333333,0.4,,1.0,15.533333333333333,23.3,1.0,,,,,2.0,,,,1.0,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2001,2000-01,False
