EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefRebounds,Rebounds,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,FG2A,SecondChanceFG2A,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,OpponentPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,RecoveredBlocks,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGA,BadPassTurnovers,PenaltyTurnovers,OffAtRimReboundPct,PenaltyArc3Frequency,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceTurnovers,Offensive Fouls,SelfOReb,Travels,SelfORebPct,BlockedAtRim,OffCorner3ReboundPct,DefAtRimReboundPct,LostBallSteals,HeaveAttempts,FTDefRebounds,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,AtRimPctBlocked,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,PenaltyArc3FGM,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,team_id,year,season,team_vs
147-1506-1733-365-397,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Derrick McKey, Reggie Miller","Rose, Croshere, Harrington, McKey, Miller",147-1506-1733-365-397,IND,44.0,1,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,0.75,0.75,1.0,1.0,1.0,130.9090909090909,0.5,21.5,0.5,21.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1733-365-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Derrick McKey, Jermaine O'Neal","Rose, Croshere, Harrington, McKey, O'Neal",147-1506-1733-365-979,IND,7.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,205.71428571428572,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.3455,0.3455,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1733-397-696,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Reggie Miller, Travis Best","Rose, Croshere, Harrington, Miller, Best",147-1506-1733-397-696,IND,311.0,3,5.0,,8.0,11.0,,4.0,19.0,1.0,11.0,,,,3.0,6.0,1.0,,4.0,,,0.6875,,,0.5,,87.97427652733118,16.875,16.0,16.25,14.090909090909092,,,3.0,5.0,8.0,3.0,0.625,0.4179375,0.44753333333333334,7.1875,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,11.0,3.0,1.0,7.0,2.0,8.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.2,0.3333333333333333,0.625,1.0,0.625,1.0,1.1666666666666667,0.3333333333333333,0.5,1.0,1.0,1.0,0.6,0.25,1.0,1.0,0.5,0.4,0.4,0.125,1.0,1.0,0.3333333333333333,1.0,0.25,0.125,0.125,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1733-397-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Reggie Miller, Jermaine O'Neal","Rose, Croshere, Harrington, Miller, O'Neal",147-1506-1733-397-979,IND,516.0,3,9.0,8.0,13.0,15.0,5.0,10.0,28.0,6.0,23.0,2.0,11.0,3.0,4.0,8.0,7.0,,20.0,11.0,5.0,0.6470588235294118,0.9166666666666666,0.75,0.5714285714285714,0.6666666666666666,78.13953488372093,15.538461538461538,20.933333333333334,14.307692307692308,17.8,0.4782608695652174,0.38461538461538464,2.0,5.0,12.0,1.0,0.35714285714285715,0.42660000000000003,0.4675,11.708333333333334,2.0,2.0,1.0,1.0,2.0,3.0,5.0,7.0,15.0,1.0,1.0,3.0,8.0,6.0,,4.0,5.0,,11.0,3.0,1.0,4.0,,,,,,2.0,,,3.0,,,0.5714285714285714,0.5714285714285714,0.5833333333333334,1.0,0.6071428571428571,0.5,0.5,,0.3333333333333333,0.6,0.6666666666666666,0.6666666666666666,,0.14285714285714285,1.0,1.0,,0.4,0.4,0.35714285714285715,0.6,0.6,0.5,1.0,0.2857142857142857,0.17647058823529413,0.2,0.13043478260869565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.9,0.14285714285714285,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,0.5,0.2,1.0,0.2,1.0,0.46778000000000003,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1733-696-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Travis Best, Jermaine O'Neal","Rose, Croshere, Harrington, Best, O'Neal",147-1506-1733-696-979,IND,367.0,2,6.0,5.0,10.0,9.0,,,19.0,,11.0,,,1.0,5.0,6.0,1.0,,9.0,,,0.55,,1.0,0.7142857142857143,1.0,74.55040871934605,18.5,20.22222222222222,18.3,17.666666666666668,,,1.0,2.0,7.0,1.0,0.2,0.451095,0.5271,9.885714285714286,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,,2.0,4.0,4.0,2.0,2.0,3.0,1.0,7.0,1.0,4.0,1.0,1.0,,1.0,1.0,,3.0,,,,,,0.5,0.6666666666666666,0.5714285714285714,1.0,0.55,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.2,1.0,1.0,0.2,1.0,1.0,0.5,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,0.18181818181818182,,,,1.0,,,2.0,,1.0,3.0,,,,,,3.0,2.0,1.0,,,1.0,,,,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.3,,,,,,,1.0,0.1,,,,0.2,,,,,,,24.53333333333333,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1902-365-397,1610612754,"Jalen Rose, Austin Croshere, Jeff Foster, Derrick McKey, Reggie Miller","Rose, Croshere, Foster, McKey, Miller",147-1506-1902-365-397,IND,167.0,1,3.0,-1.0,7.0,7.0,7.0,7.0,14.0,3.0,5.0,3.0,5.0,1.0,2.0,3.0,5.0,,5.0,5.0,7.0,0.3125,0.3125,1.0,1.0,,120.7185628742515,11.857142857142858,12.0,9.571428571428571,12.0,1.0,1.0,1.0,,5.0,1.0,,0.40639166666666665,0.3368,10.34,1.0,2.0,,,,,3.0,1.0,6.0,,,,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,,2.0,,2.0,1.0,1.0,0.2,,0.16666666666666666,,,1.0,1.0,0.25,0.25,,1.0,0.3333333333333333,0.5,0.5,1.0,,,0.5,,,,,0.5,0.25,0.2857142857142857,,1.0,2.0,,,,,1.0,,,1.0,,1.0,5.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,0.2,0.16666666666666666,0.16666666666666666,,,,,1.0,,,,,,,0.16666666666666666,,0.3333333333333333,0.5,,,0.40639166666666665,25.6,,,,,,,,,,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1902-397-696,1610612754,"Jalen Rose, Austin Croshere, Jeff Foster, Reggie Miller, Travis Best","Rose, Croshere, Foster, Miller, Best",147-1506-1902-397-696,IND,213.0,1,4.0,-1.0,7.0,7.0,5.0,5.0,14.0,2.0,6.0,2.0,6.0,1.0,2.0,6.0,2.0,1.0,6.0,6.0,5.0,0.2727272727272727,0.42857142857142855,1.0,0.6666666666666666,1.0,94.64788732394366,14.857142857142858,15.571428571428571,12.571428571428571,14.428571428571429,1.0,0.7142857142857143,1.0,2.0,9.0,3.0,0.2,0.48773999999999995,0.48269999999999996,11.7,1.0,2.0,,1.0,1.0,,5.0,2.0,7.0,,,,2.0,2.0,,1.0,1.0,1.0,2.0,4.0,1.0,4.0,,,,,,1.0,1.0,,,,,0.5,0.5,0.2222222222222222,,0.2,,,,0.5,0.5714285714285714,0.5,1.0,,0.2,0.5,0.5,1.0,0.5,1.0,0.5,,,0.3333333333333333,,0.3,,,,1.0,1.0,,,,,1.0,,,1.0,,2.0,6.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.1,,0.4,,1.0,,,,,,,,0.1,,0.16666666666666666,1.0,,,0.48023333333333335,24.9,,,,,,,,,,,,,1.0,,1.0,0.1111111111111111,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-1902-397-721,1610612754,"Jalen Rose, Austin Croshere, Jeff Foster, Reggie Miller, Tyus Edney","Rose, Croshere, Foster, Miller, Edney",147-1506-1902-397-721,IND,126.0,1,2.0,2.0,4.0,4.0,4.0,4.0,8.0,,4.0,,4.0,,3.0,3.0,,,4.0,4.0,4.0,0.5,0.5,,1.0,,91.42857142857143,12.75,18.75,11.25,18.75,1.0,1.0,1.0,1.0,4.0,1.0,0.25,0.47065,0.3791,8.675,2.0,2.0,,,,,1.0,2.0,2.0,,,,4.0,,,2.0,2.0,2.0,4.0,,3.0,,,,,,,,,,,,,1.0,1.0,0.5,,0.5,,,,1.0,,,,1.0,0.5,1.0,1.0,1.0,,,0.25,,,,,0.5,,,,2.0,2.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,1.0,,,,,,,,,,0.5,1.0,,,0.47065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-365-397-696,1610612754,"Jalen Rose, Austin Croshere, Derrick McKey, Reggie Miller, Travis Best","Rose, Croshere, McKey, Miller, Best",147-1506-365-397-696,IND,635.0,3,11.0,-14.0,15.0,17.0,2.0,8.0,32.0,,10.0,,2.0,4.0,7.0,12.0,2.0,,8.0,2.0,2.0,0.2777777777777778,0.5,0.5714285714285714,0.6363636363636364,0.5,72.56692913385827,24.066666666666666,16.11764705882353,22.133333333333333,14.705882352941176,0.2,0.13333333333333333,3.0,4.0,15.0,4.0,0.23529411764705882,0.4310794117647059,0.590075,10.906666666666666,1.0,4.0,1.0,4.0,1.0,3.0,7.0,5.0,24.0,1.0,,2.0,6.0,4.0,2.0,3.0,3.0,,6.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,6.0,1.0,,1.0,,1.0,0.6,0.75,0.3333333333333333,0.25,0.29411764705882354,0.25,0.25,0.6666666666666666,0.75,0.5,0.4166666666666667,0.6666666666666666,0.75,0.23529411764705882,0.25,0.25,,0.25,0.25,0.4117647058823529,0.42857142857142855,0.42857142857142855,1.0,0.25,0.35294117647058826,0.05555555555555555,0.0625,0.2,,,,2.0,,,,,,2.0,,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,,0.5,0.5,0.11764705882352941,,0.25,,,0.6666666666666666,,1.0,0.11764705882352941,,,,,,,,,,0.3761,24.65,,,,,,,,,,,,,0.6666666666666666,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
147-1506-365-397-721,1610612754,"Jalen Rose, Austin Croshere, Derrick McKey, Reggie Miller, Tyus Edney","Rose, Croshere, McKey, Miller, Edney",147-1506-365-397-721,IND,26.0,1,,-1.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,,1.0,1.0,4.0,2.0,3.0,3.0,2.0,0.75,0.75,,1.0,,276.9230769230769,2.5,7.0,2.5,7.0,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,True
