EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,NonShootingFoulsDrawn,Arc3FGA,FG3A,NonHeaveArc3FGA,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG3APct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Frequency,Avg3ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,SecondChanceTurnovers,Assisted3sPct,OffLongMidRangeReboundPct,Arc3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ShortMidRangeAssists,SelfOReb,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SelfORebPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,Corner3Assists,DefensiveGoaltends,Defensive 3 Seconds Violations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
1594-280-349-779-970,1610612752,"Rick Brunson, Felton Spencer, Mark Jackson, Glen Rice, Othella Harrington","Brunson, Spencer, Jackson, Rice, Harrington",1594-280-349-779-970,NYK,199.0,1,3.0,1.0,10.0,9,8.0,9.0,19,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,9.0,8.0,2.0,2.0,3.0,7.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,6.0,3.0,9.0,7.0,8.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,0.875,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,137.48743718592965,10.2,10.777777777777779,10.2,10.777777777777779,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.6666666666666666,0.474,0.46755,0.5,0.5,0.7777777777777778,5.566666666666666,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
1594-349-369-84-969,1610612752,"Rick Brunson, Mark Jackson, Charlie Ward, Latrell Sprewell, Travis Knight","Brunson, Jackson, Ward, Sprewell, Knight",1594-349-369-84-969,NYK,1.0,1,,-2.0,,1,,1.0,1,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-280-349-779-84,1610612752,"Allan Houston, Felton Spencer, Mark Jackson, Glen Rice, Latrell Sprewell","Houston, Spencer, Jackson, Rice, Sprewell",275-280-349-779-84,NYK,31.0,1,1.0,,1.0,1,1.0,1.0,2,,,,,,,,,2.0,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,92.9032258064516,10.0,21.0,10.0,21.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-369-703-779,1610612752,"Allan Houston, Mark Jackson, Charlie Ward, Kurt Thomas, Glen Rice","Houston, Jackson, Ward, Thomas, Rice",275-349-369-703-779,NYK,57.0,1,1.0,1.0,2.0,1,,1.0,3,1.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,2.0,,,1.0,1.0,,0.5,,0.5,,,,,,1.0,1.0,,75.78947368421053,15.0,27.0,15.0,27.0,0.5,1.0,1.0,,,,,,1.0,0.596175,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-369-779-948,1610612752,"Allan Houston, Mark Jackson, Charlie Ward, Glen Rice, Marcus Camby","Houston, Jackson, Ward, Rice, Camby",275-349-369-779-948,NYK,72.0,1,1.0,,2.0,2,,2.0,4,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,80.0,15.5,20.5,15.5,20.5,,,,,,,,,1.0,0.5238,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,24.8,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-703-779-84,1610612752,"Allan Houston, Mark Jackson, Kurt Thomas, Glen Rice, Latrell Sprewell","Houston, Jackson, Thomas, Rice, Sprewell",275-349-703-779-84,NYK,1244.0,4,21.0,-6.0,38.0,37,16.0,16.0,75,5.0,7.0,1.0,1.0,8.0,10.0,15.0,22.0,12.0,45.0,51.0,6.0,7.0,10.0,25.0,20.0,3.0,11.0,2.0,13.0,17.0,3.0,3.0,,2.0,2.0,,8.0,3.0,3.0,10.0,13.0,3.0,42.0,25.0,16.0,4.0,0.6818181818181818,0.8571428571428571,0.5892857142857143,0.8333333333333334,0.6617647058823529,0.8928571428571429,0.13636363636363635,0.2857142857142857,0.25,0.6666666666666666,0.5,0.4782608695652174,0.4444444444444444,86.81672025723472,15.789473684210526,17.405405405405407,15.526315789473685,16.10810810810811,0.25,0.7142857142857143,1.0,0.35714285714285715,0.8,0.8,0.1111111111111111,1.0,0.4642857142857143,0.44761071428571425,0.43805,0.125,0.12,0.5555555555555556,11.163636363636364,0.42105263157894735,2.0,5.0,6.0,5.0,1.0,1.0,1.0,,0.21428571428571427,0.6666666666666666,,0.17857142857142858,26.583333333333332,,,,4.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,10.0,3.0,2.0,1.0,5.0,5.0,1.0,4.0,10.0,1.0,3.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.35714285714285715,0.16666666666666666,0.5,0.16666666666666666,0.5,0.3333333333333333,0.375,0.2,0.42857142857142855,0.25,0.36363636363636365,0.5,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.2,0.17857142857142858,0.4,0.5,0.5,0.03571428571428571,0.2,0.2,0.6666666666666666,0.5,0.3333333333333333,0.2222222222222222,0.5,0.2,0.521075,0.14285714285714285,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-703-779-948,1610612752,"Allan Houston, Mark Jackson, Kurt Thomas, Glen Rice, Marcus Camby","Houston, Jackson, Thomas, Rice, Camby",275-349-703-779-948,NYK,107.0,1,2.0,3.0,3.0,3,3.0,3.0,6,,,,,,1.0,,1.0,2.0,5.0,2.0,,1.0,2.0,5.0,,,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,5.0,5.0,3.0,,,,0.75,0.75,0.8333333333333334,0.8333333333333334,,,1.0,,,0.5,,80.74766355140187,16.0,19.666666666666668,15.666666666666666,15.666666666666666,,,,0.5,,,,,0.5,0.4413,0.4413,,,1.0,20.2,1.0,1.0,1.0,1.0,1.0,,,,,0.5,,,0.5,25.1,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,0.5,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-703-779-970,1610612752,"Allan Houston, Mark Jackson, Kurt Thomas, Glen Rice, Othella Harrington","Houston, Jackson, Thomas, Rice, Harrington",275-349-703-779-970,NYK,61.0,1,1.0,,2.0,1,,1.0,3,,2.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,70.81967213114754,20.0,21.0,20.0,21.0,1.0,,,,,,,,1.0,0.5429,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-703-84-948,1610612752,"Allan Houston, Mark Jackson, Kurt Thomas, Latrell Sprewell, Marcus Camby","Houston, Jackson, Thomas, Sprewell, Camby",275-349-703-84-948,NYK,3804.0,4,63.0,-18.0,117.0,119,9.0,4.0,236,19.0,25.0,2.0,2.0,13.0,32.0,46.0,92.0,16.0,114.0,132.0,3.0,8.0,4.0,10.0,42.0,6.0,34.0,4.0,41.0,49.0,9.0,8.0,1.0,7.0,4.0,3.0,14.0,,12.0,24.0,21.0,9.0,101.0,10.0,9.0,,0.5,0.375,0.48514851485148514,0.3333333333333333,0.5135135135135135,0.45454545454545453,0.06521739130434782,0.04,0.5,1.0,0.7083333333333334,0.7115384615384616,0.75,89.33753943217665,16.931623931623932,15.319327731092438,16.76923076923077,14.655462184873949,0.24752475247524752,0.76,0.7916666666666666,0.31683168316831684,0.40625,0.41935483870967744,0.2222222222222222,1.0,0.33663366336633666,0.4471024752475248,0.4559611111111111,0.08256880733944955,0.09,0.08771929824561403,9.43695652173913,0.07692307692307693,2.0,7.0,9.0,7.0,8.0,6.0,8.0,5.0,0.0891089108910891,0.6,0.625,0.06930693069306931,24.744444444444444,3.0,0.75,1.0,8.0,3.0,4.0,14.0,35.0,2.0,,2.0,,1.0,2.0,3.0,4.0,2.0,4.0,13.0,,1.0,50.0,,6.0,2.0,25.0,27.0,11.0,8.0,56.0,1.0,7.0,8.0,3.0,7.0,,2.0,4.0,2.0,,,0.5434782608695652,0.5813953488372093,0.2222222222222222,,0.2222222222222222,0.75,0.75,0.8125,0.11428571428571428,0.15217391304347827,0.14285714285714285,0.1509433962264151,0.3333333333333333,0.19047619047619047,0.2,0.8,0.5789473684210527,0.3465346534653465,0.4,0.45161290322580644,0.6153846153846154,0.019801980198019802,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.75,,0.1111111111111111,,0.2857142857142857,0.56405,,0.11403508771929824,6.0,2.0,2.0,,1.0,0.05263157894736842,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,0.03125,0.02127659574468085,0.42857142857142855,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,1610612752,2001,2000-01,False
275-349-703-84-970,1610612752,"Allan Houston, Mark Jackson, Kurt Thomas, Latrell Sprewell, Othella Harrington","Houston, Jackson, Thomas, Sprewell, Harrington",275-349-703-84-970,NYK,1497.0,3,25.0,9.0,47.0,47,21.0,7.0,94,5.0,12.0,3.0,7.0,3.0,8.0,17.0,36.0,9.0,46.0,37.0,7.0,17.0,6.0,20.0,20.0,3.0,16.0,,19.0,23.0,5.0,4.0,1.0,4.0,,4.0,8.0,3.0,3.0,8.0,12.0,5.0,42.0,20.0,21.0,,0.4722222222222222,0.4117647058823529,0.4868421052631579,0.4117647058823529,0.5348837209302325,0.5,0.08333333333333333,0.16666666666666666,0.5,,0.8,0.8260869565217391,0.8666666666666667,90.42084168336673,16.0,15.851063829787234,15.553191489361701,15.659574468085106,0.3157894736842105,0.4166666666666667,0.5,0.21052631578947367,0.375,0.375,0.4117647058823529,0.42857142857142855,0.3684210526315789,0.44613421052631574,0.4404529411764706,0.12195121951219512,0.1282051282051282,0.43478260869565216,8.261111111111111,0.44680851063829785,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.05263157894736842,0.3333333333333333,,0.02631578947368421,23.95,3.0,1.0,1.0,4.0,,1.0,9.0,16.0,1.0,,,,,1.0,1.0,3.0,,2.0,4.0,,,14.0,,,,7.0,8.0,3.0,1.0,17.0,,4.0,4.0,2.0,4.0,,,1.0,2.0,,,0.4117647058823529,0.4117647058823529,0.5,,0.5,0.3333333333333333,0.3333333333333333,0.5,0.0625,0.21052631578947367,,0.2,0.42857142857142855,,,1.0,0.6,0.42105263157894735,0.5625,0.6,0.3333333333333333,0.02631578947368421,,,0.3333333333333333,,,,,,0.45203333333333334,,0.08695652173913043,3.0,1.0,,,1.0,0.2,,,,,3.0,1.0,2.0,,,,,0.058823529411764705,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1610612752,2001,2000-01,False
