EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,AtRimAssists,OffThreePtRebounds,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyFtPoints,SelfOReb,SecondChanceTurnovers,2pt And 1 Free Throw Trips,SelfORebPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,FTDefRebounds,DefFTReboundPct,ShortMidRangeFGM,PtsPutbacks,ShortMidRangeAssists,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Fg2aBlocked,Corner3Assists,Offensive Fouls,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,DefAtRimReboundPct,3SecondViolations,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Travels,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Clear Path Fouls,team_id,year,season,team_vs
1035-1498-251-70-955,1610612759,"Shawnelle Scott, Antonio Daniels, Sean Elliott, Steve Kerr, Samaki Walker","Scott, Daniels, Elliott, Kerr, Walker",1035-1498-251-70-955,SAS,17.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,84.70588235294117,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1498-70-955-990,1610612759,"Shawnelle Scott, Antonio Daniels, Steve Kerr, Samaki Walker, Malik Rose","Scott, Daniels, Kerr, Walker, Rose",1035-1498-70-955-990,SAS,265.0,3,11.0,20,2.0,4.0,6.0,1.0,1.0,1.0,108.67924528301886,13.818181818181818,13.818181818181818,4.0,1.0,9.0,1.0,11.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.75,0.3888888888888889,0.75,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,12.555555555555555,11.666666666666666,0.4444444444444444,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,0.4061444444444444,0.433775,0.42857142857142855,11.616666666666667,24.400000000000002,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-1507-198-70-955,1610612759,"Shawnelle Scott, Derek Anderson, Danny Ferry, Steve Kerr, Samaki Walker","Scott, Anderson, Ferry, Kerr, Walker",1035-1507-198-70-955,SAS,191.0,1,6.0,12,1.0,3.0,4.0,1.0,0.75,1.0,90.47120418848168,18.833333333333332,17.833333333333332,3.0,5.0,6.0,,2.0,2.0,,2.0,3.0,,,1.0,,,3.0,4.0,,1.0,8.0,3.0,1.0,,,4.0,4.0,2.0,,1.0,,2.0,,2.0,,1.0,4.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,4.0,,0.6666666666666666,0.6666666666666666,,,,,0.75,0.6,1.0,0.6666666666666666,1.0,0.2,0.5,0.6666666666666666,,1.0,,1.0,0.5,,13.0,12.0,,0.6,0.6666666666666666,0.6666666666666666,0.5,,0.2,,,,,,,0.4,,0.48482000000000003,,0.5,12.725,26.9,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-198-70-955-990,1610612759,"Shawnelle Scott, Danny Ferry, Steve Kerr, Samaki Walker, Malik Rose","Scott, Ferry, Kerr, Walker, Rose",1035-198-70-955-990,SAS,42.0,1,2.0,3,,,,,,,102.85714285714286,19.5,19.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,1.0,,0.9009,,,0.9,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9009,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-251-422-70-955,1610612759,"Shawnelle Scott, Sean Elliott, Avery Johnson, Steve Kerr, Samaki Walker","Scott, Elliott, Johnson, Kerr, Walker",1035-251-422-70-955,SAS,253.0,1,8.0,16,1.0,4.0,7.0,1.0,1.0,1.0,91.06719367588933,13.25,13.25,4.0,4.0,8.0,4.0,,3.0,4.0,,2.0,,,1.0,,,2.0,8.0,,1.0,8.0,4.0,2.0,,,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,2.0,3.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,7.0,4.0,0.5,0.5,,,,,0.25,0.2222222222222222,,0.36363636363636365,0.16666666666666666,0.1111111111111111,,1.0,0.4,0.5,0.6666666666666666,1.0,1.0,,18.375,14.25,0.4444444444444444,0.2222222222222222,,,,,0.1111111111111111,,,,,,,0.3333333333333333,,0.44475,0.3923,0.125,9.4,24.9,0.5,2.0,2.0,,,4.0,,1.0,1.0,1.0,2.0,5.0,3.0,,1.0,1.0,0.2222222222222222,1.0,1.0,0.5,,,,0.2727272727272727,0.3,2.0,2.0,2.0,3.0,7.0,7.0,0.6666666666666666,0.6666666666666666,0.875,0.6666666666666666,1.0,0.5612333333333334,0.875,3.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1035-251-70-955-990,1610612759,"Shawnelle Scott, Sean Elliott, Steve Kerr, Samaki Walker, Malik Rose","Scott, Elliott, Kerr, Walker, Rose",1035-251-70-955-990,SAS,74.0,1,3.0,5,,,,,,,97.29729729729729,18.333333333333332,18.333333333333332,1.0,2.0,2.0,2.0,3.0,,,,,,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,0.5,,0.5,,0.5,,,,,,,,,9.5,9.5,,,,,,,0.5,,,,,,,1.0,,0.521,,,,25.8,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,0.521,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1495-1498-1507-198-345,1610612759,"Tim Duncan, Antonio Daniels, Derek Anderson, Danny Ferry, Terry Porter","Duncan, Daniels, Anderson, Ferry, Porter",1495-1498-1507-198-345,SAS,43.0,1,2.0,3,,2.0,2.0,,,,100.46511627906976,3.5,3.5,1.0,-1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,36.0,36.0,1.0,,,,,,,,,,,,,,,0.3544,,,13.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3544,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1495-1498-1507-198-990,1610612759,"Tim Duncan, Antonio Daniels, Derek Anderson, Danny Ferry, Malik Rose","Duncan, Daniels, Anderson, Ferry, Rose",1495-1498-1507-198-990,SAS,111.0,1,4.0,8,,3.0,4.0,,1.0,,103.78378378378378,12.75,12.75,2.0,4.0,4.0,,,1.0,2.0,,1.0,,,,,,2.0,4.0,,,4.0,,1.0,,,2.0,2.0,2.0,,,,1.0,,1.0,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,,0.5,1.0,,,,,0.5,0.5,1.0,0.5,1.0,,1.0,1.0,0.5,0.5,,1.0,1.0,,15.0,15.0,0.5,0.25,,,,,,,,,,,,0.25,,0.404125,0.5774,0.5,9.55,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,0.25,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1495-1498-1507-345-764,1610612759,"Tim Duncan, Antonio Daniels, Derek Anderson, Terry Porter, David Robinson","Duncan, Daniels, Anderson, Porter, Robinson",1495-1498-1507-345-764,SAS,1428.0,4,45.0,91,4.0,19.0,27.0,0.8,0.7272727272727273,0.6666666666666666,91.76470588235294,15.444444444444445,15.066666666666666,24.0,26.0,46.0,7.0,6.0,6.0,12.0,2.0,5.0,5.0,3.0,4.0,,,23.0,35.0,5.0,9.0,67.0,41.0,7.0,,,9.0,28.0,18.0,15.0,4.0,3.0,14.0,5.0,19.0,3.0,1.0,43.0,6.0,12.0,8.0,4.0,1.0,4.0,1.0,4.0,2.0,6.0,,7.0,10.0,2.0,,2.0,1.0,58.0,7.0,0.6086956521739131,0.6363636363636364,1.0,0.5555555555555556,,0.5555555555555556,0.6571428571428571,0.6931818181818182,0.5714285714285714,0.6836734693877551,0.5625,0.20454545454545456,0.6666666666666666,0.7058823529411765,0.5,0.5,0.5,0.6666666666666666,0.8888888888888888,0.5,15.934782608695652,15.108695652173912,0.2727272727272727,0.11363636363636363,0.4,0.4,0.5,0.11363636363636363,0.09090909090909091,0.75,0.75,1.0,,,,0.6136363636363636,0.75,0.5147488636363636,0.5495833333333333,0.13432835820895522,5.402857142857143,24.477777777777778,0.15217391304347827,13.0,18.0,3.0,6.0,6.0,4.0,1.0,10.0,2.0,3.0,12.0,5.0,0.5714285714285714,0.5,,0.4090909090909091,0.7222222222222222,0.7647058823529411,0.7692307692307693,0.8571428571428571,0.5,0.6666666666666666,0.10638297872340426,0.13157894736842105,2.0,3.0,3.0,5.0,12.0,12.0,0.6,0.5625,0.6,0.375,0.6666666666666666,0.53968125,0.1791044776119403,3.0,3.0,,2.0,0.2,,3.0,,3.0,1.0,8.0,2.0,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.375,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.02857142857142857,0.05555555555555555,0.6,0.6666666666666666,1.0,0.4,0.4,1.0,0.375,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
1495-1498-1507-345-955,1610612759,"Tim Duncan, Antonio Daniels, Derek Anderson, Terry Porter, Samaki Walker","Duncan, Daniels, Anderson, Porter, Walker",1495-1498-1507-345-955,SAS,97.0,1,2.0,5,,,1.0,,,,74.22680412371133,22.0,22.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,,1.0,,,,,,2.0,3.0,,,6.0,5.0,,,,2.0,4.0,,,,,2.0,,2.0,,,4.0,1.0,,1.0,,,,,,,,,2.0,3.0,,,,,4.0,3.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,,0.75,1.0,,,,1.0,1.0,,,,,17.666666666666668,14.333333333333334,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,0.34296666666666664,,0.3333333333333333,11.0,,1.0,,,,,2.0,,2.0,,,,2.0,1.0,,,,,,,,,,,0.25,0.25,,,2.0,3.0,6.0,6.0,0.6666666666666666,0.6666666666666666,0.75,,,0.34296666666666664,1.0,2.0,,,,,,,,,,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2001,2000-01,True
