EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,DefThreePtRebounds,Steals,LostBallSteals,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,LiveBallTurnoverPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,PtsUnassisted3s,LongMidRangePctBlocked,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Arc3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,team_id,year,season,team_vs
15-1709-1730-1838-976,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Tyrone Nesby, Jeff McInnis","Piatkowski, Olowokandi, Skinner, Nesby, McInnis",15-1709-1730-1838-976,LAC,271.0,2,5.0,-2.0,9.0,7.0,1.0,16.0,1.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,4.0,6.0,8.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,0.14285714285714285,0.125,0.3,1.0,0.125,0.75,0.16666666666666666,0.75,0.14285714285714285,0.3333333333333333,1.0,0.6666666666666666,85.01845018450184,15.333333333333334,19.0,15.333333333333334,16.857142857142858,0.25,0.5,0.5,0.375,0.25,0.125,0.375,0.43685625,0.2,0.2222222222222222,0.3333333333333333,10.914285714285715,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-1885-2039,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Lamar Odom, Keyon Dooling","Piatkowski, Olowokandi, Skinner, Odom, Dooling",15-1709-1730-1885-2039,LAC,148.0,2,2.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,4.0,,1.0,1.0,2.0,2.0,1.0,,3.0,2.0,5.0,1.0,5.0,1.0,3.0,0.5,0.25,0.25,0.25,0.5,,1.0,0.75,0.6666666666666666,1.0,,,77.83783783783784,15.75,21.25,12.5,20.5,0.25,1.0,1.0,0.25,,0.5,0.75,0.4764,0.2,0.3333333333333333,0.25,5.75,25.75,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.5,0.25,0.25,1.0,0.5,0.5,1.0,1.0,0.25,1.0,0.5,0.4764,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-1885-2047,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Lamar Odom, Quentin Richardson","Piatkowski, Olowokandi, Skinner, Odom, Richardson",15-1709-1730-1885-2047,LAC,81.0,1,1.0,-4.0,3.0,2.0,,5.0,,,,,1.0,,,1.0,,,4.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,88.88888888888889,19.0,12.0,19.0,12.0,,,,,,1.0,1.0,0.45075,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-1885-976,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Lamar Odom, Jeff McInnis","Piatkowski, Olowokandi, Skinner, Odom, McInnis",15-1709-1730-1885-976,LAC,3597.0,10,60.0,-4.0,115.0,114.0,15.0,229.0,15.0,28.0,32.0,22.0,19.0,35.0,82.0,21.0,16.0,101.0,105.0,4.0,13.0,20.0,19.0,11.0,41.0,53.0,15.0,68.0,27.0,22.0,9.0,88.0,0.4268292682926829,0.41262135922330095,0.4419642857142857,0.43333333333333335,0.20388349514563106,0.7592592592592593,0.23404255319148937,0.7681159420289855,0.20967741935483872,0.21052631578947367,0.7333333333333333,0.7647058823529411,91.67639699749792,16.121739130434783,15.289473684210526,15.452173913043477,14.017543859649123,0.27184466019417475,0.5357142857142857,0.6818181818181818,0.3106796116504854,0.21359223300970873,0.18446601941747573,0.47572815533980584,0.4858509708737864,0.08181818181818182,0.10112359550561797,0.12871287128712872,7.958536585365854,25.04285714285714,9.0,,,1.0,1.0,3.0,1.0,5.0,7.0,2.0,12.0,6.0,1.0,2.0,2.0,13.0,5.0,14.0,7.0,9.0,0.3333333333333333,0.25,0.5,0.8,0.13333333333333333,0.15384615384615385,0.7692307692307693,1.0,,,0.25,0.3554375,0.06930693069306931,0.0782608695652174,10.0,5.0,8.0,18.0,17.0,0.5555555555555556,18.0,2.0,5.0,13.0,7.0,2.0,1.0,5.0,1.0,3.0,5.0,3.0,9.0,1.0,4.0,50.0,15.0,4.0,5.0,9.0,25.0,5.0,30.0,5.0,12.0,8.0,5.0,65.0,2.0,4.0,5.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,10.0,1.0,0.7142857142857143,0.7575757575757576,1.0,0.23809523809523808,0.25,0.23809523809523808,0.3333333333333333,0.34615384615384615,0.10975609756097561,0.21428571428571427,0.09375,0.6666666666666666,0.23076923076923078,0.26666666666666666,0.7727272727272727,0.07547169811320754,0.7142857142857143,0.8,0.40625,0.4482758620689655,0.6153846153846154,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.019417475728155338,0.2631578947368421,0.2631578947368421,1.0,0.38461538461538464,0.4,0.07692307692307693,0.23076923076923078,0.3333333333333333,1.0,0.2631578947368421,0.48546818181818185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-1894-2039,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Corey Maggette, Keyon Dooling","Piatkowski, Olowokandi, Skinner, Maggette, Dooling",15-1709-1730-1894-2039,LAC,59.0,2,1.0,-4.0,2.0,2.0,,4.0,,,1.0,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,97.6271186440678,25.0,4.5,25.0,2.5,,,,1.0,,,,0.357,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-1894-976,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Corey Maggette, Jeff McInnis","Piatkowski, Olowokandi, Skinner, Maggette, McInnis",15-1709-1730-1894-976,LAC,262.0,3,4.0,-5.0,8.0,9.0,1.0,17.0,1.0,1.0,3.0,2.0,,1.0,6.0,,,2.0,7.0,,,2.0,,1.0,4.0,5.0,1.0,6.0,3.0,,,2.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,0.5,0.2,0.5,0.2,,0.5,0.5,93.4351145038168,14.875,15.88888888888889,13.125,13.666666666666666,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,,0.16666666666666666,0.42685,,,,10.133333333333333,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,0.5,,,0.5,,,,,,,,2.0,1.0,1.0,3.0,1.0,0.6666666666666666,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-2039-2047,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Keyon Dooling, Quentin Richardson","Piatkowski, Olowokandi, Skinner, Dooling, Richardson",15-1709-1730-2039-2047,LAC,224.0,2,4.0,-1.0,8.0,7.0,,15.0,,,3.0,,,1.0,3.0,,4.0,6.0,7.0,,,2.0,,,4.0,4.0,,4.0,2.0,4.0,2.0,6.0,0.3333333333333333,0.3333333333333333,0.6,,,1.0,,1.0,,,,1.0,96.42857142857143,15.875,13.857142857142858,15.875,13.857142857142858,,,,1.0,,,,0.3692,0.4,0.4,,9.466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,2.0,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,1.0,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1730-2047-976,1610612746,"Eric Piatkowski, Michael Olowokandi, Brian Skinner, Quentin Richardson, Jeff McInnis","Piatkowski, Olowokandi, Skinner, Richardson, McInnis",15-1709-1730-2047-976,LAC,236.0,2,4.0,1.0,10.0,10.0,1.0,20.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,5.0,,,,1.0,,2.0,2.0,1.0,3.0,1.0,6.0,3.0,6.0,0.4,0.3333333333333333,0.3333333333333333,,0.16666666666666666,1.0,,1.0,,,,1.0,122.03389830508475,11.9,11.7,11.3,11.7,0.5,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5555833333333333,0.3333333333333333,0.375,,4.42,27.2,5.0,,1.0,,,2.0,,2.0,2.0,,,2.0,,,,1.0,,1.0,2.0,5.0,,,0.25,,,,,,0.5,,,0.5303,0.3333333333333333,0.5,,,1.0,1.0,,,5.0,,1.0,,,,,,,,,,1.0,,,4.0,,,,1.0,2.0,,2.0,,2.0,,,4.0,1.0,,2.0,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,0.2,0.3333333333333333,,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,0.6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1838-1885-976,1610612746,"Eric Piatkowski, Michael Olowokandi, Tyrone Nesby, Lamar Odom, Jeff McInnis","Piatkowski, Olowokandi, Nesby, Odom, McInnis",15-1709-1838-1885-976,LAC,155.0,3,3.0,1.0,8.0,5.0,,13.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,6.0,5.0,,,,1.0,,1.0,1.0,,1.0,2.0,4.0,1.0,6.0,0.5,0.3333333333333333,0.6,,0.3333333333333333,1.0,,1.0,,,,1.0,120.77419354838709,11.875,12.0,11.875,12.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5819333333333333,0.25,0.3333333333333333,,7.2,26.8,5.0,1.0,1.0,,1.0,2.0,,2.0,4.0,,,1.0,,,1.0,1.0,,1.0,4.0,5.0,0.5,0.5,0.6666666666666666,,,,,,0.5,1.0,,0.584,0.6666666666666666,0.625,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,,,1.0,,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
15-1709-1838-1894-2039,1610612746,"Eric Piatkowski, Michael Olowokandi, Tyrone Nesby, Corey Maggette, Keyon Dooling","Piatkowski, Olowokandi, Nesby, Maggette, Dooling",15-1709-1838-1894-2039,LAC,91.0,1,2.0,4.0,3.0,3.0,,6.0,1.0,1.0,1.0,1.0,,2.0,3.0,,,4.0,,,,,,,1.0,1.0,,1.0,,,,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1.0,,1.0,,,,1.0,94.94505494505495,12.0,18.333333333333332,12.0,18.333333333333332,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.49710000000000004,,,,8.933333333333334,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2001,2000-01,False
