EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted2s,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,AtRimAssists,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Offensive Fouls,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,PtsUnassisted3s,ThreePtShootingFoulsDrawn,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsPutbacks,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,3SecondViolations,BlockedAtRim,DefensiveGoaltends,LostBallSteals,LostBallTurnovers,ShortMidRangePctBlocked,DefArc3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
120-176-21-739-96,1610612757,"Steven Smith, Antonio Harvey, Greg Anthony, Rasheed Wallace, Detlef Schrempf","Smith, Harvey, Anthony, Wallace, Schrempf",120-176-21-739-96,POR,96.0,1,2.0,2.0,3.0,4.0,2.0,4.0,7,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.25,1.0,1.0,1.0,1.0,1.0,105.0,11.333333333333334,15.5,11.333333333333334,15.5,1.0,0.5,0.5,1.0,0.4048,0.4195,0.3333333333333333,0.3333333333333333,0.5,18.85,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-176-717-739-937,1610612757,"Steven Smith, Antonio Harvey, Arvydas Sabonis, Rasheed Wallace, Scottie Pippen","Smith, Harvey, Sabonis, Wallace, Pippen",120-176-717-739-937,POR,,1,,3.0,1.0,,1.0,,1,,,,,,3.0,,,,3.0,,,1.0,,3.0,,,,,,,,3.0,3.0,1.0,,,,1.5,1.5,1.5,,,,,,,,,,,,,,,0.3153,0.3153,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-176-739-757-937,1610612757,"Steven Smith, Antonio Harvey, Rasheed Wallace, Damon Stoudamire, Scottie Pippen","Smith, Harvey, Wallace, Stoudamire, Pippen",120-176-739-757-937,POR,179.0,1,3.0,2.0,5.0,6.0,5.0,6.0,11,,1.0,2.0,4.0,2.0,9.0,7.0,4.0,2.0,9.0,2.0,1.0,2.0,,5.0,,2.0,3.0,4.0,2.0,,,9.0,9.0,5.0,0.5,0.5,0.5,0.5833333333333334,0.6428571428571429,0.6428571428571429,1.0,,0.6666666666666666,1.0,,88.49162011173185,16.2,16.333333333333332,15.0,13.666666666666666,0.16666666666666666,,,,0.43603,0.43603,,,1.0,7.65,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,39.45,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.5,0.25,1.0,1.0,0.5,0.5,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,1.0,0.16666666666666666,0.5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-176-739-757-96,1610612757,"Steven Smith, Antonio Harvey, Rasheed Wallace, Damon Stoudamire, Detlef Schrempf","Smith, Harvey, Wallace, Stoudamire, Schrempf",120-176-739-757-96,POR,137.0,1,2.0,,5.0,5.0,,5.0,10,1.0,1.0,2.0,3.0,,4.0,4.0,,,,4.0,2.0,2.0,1.0,4.0,1.0,,2.0,2.0,,,,4.0,,,1.0,1.0,0.6666666666666666,0.5,0.5,,,1.0,1.0,,1.0,105.1094890510949,15.8,11.6,15.8,11.6,0.25,1.0,1.0,1.0,0.518525,,,,,5.033333333333333,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0.25,0.25,,,,,,0.75,,24.2,,2.0,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,1.0,,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-21-278-717-96,1610612757,"Steven Smith, Greg Anthony, Stacey Augmon, Arvydas Sabonis, Detlef Schrempf","Smith, Anthony, Augmon, Sabonis, Schrempf",120-21-278-717-96,POR,96.0,1,2.0,1.0,3.0,3.0,1.0,2.0,6,,,1.0,1.0,2.0,7.0,6.0,1.0,,2.0,,,,,,,,1.0,1.0,3.0,,,7.0,2.0,1.0,,,1.0,1.25,1.1666666666666667,1.0,,,,,,90.0,17.333333333333332,14.666666666666666,17.333333333333332,14.666666666666666,,,,,0.551675,0.5455,0.3333333333333333,,0.2857142857142857,,0.3333333333333333,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,0.5,0.5,1.0,1.0,,,,1.0,1.0,24.8,,1.0,,1.0,,,,1.0,2.0,,,,,1.0,,,3.0,,2.0,1.0,,,1.0,,,,,0.5,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-21-278-781-96,1610612757,"Steven Smith, Greg Anthony, Stacey Augmon, Will Perdue, Detlef Schrempf","Smith, Anthony, Augmon, Perdue, Schrempf",120-21-278-781-96,POR,186.0,1,3.0,-5.0,6.0,5.0,6.0,5.0,11,1.0,3.0,1.0,5.0,,2.0,7.0,5.0,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,,,,2.0,2.0,6.0,1.0,1.0,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,,0.5,,,85.16129032258064,19.833333333333332,13.4,19.5,13.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3974416666666667,0.3974416666666667,,,1.0,12.459999999999999,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,,0.3333333333333333,,25.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,1.0,0.2,,,1.0,0.25,0.2,,,0.16666666666666666,0.16666666666666666,,,,1.0,0.16666666666666666,0.5772,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-21-717-739-757,1610612757,"Steven Smith, Greg Anthony, Arvydas Sabonis, Rasheed Wallace, Damon Stoudamire","Smith, Anthony, Sabonis, Wallace, Stoudamire",120-21-717-739-757,POR,178.0,1,3.0,1.0,6.0,6.0,5.0,,12,,,4.0,6.0,,8.0,7.0,6.0,,8.0,8.0,4.0,4.0,,8.0,,2.0,2.0,3.0,,,,6.0,8.0,5.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,,97.07865168539325,13.666666666666666,16.0,13.166666666666666,16.0,,,,,0.5046333333333334,0.5046333333333334,,,1.0,2.8833333333333333,0.8333333333333334,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,0.6666666666666666,,,1.0,4.0,1.0,4.0,,2.0,1.0,4.0,,,,,1.0,,1.0,,,,,0.6666666666666666,,,,0.5,0.5,,,0.6666666666666666,0.3333333333333333,,,,1.0,0.6666666666666666,0.6056,4.0,4.0,,,,,,1.0,1.0,1.0,4.0,,,1.0,,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-21-717-937-96,1610612757,"Steven Smith, Greg Anthony, Arvydas Sabonis, Scottie Pippen, Detlef Schrempf","Smith, Anthony, Sabonis, Pippen, Schrempf",120-21-717-937-96,POR,83.0,1,1.0,5.0,3.0,3.0,3.0,,6,1.0,1.0,2.0,3.0,1.0,5.0,,3.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,4.0,2.0,,,1.0,5.0,3.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,,1.0,1.0,,104.09638554216868,14.666666666666666,13.0,14.0,13.0,0.25,1.0,1.0,1.0,0.542825,0.542825,,,1.0,7.266666666666667,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,0.5,0.25,0.25,,,,0.25,,0.75,,24.7,2.0,2.0,1.0,2.0,,,2.0,2.0,2.0,,1.0,,1.0,,2.0,,,1.0,,0.6666666666666666,0.3333333333333333,,,1.0,1.0,,1.0,0.5,,,,,0.5,0.5,0.6208,1.0,,1.0,1.0,,1.0,,0.5,1.0,,1.0,,,0.5,,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,0.8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-21-739-757-781,1610612757,"Steven Smith, Greg Anthony, Rasheed Wallace, Damon Stoudamire, Will Perdue","Smith, Anthony, Wallace, Stoudamire, Perdue",120-21-739-757-781,POR,3.0,1,,,,1.0,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-278-393-717-739,1610612757,"Steven Smith, Stacey Augmon, Rod Strickland, Arvydas Sabonis, Rasheed Wallace","Smith, Augmon, Strickland, Sabonis, Wallace",120-278-393-717-739,POR,126.0,1,2.0,-9.0,3.0,4.0,,3.0,7,,,,1.0,,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,80.0,26.0,12.0,23.666666666666668,11.0,,,,,0.516125,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0.5,0.5,,,,,,1.0,,24.7,,1.0,,,,,,,,,1.0,,,,1.0,2.0,2.0,,,,1.0,,,,0.5,,,0.5,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,0.5,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
