EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,FTDefRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG2M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeAssists,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceArc3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Assists,OffCorner3ReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,AtRimPctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,LostBallTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,SelfOReb,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SelfORebPct,BlocksRecoveredPct,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,OffAtRimReboundPct,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
147-1506-1733-365-397,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Derrick McKey, Reggie Miller","Rose, Croshere, Harrington, McKey, Miller",147-1506-1733-365-397,IND,44.0,1,1.0,-3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,130.9090909090909,21.5,0.5,21.5,0.5,1.0,1.0,1.0,0.40545,0.40545,25.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-365-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Derrick McKey, Jermaine O'Neal","Rose, Croshere, Harrington, McKey, O'Neal",147-1506-1733-365-979,IND,7.0,1,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,205.71428571428572,,4.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-397-696,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Reggie Miller, Travis Best","Rose, Croshere, Harrington, Miller, Best",147-1506-1733-397-696,IND,311.0,3,5.0,,11.0,8.0,4.0,,19.0,,,,11.0,,,,,3.0,3.0,,4.0,,,,87.97427652733118,16.0,16.875,14.090909090909092,16.25,,,0.4,0.41634000000000004,0.3101,,0.36363636363636365,,,,,3.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,10.0,3.0,11.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,2.0,0.5,0.6666666666666666,0.4,0.6666666666666666,0.4,0.6666666666666666,0.5,0.8333333333333334,0.25,0.5,0.5,0.4,1.0,0.4,1.0,1.0,0.5,0.5,0.1,0.6666666666666666,1.0,0.5,0.45333333333333337,0.1,0.1,0.45454545454545453,0.18181818181818182,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-397-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Reggie Miller, Jermaine O'Neal","Rose, Croshere, Harrington, Miller, O'Neal",147-1506-1733-397-979,IND,516.0,3,9.0,-8.0,15.0,13.0,10.0,5.0,28.0,4.0,3.0,5.0,23.0,4.0,4.0,,2.0,5.0,6.0,,10.0,,0.35714285714285715,,78.13953488372093,20.933333333333334,15.538461538461538,17.8,14.307692307692308,0.2857142857142857,0.3,0.42857142857142855,0.39583214285714285,0.40313499999999997,26.22,0.6666666666666666,2.0,0.4,0.3333333333333333,0.3333333333333333,3.0,1.0,1.0,,,5.0,3.0,6.0,9.0,,15.0,1.0,1.0,,2.0,6.0,,13.0,4.0,8.0,,2.0,3.0,1.0,7.0,2.0,3.0,,,1.0,,4.0,1.0,3.0,1.0,,,,,13.0,13.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5357142857142857,1.0,0.5357142857142857,1.0,0.65,0.6666666666666666,0.42857142857142855,1.0,,0.07142857142857142,1.0,1.0,1.0,0.35714285714285715,0.21428571428571427,,,,0.3779,,,0.13333333333333333,0.8666666666666667,12.100000000000001,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.2,0.25,0.2,0.8333333333333334,0.65,0.1111111111111111,0.2,0.75,0.25,0.3333333333333333,0.5,0.6,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.07142857142857142,0.25,0.25,1.0,0.1,1.0,0.1,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1733-696-979,1610612754,"Jalen Rose, Austin Croshere, Al Harrington, Travis Best, Jermaine O'Neal","Rose, Croshere, Harrington, Best, O'Neal",147-1506-1733-696-979,IND,367.0,2,6.0,-5.0,9.0,10.0,,,19.0,1.0,,1.0,11.0,,1.0,,4.0,6.0,2.0,,,,0.1,,74.55040871934605,20.22222222222222,18.5,17.666666666666668,18.3,0.1,,0.2,0.40222499999999994,,28.4,,2.0,0.6666666666666666,0.8,,1.0,1.0,1.0,,,5.0,3.0,3.0,9.0,,6.0,,1.0,,,,,,6.0,,,3.0,3.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,6.0,,1.0,1.0,0.3333333333333333,,0.3,,0.3,,,0.3333333333333333,0.2857142857142857,,1.0,0.1,1.0,1.0,1.0,0.5,0.3,,,,0.3239,,,,,9.944444444444445,,,1.0,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,0.2222222222222222,0.4,,,,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1902-365-397,1610612754,"Jalen Rose, Austin Croshere, Jeff Foster, Derrick McKey, Reggie Miller","Rose, Croshere, Foster, McKey, Miller",147-1506-1902-365-397,IND,167.0,1,3.0,1.0,7.0,7.0,7.0,7.0,14.0,,,1.0,5.0,1.0,,,3.0,3.0,2.0,,7.0,,0.3333333333333333,,120.7185628742515,12.0,11.857142857142858,12.0,9.571428571428571,,,0.3333333333333333,0.4373,0.4373,24.2,1.0,3.0,0.75,0.75,,,,,,,2.0,,1.0,2.0,4.0,6.0,,,,,2.0,4.0,6.0,2.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,2.0,2.0,2.0,,5.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,0.5,,0.3333333333333333,,0.6,,0.6,,,,,,,,,0.6666666666666666,,,,,,0.3333333333333333,0.5,,1.0,6.95,,,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,0.5,0.3333333333333333,,,0.5,,,1.0,0.5,0.5,1.0,,,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1902-397-696,1610612754,"Jalen Rose, Austin Croshere, Jeff Foster, Reggie Miller, Travis Best","Rose, Croshere, Foster, Miller, Best",147-1506-1902-397-696,IND,213.0,1,4.0,1.0,7.0,7.0,5.0,5.0,14.0,2.0,2.0,2.0,6.0,2.0,2.0,,4.0,5.0,3.0,1.0,5.0,1.0,0.3333333333333333,,94.64788732394366,15.571428571428571,14.857142857142858,14.428571428571429,12.571428571428571,0.3333333333333333,0.4,0.6666666666666666,0.48535833333333334,0.46835000000000004,24.8,0.7142857142857143,3.0,0.42857142857142855,0.5,,1.0,2.0,2.0,,,1.0,1.0,2.0,4.0,,7.0,,,,,3.0,,5.0,,4.0,,,1.0,,3.0,1.0,1.0,,,1.0,,2.0,1.0,,1.0,,,,,7.0,5.0,,,0.5,,0.5833333333333334,,0.5833333333333334,,0.5,0.5,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,,0.16666666666666666,0.16666666666666666,,,,0.5481,,,,0.7142857142857143,7.35,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,,,0.5,,,0.6,,,,,,,0.5,0.5,1.0,0.2,1.0,,0.5,0.5,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-1902-397-721,1610612754,"Jalen Rose, Austin Croshere, Jeff Foster, Reggie Miller, Tyus Edney","Rose, Croshere, Foster, Miller, Edney",147-1506-1902-397-721,IND,126.0,1,2.0,-2.0,4.0,4.0,4.0,4.0,8.0,,,,4.0,,,,2.0,2.0,,,4.0,,,,91.42857142857143,18.75,12.75,18.75,11.25,,,,0.3693,0.3693,,1.0,2.0,1.0,1.0,1.0,,,,,,2.0,2.0,1.0,4.0,,2.0,,,,,4.0,,2.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.25,,0.25,,0.25,,0.25,,,,,,,,,0.5,0.5,,,,,,,,1.0,10.8,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.25,0.25,,,,,,1.0,,,,0.5,0.5,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-365-397-696,1610612754,"Jalen Rose, Austin Croshere, Derrick McKey, Reggie Miller, Travis Best","Rose, Croshere, McKey, Miller, Best",147-1506-365-397-696,IND,635.0,3,11.0,14.0,17.0,15.0,8.0,2.0,32.0,5.0,2.0,9.0,10.0,3.0,5.0,,7.0,11.0,4.0,1.0,8.0,,0.47368421052631576,,72.56692913385827,16.11764705882353,24.066666666666666,14.705882352941176,22.133333333333333,0.2631578947368421,0.2857142857142857,0.6842105263157895,0.47897368421052633,0.40973571428571426,24.666666666666668,0.47058823529411764,5.0,0.5,0.5833333333333334,0.3333333333333333,4.0,4.0,4.0,1.0,1.0,4.0,2.0,6.0,10.0,6.0,24.0,2.0,2.0,1.0,5.0,4.0,2.0,12.0,8.0,4.0,,4.0,6.0,3.0,14.0,1.0,4.0,2.0,2.0,,,,,1.0,,6.0,2.0,3.0,1.0,19.0,12.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.47368421052631576,0.5,0.5714285714285714,0.625,0.75,0.25,0.36363636363636365,0.25,,0.21052631578947367,1.0,1.0,0.75,0.21052631578947367,0.10526315789473684,0.25,1.0,,0.51405,0.15,0.2727272727272727,0.20833333333333334,0.5,7.15,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,,2.0,1.0,,3.0,,,,1.0,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.5,0.7142857142857143,,,,0.42857142857142855,0.5,0.75,,,,1.0,1.0,0.21052631578947367,0.2,0.2,1.0,0.14285714285714285,1.0,0.14285714285714285,0.5,0.2,1.0,2.0,1.0,,1.0,0.5,,,1.0,2.0,,,,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
147-1506-365-397-721,1610612754,"Jalen Rose, Austin Croshere, Derrick McKey, Reggie Miller, Tyus Edney","Rose, Croshere, McKey, Miller, Edney",147-1506-365-397-721,IND,26.0,1,,1.0,3.0,2.0,3.0,2.0,5.0,,,,3.0,,,1.0,1.0,1.0,2.0,,3.0,2.0,,1.0,276.9230769230769,7.0,2.5,7.0,2.5,,,0.6666666666666666,0.5524,0.5524,,1.0,,,,,,2.0,2.0,,,,1.0,2.0,3.0,,4.0,,,,,3.0,,4.0,4.0,,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,4.0,4.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,0.6666666666666666,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,1.0,7.8999999999999995,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2001,2000-01,False
