EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,PtsUnassisted3s,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedLongMidRange,Blocks,LostBallSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffShortMidRangeReboundPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,ShortMidRangePctBlocked,Loose Ball Fouls,SecondChanceFtPoints,3SecondViolations,LongMidRangePctBlocked,DefCorner3ReboundPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
1434-1500-1724-1736-1913,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Corey Benjamin, Michael Ruffin","Tarlac, Mercer, Drew, Benjamin, Ruffin",1434-1500-1724-1736-1913,CHI,186.0,1,3.0,5.0,5.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,9.0,9.0,6.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9,0.9,0.2,0.5,0.3333333333333333,0.5,77.41935483870968,16.0,21.2,16.0,20.6,0.2,1.0,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.48646,13.6,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1724-1802-1897,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Brad Miller, Metta World Peace","Tarlac, Mercer, Drew, Miller, World Peace",1434-1500-1724-1802-1897,CHI,69.0,1,1.0,2.0,2.0,4.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,,,3.0,,,,1.0,1.0,,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,83.47826086956522,15.5,19.0,9.0,19.0,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,1.0,0.4935,8.4,26.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1724-1882-1897,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Elton Brand, Metta World Peace","Tarlac, Mercer, Drew, Brand, World Peace",1434-1500-1724-1882-1897,CHI,706.0,4,12.0,25.0,25.0,50.0,6.0,10.0,,6.0,,2.0,8.0,20.0,,2.0,22.0,38.0,12.0,,2.0,,6.0,,6.0,,4.0,,12.0,,3.0,6.0,3.0,7.0,20.0,0.75,0.8571428571428571,,,,0.4,0.36363636363636365,0.44,0.09090909090909091,,0.3333333333333333,,101.98300283286119,16.72,11.52,16.52,10.64,0.45454545454545453,0.6,0.6666666666666666,0.6666666666666666,0.2727272727272727,,,,0.09090909090909091,,,,0.5454545454545454,,0.5207909090909091,7.58,25.95,-16.0,2.0,2.0,2.0,,2.0,1.0,3.0,0.5,0.16666666666666666,0.21428571428571427,,1.0,0.6666666666666666,0.512675,8.0,7.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,6.0,1.0,5.0,9.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,9.0,8.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5,0.05,0.1,0.3333333333333333,1.0,0.5,0.5,0.5,0.07692307692307693,0.18181818181818182,0.5,0.5,1.0,0.5,0.3333333333333333,0.2857142857142857,0.5,0.14285714285714285,0.49409285714285717,0.08695652173913043,0.09523809523809523,0.09090909090909091,0.4090909090909091,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1724-1882-2033,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Elton Brand, Marcus Fizer","Tarlac, Mercer, Drew, Brand, Fizer",1434-1500-1724-1882-2033,CHI,180.0,1,3.0,5.0,6.0,11.0,,,1.0,2.0,,1.0,2.0,4.0,,1.0,4.0,6.0,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,2.0,1.0,3.0,4.0,0.5,0.5,,,,0.5,0.4,0.4,0.2,,0.5,,88.0,21.6,12.0,19.6,12.0,,,,,0.4,0.5,0.5,1.0,0.2,,,,0.2,,0.39283,14.75,25.7,-2.0,1.0,,,,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,0.4,0.5,0.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1724-1882-2064,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Elton Brand, Khalid El-Amin","Tarlac, Mercer, Drew, Brand, El-Amin",1434-1500-1724-1882-2064,CHI,77.0,1,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,5.0,2.0,4.0,,1.0,,2.0,,2.0,,1.0,1.0,4.0,,1.0,2.0,,1.0,5.0,1.0,1.0,,,,1.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,,1.0,,112.2077922077922,15.666666666666666,10.0,15.666666666666666,10.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.6666666666666666,,0.53445,8.8,25.5,3.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,0.55425,0.3333333333333333,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1724-1882-697,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Elton Brand, Fred Hoiberg","Tarlac, Mercer, Drew, Brand, Hoiberg",1434-1500-1724-1882-697,CHI,1222.0,5,20.0,39.0,39.0,78.0,3.0,7.0,5.0,7.0,,3.0,14.0,26.0,,3.0,35.0,41.0,24.0,,3.0,,12.0,,12.0,,2.0,4.0,24.0,,10.0,13.0,6.0,12.0,31.0,0.8571428571428571,0.9230769230769231,,,,0.5384615384615384,0.4827586206896552,0.5151515151515151,0.10344827586206896,,0.5,,91.91489361702128,14.538461538461538,16.794871794871796,14.205128205128204,16.692307692307693,0.2413793103448276,0.42857142857142855,0.6,0.6666666666666666,0.2413793103448276,0.7142857142857143,0.7142857142857143,0.8,0.10344827586206896,,,,0.3448275862068966,,0.45984827586206894,8.723076923076924,25.233333333333334,-6.0,3.0,2.0,2.0,,2.0,7.0,3.0,0.5384615384615384,0.18181818181818182,0.21428571428571427,,0.5714285714285714,0.6666666666666666,0.58705,16.0,10.0,2.0,1.0,3.0,6.0,12.0,1.0,,7.0,2.0,1.0,4.0,5.0,13.0,,4.0,14.0,4.0,2.0,2.0,6.0,1.0,3.0,,4.0,1.0,5.0,4.0,1.0,2.0,9.0,1.0,10.0,1.0,4.0,1.0,14.0,16.0,2.0,1.0,0.38461538461538464,0.6666666666666666,0.38461538461538464,0.6666666666666666,0.43333333333333335,0.07692307692307693,0.2857142857142857,0.5555555555555556,1.0,0.3333333333333333,0.5,0.3333333333333333,,0.41379310344827586,0.5,0.5,1.0,1.0,0.3333333333333333,0.23076923076923078,0.3333333333333333,,0.4256307692307692,0.125,0.13793103448275862,0.11428571428571428,0.4,0.41025641025641024,4.0,,1.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1724-1897-2033,1610612741,"Dragan Tarlac, Ron Mercer, Bryce Drew, Metta World Peace, Marcus Fizer","Tarlac, Mercer, Drew, World Peace, Fizer",1434-1500-1724-1897-2033,CHI,201.0,2,3.0,6.0,6.0,12.0,,1.0,,2.0,,,,3.0,1.0,1.0,4.0,9.0,,3.0,,,,1.0,1.0,,,,3.0,,2.0,2.0,,2.0,4.0,,,1.0,1.0,1.0,,0.375,0.4,0.25,,0.5,,85.97014925373134,16.333333333333332,17.166666666666668,16.333333333333332,16.333333333333332,0.25,,,,0.5,,,,,,,,0.5,,0.5291875,13.666666666666666,23.3,-5.0,,,,,,2.0,,0.6666666666666666,,,,,,,3.0,2.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,2.0,,,1.0,1.0,3.0,,,,,,,0.25,,,1.0,,,,,,,,,,,,,,,0.393,,,,0.25,0.5,1.0,,,,,,,1.0,,,,,0.5,1.0,,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1736-1802-2037,1610612741,"Dragan Tarlac, Ron Mercer, Corey Benjamin, Brad Miller, Jamal Crawford","Tarlac, Mercer, Benjamin, Miller, Crawford",1434-1500-1736-1802-2037,CHI,144.0,1,2.0,5.0,5.0,10.0,1.0,1.0,2.0,2.0,,,3.0,4.0,,,6.0,2.0,4.0,,,,2.0,,2.0,,,2.0,4.0,,2.0,3.0,,2.0,4.0,0.6666666666666666,1.0,,,,0.75,0.75,0.75,,,1.0,,100.0,10.6,18.2,10.6,18.2,0.25,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,0.25,,0.451075,10.775,,4.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5827,,,1.0,,,,1.0,,,,1.0,,2.0,,,,,,2.0,2.0,,,,,,2.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,0.5,,,,,,0.25,,,,1.0,,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1736-1802-697,1610612741,"Dragan Tarlac, Ron Mercer, Corey Benjamin, Brad Miller, Fred Hoiberg","Tarlac, Mercer, Benjamin, Miller, Hoiberg",1434-1500-1736-1802-697,CHI,306.0,2,5.0,8.0,10.0,18.0,2.0,4.0,,3.0,,2.0,2.0,8.0,,3.0,4.0,17.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,4.0,2.0,2.0,2.0,0.5,1.0,,,,0.25,0.18181818181818182,0.18181818181818182,0.2727272727272727,,0.5,,84.70588235294119,18.625,15.7,17.875,14.3,0.36363636363636365,0.5,0.5,0.5,0.2727272727272727,,,,0.18181818181818182,,,,0.6363636363636364,,0.4964944444444444,7.6,36.93333333333333,-13.0,3.0,1.0,2.0,,3.0,1.0,3.0,1.0,0.5,0.42857142857142855,0.3333333333333333,1.0,0.5,0.48625,,4.0,1.0,,,,1.0,,1.0,,1.0,,2.0,,,1.0,,,2.0,2.0,,,,,2.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,0.5,,0.5,,0.5,,,,,,,1.0,,0.2857142857142857,0.09090909090909091,,,,1.0,,,,1.0,,,,0.5,,,,1.0,,,,,,,,,,,,,,,1.0,,0.09090909090909091,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
1434-1500-1736-1882-1897,1610612741,"Dragan Tarlac, Ron Mercer, Corey Benjamin, Elton Brand, Metta World Peace","Tarlac, Mercer, Benjamin, Brand, World Peace",1434-1500-1736-1882-1897,CHI,435.0,2,7.0,12.0,11.0,23.0,,1.0,2.0,3.0,,,2.0,5.0,,1.0,8.0,17.0,4.0,,,,2.0,,2.0,,,2.0,4.0,,2.0,2.0,3.0,8.0,8.0,1.0,1.0,,,,0.4,0.3333333333333333,0.5,0.16666666666666666,,0.4,,76.13793103448276,18.416666666666668,19.454545454545453,18.416666666666668,18.272727272727273,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,0.3333333333333333,,0.43543333333333334,13.66,23.9,-9.0,,,,,,2.0,,0.4,,,,1.0,,,,1.0,,,,,1.0,,,4.0,,,,,,,,,,,2.0,,,,,,,1.0,3.0,,,4.0,2.0,4.0,,1.0,1.0,,,,,,,,,,0.4,1.0,0.25,,,,,,0.16666666666666666,,,,,,,,,,0.14285714285714285,0.16666666666666666,,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,0.16666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2001,2000-01,False
