EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,Technical Free Throw Trips,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,Fg2aBlocked,FTDefRebounds,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,FoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,BlockingFouls,Clear Path Fouls,Offensive Fouls,BlockingFoulsDrawn,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,HeaveMakes,team_id,year,season,team_vs
200757-200758-201142-201566-201586,1610612760,"Thabo Sefolosha, Ronnie Brewer, Kevin Durant, Russell Westbrook, Serge Ibaka","Sefolosha, Brewer, Durant, Westbrook, Ibaka",200757-200758-201142-201566-201586,OKC,111.0,1,2.0,3.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,1.0,0.625,1.0,0.625,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,77.83783783783784,18.333333333333332,18.666666666666668,18.333333333333332,18.666666666666668,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.75,0.5089375,0.5402,0.4,10.5,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-200758-201566-201586-202350,1610612760,"Thabo Sefolosha, Ronnie Brewer, Russell Westbrook, Serge Ibaka, Daniel Orton","Sefolosha, Brewer, Westbrook, Ibaka, Orton",200757-200758-201566-201586-202350,OKC,59.0,1,1.0,,1.0,2.0,,3.0,,1.0,,,1.0,,,,1.0,2.0,,,2.0,2.0,,,,2.0,,,,,,,,1.0,,,1.0,1.0,2.0,,,2.0,,,,0.5,,0.5,,0.5,,,,1.0,,,1.0,,,,73.22033898305085,37.0,11.0,37.0,11.0,0.5,,,0.5,,,,,,,,0.5,0.50725,,,8.9,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-200758-201566-201586-2555,1610612760,"Thabo Sefolosha, Ronnie Brewer, Russell Westbrook, Serge Ibaka, Nick Collison","Sefolosha, Brewer, Westbrook, Ibaka, Collison",200757-200758-201566-201586-2555,OKC,95.0,1,2.0,1.0,3.0,2.0,,5.0,1.0,2.0,,,,,,,2.0,3.0,,,5.0,4.0,,,,,,,,,2.0,,4.0,,,,,,,1.0,,5.0,,,,0.6666666666666666,,0.6666666666666666,,0.8333333333333334,,,,,,,,,,,75.78947368421053,19.333333333333332,18.5,19.333333333333332,18.5,0.6666666666666666,0.5,0.5,,,,,,,,,0.6666666666666666,0.5725333333333333,,,4.133333333333334,,,,,,,,,,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-200758-201566-202350-2555,1610612760,"Thabo Sefolosha, Ronnie Brewer, Russell Westbrook, Daniel Orton, Nick Collison","Sefolosha, Brewer, Westbrook, Orton, Collison",200757-200758-201566-202350-2555,OKC,19.0,1,,2.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,2.0,,1.0,1.0,2.0,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,75.78947368421053,2.0,,,,,,,1.0,,,,,,,,,0.3461,0.3461,1.0,14.9,,1.0,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-200758-202350-202704-2555,1610612760,"Thabo Sefolosha, Ronnie Brewer, Daniel Orton, Reggie Jackson, Nick Collison","Sefolosha, Brewer, Orton, Jackson, Collison",200757-200758-202350-202704-2555,OKC,184.0,1,3.0,6.0,6.0,7.0,2.0,13.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,2.0,4.0,12.0,6.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,,3.0,1.0,3.0,1.0,4.0,2.0,6.0,4.0,,7.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,1.25,0.75,1.25,0.6666666666666666,0.5,1.0,0.75,0.6666666666666666,1.0,,,0.75,101.7391304347826,12.333333333333334,15.714285714285714,11.666666666666666,13.714285714285714,0.16666666666666666,1.0,1.0,,,,,,0.6666666666666666,0.5,1.0,0.8333333333333334,0.515,0.3912,0.4166666666666667,7.05,29.125,,,,,,,,,,,1.0,4.0,,,,,2.0,,1.0,,,,0.16666666666666666,,,,0.14285714285714285,0.3333333333333333,,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.7142857142857143,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.16666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,0.515,0.8333333333333334,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-201142-201566-201586-201934,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Hasheem Thabeet","Sefolosha, Durant, Westbrook, Ibaka, Thabeet",200757-201142-201566-201586-201934,OKC,3291.0,8,55.0,-22.0,106.0,103.0,17.0,209.0,17.0,36.0,3.0,8.0,25.0,1.0,4.0,23.0,29.0,75.0,10.0,27.0,95.0,117.0,6.0,12.0,14.0,36.0,24.0,8.0,23.0,8.0,19.0,1.0,46.0,13.0,6.0,22.0,29.0,19.0,48.0,10.0,,81.0,0.8,0.37037037037037035,0.37037037037037035,0.38666666666666666,0.5,0.43137254901960786,0.4,0.4439252336448598,0.4117647058823529,0.2647058823529412,0.6470588235294118,0.2826086956521739,0.6666666666666666,0.6511627906976745,0.3064516129032258,0.17647058823529413,0.5,0.5714285714285714,91.44940747493163,15.69811320754717,15.79611650485437,14.773584905660377,15.16504854368932,0.35294117647058826,0.4722222222222222,0.5666666666666667,0.24509803921568626,0.0392156862745098,0.25,0.25,1.0,0.22549019607843138,0.5333333333333333,0.375,0.6176470588235294,0.5353950980392157,0.49226666666666663,0.14736842105263157,8.533333333333333,24.52962962962963,8.0,12.0,1.0,0.16,0.16666666666666666,1.0,0.3684210526315789,0.32,0.34782608695652173,4.0,14.0,7.0,22.0,11.0,7.0,1.0,21.0,,5.0,0.3793103448275862,0.44,0.4117647058823529,0.13725490196078433,0.2857142857142857,0.4,0.25,0.04672897196261682,0.0625,3.0,0.375,18.0,4.0,5.0,9.0,,2.0,3.0,6.0,,3.0,5.0,9.0,3.0,7.0,,19.0,6.0,,9.0,7.0,6.0,9.0,5.0,17.0,,19.0,18.0,,,0.42857142857142855,0.5555555555555556,0.59375,0.59375,0.5294117647058824,0.375,0.3,0.2857142857142857,0.625,0.391304347826087,0.391304347826087,0.7777777777777778,0.13333333333333333,,0.3125,0.8,0.375,0.5,0.391304347826087,0.553440625,0.2,0.16981132075471697,9.0,1.0,1.0,2.0,1.0,11.0,8.0,3.0,3.0,8.0,4.0,2.0,1.0,3.0,8.0,18.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.2857142857142857,0.08,1.0,0.75,1.0,0.02,0.5,0.06666666666666667,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-201142-201566-201586-202350,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Daniel Orton","Sefolosha, Durant, Westbrook, Ibaka, Orton",200757-201142-201566-201586-202350,OKC,277.0,1,5.0,-9.0,10.0,9.0,1.0,19.0,,2.0,,1.0,,,1.0,3.0,,3.0,1.0,4.0,4.0,13.0,,1.0,,,3.0,,3.0,1.0,1.0,,3.0,,,3.0,3.0,1.0,4.0,2.0,,4.0,1.0,0.25,0.25,,,0.21428571428571427,,0.25,,0.5714285714285714,0.75,,,0.75,0.16666666666666666,,1.0,,98.77256317689532,14.3,14.88888888888889,14.1,14.88888888888889,0.2857142857142857,,,,0.14285714285714285,,,,0.42857142857142855,1.0,,0.8571428571428571,0.5725357142857143,,,2.966666666666667,23.925,,,,,,,,,,,1.0,1.0,,,,,2.0,,1.0,,,,0.14285714285714285,,,,0.125,0.25,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,0.5,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-201142-201566-201586-202704,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Reggie Jackson","Sefolosha, Durant, Westbrook, Ibaka, Jackson",200757-201142-201566-201586-202704,OKC,1507.0,8,25.0,13.0,53.0,52.0,10.0,105.0,11.0,19.0,5.0,5.0,7.0,1.0,3.0,9.0,16.0,30.0,5.0,12.0,67.0,54.0,5.0,5.0,17.0,18.0,12.0,8.0,9.0,4.0,11.0,1.0,26.0,6.0,9.0,10.0,21.0,11.0,32.0,29.0,1.0,50.0,0.8,0.4166666666666667,0.4166666666666667,0.5333333333333333,1.0,0.5595238095238095,0.9285714285714286,0.5982142857142857,0.85,0.2857142857142857,0.7142857142857143,0.46153846153846156,0.5294117647058824,0.6129032258064516,0.55,0.3333333333333333,0.3333333333333333,0.6153846153846154,100.33178500331785,16.30188679245283,12.365384615384615,15.452830188679245,11.25,0.4523809523809524,0.5789473684210527,0.7333333333333333,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.21428571428571427,0.7142857142857143,1.0,0.7380952380952381,0.5312023809523809,0.57921,0.2537313432835821,6.5633333333333335,25.141666666666666,4.0,6.0,2.0,0.2,0.21052631578947367,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,4.0,20.0,14.0,7.0,6.0,,19.0,,5.0,0.4375,0.5833333333333334,0.5454545454545454,0.09523809523809523,0.25,0.5,,0.10638297872340426,0.14285714285714285,1.0,0.25,33.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,7.0,14.0,2.0,6.0,19.0,39.0,3.0,,4.0,3.0,5.0,3.0,3.0,7.0,9.0,31.0,28.0,4.0,0.5,0.3333333333333333,0.5,0.5,0.5909090909090909,0.42857142857142855,0.7142857142857143,0.3333333333333333,0.6,1.0,0.4444444444444444,0.4444444444444444,0.75,0.2857142857142857,0.5,0.35,0.5714285714285714,0.2,0.5,0.4444444444444444,0.4770875,0.582089552238806,0.6226415094339622,18.0,,2.0,4.0,2.0,6.0,4.0,2.0,,4.0,,2.0,1.0,5.0,9.0,12.0,,,1.0,1.0,3.0,2.0,3.0,2.0,0.5,,1.0,0.7777777777777778,0.25,0.13333333333333333,0.6666666666666666,,0.1,1.0,1.0,1.0,2.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-201142-201566-201586-2555,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Nick Collison","Sefolosha, Durant, Westbrook, Ibaka, Collison",200757-201142-201566-201586-2555,OKC,2752.0,18,46.0,-17.0,95.0,89.0,14.0,184.0,12.0,22.0,3.0,7.0,17.0,4.0,8.0,16.0,21.0,56.0,11.0,24.0,93.0,110.0,3.0,9.0,14.0,24.0,27.0,4.0,16.0,9.0,18.0,3.0,45.0,9.0,5.0,17.0,22.0,13.0,35.0,27.0,,79.0,0.8181818181818182,0.4583333333333333,0.4583333333333333,0.375,0.3333333333333333,0.46875,0.45,0.5,0.5384615384615384,0.3,0.6538461538461539,0.2571428571428571,0.5555555555555556,0.6285714285714286,0.2708333333333333,0.21428571428571427,0.5,0.5,96.27906976744185,15.273684210526316,14.617977528089888,14.642105263157895,13.865168539325843,0.275,0.5454545454545454,0.75,0.2125,0.1,0.5,0.5,0.75,0.2,0.7,0.42857142857142855,0.575,0.501133125,0.5115125,0.15053763440860216,8.994642857142857,24.145833333333332,3.0,6.0,,0.10714285714285714,0.2727272727272727,,0.2,0.17647058823529413,0.17647058823529413,6.0,17.0,18.0,18.0,9.0,7.0,,22.0,1.0,9.0,0.42857142857142855,0.47368421052631576,0.5833333333333334,0.2125,0.35294117647058826,0.35294117647058826,,0.10227272727272728,0.140625,2.0,0.6666666666666666,39.0,4.0,11.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,23.0,5.0,8.0,11.0,40.0,6.0,,7.0,6.0,4.0,7.0,5.0,14.0,5.0,38.0,38.0,4.0,1.0,0.625,0.30434782608695654,0.46774193548387094,0.5128205128205128,0.5,0.3076923076923077,0.36363636363636365,0.2222222222222222,0.7,0.4375,0.4375,0.8571428571428571,0.1,1.0,0.3548387096774194,0.36363636363636365,0.0967741935483871,0.6666666666666666,0.4375,0.507358064516129,0.43010752688172044,0.4105263157894737,9.0,,5.0,5.0,2.0,11.0,6.0,5.0,1.0,7.0,2.0,2.0,2.0,5.0,8.0,15.0,,1.0,1.0,2.0,6.0,5.0,6.0,2.0,,,0.5,0.7,0.6,0.047619047619047616,0.3333333333333333,,0.16129032258064516,2.0,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,1610612760,2013,2012-13,True
200757-201142-201566-201586-2570,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Kendrick Perkins","Sefolosha, Durant, Westbrook, Ibaka, Perkins",200757-201142-201566-201586-2570,OKC,78444.0,76,1307.0,-287.0,2535.0,2534.0,332.0,5069.0,429.0,803.0,101.0,178.0,557.0,48.0,129.0,432.0,805.0,1799.0,185.0,561.0,2536.0,2823.0,125.0,259.0,349.0,794.0,456.0,164.0,430.0,152.0,560.0,46.0,1272.0,295.0,196.0,590.0,833.0,393.0,1226.0,476.0,27.0,2187.0,0.8216216216216217,0.32976827094474154,0.33094812164579607,0.4474708171206226,0.4826254826254826,0.4586864406779661,0.4794952681388013,0.4898635477582846,0.5014450867052023,0.23771186440677966,0.7007125890736342,0.30010172939979657,0.7480916030534351,0.7119565217391305,0.2873051224944321,0.18991097922848665,0.6226415094339622,0.7741935483870968,93.05185865075723,16.09191321499014,14.858326756116812,15.344773175542405,14.26874506708761,0.3402542372881356,0.5342465753424658,0.6919354838709677,0.23601694915254237,0.05466101694915254,0.37209302325581395,0.375,0.9583333333333334,0.18305084745762712,0.5615141955835962,0.5674157303370787,0.5779661016949152,0.5146016553480475,0.52087421875,0.13761829652996846,8.450305725403002,24.709982174688054,214.0,264.0,47.0,0.14674819344080045,0.22789539227895392,0.8245614035087719,0.3763440860215054,0.38420107719928187,0.39925373134328357,162.0,439.0,371.0,816.0,408.0,208.0,76.0,458.0,33.0,189.0,0.506832298136646,0.5643153526970954,0.48484848484848486,0.18601694915254238,0.3690205011389522,0.42744063324538256,0.4691358024691358,0.07777777777777778,0.09667519181585678,124.0,0.5794392523364486,420.0,59.0,129.0,137.0,15.0,43.0,20.0,66.0,18.0,58.0,108.0,280.0,32.0,89.0,114.0,426.0,99.0,2.0,137.0,106.0,92.0,220.0,139.0,377.0,45.0,424.0,419.0,33.0,0.3103448275862069,0.3595505617977528,0.38571428571428573,0.42276422764227645,0.4849537037037037,0.583554376657825,0.25274725274725274,0.33211678832116787,0.256140350877193,0.7720364741641338,0.31712962962962965,0.32387706855791965,0.7737226277372263,0.13564668769716087,0.3488372093023256,0.34959349593495936,0.4573643410852713,0.17886178861788618,0.30303030303030304,0.3186046511627907,0.4996530054644808,0.16798107255520506,0.16568047337278108,490.0,15.0,23.0,45.0,45.0,234.0,134.0,100.0,45.0,157.0,81.0,26.0,45.0,67.0,281.0,500.0,1.0,24.0,22.0,28.0,101.0,74.0,101.0,64.0,0.1366742596810934,0.03770197486535009,0.24050632911392406,0.6895161290322581,0.6842105263157895,0.04170528266913809,0.6336633663366337,0.0473186119873817,0.06233062330623306,25.0,15.0,24.0,54.0,0.1188118811881188,0.6666666666666666,12.0,19.0,4.0,17.0,10.0,0.5217391304347826,3.0,10.0,6.0,7.0,3.0,7.0,3.0,4.0,3.0,6.0,10.0,0.017825311942959002,0.007751937984496124,0.020833333333333332,0.13043478260869565,0.2,1.0,0.012389380530973451,,,,1610612760,2013,2012-13,True
