EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,HeaveAttempts,Charge Fouls,OffensiveGoaltends,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,BlockingFouls,DefensiveGoaltends,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Corner3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,team_id,year,season,team_vs
201150-201152-201156-201950-202323,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Evan Turner","Hawes, Young, Young, Holiday, Turner",201150-201152-201156-201950-202323,PHI,12603.0,27,210.0,18.0,391.0,398.0,63.0,30.0,59.0,789.0,57.0,100.0,14.0,25.0,14.0,23.0,32.0,67.0,47.0,116.0,8.0,20.0,2.0,3.0,1.0,3.0,13.0,60.0,2.0,7.0,3.0,11.0,136.0,283.0,21.0,80.0,79.0,414.0,396.0,25.0,44.0,4.0,10.0,10.0,72.0,22.0,43.0,4.0,14.0,19.0,75.0,166.0,106.0,63.0,30.0,60.0,13.0,21.0,1.0,83.0,21.0,104.0,13.0,8.0,31.0,15.0,37.0,229.0,12.0,51.0,2.0,31.0,119.0,7.0,157.0,65.0,222.0,9.0,30.0,17.0,13.0,28.0,7.0,19.0,23.0,4.0,9.0,4.0,51.0,9.0,5.0,30.0,58.0,5.0,4.0,85.0,2.0,4.0,1.0,1.0,102.0,8.0,2.0,42.0,1.0,11.0,22.0,10.0,2.0,10.0,22.0,13.0,1.0,342.0,68.0,58.0,1.0,6.0,0.6102941176470589,0.6859504132231405,1.0,0.2625,0.4,0.2857142857142857,0.2625,0.48056537102473496,0.5681818181818182,0.5116279069767442,0.46143250688705234,0.5740740740740741,0.49122807017543857,0.5036674816625917,0.6016949152542372,0.5208333333333334,0.22038567493112948,0.0125,0.07420494699646643,0.15,0.07462686567164178,0.008620689655172414,0.016666666666666666,0.5490196078431373,1.0,0.2,0.7,0.3469387755102041,0.8157894736842105,0.20689655172413793,0.7211538461538461,0.3073170731707317,0.4186046511627907,0.2857142857142857,0.3333333333333333,0.21739130434782608,0.16666666666666666,0.6346153846153846,0.6444444444444445,0.7808219178082192,0.8333333333333334,0.7857142857142857,0.04918032786885246,90.14996429421566,0.5909090909090909,17.0230179028133,14.942211055276381,15.994884910485933,14.168341708542714,0.27548209366391185,0.57,0.6705882352941176,0.543859649122807,0.18457300275482094,0.47761194029850745,0.5161290322580645,0.46875,0.31955922865013775,0.4051724137931034,0.40869565217391307,0.7872340425531915,0.05509641873278237,0.4,0.4,1.0,0.1652892561983471,0.21666666666666667,0.22033898305084745,1.0,0.46296296296296297,0.56,0.05555555555555555,0.6666666666666666,1.0,0.12962962962962962,0.2857142857142857,1.0,0.40350877192982454,0.6086956521739131,0.05263157894736842,0.3333333333333333,0.19298245614035087,0.2727272727272727,0.49586776859504134,0.21666666666666667,0.48895688705234164,0.49599680851063827,0.5263991228070176,0.10804020100502512,0.13249211356466878,0.012345679012345678,0.17391304347826086,0.18115942028985507,10.025795053003534,24.759999999999998,0.16112531969309463,,,,,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-201950-202714,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Shelvin Mack","Hawes, Young, Young, Holiday, Mack",201150-201152-201156-201950-202714,PHI,31.0,1,1.0,-2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9032258064516,,13.0,18.0,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-201950-203146,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Maalik Wayns","Hawes, Young, Young, Holiday, Wayns",201150-201152-201156-201950-203146,PHI,51.0,1,1.0,,2.0,2.0,,,,4.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,112.94117647058823,,15.5,10.0,15.5,10.0,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.41635,,,,,,,,18.55,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-201950-2202,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Jason Richardson","Hawes, Young, Young, Holiday, Richardson",201150-201152-201156-201950-2202,PHI,1550.0,8,26.0,7.0,47.0,49.0,11.0,20.0,8.0,96.0,6.0,12.0,1.0,4.0,1.0,4.0,5.0,10.0,3.0,9.0,2.0,3.0,,,,1.0,3.0,11.0,,1.0,,2.0,14.0,31.0,5.0,14.0,16.0,59.0,52.0,1.0,6.0,,1.0,3.0,5.0,3.0,9.0,,3.0,8.0,14.0,14.0,14.0,12.0,2.0,10.0,3.0,6.0,,7.0,4.0,11.0,2.0,2.0,3.0,3.0,1.0,26.0,2.0,9.0,,7.0,13.0,1.0,21.0,11.0,32.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,,,,6.0,1.0,,2.0,4.0,,1.0,15.0,,,2.0,,19.0,2.0,1.0,8.0,,2.0,2.0,1.0,,1.0,2.0,1.0,,54.0,14.0,11.0,,2.0,0.5,0.5384615384615384,0.8,0.35714285714285715,,,0.38461538461538464,0.45161290322580644,0.16666666666666666,0.3333333333333333,0.4777777777777778,0.14285714285714285,0.25,0.5471698113207547,0.2777777777777778,0.4375,0.3111111111111111,,0.1935483870967742,0.25,0.3,,,0.3333333333333333,1.0,,0.65,0.5294117647058824,0.7,0.2857142857142857,0.6666666666666666,0.4583333333333333,0.6666666666666666,0.4,0.5,0.3333333333333333,,0.5,0.4,0.8888888888888888,1.0,0.4,0.1111111111111111,89.18709677419355,0.5,16.53191489361702,15.775510204081632,15.72340425531915,14.408163265306122,0.26666666666666666,0.5,0.6666666666666666,0.5,0.2222222222222222,0.5,0.7142857142857143,0.6,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.24444444444444444,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.5714285714285714,0.25,,,,0.14285714285714285,,,0.3333333333333333,0.25,0.08333333333333333,,0.16666666666666666,,0.5777777777777777,0.3,0.4681181818181818,0.46303333333333335,0.46840454545454546,0.1568627450980392,0.21621621621621623,,0.0847457627118644,0.23728813559322035,8.387096774193548,26.535714285714285,0.23404255319148937,3.0,1.0,1.0,1.0,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-201950-2748,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Dorell Wright","Hawes, Young, Young, Holiday, Wright",201150-201152-201156-201950-2748,PHI,4171.0,24,70.0,-7.0,130.0,133.0,30.0,15.0,14.0,263.0,31.0,45.0,6.0,9.0,4.0,8.0,7.0,26.0,9.0,23.0,2.0,6.0,,,,,5.0,15.0,,1.0,1.0,5.0,47.0,94.0,7.0,21.0,17.0,132.0,139.0,6.0,15.0,,1.0,,12.0,8.0,20.0,1.0,5.0,7.0,26.0,56.0,38.0,18.0,8.0,15.0,5.0,9.0,,28.0,6.0,34.0,4.0,2.0,18.0,3.0,7.0,74.0,5.0,11.0,1.0,11.0,40.0,2.0,53.0,17.0,70.0,2.0,11.0,7.0,4.0,9.0,1.0,4.0,11.0,3.0,5.0,,20.0,1.0,3.0,15.0,32.0,1.0,4.0,17.0,,,1.0,1.0,20.0,2.0,1.0,7.0,1.0,2.0,3.0,3.0,,,3.0,1.0,,120.0,26.0,30.0,1.0,2.0,0.5957446808510638,0.6511627906976745,0.8571428571428571,0.3333333333333333,,0.2,0.3333333333333333,0.5,0.4,0.4,0.5,0.375,0.38,0.532520325203252,0.375,0.4482758620689655,0.1826086956521739,,0.09574468085106383,0.13333333333333333,0.11538461538461539,,,0.45,0.6666666666666666,0.16666666666666666,0.7547169811320755,0.2391304347826087,0.7333333333333333,0.35714285714285715,0.75,0.26666666666666666,0.35714285714285715,0.16666666666666666,0.21428571428571427,0.5,,0.6470588235294118,0.9166666666666666,0.75,0.8,0.6,0.0392156862745098,90.79836969551667,0.3333333333333333,16.307692307692307,15.421052631578947,15.623076923076923,14.736842105263158,0.391304347826087,0.6888888888888889,0.7948717948717948,0.5806451612903226,0.22608695652173913,0.2692307692307692,0.30434782608695654,0.42857142857142855,0.2,0.391304347826087,0.391304347826087,0.7777777777777778,0.05217391304347826,0.3333333333333333,0.3333333333333333,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.8,0.5625,0.6666666666666666,,,,0.0625,,,0.32,0.5,,,0.2,0.2,0.5739130434782609,0.3333333333333333,0.525963043478261,0.5424772727272728,0.517888,0.06611570247933884,0.0707070707070707,0.045454545454545456,0.09090909090909091,0.19696969696969696,7.446808510638298,24.609523809523807,0.23076923076923078,3.0,,2.0,1.0,0.3333333333333333,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-201950-2767,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Royal Ivey","Hawes, Young, Young, Holiday, Ivey",201150-201152-201156-201950-2767,PHI,414.0,4,7.0,1.0,13.0,12.0,8.0,4.0,1.0,25.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,,,,,,,,1.0,,,,1.0,6.0,10.0,,1.0,1.0,13.0,12.0,1.0,2.0,,,,2.0,4.0,5.0,,1.0,1.0,9.0,8.0,4.0,,2.0,1.0,,1.0,,4.0,,4.0,,,2.0,1.0,1.0,8.0,,3.0,,2.0,4.0,,6.0,3.0,9.0,1.0,,,,1.0,,1.0,2.0,1.0,,,3.0,,2.0,1.0,3.0,,,4.0,,,,,3.0,1.0,,2.0,,,,,,,,,,11.0,9.0,8.0,1.0,,0.6666666666666666,0.8,,,,,,0.6,0.5,0.8,0.5454545454545454,0.5,0.6666666666666666,0.5416666666666666,0.5,0.6428571428571429,0.09090909090909091,,0.1,0.25,,,,0.3333333333333333,,,0.6666666666666666,0.75,1.0,,0.75,0.6,1.0,1.0,0.5,,,0.5,0.5,1.0,1.0,,0.25,86.95652173913044,,16.076923076923077,17.083333333333332,15.384615384615385,16.916666666666668,0.36363636363636365,0.75,1.0,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,0.09090909090909091,,,,0.5,1.0,,,,,,,0.3333333333333333,1.0,,,0.16666666666666666,,0.45454545454545453,,0.4610590909090909,0.43985,0.46747500000000003,0.16666666666666666,0.18181818181818182,,0.15384615384615385,0.6923076923076923,8.209999999999999,26.4,0.6153846153846154,,,1.0,,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-201950-2863,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Damien Wilkins","Hawes, Young, Young, Holiday, Wilkins",201150-201152-201156-201950-2863,PHI,409.0,5,7.0,-2.0,14.0,14.0,3.0,5.0,1.0,28.0,3.0,4.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,3.0,,,,1.0,6.0,7.0,1.0,4.0,2.0,17.0,19.0,,,1.0,1.0,,3.0,2.0,2.0,,1.0,,4.0,8.0,4.0,,,3.0,,,,4.0,,4.0,,,2.0,1.0,1.0,8.0,,1.0,,,4.0,1.0,5.0,1.0,6.0,,,,,2.0,,2.0,1.0,,,,3.0,,,2.0,7.0,,1.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,14.0,4.0,3.0,2.0,,0.6666666666666666,0.6666666666666666,,0.25,1.0,,0.25,0.8571428571428571,,1.0,0.6818181818181818,1.5,0.6666666666666666,0.7083333333333334,1.5,0.6666666666666666,0.36363636363636365,,,,,,,0.6666666666666666,1.0,,0.8,1.0,,,0.8,0.25,1.0,,,,,0.5,,1.0,,,,98.58190709046455,,13.785714285714286,15.428571428571429,12.857142857142858,14.785714285714286,0.36363636363636365,0.75,0.75,0.6666666666666666,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,1.0,1.0,0.5,0.09090909090909091,1.0,1.0,,0.2727272727272727,,,,,,1.0,1.0,,,,,0.6666666666666666,1.0,,,0.3333333333333333,,0.7272727272727273,,0.5103454545454545,0.5625,0.6497,0.08333333333333333,0.125,,0.17647058823529413,0.23529411764705882,8.085714285714285,25.875,0.21428571428571427,3.0,,,,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-202323-202951,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Evan Turner, Jeremy Pargo","Hawes, Young, Young, Turner, Pargo",201150-201152-201156-202323-202951,PHI,18.0,1,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,6.0,,6.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3623,,,,,,,,4.3,,,,,,,,1.0,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-202323-203146,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Evan Turner, Maalik Wayns","Hawes, Young, Young, Turner, Wayns",201150-201152-201156-202323-203146,PHI,215.0,2,4.0,-2.0,6.0,7.0,6.0,2.0,,13.0,3.0,3.0,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,3.0,4.0,,,3.0,9.0,11.0,,,,,,,3.0,4.0,,,3.0,9.0,2.0,4.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,,,2.0,,,,,4.0,,,1.0,,1.0,,,,,,,,9.0,9.0,6.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.75,,0.75,0.75,,0.75,0.75,,0.75,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,87.06976744186046,,14.333333333333334,18.428571428571427,14.333333333333334,18.428571428571427,0.75,1.0,1.0,0.3333333333333333,,,,,0.25,,,,,,,,,,,,,,,,,,,,0.75,1.0,,,,,0.75,,0.581575,,0.581575,0.2,0.2,,,1.0,5.475,,1.0,,,,,,,,,,,,,,,,1610612755,2013,2012-13,True
201150-201152-201156-202323-2202,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Evan Turner, Jason Richardson","Hawes, Young, Young, Turner, Richardson",201150-201152-201156-202323-2202,PHI,657.0,5,11.0,-1.0,21.0,21.0,5.0,,3.0,42.0,,1.0,,,,1.0,4.0,8.0,,1.0,,2.0,,,,,2.0,5.0,,1.0,,1.0,4.0,10.0,2.0,7.0,9.0,23.0,24.0,1.0,1.0,,1.0,1.0,3.0,1.0,3.0,,1.0,5.0,7.0,6.0,2.0,6.0,2.0,5.0,2.0,,,3.0,2.0,5.0,2.0,,,3.0,,12.0,1.0,2.0,,1.0,6.0,1.0,8.0,3.0,11.0,,2.0,2.0,,1.0,,1.0,2.0,,,1.0,3.0,,1.0,3.0,5.0,1.0,,7.0,,,,,11.0,1.0,,5.0,,1.0,,,,,,,,20.0,7.0,5.0,,1.0,0.75,1.0,1.0,0.2857142857142857,,,0.2857142857142857,0.4,1.0,0.3333333333333333,0.4117647058823529,0.5,0.25,0.5227272727272727,0.5,0.5833333333333334,0.4117647058823529,,,,,,,0.3333333333333333,1.0,,0.6666666666666666,0.3333333333333333,0.5,0.25,0.6363636363636364,0.3,1.0,,1.0,,0.5,0.5,1.0,0.5,0.5,,,92.05479452054796,,16.142857142857142,15.142857142857142,15.428571428571429,13.714285714285714,0.058823529411764705,,,,0.47058823529411764,0.5,0.5,0.75,0.058823529411764705,,,,0.11764705882352941,,,,0.29411764705882354,0.4,0.4,1.0,,,,,,0.5,,,0.25,,,,0.25,,0.47058823529411764,0.4,0.4623058823529412,0.4899,0.380725,0.23809523809523808,0.35714285714285715,,0.13043478260869565,0.30434782608695654,8.33,24.985714285714288,0.23809523809523808,,,,,,,,,,,,,,,,1610612755,2013,2012-13,True
