EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyShotQualityAvg,PenaltyPointsPct,FTDefRebounds,DefFTReboundPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG3A,NonShootingPenaltyNonTakeFouls,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,Offensive Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Technical Free Throw Trips,OffCorner3ReboundPct,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,HeaveAttempts,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101139-200789-200809-201578-203158,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Marreese Speights, Kevin Jones","Miles, Gibson, Quinn, Speights, Jones",101139-200789-200809-201578-203158,CLE,316.0,2,5.0,1.0,11.0,10.0,1.0,1.0,21.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,6.0,2.0,8.0,7.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,6.0,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.25,0.25,1.0,0.5,1.0,1.0,0.25,1.0,1.0,1.0,1.0,95.69620253164557,16.636363636363637,13.3,16.636363636363637,13.3,0.5,0.75,0.75,0.25,0.5,0.5,1.0,0.125,0.125,1.0,1.0,0.75,0.50941875,0.5348,0.25,8.783333333333333,24.75,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-200809-201578-2575,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Marreese Speights, Luke Walton","Miles, Gibson, Quinn, Speights, Walton",101139-200789-200809-201578-2575,CLE,1559.0,3,26.0,-6.0,49.0,49.0,2.0,5.0,98.0,8.0,15.0,1.0,2.0,3.0,8.0,2.0,11.0,14.0,29.0,13.0,44.0,50.0,1.0,3.0,5.0,16.0,12.0,,11.0,8.0,10.0,1.0,22.0,5.0,4.0,12.0,16.0,7.0,23.0,8.0,6.0,3.0,,6.0,2.0,9.0,2.0,14.0,1.0,39.0,2.0,0.5714285714285714,0.5714285714285714,0.4827586206896552,0.3333333333333333,0.44047619047619047,0.5,0.4583333333333333,0.5,0.30952380952380953,0.3333333333333333,0.8571428571428571,0.3333333333333333,1.0,0.8888888888888888,0.28,0.5714285714285714,0.8333333333333334,1.0,1.0,90.51956382296343,15.959183673469388,15.857142857142858,14.46938775510204,15.775510204081632,0.35714285714285715,0.5333333333333333,0.6666666666666666,0.19047619047619047,0.375,0.375,0.3333333333333333,0.047619047619047616,0.2619047619047619,0.4,0.5,0.6666666666666666,0.501297619047619,0.45516666666666666,0.11363636363636363,7.944827586206896,25.46923076923077,0.04081632653061224,3.0,6.0,1.0,2.0,1.0,2.0,3.0,7.0,1.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,12.0,6.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.23076923076923078,0.5,0.23076923076923078,0.10344827586206896,0.2,0.2,0.2,0.2222222222222222,0.6666666666666666,1.0,0.045454545454545456,1.0,0.625,0.14285714285714285,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,0.18181818181818182,0.18181818181818182,0.5,1.0,0.4,0.5,1.0,0.18181818181818182,0.125,0.17142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-200809-202684-203092,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Tristan Thompson, Tyler Zeller","Miles, Gibson, Quinn, Thompson, Zeller",101139-200789-200809-202684-203092,CLE,63.0,1,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,1.0,1.0,,2.0,,,,,2.0,,,,1.0,1.0,,2.0,,,2.0,2.0,,2.0,,,,,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,,91.42857142857143,15.5,16.0,15.5,16.0,,,,,,,,,,,,,0.4039,,,5.1,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.4039,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201956-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Omri Casspi, Luke Walton","Miles, Gibson, Speights, Casspi, Walton",101139-200789-201578-201956-2575,CLE,172.0,1,3.0,7.0,5.0,5.0,,,10.0,2.0,2.0,,,,,,,3.0,4.0,,7.0,,,,,2.0,4.0,,,1.0,1.0,,2.0,,1.0,2.0,3.0,,3.0,,,,,,,,,1.0,,7.0,,0.3333333333333333,0.3333333333333333,0.75,,0.75,,0.7,,,,1.0,,0.5,0.75,,,,0.5,,83.72093023255813,13.6,20.8,13.6,17.8,0.5,1.0,1.0,,,,,,,,,0.5,0.54795,,,4.375,,,1.0,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-202087,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Alonzo Gee","Miles, Gibson, Speights, Ellington, Gee",101139-200789-201578-201961-202087,CLE,114.0,1,2.0,2.0,3.0,3.0,,,6.0,,,,,,1.0,,1.0,1.0,2.0,1.0,5.0,3.0,,,,,2.0,,1.0,,1.0,,3.0,,,1.0,2.0,,2.0,,,,,,,,,1.0,,5.0,,,,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,,0.5,,,0.5,,,,,,75.78947368421053,21.333333333333332,16.666666666666668,21.333333333333332,12.333333333333334,,,,0.3333333333333333,,,,,0.3333333333333333,,,0.3333333333333333,0.42133333333333334,,,12.7,23.9,,1.0,1.0,,1.0,,,1.0,,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,0.5,,,1.0,,0.3333333333333333,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-202684,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Tristan Thompson","Miles, Gibson, Speights, Ellington, Thompson",101139-200789-201578-201961-202684,CLE,131.0,1,2.0,7.0,4.0,4.0,,,8.0,1.0,1.0,,,2.0,2.0,1.0,,3.0,3.0,1.0,9.0,2.0,,,,2.0,4.0,,,1.0,2.0,,5.0,,1.0,1.0,3.0,,3.0,,,,,,,,,,,9.0,,0.3333333333333333,0.3333333333333333,1.0,,1.125,,1.125,,0.25,,1.0,,1.0,1.0,,,1.0,,1.0,87.93893129770993,12.75,20.0,12.75,20.0,0.25,1.0,1.0,0.5,1.0,1.0,,0.25,,,,0.5,0.5476625,,,11.566666666666668,23.4,,,,1.0,,,,1.0,,,,3.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-203158,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Kevin Jones","Miles, Gibson, Speights, Ellington, Jones",101139-200789-201578-201961-203158,CLE,131.0,1,2.0,-3.0,6.0,5.0,6.0,,11.0,1.0,1.0,,,,2.0,,2.0,1.0,3.0,2.0,2.0,5.0,,,,,2.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,6.0,,,0.3333333333333333,,0.2,,0.2,,0.4,,,,,,,,,,,120.91603053435115,13.833333333333334,9.6,13.833333333333334,9.2,0.2,1.0,1.0,0.4,,,,,0.4,,,0.6,0.48427,,,12.366666666666667,28.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,2.0,0.3333333333333333,0.2,0.2,0.48427,1.0,,,5.0,1.0,1.0,2.0,2.0,1.0,0.2,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Luke Walton","Miles, Gibson, Speights, Ellington, Walton",101139-200789-201578-201961-2575,CLE,867.0,3,14.0,7.0,30.0,28.0,6.0,3.0,58.0,5.0,6.0,,,2.0,8.0,3.0,5.0,7.0,15.0,8.0,29.0,22.0,,,3.0,8.0,6.0,,5.0,4.0,7.0,1.0,17.0,3.0,4.0,9.0,13.0,3.0,16.0,2.0,2.0,5.0,1.0,2.0,3.0,7.0,2.0,6.0,,26.0,6.0,0.5714285714285714,0.5714285714285714,0.4666666666666667,,0.5,0.5,0.5576923076923077,0.5,0.34782608695652173,0.7142857142857143,1.0,0.375,1.0,1.0,0.23076923076923078,1.0,1.0,1.0,,96.33217993079585,13.266666666666667,16.75,12.1,16.75,0.2608695652173913,0.8333333333333334,1.0,0.34782608695652173,0.25,0.25,0.5,0.13043478260869565,0.21739130434782608,,,0.6086956521739131,0.5076847826086957,0.52605,0.10344827586206896,11.293333333333333,24.6,0.2,,1.0,2.0,1.0,,2.0,3.0,6.0,1.0,3.0,9.0,,1.0,2.0,3.0,1.0,2.0,3.0,,,,,2.0,1.0,,4.0,,7.0,,,,2.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,0.375,0.3333333333333333,0.375,0.13333333333333333,0.16666666666666666,,0.3333333333333333,,1.0,1.0,,1.0,0.6,0.043478260869565216,,,,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,1.0,,0.6666666666666666,,,0.2,0.08,0.11764705882352941,,1.0,5.0,5.0,,0.5,0.625,0.4958666666666667,0.1724137931034483,,,3.0,,,2.0,2.0,,,,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-202681-202684,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Kyrie Irving, Tristan Thompson","Miles, Gibson, Speights, Irving, Thompson",101139-200789-201578-202681-202684,CLE,99.0,1,2.0,-5.0,4.0,3.0,,,7.0,,,,,,,1.0,1.0,,,2.0,,5.0,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,101.81818181818183,12.5,16.333333333333332,12.5,16.333333333333332,,,,,,,,0.5,0.5,,,1.0,0.55665,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-202681-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Kyrie Irving, Luke Walton","Miles, Gibson, Speights, Irving, Walton",101139-200789-201578-202681-2575,CLE,163.0,2,3.0,8.0,5.0,6.0,1.0,,11.0,2.0,2.0,,,1.0,2.0,,,3.0,4.0,,8.0,,,,,4.0,2.0,,,2.0,2.0,1.0,4.0,,1.0,2.0,3.0,,3.0,1.0,,,,,,,,2.0,,8.0,1.0,0.6666666666666666,0.6666666666666666,0.75,,0.75,,0.6666666666666666,,,,1.0,,0.5,0.75,,,1.0,0.5,,97.17791411042944,14.6,15.0,14.6,14.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,,,,,0.5,0.55705,,,8.375,,0.2,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7015,0.25,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
