EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Travels,PtsUnassisted3s,ShootingFouls,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,OffTwoPtRebounds,Loose Ball Fouls Drawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,FTDefRebounds,LostBallSteals,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,Corner3Assists,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyFtPoints,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,Charge Fouls Drawn,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,HeaveAttempts,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
101128-201166-202341-202962-203080,1610612745,"Francisco Garcia, Aaron Brooks, James Anderson, Greg Smith, Thomas Robinson","Garcia, Brooks, Anderson, Smith, Robinson",101128-201166-202341-202962-203080,HOU,421.0,1,7.0,11.0,17.0,16.0,4.0,2.0,33.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,2.0,6.0,3.0,21.0,10.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,8.0,4.0,6.0,2.0,4.0,2.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,2.0,1.0,7.0,8.0,2.0,10.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,17.0,5.0,4.0,0.6666666666666666,0.8,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.75,1.0,1.25,0.8076923076923077,1.0,1.25,0.5,0.6,0.6363636363636364,1.0,0.5,0.6666666666666666,0.5,0.5,0.5,0.75,0.5,0.6666666666666666,1.0,112.87410926365796,0.6666666666666666,12.529411764705882,13.0,12.411764705882353,12.5625,0.4166666666666667,1.0,1.0,0.6,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.9166666666666666,0.5,0.6138458333333333,0.7121,0.15384615384615385,0.2857142857142857,0.19047619047619047,0.23809523809523808,4.3,25.433333333333334,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201166-202341-203080-203093,1610612745,"Francisco Garcia, Aaron Brooks, James Anderson, Thomas Robinson, Terrence Jones","Garcia, Brooks, Anderson, Robinson, Jones",101128-201166-202341-203080-203093,HOU,63.0,1,1.0,,2.0,3.0,2.0,,5.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,114.28571428571428,,16.0,10.333333333333334,16.0,10.333333333333334,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,0.4557,0.4557,,,,,,25.5,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-201976-202391,1610612745,"Francisco Garcia, Omer Asik, James Harden, Patrick Beverley, Jeremy Lin","Garcia, Asik, Harden, Beverley, Lin",101128-201600-201935-201976-202391,HOU,9.0,1,,3.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,3.0,,,,,,,,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.2808,0.2808,,,,1.0,,25.1,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-201976-202700,1610612745,"Francisco Garcia, Omer Asik, James Harden, Patrick Beverley, Donatas Motiejunas","Garcia, Asik, Harden, Beverley, Motiejunas",101128-201600-201935-201976-202700,HOU,226.0,1,4.0,4.0,8.0,8.0,,,16.0,2.0,2.0,,,,,,,,1.0,3.0,,,2.0,2.0,1.0,3.0,2.0,9.0,5.0,,,,,,,,,,2.0,2.0,3.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,4.0,5.0,,5.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,9.0,,,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,1.0,,,0.7,,,0.75,,,0.6,,0.8,0.5,,0.7142857142857143,,,,1.0,,1.0,0.5,101.94690265486726,,9.5,18.75,9.5,18.0,0.4,1.0,1.0,0.5,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,0.3333333333333333,0.64165,,0.16666666666666666,0.3333333333333333,,,0.7,25.46666666666667,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-201976-202718,1610612745,"Francisco Garcia, Omer Asik, James Harden, Patrick Beverley, Chandler Parsons","Garcia, Asik, Harden, Beverley, Parsons",101128-201600-201935-201976-202718,HOU,128.0,1,2.0,-1.0,4.0,5.0,,1.0,9.0,,2.0,,1.0,,,,,1.0,1.0,1.0,,,,2.0,1.0,2.0,2.0,5.0,6.0,,1.0,,3.0,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,3.0,2.0,5.0,,,,1.0,,1.0,,1.0,,1.0,,,2.0,2.0,,1.0,,,,,2.0,,,,,1.0,0.5,,0.5,,,,0.375,0.75,,0.5,0.75,,0.5,,1.0,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,,,1.0,101.25,,16.0,12.8,10.75,12.8,0.5,,,,,,,,0.25,0.25,1.0,1.0,1.0,0.5,,,,,,1.0,1.0,0.593275,,0.2,0.3333333333333333,0.6,,1.65,25.75,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-201976-202962,1610612745,"Francisco Garcia, Omer Asik, James Harden, Patrick Beverley, Greg Smith","Garcia, Asik, Harden, Beverley, Smith",101128-201600-201935-201976-202962,HOU,140.0,2,2.0,4.0,5.0,4.0,,,9.0,1.0,2.0,,,,,,1.0,,,,,,1.0,3.0,,,4.0,6.0,2.0,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,,3.0,3.0,,3.0,,,,,,,,,,,,,2.0,4.0,,2.0,1.0,1.0,1.0,,6.0,,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.6,,,,,0.6,,,0.6,,,,,0.6666666666666666,1.0,,92.57142857142857,,10.4,22.0,10.4,18.25,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,0.6666666666666666,,0.5833666666666667,,0.4,0.4,,,7.833333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-201976-203093,1610612745,"Francisco Garcia, Omer Asik, James Harden, Patrick Beverley, Terrence Jones","Garcia, Asik, Harden, Beverley, Jones",101128-201600-201935-201976-203093,HOU,383.0,2,6.0,-2.0,12.0,13.0,3.0,3.0,25.0,4.0,7.0,1.0,1.0,,,,,1.0,,3.0,,1.0,5.0,9.0,,4.0,,10.0,12.0,1.0,2.0,,2.0,,1.0,,2.0,,6.0,4.0,,,3.0,,3.0,,3.0,,3.0,,6.0,2.0,,2.0,4.0,3.0,7.0,3.0,2.0,2.0,,,,2.0,2.0,1.0,4.0,,,4.0,,,,2.0,2.0,2.0,1.0,8.0,,3.0,0.6,0.6,,,,,0.5555555555555556,0.5,,0.38461538461538464,0.5,,0.38461538461538464,0.5,,0.3076923076923077,1.0,0.6666666666666666,,0.5,0.6666666666666666,0.42857142857142855,0.3333333333333333,1.0,0.5,,1.0,,93.99477806788511,0.5,19.0,11.923076923076923,16.25,11.923076923076923,0.5384615384615384,0.5714285714285714,0.6666666666666666,0.75,,,,,0.07692307692307693,0.23076923076923078,,,,0.5,1.0,,,0.3333333333333333,,0.8461538461538461,,0.5769307692307692,0.40606666666666663,,,0.2,,2.466666666666667,24.525,0.25,3.0,,,2.0,,,,,1.0,1.0,1.0,,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.15384615384615385,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-201976-2568,1610612745,"Francisco Garcia, Omer Asik, James Harden, Patrick Beverley, Carlos Delfino","Garcia, Asik, Harden, Beverley, Delfino",101128-201600-201935-201976-2568,HOU,202.0,1,3.0,1.0,6.0,6.0,,1.0,12.0,1.0,2.0,,,,,,2.0,3.0,,,,,1.0,4.0,1.0,3.0,,5.0,4.0,,,,,,,,,,2.0,,3.0,,,,1.0,1.0,2.0,,1.0,,5.0,,,,1.0,2.0,3.0,3.0,2.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,5.0,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,,0.35714285714285715,,,0.35714285714285715,,,0.42857142857142855,,,,,,0.4,,,,,,,85.54455445544555,,19.0,14.666666666666666,17.166666666666668,14.666666666666666,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,,,,0.42857142857142855,,,,,,,,,,,0.7142857142857143,,0.6093000000000001,,,,,,8.875,23.566666666666666,,,,,1.0,,,,1.0,,2.0,,,,,0.6666666666666666,,,,,,0.6483,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-202391-202700,1610612745,"Francisco Garcia, Omer Asik, James Harden, Jeremy Lin, Donatas Motiejunas","Garcia, Asik, Harden, Lin, Motiejunas",101128-201600-201935-202391-202700,HOU,301.0,3,5.0,-3.0,11.0,11.0,3.0,1.0,22.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,6.0,,3.0,4.0,4.0,,6.0,2.0,10.0,13.0,1.0,1.0,,2.0,1.0,1.0,,3.0,2.0,4.0,4.0,,,6.0,,2.0,,2.0,,2.0,,4.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,,1.0,,,,1.0,1.0,,3.0,1.0,,1.0,2.0,,1.0,,,,,8.0,2.0,3.0,0.5,0.5,,,,,1.0,1.0,1.0,0.4,1.0,0.25,0.45454545454545453,1.0,0.25,0.6,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,,1.0,,,1.0,105.24916943521595,,12.545454545454545,14.818181818181818,10.727272727272727,14.818181818181818,0.3,1.0,1.0,0.6666666666666666,,,,,,0.6,,,,1.0,1.0,0.25,1.0,0.75,,0.9,,0.55781,0.5212125,0.09090909090909091,0.2,0.2,0.2,3.05,25.150000000000002,0.2727272727272727,6.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
101128-201600-201935-202391-202718,1610612745,"Francisco Garcia, Omer Asik, James Harden, Jeremy Lin, Chandler Parsons","Garcia, Asik, Harden, Lin, Parsons",101128-201600-201935-202391-202718,HOU,348.0,2,6.0,,13.0,11.0,3.0,1.0,24.0,3.0,7.0,,,,,,,1.0,,,,,3.0,7.0,1.0,1.0,3.0,12.0,12.0,,,2.0,2.0,,,,,,4.0,2.0,3.0,,,,2.0,1.0,3.0,,2.0,,7.0,,1.0,4.0,6.0,1.0,7.0,,,1.0,1.0,,2.0,1.0,3.0,2.0,3.0,1.0,,2.0,4.0,,2.0,,,,,10.0,,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,0.42857142857142855,,,0.5625,,,0.6,1.0,,0.125,0.3333333333333333,1.0,1.0,,1.0,0.25,,,1.0,,1.0,,99.3103448275862,,13.538461538461538,15.636363636363637,12.923076923076923,15.636363636363637,0.875,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,0.125,,,,,,,,,,,1.0,,0.54215625,,0.2,0.2222222222222222,0.16666666666666666,,2.3857142857142857,22.9,0.23076923076923078,7.0,,,,,,,,,1.0,,,,,0.25,0.25,1.0,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2013,2012-13,False
