EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,FG2A,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Assisted3sPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,Fg2aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Steals,BadPassSteals,LostBallSteals,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,PtsPutbacks,OffArc3ReboundPct,PenaltyArc3FGA,PenaltyFG3A,2pt And 1 Free Throw Trips,PenaltyArc3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,FTOffRebounds,Travels,Charge Fouls,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,BlockingFouls,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,HeaveAttempts,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,team_id,year,season,team_vs
101126-1888-201149-202710-2430,1610612741,"Nate Robinson, Richard Hamilton, Joakim Noah, Jimmy Butler, Carlos Boozer","Robinson, Hamilton, Noah, Butler, Boozer",101126-1888-201149-202710-2430,CHI,1390.0,7,23.0,41.0,43.0,84.0,13.0,28.0,87.02158273381295,16.658536585365855,16.441860465116278,15.853658536585366,15.44186046511628,0.40625,0.474275,10.278571428571428,11.0,3.0,7.0,10.0,1.0,2.0,5.0,1.0,2.0,3.0,16.0,2.0,4.0,47.0,36.0,1.0,2.0,4.0,20.0,12.0,,3.0,2.0,10.0,12.0,4.0,26.0,,3.0,23.0,3.0,1.0,7.0,7.0,43.0,0.625,0.625,0.5,0.5,0.5714285714285714,0.5,0.59375,0.5,0.618421052631579,0.6666666666666666,0.125,0.42857142857142855,,0.21428571428571427,,0.3125,0.7,0.7,0.5714285714285714,0.15625,0.03125,0.09375,0.6666666666666666,0.6666666666666666,1.0,0.5,0.4375,0.6666666666666666,0.4707,0.0851063829787234,24.9,19.0,18.0,4.0,4.0,9.0,8.0,12.0,4.0,26.0,12.0,3.0,20.0,12.0,,26.0,19.0,0.6666666666666666,0.7333333333333333,0.7647058823529411,1.0,0.6666666666666666,0.7391304347826086,0.5,0.26666666666666666,1.0,0.49743,0.5531914893617021,0.4634146341463415,2.0,7.0,,,6.0,2.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,2.0,,13.0,2.0,,1.0,0.25,1.0,0.16666666666666666,0.7142857142857143,0.7142857142857143,1.0,1.0,0.4,0.5,1.0,0.5384615384615384,0.5833333333333334,0.5714285714285714,1.0,,2.0,,2.0,,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.07142857142857142,,0.07692307692307693,0.3333333333333333,0.3333333333333333,,0.6666666666666666,2.0,2.0,,,4.0,,0.1111111111111111,0.125,,2.0,,,3.0,3.0,,0.2,,,,2.0,2.0,,,1.0,,,,1.0,0.6666666666666666,0.2,,,,,,,,0.6666666666666666,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201149-202710-2736,1610612741,"Nate Robinson, Richard Hamilton, Joakim Noah, Jimmy Butler, Luol Deng","Robinson, Hamilton, Noah, Butler, Deng",101126-1888-201149-202710-2736,CHI,156.0,2,3.0,6.0,5.0,11.0,2.0,5.0,101.53846153846153,16.166666666666668,11.8,15.166666666666666,11.2,0.3333333333333333,0.4777416666666667,11.76,,1.0,1.0,2.0,,1.0,1.0,1.0,,,2.0,,1.0,4.0,4.0,,1.0,,4.0,,,,,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,,,0.4,,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,,,,1.0,,0.5,,,,23.2,5.0,5.0,1.0,2.0,,2.0,4.0,,4.0,,1.0,1.0,,,4.0,5.0,0.5,0.4,0.4,1.0,,,,0.4,0.5,0.50631,1.0,0.8333333333333334,,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,,,1.0,,,,1.0,,,,,,1.0,,0.2,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201149-2430-2736,1610612741,"Nate Robinson, Richard Hamilton, Joakim Noah, Carlos Boozer, Luol Deng","Robinson, Hamilton, Noah, Boozer, Deng",101126-1888-201149-2430-2736,CHI,13127.0,19,219.0,411.0,405.0,816.0,133.0,346.0,89.51321703359488,16.48175182481752,15.686419753086419,15.773722627737227,14.728395061728396,0.34190231362467866,0.49618971722365035,9.517919075144508,-47.0,58.0,76.0,136.0,24.0,40.0,77.0,13.0,10.0,30.0,144.0,15.0,43.0,384.0,431.0,27.0,56.0,61.0,194.0,94.0,,30.0,10.0,97.0,112.0,48.0,239.0,6.0,67.0,213.0,37.0,7.0,66.0,75.0,323.0,0.6736111111111112,0.776,0.3488372093023256,0.3488372093023256,0.4161849710982659,0.48214285714285715,0.42802056555269924,0.46551724137931033,0.4602409638554217,0.48412698412698413,0.11053984575835475,0.5606060606060606,0.2222222222222222,0.28634361233480177,0.25,0.3496143958868895,0.5588235294117647,0.6551724137931034,0.631578947368421,0.19794344473007713,0.033419023136246784,0.07712082262210797,0.3333333333333333,0.3333333333333333,0.6896551724137931,0.6,0.4601542416452442,0.3333333333333333,0.5515528301886792,0.15885416666666666,24.644186046511628,43.0,25.0,4.0,7.0,51.0,13.0,32.0,10.0,39.0,97.0,8.0,146.0,65.0,2.0,39.0,43.0,0.40625,0.4264705882352941,0.4875,0.8888888888888888,0.6689655172413793,0.6831683168316832,0.6153846153846154,0.20588235294117646,0.5714285714285714,0.4416985294117647,0.1015625,0.10462287104622871,20.0,48.0,1.0,2.0,45.0,15.0,10.0,11.0,38.0,59.0,41.0,11.0,30.0,29.0,31.0,7.0,72.0,3.0,2.0,1.0,0.295,0.7192982456140351,0.21428571428571427,0.5384615384615384,0.7761194029850746,0.6756756756756757,0.8,0.2597402597402597,0.28169014084507044,0.55,0.3609022556390977,0.36923076923076925,0.7916666666666666,1.0,0.017241379310344827,29.0,7.0,4.0,6.0,7.0,4.0,15.0,9.0,15.0,11.0,2.0,3.0,0.0838150289017341,0.14705882352941177,0.022556390977443608,0.45,0.25,0.035175879396984924,0.7333333333333333,36.0,28.0,8.0,,33.0,,0.08029197080291971,0.08967391304347826,,7.0,38.0,0.21052631578947367,1.0,2.0,11.0,0.029411764705882353,5.0,1.0,1.0,,1.0,5.0,2.0,,1.0,4.0,2.0,4.0,0.5,0.07792207792207792,0.3333333333333333,0.38461538461538464,0.38461538461538464,1.0,0.16666666666666666,0.029411764705882353,1.0,,1.0,,,1.0,2.0,4.0,,,,,0.017241379310344827,,,1.0,,5.0,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201149-2550-2736,1610612741,"Nate Robinson, Richard Hamilton, Joakim Noah, Kirk Hinrich, Luol Deng","Robinson, Hamilton, Noah, Hinrich, Deng",101126-1888-201149-2550-2736,CHI,7.0,3,,2.0,,2.0,,,411.42857142857144,3.5,,3.5,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,5.0,5.0,,,,8.0,,1.0,-1.0,,,0.625,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201158-201959-2209,1610612741,"Nate Robinson, Richard Hamilton, Marco Belinelli, Taj Gibson, Vladimir Radmanovic","Robinson, Hamilton, Belinelli, Gibson, Radmanovic",101126-1888-201158-201959-2209,CHI,62.0,1,1.0,1.0,2.0,3.0,,1.0,69.6774193548387,12.0,25.0,12.0,17.0,,0.4838,2.6,,,1.0,1.0,,,,,,,1.0,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201158-201959-2430,1610612741,"Nate Robinson, Richard Hamilton, Marco Belinelli, Taj Gibson, Carlos Boozer","Robinson, Hamilton, Belinelli, Gibson, Boozer",101126-1888-201158-201959-2430,CHI,213.0,2,4.0,8.0,7.0,15.0,2.0,6.0,101.40845070422536,15.5,12.714285714285714,15.5,12.714285714285714,0.2857142857142857,0.4364857142857143,9.616666666666667,-5.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,4.0,9.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,,,,,0.16666666666666666,1.0,0.14285714285714285,1.0,0.25,1.0,0.14285714285714285,1.0,,0.16666666666666666,,0.14285714285714285,1.0,1.0,,0.42857142857142855,,0.14285714285714285,,,1.0,1.0,0.2857142857142857,,0.5032,0.5,28.1,,,,,2.0,,,,,1.0,,3.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,,1.0,,,,0.2,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,0.125,0.14285714285714285,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201158-201959-2736,1610612741,"Nate Robinson, Richard Hamilton, Marco Belinelli, Taj Gibson, Luol Deng","Robinson, Hamilton, Belinelli, Gibson, Deng",101126-1888-201158-201959-2736,CHI,56.0,1,1.0,2.0,1.0,3.0,1.0,2.0,77.14285714285714,8.5,39.0,8.5,39.0,0.5,0.6154,11.2,4.0,,1.0,1.0,,,,,,,2.0,,,4.0,,,,,4.0,,,,,2.0,2.0,1.0,4.0,,,1.0,,,,1.0,4.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201158-202710-2550,1610612741,"Nate Robinson, Richard Hamilton, Marco Belinelli, Jimmy Butler, Kirk Hinrich","Robinson, Hamilton, Belinelli, Butler, Hinrich",101126-1888-201158-202710-2550,CHI,71.0,1,1.0,4.0,3.0,7.0,,,141.9718309859155,7.5,13.666666666666666,7.5,13.666666666666666,,0.63285,,,,,,,,,,,1.0,,,1.0,4.0,4.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,4.0,,,,,,,,,0.6666666666666666,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,25.0,4.0,3.0,,,4.0,,,4.0,4.0,1.0,,1.0,4.0,,4.0,4.0,,,0.6666666666666666,,1.0,1.0,,,,0.63285,1.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201158-202952-2430,1610612741,"Nate Robinson, Richard Hamilton, Marco Belinelli, Malcolm Thomas, Carlos Boozer","Robinson, Hamilton, Belinelli, Thomas, Boozer",101126-1888-201158-202952-2430,CHI,166.0,1,3.0,5.0,4.0,9.0,3.0,5.0,78.07228915662651,20.0,16.5,18.0,16.5,0.42857142857142855,0.43534285714285714,12.66,-2.0,3.0,,1.0,,,1.0,,,2.0,1.0,,2.0,2.0,4.0,1.0,2.0,2.0,,2.0,,2.0,,,,,,1.0,3.0,5.0,,,1.0,2.0,,,,,,0.2,0.5,0.14285714285714285,0.5,0.14285714285714285,0.5,0.2857142857142857,,0.5,0.5,,0.14285714285714285,,,,0.14285714285714285,,0.2857142857142857,,,,,0.42857142857142855,,0.4223,1.0,29.35,,,,,,,,,,2.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,0.5,,0.5,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,1.0,,,,,,,,,0.2,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201959-202710-2430,1610612741,"Nate Robinson, Richard Hamilton, Taj Gibson, Jimmy Butler, Carlos Boozer","Robinson, Hamilton, Gibson, Butler, Boozer",101126-1888-201959-202710-2430,CHI,345.0,2,6.0,13.0,13.0,26.0,2.0,7.0,108.52173913043478,13.23076923076923,13.307692307692308,12.538461538461538,13.307692307692308,0.2222222222222222,0.5286277777777778,8.214285714285714,4.0,2.0,3.0,3.0,,,2.0,,,2.0,3.0,,2.0,11.0,7.0,,1.0,2.0,6.0,,,2.0,,3.0,3.0,3.0,6.0,,2.0,8.0,1.0,1.0,4.0,3.0,9.0,1.0,1.0,,,0.42857142857142855,,0.3333333333333333,,0.4583333333333333,0.5,0.2222222222222222,0.25,,0.16666666666666666,,0.3333333333333333,1.0,1.0,1.0,0.2222222222222222,,0.2222222222222222,,,,,0.5555555555555556,,0.4223,0.18181818181818182,25.05,,6.0,,,5.0,,,,,6.0,,6.0,7.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,3.0,,1.0,4.0,,,,0.25,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,1.0,,4.0,,0.3333333333333333,0.4,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201959-202710-2736,1610612741,"Nate Robinson, Richard Hamilton, Taj Gibson, Jimmy Butler, Luol Deng","Robinson, Hamilton, Gibson, Butler, Deng",101126-1888-201959-202710-2736,CHI,1928.0,3,32.0,57.0,58.0,115.0,18.0,55.0,85.89211618257262,18.649122807017545,14.913793103448276,17.385964912280702,14.551724137931034,0.2727272727272727,0.5129628787878788,8.238181818181818,4.0,11.0,16.0,26.0,5.0,7.0,11.0,3.0,3.0,8.0,24.0,3.0,11.0,63.0,59.0,6.0,10.0,14.0,32.0,16.0,6.0,8.0,3.0,16.0,17.0,10.0,35.0,5.0,15.0,37.0,,,3.0,9.0,49.0,0.6666666666666666,0.7619047619047619,0.2727272727272727,0.2727272727272727,0.43636363636363634,0.6,0.4318181818181818,0.46153846153846156,0.4492753623188406,0.5,0.16666666666666666,,0.625,0.38461538461538464,0.6666666666666666,0.3939393939393939,0.6153846153846154,0.6956521739130435,0.625,0.16666666666666666,0.045454545454545456,0.12121212121212122,0.375,0.375,0.5384615384615384,0.7142857142857143,0.5606060606060606,0.375,0.6006222222222222,0.2222222222222222,24.981818181818184,,,,,6.0,,,,,15.0,2.0,22.0,8.0,1.0,,,,,,1.0,0.8823529411764706,0.8333333333333334,0.6666666666666666,,,,,,4.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,10.0,5.0,1.0,,3.0,6.0,1.0,8.0,1.0,,0.3333333333333333,0.3225806451612903,0.7142857142857143,0.2857142857142857,1.0,1.0,0.6,1.0,0.36363636363636365,0.5,0.75,0.2222222222222222,0.2222222222222222,0.75,0.3333333333333333,0.07692307692307693,6.0,2.0,,1.0,,,1.0,1.0,1.0,,,,0.10909090909090909,0.11538461538461539,,0.5,0.14285714285714285,0.06060606060606061,,5.0,4.0,1.0,,4.0,,0.057971014492753624,0.06896551724137931,,2.0,6.0,0.6,,,1.0,,,,,,,,,1.0,,,,,,0.2727272727272727,,,,,,,,,2.0,,,,,1.0,,,1.0,,0.15384615384615385,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-201959-2430-2736,1610612741,"Nate Robinson, Richard Hamilton, Taj Gibson, Carlos Boozer, Luol Deng","Robinson, Hamilton, Gibson, Boozer, Deng",101126-1888-201959-2430-2736,CHI,1397.0,7,23.0,42.0,45.0,87.0,14.0,30.0,89.67788117394416,17.80952380952381,14.422222222222222,16.571428571428573,14.355555555555556,0.3783783783783784,0.47674189189189187,10.676666666666668,-24.0,9.0,3.0,9.0,1.0,2.0,7.0,,1.0,7.0,11.0,1.0,7.0,33.0,57.0,1.0,3.0,8.0,14.0,8.0,,7.0,1.0,7.0,8.0,2.0,17.0,1.0,9.0,23.0,5.0,2.0,9.0,15.0,25.0,0.6363636363636364,0.7,0.14285714285714285,0.14285714285714285,0.36666666666666664,0.3333333333333333,0.33783783783783783,0.2,0.4024390243902439,0.5,0.1891891891891892,0.5555555555555556,0.16666666666666666,0.36,,0.24324324324324326,0.3333333333333333,0.375,0.6666666666666666,0.1891891891891892,,0.1891891891891892,0.14285714285714285,0.14285714285714285,0.4,0.5,0.43243243243243246,0.14285714285714285,0.5029600000000001,0.24242424242424243,26.885714285714283,10.0,17.0,1.0,2.0,8.0,2.0,6.0,4.0,8.0,8.0,2.0,14.0,8.0,,8.0,10.0,0.3333333333333333,0.2857142857142857,0.4444444444444444,1.0,0.8,0.8,0.6,0.2857142857142857,0.5,0.4799357142857143,0.24242424242424243,0.23809523809523808,3.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,8.0,4.0,1.0,3.0,4.0,5.0,2.0,6.0,2.0,,1.0,0.42105263157894735,0.8,0.4444444444444444,1.0,1.0,0.75,1.0,0.42857142857142855,0.42857142857142855,1.0,0.35714285714285715,0.38461538461538464,0.4,1.0,0.4,2.0,1.0,,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.5,0.25,0.043478260869565216,0.75,3.0,3.0,,,2.0,,0.05128205128205128,0.0625,,6.0,2.0,0.16666666666666666,1.0,1.0,,0.14285714285714285,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-202710-202952-2430,1610612741,"Nate Robinson, Richard Hamilton, Jimmy Butler, Malcolm Thomas, Carlos Boozer","Robinson, Hamilton, Butler, Thomas, Boozer",101126-1888-202710-202952-2430,CHI,617.0,1,10.0,17.0,17.0,34.0,3.0,13.0,79.3517017828201,18.0,18.294117647058822,16.470588235294116,16.88235294117647,0.1875,0.492425,6.084615384615384,-4.0,3.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,21.0,25.0,2.0,2.0,4.0,8.0,4.0,,2.0,1.0,4.0,6.0,4.0,14.0,,2.0,8.0,,,1.0,5.0,17.0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.46153846153846156,1.0,0.5625,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.1875,,,0.25,,0.5625,0.6666666666666666,0.75,0.6666666666666666,0.0625,0.0625,0.125,0.5,0.5,0.6666666666666666,1.0,0.75,0.5,0.53245,0.19047619047619047,24.133333333333336,4.0,5.0,,1.0,3.0,,2.0,1.0,1.0,4.0,,6.0,6.0,1.0,1.0,4.0,,,0.125,,0.6666666666666666,0.75,,0.5,,0.3612,0.047619047619047616,0.23529411764705882,,,1.0,1.0,6.0,2.0,1.0,,,2.0,2.0,1.0,,1.0,3.0,,5.0,,,1.0,0.2857142857142857,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,1.0,0.3333333333333333,1.0,,,,,1.0,,,,,1.0,1.0,0.07692307692307693,0.1111111111111111,,0.3333333333333333,,,,1.0,,1.0,,2.0,,0.11764705882352941,0.14285714285714285,,,2.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
101126-1888-202710-2430-2550,1610612741,"Nate Robinson, Richard Hamilton, Jimmy Butler, Carlos Boozer, Kirk Hinrich","Robinson, Hamilton, Butler, Boozer, Hinrich",101126-1888-202710-2430-2550,CHI,428.0,1,7.0,14.0,13.0,27.0,4.0,10.0,90.8411214953271,15.142857142857142,16.615384615384617,15.142857142857142,16.615384615384617,0.36363636363636365,0.49205000000000004,9.36,5.0,,4.0,6.0,,,,1.0,,,6.0,1.0,1.0,17.0,12.0,,,,8.0,4.0,,,,4.0,5.0,2.0,11.0,,,7.0,1.0,,2.0,2.0,17.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,,0.6818181818181818,,0.7083333333333334,,0.09090909090909091,0.5,,,,0.5454545454545454,0.6666666666666666,1.0,0.5,,0.09090909090909091,,,,,,0.6363636363636364,,,,22.8,,,,,2.0,,,,,5.0,,7.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,3.0,1.0,,,2.0,,2.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,0.5,0.5,1.0,,,2.0,,,,,,1.0,,1.0,1.0,,,0.2,0.3333333333333333,,,,,1.0,1.0,,1.0,,1.0,,0.08333333333333333,0.09090909090909091,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2013,2012-13,False
