EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,Minutes,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG3A,Technical Free Throw Trips,BlockedShortMidRange,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,NonHeaveArc3FGM,Arc3Assists,Offensive Fouls Drawn,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,OffThreePtRebounds,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,Travels,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,3SecondViolations,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101162-201162-201563-201609-2742,1610612756,"Marcin Gortat, Jared Dudley, Michael Beasley, Goran Dragic, Sebastian Telfair","Gortat, Dudley, Beasley, Dragic, Telfair",101162-201162-201563-201609-2742,PHX,217.0,2,1.0,8.0,7.0,4.0,,15.0,5.0,10.0,3.0,8.0,,1.0,1.0,4.0,6.0,2.0,10.0,8.0,4.0,2.0,0.8333333333333334,1.0,,99.53917050691244,13.25,15.857142857142858,13.25,15.857142857142858,0.8,0.5,4.0,1.0,0.25,0.5,,,,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,,1.0,2.0,1.0,5.0,1.0,,,,2.0,,2.0,,,1.0,,,,,1.0,1.0,1.0,1.0,0.8333333333333334,1.25,,,1.0,0.5,,,,,,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,0.50575,0.480225,23.2,,,,,,,,,2.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,,2.0,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,0.5,1.0,0.5,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,0.5,,,25.25,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,0.5,0.5,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201563-202693-203088,1610612756,"Marcin Gortat, Jared Dudley, Michael Beasley, Markieff Morris, Kendall Marshall","Gortat, Dudley, Beasley, Morris, Marshall",101162-201162-201563-202693-203088,PHX,95.0,1,,2.0,3.0,,,5.0,,2.0,,,,2.0,2.0,1.0,,,2.0,,,,1.0,,,75.78947368421053,23.0,16.333333333333332,23.0,16.333333333333332,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,2.0,,,,,,2.0,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,0.4117,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201563-202693-2742,1610612756,"Marcin Gortat, Jared Dudley, Michael Beasley, Markieff Morris, Sebastian Telfair","Gortat, Dudley, Beasley, Morris, Telfair",101162-201162-201563-202693-2742,PHX,175.0,2,,7.0,5.0,6.0,5.0,12.0,,6.0,,4.0,1.0,2.0,3.0,1.0,1.0,,6.0,4.0,6.0,,0.375,0.2857142857142857,1.0,98.74285714285715,14.285714285714286,15.0,13.714285714285714,15.0,0.6666666666666666,0.8571428571428571,3.0,1.0,0.125,0.16666666666666666,,,,,1.0,2.0,3.0,6.0,6.0,2.0,5.0,2.0,4.0,1.0,1.0,,2.0,,1.0,,,,,,,1.0,3.0,,,,,0.3333333333333333,0.3333333333333333,0.5,0.4,0.375,0.2857142857142857,,1.0,,1.0,,,,,,0.25,0.5,0.5,,,,0.25,0.42030625,0.41955000000000003,9.85,1.0,,2.0,4.0,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,0.25,,,0.3333333333333333,0.25,,,,1.0,,,0.5,0.5,0.5,0.5,0.125,,,,0.125,,0.14285714285714285,,0.14285714285714285,0.4227,,24.3,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201563-203197-2449,1610612756,"Marcin Gortat, Jared Dudley, Michael Beasley, Diante Garrett, Luis Scola","Gortat, Dudley, Beasley, Garrett, Scola",101162-201162-201563-203197-2449,PHX,53.0,2,2.0,2.0,2.0,,2.0,4.0,,2.0,,,,,1.0,1.0,,,2.0,,,,0.3333333333333333,,,108.67924528301887,19.0,7.5,16.0,7.5,,,1.0,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,0.5,,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,0.6666666666666666,0.39763333333333334,,10.8,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,,1.0,0.5,,,,,0.5,1.0,,,,,,,,,0.3333333333333333,,,,,0.4029,,26.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201563-2449-2742,1610612756,"Marcin Gortat, Jared Dudley, Michael Beasley, Luis Scola, Sebastian Telfair","Gortat, Dudley, Beasley, Scola, Telfair",101162-201162-201563-2449-2742,PHX,673.0,5,-2.0,23.0,23.0,7.0,10.0,46.0,1.0,26.0,,8.0,1.0,9.0,14.0,5.0,1.0,,23.0,8.0,7.0,,0.625,0.6666666666666666,1.0,98.42496285289748,16.73913043478261,12.521739130434783,15.782608695652174,12.434782608695652,0.3076923076923077,0.30434782608695654,11.0,,,,2.0,3.0,,1.0,3.0,5.0,8.0,15.0,28.0,4.0,6.0,10.0,6.0,5.0,8.0,1.0,19.0,2.0,6.0,3.0,1.0,5.0,2.0,8.0,1.0,2.0,7.0,,2.0,1.0,2.0,0.625,0.625,0.5333333333333333,0.6666666666666666,0.625,0.6666666666666666,0.375,1.0,0.6666666666666666,0.8888888888888888,1.0,,0.15,0.6666666666666666,0.6666666666666666,0.25,0.6,0.6,0.3333333333333333,0.16666666666666666,,0.4,0.4693275,0.4191833333333333,9.613333333333333,4.0,,3.0,7.0,1.0,2.0,,,3.0,,3.0,5.0,,1.0,3.0,,,9.0,,3.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,,,,,2.0,1.0,1.0,1.0,0.6,,0.6,,0.75,0.75,0.25,0.06666666666666667,,0.5,0.625,,0.5,1.0,1.0,,1.0,0.35,0.42857142857142855,0.5,0.6666666666666666,0.1,0.5,0.5,1.0,0.15,,,,,0.460275,0.11538461538461539,24.22,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,2.0,2.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,,0.6666666666666666,,2.0,,,3.0,,2.0,,,2.0,,,0.14285714285714285,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-202325-202693,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Wesley Johnson, Markieff Morris","Gortat, Dudley, Dragic, Johnson, Morris",101162-201162-201609-202325-202693,PHX,454.0,4,6.0,15.0,14.0,1.0,4.0,29.0,4.0,17.0,,,1.0,5.0,6.0,5.0,5.0,,15.0,,1.0,,0.6071428571428571,,1.0,91.98237885462555,12.533333333333333,19.0,12.533333333333333,17.714285714285715,,0.06666666666666667,8.0,3.0,0.21428571428571427,0.23076923076923078,5.0,8.0,,,,2.0,5.0,11.0,11.0,,,10.0,,5.0,6.0,,13.0,3.0,1.0,,,1.0,,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.45454545454545453,,0.5416666666666666,,,0.25,0.75,0.5,,0.6666666666666666,0.6666666666666666,0.625,0.8333333333333334,0.16666666666666666,,,,,,0.75,0.6062916666666667,,5.218181818181818,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,,3.0,,,2.0,1.0,1.0,5.0,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,0.08333333333333333,0.18181818181818182,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,0.5,,1.0,0.08333333333333333,,,,0.08333333333333333,1.0,1.0,1.0,,,,,,,0.11764705882352941,23.5,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-202325-2449,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Wesley Johnson, Luis Scola","Gortat, Dudley, Dragic, Johnson, Scola",101162-201162-201609-202325-2449,PHX,1361.0,5,-6.0,47.0,50.0,28.0,8.0,97.0,13.0,51.0,8.0,32.0,1.0,13.0,18.0,12.0,18.0,3.0,46.0,31.0,27.0,2.0,0.5666666666666667,0.5925925925925926,1.0,102.63041880969875,13.319148936170214,14.7,13.191489361702128,13.84,0.6274509803921569,0.5957446808510638,23.0,7.0,0.16666666666666666,0.21212121212121213,11.0,16.0,6.0,11.0,1.0,4.0,13.0,28.0,57.0,6.0,15.0,20.0,6.0,10.0,12.0,1.0,26.0,1.0,11.0,5.0,4.0,2.0,1.0,7.0,4.0,4.0,9.0,,1.0,1.0,1.0,0.7692307692307693,0.8333333333333334,0.4642857142857143,0.4,0.5135135135135135,0.5217391304347826,0.7142857142857143,0.6875,0.3333333333333333,0.631578947368421,0.8,,0.43243243243243246,0.6875,0.7333333333333333,0.10810810810810811,0.25,0.25,1.0,0.4782608695652174,0.5454545454545454,0.6756756756756757,0.5367375,0.5710204545454546,6.292857142857143,5.0,3.0,1.0,8.0,,1.0,,1.0,8.0,7.0,4.0,9.0,2.0,3.0,5.0,4.0,8.0,6.0,2.0,7.0,1.0,2.0,,9.0,,4.0,5.0,1.0,6.0,6.0,1.0,1.0,,1.0,0.5,0.4444444444444444,0.5,0.5,0.6666666666666666,0.6666666666666666,0.625,0.24324324324324326,0.03571428571428571,0.0625,0.26666666666666666,0.21052631578947367,0.2,0.2857142857142857,0.6666666666666666,0.625,0.05555555555555555,0.8181818181818182,0.21621621621621623,0.125,0.125,,0.02702702702702703,,,,0.21621621621621623,1.0,0.043478260869565216,,0.30434782608695654,0.5745666666666667,0.09803921568627451,27.233333333333334,2.0,,,,,0.3333333333333333,0.6666666666666666,0.5,,4.0,,,4.0,,1.0,4.0,2.0,,,0.5,0.5,0.5,,,,0.5714285714285714,0.5714285714285714,1.0,,,,1.0,1.0,,,2.0,1.0,,,,,,0.3333333333333333,1.0,,6.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-202325-2742,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Wesley Johnson, Sebastian Telfair","Gortat, Dudley, Dragic, Johnson, Telfair",101162-201162-201609-202325-2742,PHX,225.0,1,-5.0,8.0,8.0,8.0,3.0,16.0,,2.0,,2.0,1.0,4.0,4.0,,,,2.0,2.0,8.0,,0.2,0.2,1.0,102.4,16.5,11.625,16.5,11.0,1.0,1.0,4.0,,,,,2.0,,2.0,,1.0,1.0,4.0,7.0,1.0,4.0,2.0,,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,,3.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2,0.2,0.6666666666666666,1.0,0.5,0.6,,0.6666666666666666,0.4,,,0.2,,,,0.4,,0.6,0.47515999999999997,0.47515999999999997,7.75,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,0.2,0.25,0.5,,,,,1.0,,,,0.2,1.0,1.0,1.0,,,,,0.2,,,,0.2,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-202693-202694,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Markieff Morris, Marcus Morris","Gortat, Dudley, Dragic, Morris, Morris",101162-201162-201609-202693-202694,PHX,562.0,3,-8.0,18.0,19.0,9.0,9.0,37.0,,12.0,,4.0,2.0,7.0,8.0,4.0,,,10.0,4.0,9.0,,0.4,0.3333333333333333,1.0,94.80427046263345,14.38888888888889,15.947368421052632,14.38888888888889,15.526315789473685,0.3333333333333333,0.5,9.0,,,,6.0,8.0,2.0,3.0,,3.0,6.0,14.0,20.0,2.0,6.0,8.0,4.0,4.0,4.0,,8.0,1.0,4.0,,,3.0,,3.0,2.0,2.0,3.0,,1.0,1.0,2.0,0.6666666666666666,0.8,0.42857142857142855,0.3333333333333333,0.4,0.3333333333333333,,0.6666666666666666,0.5,0.625,,,0.5333333333333333,0.75,0.75,0.2,,,,0.5,0.6666666666666666,0.6,0.5379966666666667,0.5708166666666666,6.392857142857143,1.0,1.0,,3.0,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,2.0,,,,,4.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.06666666666666667,,,0.125,0.1111111111111111,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.2,,,,0.06666666666666667,,,,,1.0,,,,0.5474,0.16666666666666666,23.4,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-202693-2742,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Markieff Morris, Sebastian Telfair","Gortat, Dudley, Dragic, Morris, Telfair",101162-201162-201609-202693-2742,PHX,66.0,1,,2.0,2.0,1.0,,4.0,3.0,3.0,2.0,2.0,,,,2.0,4.0,1.0,3.0,2.0,1.0,1.0,0.75,1.0,,87.27272727272727,17.5,15.5,17.5,15.5,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-202694-2449,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Marcus Morris, Luis Scola","Gortat, Dudley, Dragic, Morris, Scola",101162-201162-201609-202694-2449,PHX,306.0,1,,10.0,11.0,7.0,9.0,21.0,1.0,12.0,1.0,9.0,1.0,4.0,4.0,1.0,1.0,,12.0,9.0,7.0,,0.6666666666666666,0.75,1.0,98.82352941176471,17.6,11.818181818181818,17.6,11.818181818181818,0.75,0.7,5.0,1.0,0.1111111111111111,0.16666666666666666,3.0,4.0,3.0,3.0,,,4.0,6.0,12.0,4.0,5.0,6.0,2.0,3.0,4.0,,9.0,,3.0,1.0,1.0,,,1.0,1.0,2.0,5.0,1.0,,,,0.75,0.75,0.6666666666666666,0.8,0.6111111111111112,0.6666666666666666,1.0,1.0,,1.0,1.0,,0.4444444444444444,0.75,0.75,,,,,0.5,1.0,0.7777777777777778,0.5538055555555556,0.5110333333333333,3.483333333333333,,,1.0,2.0,,2.0,,1.0,1.0,,1.0,3.0,,,,,1.0,3.0,,1.0,1.0,1.0,,2.0,1.0,,,,2.0,1.0,,,,2.0,1.0,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,0.16666666666666666,,,,,,,1.0,,0.6666666666666666,0.2222222222222222,0.5,1.0,1.0,0.2222222222222222,,,,0.1111111111111111,,0.16666666666666666,,,,,24.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-203088-2449,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Kendall Marshall, Luis Scola","Gortat, Dudley, Dragic, Marshall, Scola",101162-201162-201609-203088-2449,PHX,12.0,1,2.0,1.0,,,,1.0,2.0,2.0,,,,,,1.0,2.0,,2.0,,,,1.0,,,120.0,12.0,,12.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-203088-979,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Kendall Marshall, Jermaine O'Neal","Gortat, Dudley, Dragic, Marshall, O'Neal",101162-201162-201609-203088-979,PHX,16.0,1,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,90.0,,16.0,,16.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-201609-2449-2742,1610612756,"Marcin Gortat, Jared Dudley, Goran Dragic, Luis Scola, Sebastian Telfair","Gortat, Dudley, Dragic, Scola, Telfair",101162-201162-201609-2449-2742,PHX,499.0,3,-9.0,15.0,15.0,7.0,8.0,30.0,2.0,11.0,2.0,7.0,,6.0,9.0,2.0,3.0,,7.0,7.0,7.0,,0.4230769230769231,0.7,,86.57314629258518,18.933333333333334,14.333333333333334,17.266666666666666,13.866666666666667,0.6363636363636364,0.4666666666666667,8.0,,0.07692307692307693,,1.0,1.0,,,2.0,5.0,3.0,10.0,20.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,,6.0,1.0,,3.0,1.0,4.0,3.0,3.0,4.0,,,,,0.3333333333333333,0.3333333333333333,0.3,0.3333333333333333,0.375,0.625,0.25,0.8571428571428571,,0.8571428571428571,0.5,,0.08333333333333333,1.0,1.0,0.4166666666666667,0.4,0.4,0.5,,,0.25,0.42618333333333336,0.446325,12.190000000000001,3.0,1.0,,4.0,,,,,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,,2.0,1.0,1.0,,,,2.0,3.0,,,,1.0,1.0,,,1.0,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.1,,0.2857142857142857,0.375,,0.25,1.0,1.0,,,0.3333333333333333,,,,,,,,0.16666666666666666,0.3333333333333333,,,0.25,0.4675,0.36363636363636365,24.45,1.0,,,,,0.3333333333333333,1.0,,,1.0,,,1.0,,,1.0,1.0,,,0.5,0.5,1.0,,,,1.0,0.5,,1.0,,,,1.0,,,,,2.0,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,,1610612756,2013,2012-13,True
101162-201162-202325-202693-203088,1610612756,"Marcin Gortat, Jared Dudley, Wesley Johnson, Markieff Morris, Kendall Marshall","Gortat, Dudley, Johnson, Morris, Marshall",101162-201162-202325-202693-203088,PHX,18.0,1,,,1.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,80.0,,12.0,,12.0,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,0.7819,0.7819,0.6,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-202325-203088-2449,1610612756,"Marcin Gortat, Jared Dudley, Wesley Johnson, Kendall Marshall, Luis Scola","Gortat, Dudley, Johnson, Marshall, Scola",101162-201162-202325-203088-2449,PHX,81.0,1,-1.0,3.0,2.0,3.0,,5.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,0.3333333333333333,0.3333333333333333,,88.88888888888889,18.333333333333332,13.0,18.333333333333332,13.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,3.0,,2.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,0.5,,,0.5,,,,0.5,,0.5,0.3552,0.3552,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
101162-201162-202693-202694-203088,1610612756,"Marcin Gortat, Jared Dudley, Markieff Morris, Marcus Morris, Kendall Marshall","Gortat, Dudley, Morris, Morris, Marshall",101162-201162-202693-202694-203088,PHX,6.0,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2013,2012-13,True
