EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimAssists,Loose Ball Fouls,Loose Ball Fouls Drawn,DefShortMidRangeReboundPct,AtRimPctAssisted,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTDefRebounds,2pt And 1 Free Throw Trips,DefFTReboundPct,Corner3FGA,SecondChanceFG2A,OffAtRimReboundPct,Corner3Frequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,LostBallSteals,LostBallTurnovers,Defensive 3 Seconds Violations,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,BlockedLongMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,SelfOReb,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFouls,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,3SecondViolations,LongMidRangePctBlocked,HeaveAttempts,OffensiveGoaltends,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101179-200746-200777-201587-201964,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Victor Claver","Price, Aldridge, Freeland, Batum, Claver",101179-200746-200777-201587-201964,POR,295.0,2,5.0,-6.0,10.0,9.0,4.0,3.0,1.0,19.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,8.0,1.0,2.0,8.0,14.0,2.0,3.0,2.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,6.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.375,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4,0.75,0.1111111111111111,0.125,0.5,1.0,0.5,0.2,0.5,0.5,0.16666666666666666,0.5,1.0,0.5,92.7457627118644,14.1,17.11111111111111,13.6,16.555555555555557,0.2222222222222222,0.5,0.5,0.2222222222222222,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,0.3333333333333333,0.4623555555555556,0.4169,0.75,11.05,24.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-201587-202083,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews","Price, Aldridge, Freeland, Batum, Matthews",101179-200746-200777-201587-202083,POR,105.0,1,2.0,2.0,4.0,4.0,,2.0,,8.0,1.0,2.0,1.0,1.0,1.0,,2.0,4.0,,,4.0,2.0,,,,,2.0,2.0,,,1.0,1.0,,2.0,,,3.0,3.0,,3.0,,,,,,,1.0,3.0,1.0,,,,4.0,,,,0.5,0.5,0.5,,0.5,,0.5,,,,,,1.0,,,1.0,,,,,109.71428571428571,9.0,17.25,9.0,17.25,0.5,0.5,0.5,0.25,0.25,1.0,1.0,,,0.5,0.56935,,,9.075,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-201587-203081,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Damian Lillard","Price, Aldridge, Freeland, Batum, Lillard",101179-200746-200777-201587-203081,POR,21.0,1,,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,16.0,5.0,16.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-201587-203115,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Will Barton","Price, Aldridge, Freeland, Batum, Barton",101179-200746-200777-201587-203115,POR,65.0,1,1.0,2.0,2.0,2.0,2.0,,,4.0,,,,,,,,,,4.0,4.0,2.0,,,4.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,4.0,1.0,4.0,4.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,88.61538461538463,8.5,24.0,8.5,14.5,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-201964-202083,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Victor Claver, Wesley Matthews","Price, Aldridge, Freeland, Claver, Matthews",101179-200746-200777-201964-202083,POR,35.0,1,1.0,2.0,2.0,1.0,,,,3.0,1.0,2.0,,,,,1.0,2.0,,1.0,3.0,1.0,,,,,2.0,,,,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,1.0,0.5,,0.5,,0.75,,,,,,,,,,,,,,123.42857142857142,11.5,12.0,11.5,12.0,1.0,0.5,0.5,,,,,,,1.0,0.5799,,,2.45,,,1.0,,,,1.0,,,,1.0,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-202083-203115,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Wesley Matthews, Will Barton","Price, Aldridge, Freeland, Matthews, Barton",101179-200746-200777-202083-203115,POR,303.0,2,5.0,-3.0,9.0,9.0,,4.0,1.0,18.0,2.0,5.0,1.0,,1.0,1.0,2.0,7.0,2.0,,4.0,7.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,,1.0,,1.0,3.0,2.0,1.0,,,4.0,,,,0.5,0.5,0.2857142857142857,,0.2222222222222222,,0.2222222222222222,,0.2222222222222222,0.14285714285714285,1.0,,1.0,0.2,0.5,0.75,0.14285714285714285,,1.0,1.0,85.54455445544555,19.22222222222222,14.444444444444445,18.11111111111111,13.333333333333334,0.5555555555555556,0.4,0.4,0.1111111111111111,0.1111111111111111,,,,0.1111111111111111,0.7777777777777778,0.5605,,,4.3428571428571425,24.15,,1.0,1.0,,1.0,0.5,1.0,,1.0,,,,,,,,,,1.0,1.0,0.3333333333333333,0.1111111111111111,0.4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-202083-2562,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Wesley Matthews, Sasha Pavlovic","Price, Aldridge, Freeland, Matthews, Pavlovic",101179-200746-200777-202083-2562,POR,30.0,1,,-2.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,48.0,,13.0,,13.0,1.0,,,,,,,,,1.0,0.6786,,,1.3,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-202337-203115,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Luke Babbitt, Will Barton","Price, Aldridge, Freeland, Babbitt, Barton",101179-200746-200777-202337-203115,POR,45.0,1,1.0,,1.0,2.0,,,,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,14.0,15.5,14.0,15.5,1.0,,,,,,,,,1.0,0.6469,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-200777-203081-2562,1610612757,"Ronnie Price, LaMarcus Aldridge, Joel Freeland, Damian Lillard, Sasha Pavlovic","Price, Aldridge, Freeland, Lillard, Pavlovic",101179-200746-200777-203081-2562,POR,399.0,2,7.0,1.0,12.0,11.0,2.0,1.0,,23.0,,,5.0,1.0,5.0,,5.0,10.0,1.0,,10.0,9.0,,2.0,,,,10.0,,,,,,,,2.0,3.0,5.0,,5.0,1.0,,1.0,,1.0,,,2.0,1.0,,,,10.0,,2.0,,,,0.5,,0.45454545454545453,,0.45454545454545453,,0.09090909090909091,,,1.0,0.6,,1.0,0.7142857142857143,,,1.0,1.0,83.00751879699247,16.5,18.272727272727273,16.5,18.09090909090909,,,,0.45454545454545453,0.45454545454545453,0.2,0.2,,,0.09090909090909091,0.42394545454545457,0.37095,,13.25,23.1,0.16666666666666666,,,1.0,,,,,,,,,,,,,,,1.0,,,0.09090909090909091,,4.0,1.0,1.0,1.0,0.3333333333333333,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
101179-200746-201581-201587-201964,1610612757,"Ronnie Price, LaMarcus Aldridge, JJ Hickson, Nicolas Batum, Victor Claver","Price, Aldridge, Hickson, Batum, Claver",101179-200746-201581-201587-201964,POR,198.0,3,3.0,5.0,7.0,6.0,1.0,,2.0,13.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,7.0,2.0,,,,,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,,3.0,3.0,2.0,5.0,,,,,1.0,,,1.0,2.0,,2.0,,5.0,,1.0,,0.6666666666666666,1.0,0.6,,0.5,,0.5,,0.16666666666666666,0.2,0.5,,1.0,0.5,,1.0,0.6666666666666666,0.5,1.0,,94.54545454545455,14.0,16.666666666666668,13.714285714285714,16.666666666666668,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.4300083333333333,0.37935,,11.02,25.4,0.14285714285714285,,,,,,1.0,,,1.0,,,,0.14285714285714285,0.16666666666666666,,,,,1.0,,,0.6386,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2013,2012-13,True
