EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,Fouls,Blocked2s,BlockedAtRim,Blocks,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FtPoints,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,Arc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Travels,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,OffThreePtRebounds,SelfOReb,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,LongMidRangeAssists,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,PenaltyFg3Pct,LongMidRangePctBlocked,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Frequency,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
101128-101236-201166-201574-201949,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, Jason Thompson, James Johnson","Garcia, Hayes, Brooks, Thompson, Johnson",101128-101236-201166-201574-201949,SAC,45.0,1,1.0,-2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,64.0,17.0,28.0,17.0,23.0,1.0,0.405,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201574-201977,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, Jason Thompson, Marcus Thornton","Garcia, Hayes, Brooks, Thompson, Thornton",101128-101236-201166-201574-201977,SAC,144.0,3,2.0,-4.0,5.0,7.0,12.0,2.0,4.0,6.0,2.0,,,,120.0,14.8,10.0,14.8,10.0,0.3333333333333333,0.53127,8.975,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.25,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.25,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6325,0.598075,1.0,47.05,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201574-2422,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, Jason Thompson, John Salmons","Garcia, Hayes, Brooks, Thompson, Salmons",101128-101236-201166-201574-2422,SAC,810.0,2,14.0,-5.0,26.0,28.0,54.0,3.0,18.0,26.0,6.0,1.0,1.0,1.0,96.0,14.961538461538462,15.035714285714286,14.807692307692308,14.178571428571429,0.14285714285714285,0.5212785714285714,6.566666666666666,13.0,8.0,1.0,6.0,8.0,,5.0,6.0,3.0,2.0,9.0,3.0,21.0,,6.0,10.0,2.0,13.0,10.0,,3.0,5.0,5.0,3.0,10.0,1.0,7.0,13.0,1.0,14.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,,21.0,13.0,13.0,0.5555555555555556,0.5555555555555556,0.5,0.6,0.42857142857142855,0.5,0.45652173913043476,0.5,0.14285714285714285,0.5,0.7,0.1111111111111111,0.75,0.08333333333333333,,0.6,0.38095238095238093,0.75,0.8571428571428571,0.5,0.14285714285714285,,0.5,0.8333333333333334,0.16666666666666666,0.5238095238095238,,0.5665208333333334,0.6190476190476191,24.8,0.5,2.0,7.0,1.0,3.0,1.0,8.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.05555555555555555,0.125,1.0,0.8333333333333334,0.5,0.5,1.0,1.0,0.75,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.08695652173913043,0.05263157894736842,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201936-203080,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, Tyreke Evans, Thomas Robinson","Garcia, Hayes, Brooks, Evans, Robinson",101128-101236-201166-201936-203080,SAC,48.0,2,1.0,,,1.0,1.0,,1.0,,,,,,30.0,,35.0,,30.0,,0.2578,3.9,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201949-201977,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, James Johnson, Marcus Thornton","Garcia, Hayes, Brooks, Johnson, Thornton",101128-101236-201166-201949-201977,SAC,580.0,3,10.0,-5.0,19.0,20.0,39.0,5.0,18.0,23.0,4.0,5.0,,5.0,96.82758620689656,16.63157894736842,13.2,15.947368421052632,12.8,0.25,0.49405,7.705555555555555,3.0,3.0,3.0,4.0,8.0,2.0,,,2.0,,6.0,2.0,18.0,3.0,1.0,3.0,,2.0,2.0,,2.0,1.0,2.0,1.0,5.0,3.0,5.0,8.0,3.0,11.0,,,,,1.0,3.0,3.0,,12.0,2.0,3.0,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.1,,0.625,0.25,0.7,0.23076923076923078,,1.0,0.4,0.5,0.5714285714285714,0.25,0.1,0.6666666666666666,,,,0.5,0.5747333333333333,0.39863333333333334,0.1111111111111111,25.15,0.15789473684210525,2.0,5.0,,3.0,,10.0,1.0,,2.0,1.0,,1.0,,,,,,,3.0,2.0,,2.0,0.05555555555555555,0.125,1.0,1.0,0.25,,0.25,1.0,1.0,0.4,0.25,0.4,0.4,,,,0.09523809523809523,0.10526315789473684,,2.0,1.0,1.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201949-202326,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, James Johnson, DeMarcus Cousins","Garcia, Hayes, Brooks, Johnson, Cousins",101128-101236-201166-201949-202326,SAC,300.0,2,5.0,3.0,8.0,9.0,17.0,1.0,6.0,7.0,,,,,81.6,20.125,15.444444444444445,18.5,14.666666666666666,0.1,0.54402,4.316666666666666,,,2.0,2.0,4.0,2.0,,,2.0,,2.0,4.0,10.0,2.0,,,,,2.0,,2.0,1.0,3.0,1.0,8.0,2.0,4.0,4.0,3.0,7.0,1.0,,1.0,,1.0,,,,5.0,,,0.5,1.0,0.3333333333333333,,0.5,,0.5,,0.4,1.0,0.8,0.5,0.8,0.5,,1.0,0.4,0.5,0.5,0.5,0.2,0.6666666666666666,,,,0.8,0.5324,,,24.225,,,1.0,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,0.16666666666666666,,,,1.0,1.0,0.5,,,,0.1,,,,,,,,,1.0,1.0,2.0,1.0,5.0,6.0,2.0,1.0,2.0,1.0,,,,,,1.0,0.5,0.5,0.5,0.8333333333333334,0.8333333333333334,,0.5,0.5,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,0.2,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201949-202690,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, James Johnson, Jimmer Fredette","Garcia, Hayes, Brooks, Johnson, Fredette",101128-101236-201166-201949-202690,SAC,213.0,1,4.0,-6.0,6.0,6.0,12.0,,4.0,12.0,,,,,81.12676056338029,20.833333333333332,14.666666666666666,18.666666666666668,14.666666666666666,,0.52293,2.6,,,1.0,2.0,3.0,,,,1.0,,3.0,1.0,6.0,,,,,,4.0,,1.0,2.0,2.0,2.0,4.0,1.0,,,1.0,1.0,,,,,2.0,,,,6.0,,,0.6666666666666666,0.6666666666666666,0.75,,0.6,,0.6,,0.2,,,1.0,,0.5,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,,,,,0.8,,,,25.3,,1.0,1.0,,,,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201949-2422,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, James Johnson, John Salmons","Garcia, Hayes, Brooks, Johnson, Salmons",101128-101236-201166-201949-2422,SAC,19.0,1,,2.0,1.0,,1.0,,1.0,,,,,,75.78947368421053,18.0,,18.0,,,0.2788,2.8,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,0.2788,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201977-202326,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, Marcus Thornton, DeMarcus Cousins","Garcia, Hayes, Brooks, Thornton, Cousins",101128-101236-201166-201977-202326,SAC,133.0,1,2.0,,5.0,4.0,9.0,1.0,2.0,2.0,1.0,,,,97.44360902255639,17.2,11.75,17.0,11.75,0.3333333333333333,0.4283333333333333,13.0,,,1.0,,,,,,1.0,,,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,1.0,,2.0,,,,,,,,,0.25,,0.3333333333333333,0.5,,0.5,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,24.7,,,1.0,,2.0,,,,,,,,1.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
101128-101236-201166-201977-203080,1610612758,"Francisco Garcia, Chuck Hayes, Aaron Brooks, Marcus Thornton, Thomas Robinson","Garcia, Hayes, Brooks, Thornton, Robinson",101128-101236-201166-201977-203080,SAC,2890.0,10,48.0,-8.0,92.0,92.0,184.0,16.0,65.0,105.0,22.0,4.0,3.0,4.0,91.68166089965398,16.27173913043478,15.141304347826088,15.184782608695652,14.184782608695652,0.18181818181818182,0.5136909090909091,7.403076923076923,3.0,6.0,15.0,16.0,34.0,12.0,,,17.0,1.0,26.0,23.0,97.0,17.0,,,1.0,4.0,32.0,,17.0,16.0,24.0,12.0,56.0,18.0,18.0,28.0,23.0,51.0,10.0,6.0,11.0,5.0,21.0,7.0,16.0,,82.0,4.0,3.0,0.6153846153846154,0.6153846153846154,0.4,,0.4659090909090909,1.5,0.5052083333333334,1.0,0.26136363636363635,0.5238095238095238,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.4423076923076923,0.3333333333333333,0.7142857142857143,0.38636363636363635,0.47058823529411764,0.5714285714285714,0.75,0.19318181818181818,0.6,,,1.0,0.6477272727272727,0.534525,0.47085,0.041237113402061855,25.269565217391307,0.03260869565217391,6.0,15.0,4.0,15.0,1.0,20.0,8.0,2.0,10.0,,4.0,10.0,1.0,6.0,2.0,2.0,2.0,3.0,20.0,11.0,,2.0,0.12307692307692308,0.17647058823529413,,0.6666666666666666,0.4444444444444444,0.5,0.8,0.6666666666666666,0.6666666666666666,0.5,0.17045454545454544,0.4,0.42857142857142855,0.3333333333333333,0.25,0.26666666666666666,0.11458333333333333,0.1506849315068493,,2.0,8.0,10.0,3.0,15.0,24.0,,8.0,8.0,6.0,1.0,3.0,,1.0,,0.8,0.43478260869565216,0.43478260869565216,0.17647058823529413,0.3,0.35714285714285715,0.6666666666666666,0.47058823529411764,0.47058823529411764,0.75,0.16666666666666666,0.47058823529411764,0.15463917525773196,2.0,6.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,0.6666666666666666,0.06666666666666667,0.38461538461538464,0.25,0.045454545454545456,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.05,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.4444444444444444,0.5,0.5,0.1,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,False
