EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockingFoulsDrawn,PenaltyCorner3FGM,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
201150-201152-201156-201950-202323,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Evan Turner","Hawes, Young, Young, Holiday, Turner",201150-201152-201156-201950-202323,PHI,12603.0,27,210.0,-18.0,398.0,391.0,30.0,63.0,49.0,789.0,80.0,132.0,13.0,26.0,5.0,7.0,33.0,79.0,39.0,112.0,4.0,18.0,1.0,2.0,11.0,37.0,1.0,4.0,2.0,6.0,152.0,323.0,15.0,55.0,47.0,396.0,414.0,22.0,45.0,1.0,5.0,10.0,57.0,10.0,15.0,2.0,8.0,4.0,30.0,170.0,134.0,33.0,12.0,26.0,37.0,11.0,22.0,85.0,11.0,96.0,7.0,4.0,48.0,16.0,21.0,203.0,7.0,51.0,46.0,96.0,8.0,150.0,58.0,208.0,7.0,28.0,19.0,9.0,30.0,5.0,17.0,19.0,2.0,13.0,1.0,1.0,49.0,1.0,5.0,43.0,1.0,85.0,2.0,4.0,1.0,58.0,5.0,4.0,65.0,4.0,2.0,30.0,4.0,21.0,1.0,1.0,15.0,1.0,5.0,22.0,10.0,1.0,1.0,1.0,339.0,30.0,30.0,6.0,1.0,0.5592105263157895,0.6115107913669064,0.7333333333333333,0.2727272727272727,0.2,0.25,0.2727272727272727,0.47058823529411764,0.4888888888888889,0.6666666666666666,0.46164021164021163,0.47,0.5652173913043478,0.4840686274509804,0.5,0.6,0.1455026455026455,0.06811145510835913,0.07575757575757576,0.12658227848101267,0.017857142857142856,0.6122448979591837,0.8,0.6530612244897959,0.3,0.7931034482758621,0.18421052631578946,0.6926829268292682,0.27884615384615385,0.36538461538461536,0.35555555555555557,0.2191780821917808,0.16666666666666666,0.21428571428571427,0.5813953488372093,0.7142857142857143,0.6666666666666666,0.782608695652174,0.8333333333333334,0.03763440860215054,90.14996429421566,0.45454545454545453,14.942211055276381,17.0230179028133,14.168341708542714,15.994884910485933,0.3492063492063492,0.6060606060606061,0.6557377049180327,0.6,0.20899470899470898,0.4177215189873418,0.4782608695652174,0.48484848484848486,0.2962962962962963,0.3482142857142857,0.35454545454545455,0.5384615384615384,0.047619047619047616,0.2222222222222222,0.2222222222222222,1.0,0.09788359788359788,0.2972972972972973,0.2972972972972973,0.6363636363636364,0.52,0.5,0.15384615384615385,0.02,0.08,0.25,0.30434782608695654,0.7142857142857143,0.08695652173913043,0.2608695652173913,0.3333333333333333,0.4947089947089947,0.2972972972972973,0.5049966843501326,0.5013585106382978,0.48301818181818185,0.07425742574257425,0.08595988538681948,0.14393939393939395,0.07575757575757576,8.945201238390094,25.04909090909091,0.07537688442211055,,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-201950-202714,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Shelvin Mack","Hawes, Young, Young, Holiday, Mack",201150-201152-201156-201950-202714,PHI,31.0,1,1.0,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9032258064516,,18.0,13.0,18.0,13.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3777,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-201950-203146,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Maalik Wayns","Hawes, Young, Young, Holiday, Wayns",201150-201152-201156-201950-203146,PHI,51.0,1,1.0,,2.0,2.0,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,112.94117647058823,,10.0,15.5,10.0,15.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4109,,,0.5,0.5,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-201950-2202,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Jason Richardson","Hawes, Young, Young, Holiday, Richardson",201150-201152-201156-201950-2202,PHI,1550.0,8,26.0,-7.0,49.0,47.0,20.0,11.0,5.0,96.0,11.0,17.0,3.0,6.0,5.0,6.0,2.0,7.0,4.0,14.0,,5.0,2.0,2.0,6.0,11.0,,,3.0,4.0,17.0,38.0,6.0,16.0,,52.0,59.0,4.0,8.0,,2.0,,8.0,9.0,15.0,3.0,6.0,,27.0,10.0,24.0,12.0,6.0,6.0,11.0,6.0,2.0,5.0,4.0,9.0,4.0,,4.0,1.0,,22.0,3.0,7.0,5.0,8.0,1.0,14.0,10.0,24.0,1.0,2.0,2.0,,3.0,,2.0,2.0,,1.0,,,5.0,,2.0,8.0,,15.0,,,2.0,4.0,,1.0,3.0,1.0,,2.0,,6.0,,,3.0,,3.0,6.0,2.0,,,,44.0,27.0,20.0,2.0,,0.29411764705882354,0.35714285714285715,0.6666666666666666,0.375,,0.5,0.375,0.4473684210526316,0.5,0.6,0.48148148148148145,0.4,0.6428571428571429,0.4727272727272727,0.36363636363636365,0.6428571428571429,0.2962962962962963,0.05263157894736842,0.058823529411764705,0.14285714285714285,,0.6,1.0,0.47058823529411764,0.35,0.7142857142857143,0.3,0.5416666666666666,0.3333333333333333,0.5,0.6,0.1111111111111111,,0.6,0.3333333333333333,0.6,0.5,0.6666666666666666,1.0,0.03571428571428571,89.18709677419355,0.3333333333333333,15.775510204081632,16.53191489361702,14.408163265306122,15.72340425531915,0.3148148148148148,0.6470588235294118,0.6875,0.36363636363636365,0.12962962962962962,0.2857142857142857,0.3333333333333333,0.5,0.25925925925925924,0.2857142857142857,0.2857142857142857,,0.09259259259259259,,,,0.2037037037037037,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.6,0.5,,0.2,,,0.2857142857142857,0.8333333333333334,0.09523809523809523,0.19047619047619047,0.75,0.6111111111111112,0.5454545454545454,0.5166740740740741,0.5782428571428572,0.5106738095238095,0.03636363636363636,0.05128205128205128,0.15384615384615385,0.5192307692307693,8.876315789473685,24.9,0.40816326530612246,1.0,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-201950-2748,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Dorell Wright","Hawes, Young, Young, Holiday, Wright",201150-201152-201156-201950-2748,PHI,4171.0,24,70.0,7.0,133.0,130.0,15.0,30.0,17.0,263.0,19.0,36.0,7.0,13.0,1.0,4.0,8.0,20.0,15.0,39.0,2.0,8.0,,,8.0,19.0,,1.0,2.0,5.0,42.0,95.0,10.0,27.0,25.0,139.0,132.0,7.0,17.0,,1.0,,14.0,2.0,10.0,2.0,5.0,5.0,15.0,40.0,44.0,27.0,3.0,12.0,19.0,8.0,3.0,20.0,9.0,29.0,7.0,2.0,7.0,2.0,11.0,67.0,4.0,13.0,9.0,35.0,5.0,49.0,18.0,67.0,2.0,9.0,4.0,5.0,11.0,2.0,7.0,4.0,1.0,4.0,,,15.0,1.0,1.0,8.0,1.0,17.0,,,1.0,32.0,1.0,4.0,32.0,3.0,2.0,14.0,1.0,9.0,,,6.0,,3.0,9.0,7.0,,,1.0,125.0,15.0,15.0,2.0,1.0,0.47619047619047616,0.5555555555555556,0.9,0.37037037037037035,,0.4,0.37037037037037035,0.4421052631578947,0.4117647058823529,0.2,0.4672131147540984,0.3888888888888889,0.3333333333333333,0.5111111111111111,0.3888888888888889,0.4166666666666667,0.22131147540983606,0.031578947368421054,0.08333333333333333,,,0.7333333333333333,0.8333333333333334,0.7608695652173914,0.24528301886792453,0.6428571428571429,0.26666666666666666,0.7333333333333333,0.25,0.35294117647058826,0.08333333333333333,0.25,0.2,0.4,0.6428571428571429,0.8333333333333334,0.7857142857142857,0.5,1.0,0.03076923076923077,90.79836969551667,0.7777777777777778,15.421052631578947,16.307692307692307,14.736842105263158,15.623076923076923,0.29508196721311475,0.5277777777777778,0.5757575757575758,0.3684210526315789,0.16393442622950818,0.4,0.4,0.25,0.319672131147541,0.38461538461538464,0.38461538461538464,0.7333333333333333,0.06557377049180328,0.25,0.25,1.0,0.1557377049180328,0.42105263157894735,0.42105263157894735,0.875,0.7222222222222222,0.5384615384615384,0.14285714285714285,,0.05555555555555555,,0.26666666666666666,0.25,,0.3333333333333333,0.4,0.5163934426229508,0.42105263157894735,0.49985983606557377,0.5521035714285715,0.48096666666666665,0.11194029850746269,0.1320754716981132,0.10071942446043165,0.1079136690647482,9.465263157894737,24.5962962962963,0.11278195488721804,2.0,1.0,1.0,0.3333333333333333,0.03571428571428571,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-201950-2767,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Royal Ivey","Hawes, Young, Young, Holiday, Ivey",201150-201152-201156-201950-2767,PHI,414.0,4,7.0,-1.0,12.0,13.0,4.0,8.0,2.0,25.0,1.0,3.0,1.0,1.0,,1.0,,2.0,2.0,4.0,,,,,1.0,3.0,,,,1.0,3.0,9.0,1.0,3.0,3.0,12.0,13.0,1.0,1.0,,,1.0,3.0,,3.0,,1.0,1.0,1.0,2.0,4.0,3.0,,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,2.0,1.0,1.0,2.0,4.0,2.0,6.0,,1.0,1.0,,,,,,,,,,,,,2.0,,4.0,,,,3.0,,,4.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,9.0,1.0,4.0,,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,1.0,,0.375,1.0,,0.42857142857142855,0.75,0.1,0.25,,,,,,1.0,0.25,0.3333333333333333,1.0,,0.4,0.25,0.5,0.5,,,,,,0.5,1.0,,,86.95652173913044,,17.083333333333332,16.076923076923077,16.916666666666668,15.384615384615385,0.25,0.3333333333333333,0.3333333333333333,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,0.5,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,0.25,,,0.25,,0.5,0.3333333333333333,0.4635708333333333,0.6372,0.4531875,0.07692307692307693,0.1,0.25,0.08333333333333333,11.18888888888889,25.46666666666667,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-201950-2863,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Jrue Holiday, Damien Wilkins","Hawes, Young, Young, Holiday, Wilkins",201150-201152-201156-201950-2863,PHI,409.0,5,7.0,2.0,14.0,14.0,5.0,3.0,1.0,28.0,2.0,4.0,,,1.0,1.0,,,3.0,6.0,,,,,1.0,2.0,,,1.0,1.0,5.0,10.0,1.0,2.0,6.0,19.0,17.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,4.0,9.0,8.0,2.0,,3.0,,2.0,1.0,,4.0,,4.0,,,1.0,,3.0,8.0,,1.0,3.0,,,3.0,1.0,4.0,,2.0,2.0,,,,,1.0,,,,,1.0,,,1.0,,2.0,,,,7.0,,1.0,7.0,1.0,,2.0,2.0,,,,,,,,,,,,17.0,9.0,5.0,,2.0,0.8,0.8,,0.5,,1.0,0.5,0.5,1.0,0.5,0.5416666666666666,1.0,0.8333333333333334,0.6333333333333333,1.0,0.9,0.16666666666666666,,,,,,,,0.2,1.0,,0.75,0.2,0.5,,,,,,,,1.0,,,98.58190709046455,,15.428571428571429,13.785714285714286,14.785714285714286,12.857142857142858,0.3333333333333333,0.5,0.5,0.5,,,,,0.5,0.5,0.5,1.0,,,,,0.16666666666666666,0.5,0.5,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,0.5,0.5,0.5196090909090909,0.4006,0.5579333333333333,0.15384615384615385,0.18181818181818182,0.10526315789473684,0.47368421052631576,10.84,32.2,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-202323-202951,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Evan Turner, Jeremy Pargo","Hawes, Young, Young, Turner, Pargo",201150-201152-201156-202323-202951,PHI,18.0,1,,-1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-202323-203146,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Evan Turner, Maalik Wayns","Hawes, Young, Young, Turner, Wayns",201150-201152-201156-202323-203146,PHI,215.0,2,4.0,2.0,7.0,6.0,2.0,6.0,,13.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,3.0,,,,2.0,3.0,3.0,1.0,3.0,2.0,11.0,9.0,,,,,,,,,,2.0,,,2.0,4.0,3.0,,,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,3.0,,,2.0,,,1.0,,,,,,,,,,,,,11.0,,2.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,1.0,,,0.75,,,0.7857142857142857,,,0.5,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,87.06976744186046,,18.428571428571427,14.333333333333334,18.428571428571427,14.333333333333334,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,,0.6666666666666666,0.3333333333333333,0.45469166666666666,,0.3426,0.14285714285714285,0.25,,,7.933333333333334,25.633333333333336,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
201150-201152-201156-202323-2202,1610612755,"Spencer Hawes, Thaddeus Young, Nick Young, Evan Turner, Jason Richardson","Hawes, Young, Young, Turner, Richardson",201150-201152-201156-202323-2202,PHI,657.0,5,11.0,1.0,21.0,21.0,,5.0,5.0,42.0,4.0,6.0,1.0,1.0,,,1.0,4.0,3.0,7.0,,,,,1.0,3.0,,1.0,,,8.0,17.0,1.0,3.0,5.0,24.0,23.0,3.0,4.0,,1.0,,6.0,,,,,,,6.0,10.0,3.0,,2.0,3.0,1.0,,3.0,1.0,4.0,1.0,,3.0,,,9.0,1.0,3.0,3.0,4.0,1.0,8.0,4.0,12.0,1.0,1.0,1.0,,2.0,,2.0,,,,,,2.0,,,5.0,,7.0,,,,5.0,1.0,,7.0,,,2.0,,,,,,,,,,,,,18.0,,,1.0,,0.375,0.42857142857142855,1.0,0.3333333333333333,,,0.3333333333333333,0.47058823529411764,0.75,,0.475,0.6,,0.5217391304347826,0.6,,0.15,,,,,1.0,1.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.7,0.36363636363636365,0.5,,0.5,0.5,,,1.0,,1.0,0.5,0.09090909090909091,92.05479452054796,,15.142857142857142,16.142857142857142,13.714285714285714,15.428571428571429,0.3,0.6666666666666666,0.6666666666666666,0.75,0.2,0.25,0.25,,0.35,0.42857142857142855,0.42857142857142855,,,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,,,0.2,,,,,,,0.45,0.3333333333333333,0.48263749999999994,0.496425,,0.13043478260869565,0.10526315789473684,0.25,,9.523529411764706,25.8,,,,1.0,,0.25,,,,,,,,,,,,,,,,,1610612755,2013,2012-13,False
