EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,Corner3FGM,Corner3FGA,Fg2aBlocked,Corner3Assists,BadPassSteals,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,AtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,FG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,BadPassTurnovers,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,ShootingFouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeAssists,FTDefRebounds,PenaltyTurnovers,Loose Ball Fouls,DefFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,BlockingFouls,Charge Fouls,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,3SecondViolations,Travels,PtsUnassisted3s,BlockedLongMidRange,team_id,year,season,team_vs
101130-201143-201229-201952-2594,1610612737,"Johan Petro, Al Horford, Anthony Tolliver, Jeff Teague, Kyle Korver","Petro, Horford, Tolliver, Teague, Korver",101130-201143-201229-201952-2594,ATL,149.0,2,2.0,1.0,5.0,4.0,2.0,1.0,9,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.375,0.375,0.5,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,86.97986577181207,19.0,13.5,18.0,13.25,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5671,0.6598,0.95,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201229-2594-2734,1610612737,"Johan Petro, Al Horford, Anthony Tolliver, Kyle Korver, Devin Harris","Petro, Horford, Tolliver, Korver, Harris",101130-201143-201229-2594-2734,ATL,115.0,2,2.0,3.0,4.0,4.0,,,8,1.0,,1.0,1.0,2.0,2.0,2.0,6.0,3.0,,6.0,1.0,1.0,2.0,2.0,1.0,6.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,6.0,1.0,1.0,1.0,0.75,0.75,0.5,,1.0,,1.0,,,1.0,,100.17391304347825,13.5,15.25,13.5,15.25,0.25,0.25,1.0,1.0,1.0,,0.75,1.0,0.5647875,,10.35,24.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2052-2594,1610612737,"Johan Petro, Al Horford, Jeff Teague, DeShawn Stevenson, Kyle Korver","Petro, Horford, Teague, Stevenson, Korver",101130-201143-201952-2052-2594,ATL,155.0,2,3.0,1.0,6.0,4.0,,,10,3.0,,,,5.0,,,6.0,5.0,,,,,,2.0,,4.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,6.0,,,,0.6,0.6,,1.0,,,0.5,,,,,92.9032258064516,15.666666666666666,15.25,15.666666666666666,14.5,0.6,,,,,,0.6,,0.54904,,7.459999999999999,,2.0,,,,,,,,,0.4,,,,,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.4931,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2052-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, DeShawn Stevenson, Josh Smith","Petro, Horford, Teague, Stevenson, Smith",101130-201143-201952-2052-2746,ATL,117.0,1,2.0,-1.0,3.0,4.0,,,7,,,1.0,2.0,1.0,1.0,2.0,3.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,3.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,,,,1.0,,,,,86.15384615384616,21.666666666666668,13.0,21.666666666666668,13.0,,0.6666666666666666,0.5,0.5,1.0,,0.6666666666666666,0.5,0.4954,,18.3,24.4,1.0,,,,,,,,,0.3333333333333333,,,,,3.0,,,,,1.0,,,,,,1.0,,3.0,,,,1.0,,,,,,,,,0.4954,1.0,1.0,2.0,1.0,2.0,3.0,3.0,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2594-2734,1610612737,"Johan Petro, Al Horford, Jeff Teague, Kyle Korver, Devin Harris","Petro, Horford, Teague, Korver, Harris",101130-201143-201952-2594-2734,ATL,729.0,4,12.0,6.0,24.0,26.0,8.0,4.0,50,3.0,1.0,2.0,6.0,10.0,3.0,9.0,27.0,21.0,1.0,9.0,5.0,2.0,3.0,4.0,2.0,11.0,2.0,8.0,12.0,4.0,16.0,1.0,2.0,,2.0,2.0,2.0,4.0,1.0,5.0,1.0,7.0,1.0,23.0,1.0,0.3333333333333333,0.375,0.5,0.5652173913043478,0.47368421052631576,0.5,0.8888888888888888,0.4,0.8571428571428571,0.4,1.0,1.0,0.1111111111111111,98.76543209876543,13.916666666666666,15.192307692307692,13.291666666666666,14.615384615384615,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.5,0.631578947368421,0.4,0.5155055555555556,0.6246,12.209999999999999,28.288888888888888,5.0,1.0,3.0,1.0,1.0,2.0,,0.1,,0.2631578947368421,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,11.0,2.0,2.0,2.0,5.0,6.0,2.0,8.0,1.0,1.0,,4.0,,11.0,0.2,0.25,0.5,0.8,0.8,0.6666666666666666,0.6666666666666666,0.5,0.4,0.5,,0.16666666666666666,0.5189863636363636,0.4583333333333333,1.0,4.0,2.0,6.0,18.0,18.0,0.3333333333333333,0.5833333333333334,0.6,,0.3333333333333333,0.25,0.6666666666666666,1.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.2,0.4,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.10526315789473684,0.5,0.5,1.0,0.5,1.0,0.16666666666666666,0.5,0.18181818181818182,0.3076923076923077,0.14814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2594-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, Kyle Korver, Josh Smith","Petro, Horford, Teague, Korver, Smith",101130-201143-201952-2594-2746,ATL,611.0,3,10.0,2.0,21.0,21.0,10.0,3.0,42,9.0,2.0,,,20.0,,3.0,17.0,15.0,3.0,,,,,3.0,,6.0,4.0,8.0,13.0,4.0,17.0,1.0,1.0,,1.0,1.0,,2.0,1.0,6.0,,3.0,,15.0,,,,0.34782608695652173,0.3695652173913043,0.13043478260869565,0.5,0.8,0.3333333333333333,0.8,0.26666666666666666,0.6666666666666666,1.0,0.07142857142857142,98.98527004909984,15.80952380952381,13.285714285714286,15.428571428571429,12.238095238095237,0.391304347826087,,,,,0.6666666666666666,0.5217391304347826,,0.506145652173913,0.526,8.985,24.0,8.0,,3.0,1.0,,1.0,,0.05,,0.34782608695652173,0.13043478260869565,,,,9.0,6.0,3.0,1.0,8.0,6.0,6.0,10.0,3.0,1.0,1.0,4.0,1.0,9.0,0.375,0.42857142857142855,0.4,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.125,0.14285714285714285,1.0,0.375,0.52960625,0.42857142857142855,,,,2.0,4.0,4.0,,0.25,0.25,1.0,,,0.23529411764705882,1.0,2.0,1.0,3.0,,2.0,,1.0,1.0,,,2.0,2.0,,2.0,,,1.0,4.0,1.0,1.0,,1.0,,,,,,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.125,,0.2857142857142857,,,0.75,,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.5,,0.6666666666666666,0.25,,0.043478260869565216,0.05,0.11764705882352941,1.0,1.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2734-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, Devin Harris, Josh Smith","Petro, Horford, Teague, Harris, Smith",101130-201143-201952-2734-2746,ATL,2297.0,4,38.0,11.0,71.0,70.0,,7.0,141,21.0,4.0,3.0,8.0,48.0,3.0,12.0,76.0,65.0,5.0,9.0,8.0,3.0,3.0,18.0,3.0,39.0,6.0,32.0,35.0,7.0,42.0,,2.0,,6.0,4.0,3.0,10.0,1.0,14.0,,15.0,1.0,67.0,1.0,0.25,0.25,0.525,0.5588235294117647,0.2,0.6,0.8888888888888888,0.2857142857142857,0.85,0.23333333333333334,0.3333333333333333,0.8666666666666667,,88.39355681323465,15.985915492957746,16.6,15.746478873239436,15.971428571428572,0.35,0.13333333333333333,0.375,0.375,1.0,0.8,0.55,0.375,0.5034708333333333,0.59758,7.558333333333334,24.858333333333334,12.0,,4.0,2.0,,2.0,,0.041666666666666664,,0.2,0.06666666666666667,,,,2.0,18.0,,3.0,27.0,,30.0,24.0,15.0,11.0,2.0,2.0,3.0,2.0,0.5555555555555556,0.625,0.5625,0.5,0.5,0.8571428571428571,0.8571428571428571,0.6111111111111112,0.25,0.25,0.6666666666666666,,0.585675,0.028169014084507043,,1.0,,2.0,1.0,1.0,,,0.16666666666666666,0.5,0.5,,0.013157894736842105,4.0,,6.0,15.0,,1.0,,13.0,4.0,,1.0,9.0,,1.0,6.0,,1.0,1.0,6.0,16.0,,,7.0,1.0,3.0,2.0,3.0,3.0,,1.0,0.8,,0.8,0.75,,0.1111111111111111,0.1111111111111111,0.2,,0.875,1.0,0.25,0.4,0.46153846153846156,1.0,,,0.5,,0.1044776119402985,0.12727272727272726,0.11842105263157894,2.0,1.0,,1.0,1.0,0.9230769230769231,0.3333333333333333,2.0,1.0,1.0,1.0,0.13333333333333333,0.4444444444444444,0.25,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-203098-2052-2734,1610612737,"Johan Petro, Al Horford, John Jenkins, DeShawn Stevenson, Devin Harris","Petro, Horford, Jenkins, Stevenson, Harris",101130-201143-203098-2052-2734,ATL,44.0,1,1.0,-2.0,,1.0,,,1,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,32.72727272727273,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201229-201274-201952-2594,1610612737,"Johan Petro, Anthony Tolliver, Ivan Johnson, Jeff Teague, Kyle Korver","Petro, Tolliver, Johnson, Teague, Korver",101130-201229-201274-201952-2594,ATL,84.0,1,1.0,,2.0,2.0,,,4,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,4.0,,2.0,,1.0,,,,,,0.5,,1.0,,1.0,,,1.0,,68.57142857142857,23.0,19.0,23.0,19.0,,0.5,,,,,0.5,,0.542,,7.7,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201229-201274-2594-2734,1610612737,"Johan Petro, Anthony Tolliver, Ivan Johnson, Kyle Korver, Devin Harris","Petro, Tolliver, Johnson, Korver, Harris",101130-201229-201274-2594-2734,ATL,15.0,1,,,1.0,,,,1,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,96.0,15.0,,15.0,,,1.0,,,,,1.0,,0.312,,,28.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.312,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
