EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,PenaltyAtRimFGM,AtRimAssists,AtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceOffPoss,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG3M,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallTurnovers,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,LongMidRangeFGM,Corner3FGA,LongMidRangeAssists,Charge Fouls Drawn,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFtPoints,FTDefRebounds,SelfOReb,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,DefFTReboundPct,DefAtRimReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,Corner3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyFG3M,Loose Ball Fouls,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,DefensiveGoaltends,PenaltyArc3FGM,3pt And 1 Free Throw Trips,PenaltyArc3Accuracy,HeaveAttempts,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101141-101145-200755-201601-202327,1610612749,"Ersan Ilyasova, Monta Ellis, JJ Redick, Luc Mbah a Moute, Ekpe Udoh","Ilyasova, Ellis, Redick, Mbah a Moute, Udoh",101141-101145-200755-201601-202327,MIL,75.0,1,1.0,4.0,3.0,3.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,134.4,9.0,13.0,9.0,13.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,0.47100000000000003,12.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-200755-201601-202336,1610612749,"Ersan Ilyasova, Monta Ellis, JJ Redick, Luc Mbah a Moute, Larry Sanders","Ilyasova, Ellis, Redick, Mbah a Moute, Sanders",101141-101145-200755-201601-202336,MIL,121.0,1,2.0,4.0,4.0,,8.0,,1.0,,1.0,2.0,2.0,4.0,,1.0,2.0,2.0,,,,,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,95.20661157024794,16.0,14.25,16.0,14.25,0.3333333333333333,,,,0.6666666666666666,0.42206666666666665,8.3,-2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42206666666666665,1.0,26.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-200755-201601-2223,1610612749,"Ersan Ilyasova, Monta Ellis, JJ Redick, Luc Mbah a Moute, Samuel Dalembert","Ilyasova, Ellis, Redick, Mbah a Moute, Dalembert",101141-101145-200755-201601-2223,MIL,25.0,1,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,0.5909,0.9,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,0.5,0.5,0.5909,,27.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-200755-201943-202336,1610612749,"Ersan Ilyasova, Monta Ellis, JJ Redick, Brandon Jennings, Larry Sanders","Ilyasova, Ellis, Redick, Jennings, Sanders",101141-101145-200755-201943-202336,MIL,22.0,1,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,130.9090909090909,14.0,8.0,14.0,8.0,1.0,1.0,1.0,,1.0,0.5781,0.9,,1.0,1.0,,,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,0.5781,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-200755-202327-2399,1610612749,"Ersan Ilyasova, Monta Ellis, JJ Redick, Ekpe Udoh, Mike Dunleavy","Ilyasova, Ellis, Redick, Udoh, Dunleavy",101141-101145-200755-202327-2399,MIL,136.0,1,2.0,4.0,4.0,4.0,8.0,,1.0,1.0,,2.0,6.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,3.0,,0.6,0.6,1.0,1.0,0.5,,84.70588235294117,20.25,13.75,18.5,12.0,0.2,,,0.2,0.8,0.5503899999999999,9.5,4.0,,,,,3.0,,3.0,,,,,,3.0,,2.0,,6.0,,,,,,,,,,,,,,,0.6,,,,,,,0.6,,,,,25.566666666666666,,1.0,1.0,1.0,,2.0,2.0,0.5,1.0,1.0,,0.6666666666666666,1.0,,1.0,0.47805,,,,,1.0,2.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.5,1.5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-200755-202336-2399,1610612749,"Ersan Ilyasova, Monta Ellis, JJ Redick, Larry Sanders, Mike Dunleavy","Ilyasova, Ellis, Redick, Sanders, Dunleavy",101141-101145-200755-202336-2399,MIL,136.0,1,2.0,5.0,5.0,,10.0,1.0,1.0,1.0,2.0,2.0,4.0,,,2.0,4.0,4.0,,,,,1.0,4.0,1.0,0.5,0.5,,1.0,1.0,1.0,105.88235294117648,8.2,19.0,8.2,19.0,0.25,1.0,1.0,0.25,0.75,0.5570125,11.0,4.0,,,,,1.0,,2.0,,,,,4.0,1.0,2.0,2.0,,4.0,2.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,0.5,1.0,1.0,,,,,0.25,,,,,24.2,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-201601-201943-202327,1610612749,"Ersan Ilyasova, Monta Ellis, Luc Mbah a Moute, Brandon Jennings, Ekpe Udoh","Ilyasova, Ellis, Mbah a Moute, Jennings, Udoh",101141-101145-201601-201943-202327,MIL,867.0,2,14.0,30.0,27.0,16.0,57.0,7.0,9.0,8.0,14.0,21.0,33.0,30.0,18.0,5.0,10.0,11.0,1.0,1.0,2.0,1.0,2.0,31.0,0.6666666666666666,0.5384615384615384,0.5689655172413793,1.0,0.7142857142857143,0.75,0.6,94.67128027681662,15.266666666666667,15.148148148148149,14.833333333333334,14.37037037037037,0.34615384615384615,0.7777777777777778,0.7777777777777778,0.3076923076923077,0.5384615384615384,0.494075,9.80952380952381,3.0,13.0,3.0,3.0,4.0,4.0,1.0,5.0,6.0,9.0,1.0,13.0,10.0,4.0,5.0,5.0,,10.0,4.0,,2.0,1.0,,2.0,,13.0,13.0,0.35714285714285715,0.35714285714285715,0.6666666666666666,0.6,0.5909090909090909,0.19230769230769232,0.8,1.0,0.15384615384615385,0.75,0.75,,0.15384615384615385,0.3,0.1,0.4878,0.3939393939393939,24.56,0.43333333333333335,,,,,1.0,1.0,,,0.14285714285714285,,0.08333333333333333,0.5,,,0.408,3.0,3.0,0.42857142857142855,1.0,1.0,,,,,2.0,,,,,1.0,9.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,0.06060606060606061,4.0,1.0,2.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.038461538461538464,5.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,0.08333333333333333,0.13793103448275862,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-201601-201943-202336,1610612749,"Ersan Ilyasova, Monta Ellis, Luc Mbah a Moute, Brandon Jennings, Larry Sanders","Ilyasova, Ellis, Mbah a Moute, Jennings, Sanders",101141-101145-201601-201943-202336,MIL,3583.0,4,60.0,111.0,111.0,5.0,222.0,24.0,37.0,15.0,35.0,63.0,103.0,118.0,30.0,8.0,35.0,48.0,15.0,9.0,13.0,10.0,23.0,89.0,0.5555555555555556,0.4782608695652174,0.5049019607843137,0.5652173913043478,0.6153846153846154,0.6037735849056604,0.7777777777777778,89.22132291375942,15.603603603603604,16.675675675675677,15.27927927927928,15.405405405405405,0.40217391304347827,0.6486486486486487,0.7058823529411765,0.16304347826086957,0.717391304347826,0.5546864130434782,6.412698412698413,-15.0,12.0,3.0,4.0,11.0,22.0,1.0,29.0,3.0,5.0,2.0,11.0,40.0,22.0,20.0,24.0,2.0,52.0,24.0,10.0,3.0,14.0,2.0,22.0,,11.0,12.0,0.5714285714285714,0.6666666666666666,0.6,0.42857142857142855,0.55,0.31521739130434784,0.6,0.7272727272727273,0.11956521739130435,0.36363636363636365,0.4,0.5,0.2391304347826087,0.42857142857142855,0.14285714285714285,0.5777142857142856,0.10679611650485436,25.051724137931036,0.10810810810810811,1.0,2.0,5.0,3.0,10.0,13.0,0.07936507936507936,0.08108108108108109,0.37037037037037035,0.13043478260869565,0.26,0.46153846153846156,0.11764705882352941,0.08333333333333333,0.56305,3.0,15.0,0.625,1.0,12.0,5.0,,6.0,,14.0,12.0,5.0,4.0,3.0,3.0,21.0,1.0,8.0,7.0,8.0,0.6666666666666666,0.20689655172413793,,0.20689655172413793,0.5,0.5384615384615384,0.2857142857142857,0.25,0.22727272727272727,0.23809523809523808,0.6,,,0.22727272727272727,0.13592233009708737,7.0,7.0,3.0,,0.7142857142857143,0.4666666666666667,0.5,0.42857142857142855,0.07608695652173914,15.0,6.0,10.0,5.0,3.0,2.0,24.0,3.0,11.0,0.6,1.0,0.4,0.045454545454545456,0.1188118811881188,0.15492957746478872,5.0,7.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,1.0,6.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.034482758620689655,0.09090909090909091,0.06666666666666667,0.045454545454545456,0.2857142857142857,0.16666666666666666,0.5,0.14285714285714285,0.14285714285714285,1.0,0.5833333333333334,0.7142857142857143,0.08333333333333333,0.14285714285714285,0.03333333333333333,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-201601-201943-2223,1610612749,"Ersan Ilyasova, Monta Ellis, Luc Mbah a Moute, Brandon Jennings, Samuel Dalembert","Ilyasova, Ellis, Mbah a Moute, Jennings, Dalembert",101141-101145-201601-201943-2223,MIL,30.0,1,,1.0,2.0,2.0,3.0,1.0,3.0,,1.0,3.0,2.0,1.0,2.0,,1.0,3.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,144.0,18.0,6.0,15.0,6.0,1.0,0.3333333333333333,0.3333333333333333,,1.0,0.6534333333333333,0.7333333333333334,1.0,1.0,3.0,,,,,,1.0,3.0,,2.0,,,,,,,,,,1.0,,1.0,,2.0,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,,0.6534333333333333,1.0,,1.0,,,,,2.0,2.0,,,1.0,,1.0,1.0,,,0.636,1.0,,,0.3333333333333333,1.0,,,,,2.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,,,0.5,1.0,,,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,1610612749,2013,2012-13,False
101141-101145-201601-201943-2399,1610612749,"Ersan Ilyasova, Monta Ellis, Luc Mbah a Moute, Brandon Jennings, Mike Dunleavy","Ilyasova, Ellis, Mbah a Moute, Jennings, Dunleavy",101141-101145-201601-201943-2399,MIL,208.0,1,3.0,6.0,5.0,5.0,11.0,1.0,2.0,2.0,2.0,4.0,10.0,11.0,2.0,,,1.0,,,,,,5.0,0.5,0.7142857142857143,0.7142857142857143,,,,,76.15384615384615,17.166666666666668,21.0,15.833333333333334,21.0,0.2857142857142857,0.5,0.5,0.2857142857142857,0.7142857142857143,0.5375785714285714,9.9,-1.0,2.0,,,,1.0,,3.0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,5.0,,,,1.0,1.0,2.0,,3.0,2.0,0.5,0.5,,0.75,0.75,0.42857142857142855,,,,,,,0.14285714285714285,,,0.4585,0.3,24.666666666666668,0.3333333333333333,,1.0,,1.0,,1.0,,,,1.0,0.3333333333333333,,1.0,,0.6499,,1.0,1.0,,2.0,,,2.0,1.0,5.0,3.0,,1.0,,,1.0,,,,,0.5,0.6666666666666666,1.0,0.6666666666666666,1.25,1.25,,,,,,,,,0.5,1.0,2.0,,,,0.5,0.5,,0.2857142857142857,,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,,3.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1610612749,2013,2012-13,False
