EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,Fg3aBlocked,ThreePtAssists,Corner3Assists,OffThreePtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,SecondChancePointsPct,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,LostBallSteals,2pt And 1 Free Throw Trips,DefFTReboundPct,SecondChanceAtRimAccuracy,Fg2aBlocked,LostBallOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,Arc3Assists,DefThreePtRebounds,PenaltyFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,PenaltyCorner3FGA,ShortMidRangeAssists,OffCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyCorner3Frequency,Charge Fouls Drawn,Defensive 3 Seconds Violations,PenaltyFtPoints,Travels,NonShootingPenaltyNonTakeFouls,SecondChanceTurnovers,LongMidRangePctBlocked,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFouls,PenaltyCorner3FGM,BlockedLongMidRange,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,Charge Fouls,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,DefensiveGoaltends,3SecondViolations,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101111-101131-101181-101198-201155,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Will Bynum, Rodney Stuckey","Villanueva, Maxiell, Calderon, Bynum, Stuckey",101111-101131-101181-101198-201155,DET,291.0,2,5.0,2.0,10.0,9.0,5.0,2.0,19.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,10.0,1.0,10.0,8.0,2.0,2.0,5.0,4.0,6.0,4.0,3.0,3.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,10.0,4.0,5.0,0.6,0.6,0.5,0.4,0.45454545454545453,0.4,0.45454545454545453,0.4,0.09090909090909091,0.6,0.4,0.6,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,94.02061855670104,0.5,12.4,18.555555555555557,11.6,17.666666666666668,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,1.0,0.4,0.5,0.6363636363636364,0.5879954545454545,0.5263,0.51038,0.4,6.779999999999999,24.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-101198-202688,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Will Bynum, Brandon Knight","Villanueva, Maxiell, Calderon, Bynum, Knight",101111-101131-101181-101198-202688,DET,15.0,1,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,192.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-101198-203114,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Will Bynum, Khris Middleton","Villanueva, Maxiell, Calderon, Bynum, Middleton",101111-101131-101181-101198-203114,DET,206.0,1,3.0,-7.0,5.0,5.0,,1.0,10.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,4.0,4.0,7.0,14.0,2.0,,,,2.0,2.0,1.0,2.0,,1.0,5.0,1.0,,,3.0,3.0,,,,,,1.0,1.0,,,2.0,2.0,,2.0,,5.0,,,0.5,0.5,0.5,,0.4375,,0.4375,,0.5,,0.5,,0.6,,,,,69.90291262135922,,21.0,20.2,17.2,14.6,0.125,,,,0.25,0.125,1.0,1.0,1.0,0.125,0.3333333333333333,,,0.625,0.51035,0.5694,,,7.85,24.1,,,,,,,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.25,0.25,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.375,0.3333333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-201155-202688,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Rodney Stuckey, Brandon Knight","Villanueva, Maxiell, Calderon, Stuckey, Knight",101111-101131-101181-201155-202688,DET,78.0,1,1.0,4.0,3.0,3.0,,1.0,6.0,2.0,3.0,1.0,,,,,1.0,,2.0,4.0,,5.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,1.0,,,,,,3.0,,,0.5,1.0,0.5,,0.5,,0.625,,,1.0,0.5,1.0,0.5,,,,1.0,110.76923076923076,,12.0,14.0,11.666666666666666,9.333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.5,,0.25,,,,,1.0,,,0.75,0.659925,0.679,,,5.3,,,1.0,1.0,1.0,0.25,0.25,,,,,,,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,0.4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-201155-202713,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Rodney Stuckey, Kyle Singler","Villanueva, Maxiell, Calderon, Stuckey, Singler",101111-101131-101181-201155-202713,DET,125.0,1,2.0,-1.0,4.0,4.0,,,8.0,1.0,3.0,,,,,,,,1.0,3.0,,2.0,3.0,,,,,,2.0,,,,,,,3.0,3.0,,3.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.75,,0.75,,,,,0.5,92.16,,13.0,18.25,13.0,14.5,1.0,0.3333333333333333,0.5,,,,,,,,,,,1.0,0.7474,,,,0.5,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-201155-203114,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Rodney Stuckey, Khris Middleton","Villanueva, Maxiell, Calderon, Stuckey, Middleton",101111-101131-101181-201155-203114,DET,198.0,1,3.0,-1.0,6.0,5.0,,1.0,11.0,2.0,2.0,,,,,,2.0,,2.0,4.0,2.0,7.0,8.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,,2.0,2.0,1.0,3.0,,,,1.0,,1.0,4.0,,,,,,,,7.0,,,0.5,0.5,0.5,,0.5833333333333334,,0.5833333333333334,,0.3333333333333333,1.0,,1.0,0.3333333333333333,,,1.0,,80.0,,18.833333333333332,17.0,17.0,17.0,0.3333333333333333,1.0,1.0,0.5,,0.3333333333333333,,,,,,,,0.6666666666666666,0.5503916666666667,,,,9.85,25.85,,,,,,,,,,2.0,,1.0,,,,,2.0,,,,1.0,,0.5,0.5,,,,,,1.0,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-202688-202713,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Brandon Knight, Kyle Singler","Villanueva, Maxiell, Calderon, Knight, Singler",101111-101131-101181-202688-202713,DET,111.0,2,2.0,4.0,4.0,4.0,1.0,1.0,8.0,,,,,,,1.0,2.0,,1.0,2.0,1.0,7.0,3.0,,,,3.0,2.0,,1.0,2.0,,1.0,5.0,1.0,,2.0,1.0,3.0,,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,2.0,,5.0,3.0,1.0,1.0,1.0,0.5,,0.8333333333333334,1.5,0.875,1.5,0.3333333333333333,,1.0,0.5,1.0,,1.0,,,103.78378378378378,,11.5,16.25,11.25,15.5,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,0.3859333333333333,,0.3096,0.42857142857142855,19.3,26.3,0.25,2.0,2.0,1.0,0.25,0.3333333333333333,1.0,,,1.0,,1.0,,,2.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,0.3333333333333333,,0.2857142857142857,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101181-202688-203114,1610612765,"Charlie Villanueva, Jason Maxiell, Jose Calderon, Brandon Knight, Khris Middleton","Villanueva, Maxiell, Calderon, Knight, Middleton",101111-101131-101181-202688-203114,DET,214.0,1,4.0,-1.0,7.0,5.0,,,12.0,,,,,,,2.0,5.0,,2.0,5.0,,5.0,6.0,,,,,,4.0,,,,,,,3.0,3.0,,3.0,,,1.0,1.0,,,,,2.0,,,,,,5.0,,,,,0.4,,0.4,,0.4166666666666667,,,1.0,,1.0,,,,,1.0,80.74766355140187,,16.571428571428573,19.6,16.571428571428573,19.6,,,,,,1.0,0.4,0.4,,,,,,,0.38218,,,,16.44,,,1.0,2.0,1.0,0.16666666666666666,0.16666666666666666,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101198-201155-201973,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Jonas Jerebko","Villanueva, Maxiell, Bynum, Stuckey, Jerebko",101111-101131-101198-201155-201973,DET,354.0,1,6.0,-3.0,12.0,13.0,2.0,,25.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,12.0,15.0,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,,8.0,,1.0,3.0,,3.0,2.0,2.0,2.0,6.0,1.0,1.0,4.0,1.0,2.0,,,,,,12.0,2.0,2.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.4,0.25,,0.4,,,,0.3333333333333333,,101.69491525423729,,16.833333333333332,11.692307692307692,16.833333333333332,11.384615384615385,0.2,1.0,1.0,1.0,0.2,0.2,1.0,1.0,,0.4,,1.0,1.0,0.6,0.56041,,0.849,0.16666666666666666,9.966666666666667,23.5,0.16666666666666666,2.0,2.0,1.0,0.16666666666666666,0.25,,,2.0,,,2.0,,,,6.0,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,4.0,3.0,0.6666666666666666,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
101111-101131-101198-201155-202688,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Brandon Knight","Villanueva, Maxiell, Bynum, Stuckey, Knight",101111-101131-101198-201155-202688,DET,421.0,2,7.0,3.0,14.0,12.0,2.0,2.0,26.0,3.0,6.0,,1.0,1.0,3.0,,1.0,1.0,3.0,10.0,3.0,11.0,8.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,4.0,2.0,2.0,6.0,2.0,8.0,,,1.0,2.0,,1.0,3.0,,2.0,2.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.3,0.5,0.34615384615384615,0.5,0.39285714285714285,0.5,0.23076923076923078,0.4,0.3333333333333333,0.6666666666666666,0.25,0.5,,0.5,1.0,88.93111638954869,0.5,13.785714285714286,19.0,12.714285714285714,17.166666666666668,0.46153846153846156,0.5,0.5,0.6666666666666666,0.23076923076923078,0.07692307692307693,,,,0.07692307692307693,,0.5,1.0,0.6923076923076923,0.5292846153846154,0.4083,0.52015,0.18181818181818182,5.18,25.566666666666666,0.14285714285714285,2.0,2.0,1.0,0.07142857142857142,0.09090909090909091,1.0,,,2.0,,1.0,,,2.0,,2.0,,,,,,0.3333333333333333,0.3333333333333333,,,0.5,,,,0.3333333333333333,,,,,,,0.15384615384615385,,0.18181818181818182,,,,,,,,1.0,1.0,0.1,,,1.0,3.0,1.0,1.0,,0.5,0.5,0.5,0.5,,,2.0,,,,4.0,,1.0,1.0,1.0,,,,,1.0,1.0,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2013,2012-13,True
