EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,2pt And 1 Free Throw Trips,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,HeaveAttempts,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,Corner3FGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,Corner3Assists,OffThreePtRebounds,SelfOReb,Technical Free Throw Trips,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,FTOffRebounds,LostBallSteals,OffFTReboundPct,OffLongMidRangeReboundPct,PtsPutbacks,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,BlockedCorner3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,BadPassOutOfBoundsTurnovers,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockingFoulsDrawn,PtsUnassisted3s,SecondChanceTurnovers,Travels,Charge Fouls Drawn,BlockedShortMidRange,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1889-201147-201163-201576-201951,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Anthony Randolph, Ty Lawson","Miller, Brewer, Chandler, Randolph, Lawson",1889-201147-201163-201576-201951,DEN,186.0,1,3.0,7.0,7.0,14,2.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.0,0.8571428571428571,1.0,1.0,0.5,1.0,108.38709677419355,11.428571428571429,15.142857142857142,11.428571428571429,13.428571428571429,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.44786666666666664,4.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201580-201951,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, JaVale McGee, Ty Lawson","Miller, Brewer, Chandler, McGee, Lawson",1889-201147-201163-201580-201951,DEN,111.0,2,2.0,4.0,6.0,10,1.0,,,1.0,1.0,2.0,1.0,3.0,15.0,2.0,1.0,,,,,,,2.0,,3.0,0.5,0.3333333333333333,0.375,0.3333333333333333,,,,,,,,129.7297297297297,15.75,8.0,15.75,7.833333333333333,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.45081666666666664,11.2,26.1,-12.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,0.5,0.3333333333333333,0.375,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.45081666666666664,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201580-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, JaVale McGee, Andre Iguodala","Miller, Brewer, Chandler, McGee, Iguodala",1889-201147-201163-201580-2738,DEN,371.0,2,6.0,12.0,11.0,23,2.0,2.0,3.0,2.0,6.0,8.0,2.0,18.0,9.0,4.0,2.0,1.0,5.0,6.0,6.0,,1.0,4.0,,18.0,0.75,0.9,0.9,0.2,0.8333333333333334,0.5,0.75,0.5,1.0,1.0,,89.2722371967655,13.75,18.727272727272727,13.75,18.727272727272727,0.2,0.3,0.6666666666666666,0.6666666666666666,0.2,0.4,0.46724,11.1625,24.75,9.0,7.0,5.0,2.0,1.0,1.0,3.0,1.0,,4.0,6.0,1.0,,11.0,,2.0,,,,11.0,7.0,0.6666666666666666,0.7857142857142857,0.7857142857142857,,,1.0,1.0,0.3,0.14285714285714285,1.0,0.14285714285714285,0.44699285714285714,,,0.6111111111111112,0.5833333333333334,2.0,2.0,1.0,2.0,1.0,8.0,6.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201585-201951,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Kosta Koufos, Ty Lawson","Miller, Brewer, Chandler, Koufos, Lawson",1889-201147-201163-201585-201951,DEN,147.0,1,2.0,6.0,5.0,11,4.0,,,,2.0,5.0,1.0,6.0,4.0,2.0,,,1.0,1.0,2.0,,,,,6.0,0.4,0.3333333333333333,0.42857142857142855,0.16666666666666666,1.0,,1.0,,1.0,,,107.75510204081633,14.5,12.0,13.166666666666666,12.0,0.6666666666666666,,,,,0.8333333333333334,0.5451166666666667,5.32,24.1,2.0,,,1.0,,,1.0,,2.0,,,,,,2.0,,3.0,3.0,2.0,,,,,,0.4,,0.25,0.5,0.16666666666666666,,,,,0.2857142857142857,0.3333333333333333,,,1.0,,,,,2.0,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,0.5,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.3333333333333333,0.16666666666666666,1.0,0.5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201585-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Kosta Koufos, Andre Iguodala","Miller, Brewer, Chandler, Koufos, Iguodala",1889-201147-201163-201585-2738,DEN,346.0,3,6.0,13.0,14.0,27,4.0,,3.0,1.0,2.0,10.0,1.0,7.0,16.0,,,1.0,2.0,4.0,5.0,1.0,2.0,1.0,,7.0,0.2,0.18181818181818182,0.25,0.09090909090909091,0.6666666666666666,1.0,0.75,,0.6666666666666666,,,112.3699421965318,14.076923076923077,11.642857142857142,12.538461538461538,11.642857142857142,0.36363636363636365,0.2727272727272727,,,0.09090909090909091,0.45454545454545453,0.49887,7.76,51.5,-9.0,6.0,12.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,7.0,1.0,1.0,3.0,5.0,2.0,7.0,6.0,1.0,0.6666666666666666,0.7,0.1,,0.5,0.6666666666666666,0.2727272727272727,0.6666666666666666,1.0,0.3333333333333333,0.74925,0.15384615384615385,0.16666666666666666,1.0,0.46153846153846156,,,,,,4.0,,,2.0,,2.0,,2.0,,,4.0,1.0,,,,,1.0,,,1.0,1.0,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.25,0.125,0.125,,,1.0,0.3924,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201951-202702,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Ty Lawson, Kenneth Faried","Miller, Brewer, Chandler, Lawson, Faried",1889-201147-201163-201951-202702,DEN,498.0,4,8.0,15.0,16.0,31,6.0,1.0,3.0,,7.0,11.0,5.0,20.0,15.0,8.0,,1.0,7.0,8.0,11.0,1.0,2.0,5.0,,15.0,0.6363636363636364,0.53125,0.5588235294117647,0.3125,0.7,1.0,0.7272727272727273,1.0,0.5,0.75,,89.63855421686746,13.8,18.1875,12.333333333333334,16.9375,0.375,0.1875,0.3333333333333333,0.5,,0.6875,0.52485625,5.954545454545454,23.44,5.0,2.0,9.0,5.0,,,2.0,,3.0,1.0,1.0,,,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.09090909090909091,,0.8333333333333334,0.8333333333333334,0.125,,,,0.419,0.0625,0.09090909090909091,0.1,0.13333333333333333,1.0,,,1.0,,6.0,3.0,,3.0,1.0,4.0,,3.0,,,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.42857142857142855,0.42857142857142855,1.0,0.2,,0.2,0.5,1.0,0.6,,0.5,0.5,,,,,,,3.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,,0.25,0.375,,0.3125,0.6666666666666666,0.416,,,,1.0,,1.0,,,1.0,,,0.5,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.625,0.3333333333333333,0.5,0.5,0.14285714285714285,0.2,0.2,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201951-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Ty Lawson, Andre Iguodala","Miller, Brewer, Chandler, Lawson, Iguodala",1889-201147-201163-201951-2738,DEN,228.0,2,4.0,10.0,6.0,16,2.0,1.0,1.0,3.0,2.0,4.0,5.0,8.0,10.0,,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,8.0,0.5,0.3888888888888889,0.4,0.5555555555555556,,1.0,1.0,,,,,101.05263157894737,11.1,19.5,10.6,19.5,0.2222222222222222,0.1111111111111111,1.0,1.0,0.3333333333333333,0.7777777777777778,0.52178125,6.275,29.439999999999998,-2.0,10.0,,1.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,8.0,1.0,,1.0,2.0,1.0,8.0,10.0,0.5,0.3888888888888889,0.4,0.25,,0.5,1.0,0.1111111111111111,0.2222222222222222,0.5,0.3333333333333333,0.52178125,0.1,0.2,1.0,1.0,,,,1.0,1.0,4.0,3.0,,2.0,1.0,3.0,,1.0,1.0,,7.0,,,,,,,,,1.0,1.0,1.0,0.2,0.2,0.25,,1.0,1.0,1.0,,,,,,,,,1.0,,2.0,,,1.0,,,,0.5,,0.2,,0.2222222222222222,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,,0.5,0.5,1.0,,,,1.0,2.0,1.0,1.0,1.0,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-202702-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Kenneth Faried, Andre Iguodala","Miller, Brewer, Chandler, Faried, Iguodala",1889-201147-201163-202702-2738,DEN,19.0,1,,1.0,1.0,2,,,,,,,,2.0,,,,,,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,,151.57894736842107,18.0,1.0,18.0,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,2.0,,,,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-202933-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Julyan Stone, Andre Iguodala","Miller, Brewer, Chandler, Stone, Iguodala",1889-201147-201163-202933-2738,DEN,17.0,1,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,17.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201576-201580-201951,1610612743,"Andre Miller, Corey Brewer, Anthony Randolph, JaVale McGee, Ty Lawson","Miller, Brewer, Randolph, McGee, Lawson",1889-201147-201576-201580-201951,DEN,178.0,1,3.0,6.0,6.0,12,1.0,1.0,2.0,,2.0,4.0,2.0,7.0,13.0,2.0,,,,,,,,1.0,,7.0,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333,,,,,,,,97.07865168539325,18.666666666666668,11.0,18.666666666666668,11.0,0.16666666666666666,0.3333333333333333,0.5,0.5,,0.5,0.46865,11.25,23.7,-6.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,0.16666666666666666,,,,,,,,,,,,1.0,,2.0,3.0,,1.0,1.0,2.0,,1.0,,,5.0,,,,,,,,,0.5,0.5,1.0,0.5,,0.5,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
