EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Travels,OffShortMidRangeReboundPct,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,Offensive Fouls Drawn,SelfOReb,SelfORebPct,FTOffRebounds,OffFTReboundPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,PenaltyFg3Pct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,Charge Fouls Drawn,BlockingFouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
201144-201188-201573-201589-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur, Quincy Pondexter","Conley, Gasol, Bayless, Arthur, Pondexter",201144-201188-201573-201589-202347,MEM,1354.0,12,23.0,-5.0,41.0,43.0,12.0,18.0,8.0,84,5.0,11.0,2.0,2.0,2.0,5.0,2.0,5.0,6.0,9.0,2.0,6.0,2.0,1.0,1.0,8.0,2.0,13.0,25.0,3.0,14.0,8.0,43.0,48.0,4.0,5.0,2.0,8.0,2.0,7.0,3.0,4.0,8.0,14.0,12.0,9.0,2.0,2.0,6.0,1.0,6.0,7.0,3.0,10.0,1.0,2.0,3.0,4.0,23.0,3.0,2.0,7.0,10.0,17.0,5.0,22.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,9.0,2.0,1.0,8.0,10.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,35.0,8.0,12.0,4.0,1.0,0.5384615384615384,0.5833333333333334,1.0,0.21428571428571427,0.25,0.52,0.8,0.2857142857142857,0.44871794871794873,0.5714285714285714,0.2,0.5,0.5714285714285714,0.3333333333333333,0.358974358974359,0.24,0.36363636363636365,0.4,0.8,0.8333333333333334,0.16666666666666666,0.875,0.3333333333333333,0.85,0.23809523809523808,0.3333333333333333,0.4,0.25,1.0,1.0,0.6,1.0,0.6666666666666666,89.33530280649926,1.0,18.121951219512194,14.209302325581396,15.975609756097562,14.13953488372093,0.28205128205128205,0.45454545454545453,0.7142857142857143,0.6,0.1282051282051282,0.4,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.20512820512820512,0.125,0.125,1.0,0.2857142857142857,1.0,0.5,0.2857142857142857,0.5,0.4,0.1,0.2,0.6410256410256411,0.16666666666666666,0.47054054054054056,0.52303,0.4389166666666667,0.11904761904761904,0.17857142857142858,0.18604651162790697,0.18604651162790697,9.316,28.735714285714288,0.2926829268292683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-201589-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur, Tayshaun Prince","Conley, Gasol, Bayless, Arthur, Prince",201144-201188-201573-201589-2419,MEM,402.0,4,7.0,2.0,13.0,12.0,5.0,1.0,3.0,25,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,2.0,2.0,,,,,,1.0,1.0,4.0,7.0,,1.0,7.0,15.0,13.0,1.0,1.0,,4.0,3.0,4.0,1.0,3.0,9.0,4.0,4.0,,2.0,,1.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,7.0,,,,1.0,,2.0,1.0,3.0,,,1.0,2.0,,1.0,5.0,8.0,,2.0,2.0,,,,,11.0,9.0,5.0,,1.0,0.5,0.6666666666666666,,,,0.5714285714285714,1.0,0.75,0.5,1.0,0.6,0.625,1.0,0.6428571428571429,0.125,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1.0,0.625,0.5,,1.0,,0.5,1.0,0.6666666666666666,1.0,,89.55223880597015,,15.076923076923077,17.166666666666668,14.923076923076923,15.0,0.25,1.0,1.0,0.5,0.375,,,0.25,1.0,1.0,0.5,,,,,0.125,,,,1.0,1.0,,,0.4,1.0,,0.2,0.375,,0.47063125,0.6462,0.50851,0.2,0.2222222222222222,0.26666666666666666,0.6,9.157142857142857,26.0,0.38461538461538464,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-201589-2754,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur, Tony Allen","Conley, Gasol, Bayless, Arthur, Allen",201144-201188-201573-201589-2754,MEM,258.0,2,4.0,-7.0,9.0,9.0,3.0,9.0,,18,,,,,,,,,,4.0,,,,,,1.0,,,4.0,,1.0,6.0,6.0,13.0,,,,,,1.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,2.0,3.0,,3.0,,,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,,5.0,8.0,,2.0,2.0,,,,,6.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.2,,,,1.0,0.5,,,,0.5,,,,,,0.5,1.0,,,100.46511627906978,,14.777777777777779,13.88888888888889,14.777777777777779,12.11111111111111,,,,,,,,0.8,,,,,,,,0.2,,,,,,,,,,,,0.2,,0.39837,,0.3145,0.2857142857142857,0.3333333333333333,,0.3333333333333333,18.075,26.7,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-201948-202334,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Austin Daye, Ed Davis","Conley, Gasol, Bayless, Daye, Davis",201144-201188-201573-201948-202334,MEM,37.0,1,1.0,-1.0,1.0,1.0,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.83783783783784,,25.0,12.0,25.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-201948-2216,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Austin Daye, Zach Randolph","Conley, Gasol, Bayless, Daye, Randolph",201144-201188-201573-201948-2216,MEM,167.0,2,3.0,1.0,5.0,7.0,5.0,7.0,,12,3.0,3.0,,,3.0,3.0,,,,,,,,,,,,3.0,3.0,,,4.0,10.0,9.0,,,,,3.0,3.0,,4.0,10.0,2.0,4.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,2.0,3.0,,,3.0,4.0,,,2.0,,,,,10.0,10.0,5.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,0.6666666666666666,,,,0.6666666666666666,,,,,,,1.0,,,103.47305389221557,,10.6,16.285714285714285,10.6,15.142857142857142,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.6151333333333333,,0.6151333333333333,,,,1.0,1.8666666666666665,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-202334-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Quincy Pondexter","Conley, Gasol, Bayless, Davis, Pondexter",201144-201188-201573-202334-202347,MEM,210.0,2,4.0,-5.0,6.0,5.0,,,1.0,11,,,,,,,1.0,2.0,,2.0,,,,,,1.0,,1.0,4.0,,1.0,,2.0,7.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,,,2.0,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,0.25,,,0.2,,,0.2,,,0.2,,,,1.0,0.5,,,1.0,0.5,0.25,,1.0,,,,1.0,,,75.42857142857143,,21.166666666666668,16.6,17.166666666666668,16.6,,,,,0.4,0.5,0.5,0.4,,,,,,,,0.2,,,,,,,,,,,,0.2,,0.42367,,,,,,,14.3,27.3,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-202334-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Tayshaun Prince","Conley, Gasol, Bayless, Davis, Prince",201144-201188-201573-202334-2419,MEM,93.0,1,2.0,3.0,3.0,3.0,,3.0,1.0,6,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,2.0,3.0,,1.0,1.0,5.0,2.0,1.0,1.0,,3.0,,,,,,2.0,2.0,,2.0,,1.0,,,1.0,,1.0,,,,1.0,2.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,0.5,1.0,,,,0.6666666666666666,1.0,,0.5,1.0,,0.625,1.5,,0.25,,,,,1.0,1.0,,,1.0,0.5,1.0,,,1.0,1.0,,,,92.90322580645162,1.0,17.666666666666668,13.333333333333334,17.333333333333332,13.333333333333334,0.5,0.5,0.5,,,,,0.25,1.0,1.0,1.0,,,,,0.25,,,,1.0,1.0,,,,,,,0.75,,0.427975,0.4221,,0.25,0.3333333333333333,0.6,,7.166666666666667,28.3,,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-202347-202720,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Jon Leuer","Conley, Gasol, Bayless, Pondexter, Leuer",201144-201188-201573-202347-202720,MEM,32.0,1,1.0,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,1.0,,45.0,,,32.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-202347-2039,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Keyon Dooling","Conley, Gasol, Bayless, Pondexter, Dooling",201144-201188-201573-202347-2039,MEM,125.0,2,2.0,,4.0,5.0,4.0,4.0,1.0,9,2.0,2.0,,,2.0,2.0,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,6.0,6.0,,,,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,2.0,1.0,3.0,,,,,,,,,,,1.0,2.0,1.0,,2.0,4.0,,1.0,1.0,,,,,4.0,6.0,4.0,,1.0,0.5,0.5,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.6,1.0,0.6,0.3333333333333333,,,,,1.0,,,,1.0,,,,,,1.0,,,,103.67999999999999,,12.0,15.4,11.75,15.4,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,0.5132666666666666,,0.5132666666666666,0.25,0.3333333333333333,0.3333333333333333,1.0,1.35,25.8,1.0,2.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
201144-201188-201573-202347-2216,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Zach Randolph","Conley, Gasol, Bayless, Pondexter, Randolph",201144-201188-201573-202347-2216,MEM,2330.0,7,39.0,-21.0,63.0,77.0,14.0,55.0,2.0,140,9.0,11.0,2.0,2.0,4.0,4.0,7.0,9.0,6.0,16.0,2.0,4.0,,,1.0,11.0,3.0,22.0,36.0,3.0,15.0,6.0,59.0,80.0,2.0,2.0,,4.0,5.0,7.0,3.0,2.0,15.0,18.0,26.0,6.0,,,11.0,1.0,2.0,9.0,2.0,11.0,1.0,1.0,5.0,,24.0,2.0,1.0,3.0,24.0,28.0,3.0,31.0,7.0,7.0,,6.0,4.0,5.0,2.0,11.0,,2.0,7.0,23.0,2.0,1.0,13.0,7.0,1.0,4.0,,4.0,2.0,4.0,4.0,55.0,15.0,14.0,3.0,,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.2,0.2,0.6111111111111112,1.0,0.7142857142857143,0.5196078431372549,1.0,0.65,0.5462962962962963,1.0,0.6818181818181818,0.29411764705882354,0.05555555555555555,0.09090909090909091,0.1111111111111111,0.5454545454545454,0.7272727272727273,0.07142857142857142,0.375,0.16666666666666666,0.6585365853658537,0.11538461538461539,,0.1,0.5,0.5333333333333333,0.8333333333333334,0.9166666666666666,0.25,0.5,86.52360515021459,1.0,15.968253968253968,17.194805194805195,15.698412698412698,15.363636363636363,0.21568627450980393,0.8181818181818182,0.9,0.5555555555555556,0.17647058823529413,0.7777777777777778,0.875,0.3137254901960784,0.375,0.375,,0.0784313725490196,0.5,0.5,0.5,0.21568627450980393,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,,,0.4,1.0,,0.3,0.5098039215686274,0.09090909090909091,0.48626176470588234,0.46675,0.50768,0.07407407407407407,0.10256410256410256,0.06779661016949153,0.2542372881355932,11.024999999999999,24.59333333333333,0.2222222222222222,,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.5714285714285714,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
