EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,FTDefRebounds,DefRebounds,Rebounds,DefFTReboundPct,SecondsPlayed,Minutes,OffPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PtsPutbacks,HeaveAttempts,FTOffRebounds,LostBallSteals,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,OffArc3ReboundPct,SelfORebPct,Corner3PctAssisted,SecondChanceArc3PctAssisted,Travels,SecondChanceCorner3FGM,BlockingFouls,Charge Fouls,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101138-101183-1718-1891-202340,1610612738,"Brandon Bass, Shavlik Randolph, Paul Pierce, Jason Terry, Avery Bradley","Bass, Randolph, Pierce, Terry, Bradley",101138-101183-1718-1891-202340,BOS,1,1.0,1.0,1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201145-201584,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Jeff Green, Courtney Lee","Bass, Pierce, Terry, Green, Lee",101138-1718-1891-201145-201584,BOS,1,2.0,1.0,3,1.0,1.0,1.0,1.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.5,75.78947368421053,27.0,15.0,27.0,15.0,1.0,1.0,1.0,1.0,0.7075,1.0,1.0,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201145-201944,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Jeff Green, Terrence Williams","Bass, Pierce, Terry, Green, Williams",101138-1718-1891-201145-201944,BOS,2,20.0,8.0,41,1.0,8.0,8.0,1.0,652.0,11.0,21.0,2.0,3.0,5.0,11.0,,19.0,18.0,,9.0,6.0,3.0,6.0,1.0,,,,19.0,9.0,0.45454545454545453,0.59375,0.59375,0.5,90.5521472392638,15.80952380952381,16.0,15.80952380952381,15.45,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.47888125,,,0.47368421052631576,7.845454545454545,1.0,10.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,7.0,1.0,2.0,4.0,6.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,0.4,0.4,0.6666666666666666,0.6,0.5,0.6,0.42857142857142855,0.5,0.3125,0.5,0.3333333333333333,0.8333333333333334,0.5833333333333334,0.5,0.75,1.0,0.5,0.375,0.3333333333333333,0.3333333333333333,0.5,0.125,0.5,0.5,0.0625,1.0,1.0,0.25,0.5,0.5,1.0,0.2222222222222222,0.5,0.1111111111111111,1.0,0.1111111111111111,0.5,0.4683333333333333,24.759999999999998,0.47619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201145-202340,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Jeff Green, Avery Bradley","Bass, Pierce, Terry, Green, Bradley",101138-1718-1891-201145-202340,BOS,5,58.0,19.0,117,2.0,23.0,30.0,0.6666666666666666,2119.0,35.0,59.0,7.0,11.0,18.0,35.0,10.0,49.0,71.0,3.0,10.0,24.0,7.0,19.0,14.0,12.0,,6.0,45.0,10.0,0.5142857142857142,0.39,0.4375,0.8333333333333334,79.50920245398773,17.47457627118644,18.75862068965517,16.491525423728813,17.879310344827587,0.22,0.6363636363636364,0.875,0.52,0.492211,0.10714285714285714,0.14634146341463414,0.20408163265306123,10.551428571428572,-22.0,6.0,,,6.0,10.0,5.0,14.0,,5.0,,,1.0,10.0,2.0,1.0,15.0,2.0,2.0,1.0,2.0,12.0,3.0,,10.0,1.0,6.0,1.0,7.0,1.0,3.0,1.0,15.0,9.0,12.0,,,7.0,2.0,4.0,5.0,11.0,,1.0,2.0,2.0,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.5,0.06666666666666667,1.0,0.875,0.3,0.6363636363636364,0.6666666666666666,0.9,0.75,0.8,0.875,1.0,0.42857142857142855,0.2,0.6,0.6666666666666666,0.16666666666666666,0.28,0.35714285714285715,0.38461538461538464,0.1,,,0.2,0.1,0.1,1.0,,,,,0.5,0.1,0.4378,24.62,0.1016949152542373,6.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,7.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,0.5,0.14285714285714285,0.2727272727272727,0.1,0.07142857142857142,0.29411764705882354,0.15384615384615385,0.23333333333333334,0.75,0.2222222222222222,0.4,0.8333333333333334,0.42857142857142855,0.5,0.4,0.5,0.5,0.5,0.51885,0.08163265306122448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201145-202348,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Jeff Green, Jordan Crawford","Bass, Pierce, Terry, Green, Crawford",101138-1718-1891-201145-202348,BOS,3,14.0,7.0,28,,4.0,6.0,,420.0,7.0,14.0,3.0,6.0,4.0,9.0,3.0,20.0,16.0,2.0,12.0,8.0,2.0,3.0,4.0,3.0,1.0,1.0,15.0,12.0,0.4444444444444444,0.6071428571428571,0.6666666666666666,0.6666666666666666,96.0,13.714285714285714,16.285714285714285,12.928571428571429,16.285714285714285,0.42857142857142855,0.5,0.6,0.7857142857142857,0.5110653846153845,0.07142857142857142,0.1111111111111111,0.6,4.911111111111111,4.0,8.0,2.0,4.0,1.0,2.0,,1.0,,,,,3.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,,6.0,3.0,4.0,3.0,,2.0,2.0,2.0,,,6.0,,4.0,1.0,,1.0,,,1.0,1.0,,,2.0,2.0,1.0,2.0,8.0,,,0.6666666666666666,0.6,0.6666666666666666,0.75,0.4,0.625,0.35714285714285715,1.0,0.6666666666666666,,0.6666666666666666,0.5,,,,0.14285714285714285,0.5,1.0,,0.07142857142857142,,,,,,0.35714285714285715,0.6,0.6,0.6666666666666666,0.5,0.5,,,0.375,0.75,0.51031875,31.7,0.5714285714285714,2.0,,1.0,2.0,1.0,,5.0,2.0,,,1.0,2.0,,,,,,,1.0,,1.25,0.2222222222222222,0.16666666666666666,0.5,,0.2,,0.16666666666666666,,,,1.0,0.6666666666666666,0.5,,,0.5,0.6666666666666666,0.49835,0.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201145-708,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Jeff Green, Kevin Garnett","Bass, Pierce, Terry, Green, Garnett",101138-1718-1891-201145-708,BOS,4,57.0,9.0,115,1.0,22.0,24.0,1.0,1835.0,31.0,58.0,9.0,9.0,14.0,26.0,15.0,64.0,59.0,10.0,40.0,14.0,4.0,11.0,14.0,17.0,1.0,5.0,59.0,40.0,0.5384615384615384,0.5975609756097561,0.65625,0.6724137931034483,90.24523160762944,15.155172413793103,16.771929824561404,14.586206896551724,16.350877192982455,0.21951219512195122,1.0,1.0,0.5853658536585366,0.49802682926829267,0.1111111111111111,0.16666666666666666,0.625,9.742307692307692,5.0,34.0,5.0,5.0,2.0,6.0,3.0,11.0,2.0,2.0,2.0,2.0,5.0,13.0,8.0,7.0,15.0,6.0,14.0,6.0,10.0,14.0,18.0,3.0,13.0,5.0,7.0,6.0,13.0,4.0,5.0,1.0,32.0,6.0,15.0,4.0,3.0,5.0,4.0,8.0,1.0,13.0,8.0,3.0,1.0,1.0,1.0,1.0,34.0,0.5,0.5,0.8571428571428571,0.4666666666666667,0.6,0.4666666666666667,0.42857142857142855,0.625,0.36585365853658536,0.38461538461538464,0.8333333333333334,0.8571428571428571,0.84,0.6666666666666666,0.8333333333333334,1.0,0.5555555555555556,0.14634146341463414,0.3333333333333333,0.3333333333333333,0.5,0.2682926829268293,0.2727272727272727,0.2727272727272727,0.04878048780487805,1.0,1.0,0.3170731707317073,0.38461538461538464,0.38461538461538464,0.8,0.20833333333333334,1.0,0.08333333333333333,1.0,0.3333333333333333,0.38461538461538464,0.49390833333333334,24.813333333333333,0.5862068965517241,3.0,,2.0,4.0,2.0,2.0,5.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,,2.0,1.0,,0.8333333333333334,,,,,0.08333333333333333,0.125,0.1,,0.125,,1.0,0.9,1.0,0.3333333333333333,,1.0,0.5,0.54255,0.078125,,,1.0,,,1.0,,,,1.0,3.0,,3.0,0.5,,0.75,,,,,0.5,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.125,0.05,1.0,1.0,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201944-202340,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Terrence Williams, Avery Bradley","Bass, Pierce, Terry, Williams, Bradley",101138-1718-1891-201944-202340,BOS,1,7.0,7.0,13,,2.0,2.0,,176.0,3.0,6.0,,,2.0,2.0,,10.0,5.0,,10.0,2.0,,2.0,,,,,10.0,10.0,1.0,1.0,1.0,1.0,106.36363636363637,14.166666666666666,13.0,14.166666666666666,12.571428571428571,,,,0.6,0.46264000000000005,,,1.0,17.1,5.0,6.0,,,,,2.0,2.0,,,,,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,,3.0,2.0,1.0,2.0,3.0,2.0,,,8.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,6.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,1.0,0.6666666666666666,,0.6666666666666666,1.0,,,,,,,,0.4,1.0,1.0,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,0.6,0.6666666666666666,0.46264000000000005,25.900000000000002,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,,,0.5,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-201944-708,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Terrence Williams, Kevin Garnett","Bass, Pierce, Terry, Williams, Garnett",101138-1718-1891-201944-708,BOS,2,10.0,2.0,21,,8.0,10.0,,363.0,6.0,11.0,,2.0,1.0,5.0,1.0,6.0,4.0,,3.0,,1.0,2.0,3.0,2.0,,1.0,6.0,3.0,0.2,0.2777777777777778,0.3,0.5,83.30578512396694,14.636363636363637,20.2,13.272727272727273,20.0,0.2222222222222222,,,0.6666666666666666,0.46424444444444446,0.1,0.16666666666666666,0.5,12.540000000000001,2.0,4.0,,1.0,,,1.0,3.0,,2.0,,1.0,1.0,2.0,1.0,1.0,4.0,,1.0,1.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,5.0,4.0,4.0,,,2.0,2.0,1.0,,3.0,1.0,1.0,,,,,4.0,1.0,1.0,1.0,0.25,0.5,0.25,,0.5,0.4444444444444444,0.6666666666666666,0.6666666666666666,1.0,0.8,0.5,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,,,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.5,0.5418666666666666,23.975,0.36363636363636365,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.2,0.5,,,0.25,0.3333333333333333,0.2857142857142857,0.5,,0.5,,0.75,,1.0,0.5,,1.0,0.46975,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-202340-202348,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Avery Bradley, Jordan Crawford","Bass, Pierce, Terry, Bradley, Crawford",101138-1718-1891-202340-202348,BOS,1,1.0,1.0,3,,,,,40.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,108.0,17.0,6.0,17.0,5.0,,,,1.0,0.3546,,,,,-2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
101138-1718-1891-202340-708,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Avery Bradley, Kevin Garnett","Bass, Pierce, Terry, Bradley, Garnett",101138-1718-1891-202340-708,BOS,2,5.0,1.0,10,1.0,3.0,4.0,1.0,160.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,10.0,2.0,2.0,5.0,2.0,,,1.0,2.0,,1.0,8.0,5.0,1.0,0.8,0.8333333333333334,1.25,90.0,12.8,19.2,12.4,14.2,0.2,1.0,1.0,1.0,0.5210600000000001,0.16666666666666666,0.5,0.5,2.4,8.0,2.0,,,,,,,,1.0,,,2.0,3.0,1.0,2.0,4.0,,,1.0,1.0,,6.0,,3.0,2.0,,2.0,2.0,2.0,,,6.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,1.0,0.5,1.0,0.5,,1.5,0.8,,0.5,1.0,0.6666666666666666,,1.0,,,,,,,,,,0.2,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.6666666666666666,0.40005,24.725,0.4,1.0,,,1.0,,,2.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,0.5,0.5,,,1.0,,1.0,,,,,1.0,,0.2,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,False
