EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,DefCorner3ReboundPct,PtsUnassisted3s,2pt And 1 Free Throw Trips,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SelfORebPct,PenaltyCorner3FGM,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,BlockingFouls,Charge Fouls,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,DefensiveGoaltends,Travels,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedLongMidRange,Defensive 3 Seconds Violations,Arc3PctBlocked,OffensiveGoaltends,BlockedArc3,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
200752-201144-201188-201573-201578,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Jerryd Bayless, Marreese Speights","Gay, Conley, Gasol, Bayless, Speights",200752-201144-201188-201573-201578,MEM,248.0,2,4.0,10.0,8.0,7.0,2.0,15.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,12.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,10.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.2857142857142857,0.8333333333333334,0.5,1.0,0.8571428571428571,0.5,1.0,0.6666666666666666,1.0,1.0,87.09677419354838,12.125,21.571428571428573,10.0,20.857142857142858,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.5722357142857143,0.66,0.16666666666666666,5.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201573-201589,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Jerryd Bayless, Darrell Arthur","Gay, Conley, Gasol, Bayless, Arthur",200752-201144-201188-201573-201589,MEM,679.0,7,11.0,-5.0,24.0,24.0,1.0,48.0,3.0,5.0,,,1.0,5.0,2.0,2.0,5.0,11.0,3.0,3.0,21.0,26.0,,1.0,,4.0,6.0,9.0,,2.0,2.0,2.0,3.0,5.0,2.0,1.0,13.0,1.0,1.0,2.0,4.0,1.0,5.0,,3.0,7.0,,11.0,1.0,21.0,0.4,0.4,1.0,1.0,1.0,0.45454545454545453,,0.6785714285714286,,0.65625,,0.21428571428571427,1.0,0.2,0.5,0.75,0.2,0.25,1.0,,1.0,101.79675994108985,13.916666666666666,14.375,13.458333333333334,13.375,0.35714285714285715,0.6,0.75,0.3333333333333333,0.07142857142857142,0.35714285714285715,0.14285714285714285,1.0,1.0,1.0,,,0.5714285714285714,1.0,0.4707071428571429,0.3767,,9.718181818181819,24.900000000000002,16.0,8.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,2.0,2.0,2.0,14.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,16.0,2.0,1.0,1.0,0.375,0.6,0.5833333333333334,0.18181818181818182,0.2,0.2,0.5714285714285714,0.5,1.0,1.0,1.0,1.0,0.2,0.25,1.0,0.07142857142857142,1.0,1.0,1.0,0.5,0.6,0.2,1.0,0.482595,0.06666666666666667,0.08333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201573-201961,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Jerryd Bayless, Wayne Ellington","Gay, Conley, Gasol, Bayless, Ellington",200752-201144-201188-201573-201961,MEM,32.0,1,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,90.0,19.0,13.0,19.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201573-202347,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter","Gay, Conley, Gasol, Bayless, Pondexter",200752-201144-201188-201573-202347,MEM,74.0,2,1.0,4.0,4.0,3.0,1.0,7.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,8.0,4.0,,,,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,1.0,1.0,1.0,,1.1666666666666667,,1.3333333333333333,,0.3333333333333333,,,,,,,,,,136.2162162162162,4.25,19.0,4.0,19.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,1.0,0.5648333333333333,,,3.2,24.1,3.0,3.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,5.0,3.0,,,1.0,1.0,1.25,1.25,,,,,,,,1.0,1.0,,,,,,,,,,0.5,1.0,0.42895,0.3333333333333333,0.5,0.625,0.75,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201573-2216,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Jerryd Bayless, Zach Randolph","Gay, Conley, Gasol, Bayless, Randolph",200752-201144-201188-201573-2216,MEM,2697.0,14,45.0,2.0,78.0,80.0,8.0,158.0,8.0,16.0,1.0,5.0,11.0,11.0,7.0,16.0,19.0,38.0,12.0,25.0,97.0,95.0,3.0,7.0,7.0,22.0,16.0,33.0,2.0,16.0,7.0,11.0,11.0,22.0,6.0,3.0,55.0,3.0,6.0,14.0,20.0,9.0,29.0,1.0,2.0,7.0,,21.0,,90.0,0.5789473684210527,0.6111111111111112,0.9166666666666666,0.48,0.48,0.5,0.42857142857142855,0.5873015873015873,0.375,0.6217948717948718,0.3888888888888889,0.3968253968253968,0.5384615384615384,0.15789473684210525,0.6666666666666666,0.5714285714285714,0.25,0.2,0.4444444444444444,0.5,0.5,84.36040044493882,14.666666666666666,19.4125,14.012820512820513,17.9125,0.25396825396825395,0.5,0.5714285714285714,0.375,0.1746031746031746,0.1746031746031746,0.25396825396825395,0.4375,0.4375,0.8571428571428571,0.625,0.2,0.6507936507936508,0.4375,0.5098238095238095,0.52595,0.07216494845360824,8.24736842105263,24.616,32.0,27.0,1.0,5.0,5.0,6.0,5.0,9.0,5.0,9.0,23.0,3.0,12.0,5.0,10.0,12.0,33.0,4.0,5.0,4.0,,7.0,3.0,4.0,5.0,4.0,1.0,3.0,8.0,27.0,32.0,10.0,5.0,,,,,,33.0,32.0,1.0,5.0,0.5,0.25,0.4772727272727273,0.532258064516129,0.10526315789473684,0.125,,0.7142857142857143,,0.7142857142857143,,0.45454545454545453,0.5555555555555556,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.14285714285714285,0.5555555555555556,0.5555555555555556,1.0,0.22727272727272727,0.2,0.4090909090909091,0.5555555555555556,0.49882272727272725,0.1506849315068493,0.2127659574468085,0.3402061855670103,0.41025641025641024,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,0.18181818181818182,0.25,0.38461538461538464,0.125,0.16666666666666666,0.4444444444444444,0.25,0.8,0.125,0.045454545454545456,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201573-2754,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Jerryd Bayless, Tony Allen","Gay, Conley, Gasol, Bayless, Allen",200752-201144-201188-201573-2754,MEM,225.0,3,4.0,-5.0,7.0,7.0,1.0,14.0,2.0,2.0,,,3.0,2.0,,2.0,2.0,7.0,,2.0,5.0,10.0,,,1.0,,4.0,,,2.0,,,,,,,,1.0,,2.0,2.0,2.0,4.0,,,,,2.0,,4.0,,,,,,0.2857142857142857,,0.2222222222222222,,0.25,0.25,0.2222222222222222,1.0,0.25,,1.0,0.3333333333333333,1.0,1.0,,,89.6,12.714285714285714,19.428571428571427,12.0,19.428571428571427,0.2222222222222222,1.0,1.0,,0.3333333333333333,0.2222222222222222,0.2222222222222222,,,,,,0.4444444444444444,,0.45256111111111114,0.4524,0.2,10.314285714285715,25.15,4.0,6.0,,,,,,,,2.0,1.0,,4.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,4.0,,,,,,0.07142857142857142,0.14285714285714285,,0.5,,,,1.0,,,,,,,,,,,,0.3333333333333333,,0.403375,0.1,0.125,0.2,0.5714285714285714,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,0.5,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201578-201961,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Marreese Speights, Wayne Ellington","Gay, Conley, Gasol, Speights, Ellington",200752-201144-201188-201578-201961,MEM,1125.0,8,19.0,-11.0,33.0,33.0,8.0,66.0,5.0,9.0,1.0,2.0,9.0,12.0,1.0,7.0,10.0,30.0,1.0,7.0,27.0,38.0,4.0,7.0,10.0,14.0,6.0,3.0,,7.0,1.0,7.0,1.0,8.0,1.0,4.0,17.0,7.0,1.0,7.0,8.0,9.0,17.0,,2.0,3.0,,7.0,,17.0,0.7,0.7,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.5714285714285714,0.3108108108108108,0.4444444444444444,0.34615384615384615,0.5,0.1891891891891892,0.3888888888888889,0.35,1.0,0.42105263157894735,0.34615384615384615,0.14285714285714285,0.2,0.5,1.0,84.48,17.454545454545453,16.636363636363637,15.696969696969697,15.818181818181818,0.24324324324324326,0.5555555555555556,0.5555555555555556,0.8,0.24324324324324326,0.32432432432432434,0.1891891891891892,0.14285714285714285,0.14285714285714285,1.0,0.2222222222222222,0.5,0.43243243243243246,0.14285714285714285,0.4928527027027027,0.4707928571428571,0.37037037037037035,10.51,25.5,17.0,4.0,3.0,7.0,,5.0,,,1.0,4.0,4.0,6.0,19.0,1.0,4.0,,15.0,1.0,,3.0,,3.0,1.0,2.0,1.0,1.0,,,5.0,6.0,4.0,2.0,,5.0,2.0,5.0,1.0,1.0,15.0,17.0,1.0,,0.25,0.3157894736842105,0.32608695652173914,0.32608695652173914,0.03333333333333333,,,0.3333333333333333,,0.75,0.2,,,0.4166666666666667,0.4166666666666667,0.6,,,,,0.30434782608695654,0.42857142857142855,0.17391304347826086,0.25,0.5013478260869565,0.05128205128205128,0.0625,0.5555555555555556,0.5151515151515151,,,,,2.0,2.0,2.0,,2.0,,1.0,,,,,,0.1111111111111111,,0.3333333333333333,0.5,0.4444444444444444,0.3333333333333333,,,0.2222222222222222,,,1.0,1.0,3.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201578-202347,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Marreese Speights, Quincy Pondexter","Gay, Conley, Gasol, Speights, Pondexter",200752-201144-201188-201578-202347,MEM,661.0,7,11.0,1.0,19.0,21.0,5.0,40.0,4.0,9.0,3.0,5.0,5.0,5.0,,,7.0,19.0,1.0,2.0,24.0,23.0,3.0,5.0,7.0,6.0,8.0,3.0,4.0,,,3.0,1.0,4.0,,2.0,9.0,5.0,3.0,5.0,8.0,6.0,14.0,,1.0,1.0,,4.0,1.0,17.0,0.42857142857142855,0.6,1.0,0.5,0.5,0.3684210526315789,0.6,0.40476190476190477,0.6,0.5,0.7,0.09523809523809523,0.7142857142857143,0.4166666666666667,0.75,0.7272727272727273,0.46153846153846156,,0.75,,0.75,87.14069591527988,18.05263157894737,15.142857142857142,16.68421052631579,14.095238095238095,0.42857142857142855,0.4444444444444444,0.4444444444444444,0.5,0.23809523809523808,0.23809523809523808,,,,,1.0,0.6,0.5238095238095238,,0.477352380952381,0.5691200000000001,0.2916666666666667,7.505263157894737,23.55,9.0,11.0,,3.0,1.0,2.0,1.0,2.0,,,7.0,3.0,7.0,1.0,2.0,2.0,11.0,1.0,1.0,,,,,,,,,1.0,1.0,5.0,9.0,4.0,1.0,2.0,2.0,2.0,2.0,,11.0,9.0,,,0.5,0.42857142857142855,0.5,0.55,0.05263157894736842,,,,,1.0,1.0,0.2,0.25,0.4,0.4,,0.09523809523809523,0.5,1.0,1.0,0.3333333333333333,,,,0.4812222222222223,0.17391304347826086,0.19047619047619047,0.4583333333333333,0.47368421052631576,,,2.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,,0.2,,1.0,0.6,0.5,,1.0,1.0,,0.2222222222222222,,2.0,,,0.18181818181818182,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201578-203100,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Marreese Speights, Tony Wroten","Gay, Conley, Gasol, Speights, Wroten",200752-201144-201188-201578-203100,MEM,156.0,1,3.0,,5.0,6.0,,11.0,,,,,3.0,,1.0,1.0,,3.0,1.0,1.0,3.0,3.0,,,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,,2.0,4.0,,4.0,,,1.0,,3.0,,3.0,,,1.0,1.0,1.0,,,0.375,,0.375,,0.25,1.0,,,1.0,,,1.0,,,101.53846153846153,17.8,11.166666666666666,17.8,11.166666666666666,,,,,0.75,,0.25,1.0,1.0,1.0,,,0.25,1.0,0.4445125,,,9.233333333333333,25.0,,5.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,0.3333333333333333,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
200752-201144-201188-201578-2754,1610612763,"Rudy Gay, Mike Conley, Marc Gasol, Marreese Speights, Tony Allen","Gay, Conley, Gasol, Speights, Allen",200752-201144-201188-201578-2754,MEM,2577.0,9,43.0,-8.0,84.0,80.0,11.0,164.0,11.0,21.0,3.0,6.0,11.0,25.0,3.0,9.0,21.0,57.0,6.0,13.0,70.0,78.0,4.0,9.0,12.0,26.0,16.0,18.0,4.0,9.0,3.0,13.0,6.0,19.0,3.0,9.0,44.0,10.0,5.0,25.0,30.0,12.0,42.0,2.0,8.0,18.0,2.0,19.0,1.0,58.0,0.6190476190476191,0.6842105263157895,1.0,0.46153846153846156,0.46153846153846156,0.3684210526315789,0.4444444444444444,0.42857142857142855,0.4444444444444444,0.4430379746835443,0.5,0.18571428571428572,0.6756756756756757,0.2857142857142857,0.7142857142857143,0.6818181818181818,0.2619047619047619,0.11764705882352941,0.75,0.6428571428571429,0.5,91.64144353899883,15.666666666666666,15.7625,15.214285714285714,14.925,0.3,0.5238095238095238,0.6111111111111112,0.8181818181818182,0.15714285714285714,0.35714285714285715,0.12857142857142856,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.4857142857142857,0.3333333333333333,0.49303142857142856,0.5219555555555556,0.17142857142857143,10.615789473684211,24.584615384615386,5.0,8.0,1.0,3.0,3.0,7.0,3.0,4.0,,,10.0,1.0,5.0,,,2.0,4.0,8.0,3.0,4.0,,7.0,1.0,6.0,10.0,5.0,5.0,2.0,7.0,15.0,18.0,8.0,1.0,4.0,2.0,4.0,3.0,,4.0,5.0,,1.0,,0.2,0.2,0.3333333333333333,0.14035087719298245,0.14285714285714285,0.08,0.5555555555555556,,0.6363636363636364,0.75,0.2727272727272727,0.375,0.28,0.30434782608695654,0.5714285714285714,0.05714285714285714,0.75,0.75,1.0,0.6,0.3333333333333333,,,0.48318000000000005,0.10256410256410256,0.12307692307692308,0.05714285714285714,0.05952380952380952,1.0,,,,,,4.0,,1.0,1.0,3.0,2.0,1.0,,,,0.2727272727272727,0.3333333333333333,0.14285714285714285,0.6,0.25,0.16666666666666666,,,,,,1.0,,2.0,0.02857142857142857,,,,,,0.3333333333333333,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2013,2012-13,True
