EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGA,Arc3FGA,FG3A,FtPoints,Points,OpponentPoints,NonHeaveArc3FGA,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,PenaltyArc3FGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,Steals,BadPassSteals,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceFtPoints,DefThreePtRebounds,Charge Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,PenaltyCorner3FGM,PenaltyFG3M,PtsPutbacks,Loose Ball Fouls,PenaltyFg3Pct,PenaltyCorner3Accuracy,Blocked2s,BlockedAtRim,Blocks,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeAssists,LostBallSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,BlockingFoulsDrawn,BlockedLongMidRange,SecondChanceArc3Frequency,PenaltyArc3FGM,BlockedShortMidRange,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,SelfOReb,LostBallOutOfBoundsTurnovers,SelfORebPct,SecondChanceTurnovers,OffShortMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,BlockingFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,3SecondViolations,SecondChanceCorner3FGM,HeaveAttempts,Blocked3s,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedArc3,team_id,year,season,team_vs
101123-101133-201571-201946-202331,1610612754,"Gerald Green, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Paul George","Green, Mahinmi, Augustin, Hansbrough, George",101123-101133-201571-201946-202331,IND,91.0,1,2.0,-7.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,1.0,94.94505494505495,19.0,11.333333333333334,19.0,11.333333333333334,0.5,0.5,1.0,0.572175,0.3333333333333333,1.0,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-101133-201571-202331-2561,1610612754,"Gerald Green, Ian Mahinmi, D.J. Augustin, Paul George, David West","Green, Mahinmi, Augustin, George, West",101123-101133-201571-202331-2561,IND,320.0,2,5.0,1.0,10.0,9.0,19.0,1.0,1.0,2.0,3.0,11.0,10.0,1.0,3.0,4.0,,7.0,0.6111111111111112,0.2857142857142857,85.5,16.0,17.77777777777778,14.7,17.77777777777778,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.4844428571428571,,,23.9,8.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,9.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,9.0,8.0,2.0,0.5,0.5,0.8,1.0,0.75,0.5714285714285714,1.0,0.5,1.0,0.5625,0.2,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.3563,0.49983333333333335,0.36363636363636365,0.8181818181818182,9.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-101133-201571-202362-2561,1610612754,"Gerald Green, Ian Mahinmi, D.J. Augustin, Lance Stephenson, David West","Green, Mahinmi, Augustin, Stephenson, West",101123-101133-201571-202362-2561,IND,135.0,1,2.0,-1.0,4.0,5.0,9.0,1.0,1.0,2.0,,6.0,7.0,1.0,2.0,,,6.0,0.75,0.5,96.0,14.75,15.2,14.75,15.2,0.25,0.25,0.5,0.4799875,,,24.55,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,6.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,19.7,,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-101133-201946-203111-203162,1610612754,"Gerald Green, Ian Mahinmi, Tyler Hansbrough, Orlando Johnson, Ben Hansbrough","Green, Mahinmi, Hansbrough, Johnson, Hansbrough",101123-101133-201946-203111-203162,IND,154.0,2,3.0,3.0,7.0,6.0,13.0,,1.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,,2.0,0.6,0.25,121.55844155844154,7.571428571428571,16.833333333333332,7.0,16.833333333333332,,0.25,0.75,0.5498875,,,25.8,7.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,6.0,,4.0,,,,,,,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,,,3.0,3.0,,3.0,,1.0,6.0,7.0,1.0,,,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.5,1.0,0.6,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,,,,,0.25,,,,1.0,1.0,,0.5,1.0,,0.25,0.6802,0.5498875,0.6666666666666666,1.0,7.433333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-101133-201965-203111-203162,1610612754,"Gerald Green, Ian Mahinmi, Jeff Ayres, Orlando Johnson, Ben Hansbrough","Green, Mahinmi, Ayres, Johnson, Hansbrough",101123-101133-201965-203111-203162,IND,303.0,1,5.0,-1.0,10.0,10.0,20.0,2.0,1.0,3.0,,7.0,8.0,1.0,2.0,1.0,,3.0,0.25,0.23076923076923078,95.04950495049505,14.8,15.5,13.7,15.5,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.5144230769230769,,,24.266666666666666,10.0,10.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,1.0,,6.0,2.0,1.0,2.0,10.0,2.0,3.0,4.0,2.0,10.0,3.0,,7.0,,4.0,1.0,,1.0,,,3.0,,3.0,2.0,4.0,3.0,7.0,,,,,,,,,2.0,1.0,1.0,7.0,10.0,,,,0.2,0.6666666666666666,0.2,0.2692307692307692,0.6666666666666666,0.2692307692307692,0.6666666666666666,0.25,0.1,0.3333333333333333,,1.0,0.375,,1.0,0.3,,,,1.0,0.23076923076923078,0.6666666666666666,1.0,,0.07692307692307693,,,0.46153846153846156,,,,0.6666666666666666,1.0,,0.23076923076923078,0.6666666666666666,0.15384615384615385,0.07692307692307693,0.5937666666666667,0.5144230769230769,0.5714285714285714,1.0,12.6,1.0,1.0,,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,,,,,,1.0,,,2.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-101133-201970-203111-203162,1610612754,"Gerald Green, Ian Mahinmi, Sam Young, Orlando Johnson, Ben Hansbrough","Green, Mahinmi, Young, Johnson, Hansbrough",101123-101133-201970-203111-203162,IND,173.0,1,3.0,-8.0,6.0,6.0,12.0,1.0,2.0,3.0,,2.0,10.0,2.0,,,,,0.16666666666666666,0.5,99.88439306358381,18.5,10.333333333333334,18.5,9.166666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5136916666666667,,,25.266666666666666,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,,2.0,,2.0,,,,,,,1.0,,1.0,3.0,1.0,4.0,,,,,,,,1.0,1.0,,,2.0,6.0,,,,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,,,,0.5,,0.3333333333333333,0.6666666666666666,0.2,,,,,0.16666666666666666,1.0,1.0,,,,,0.3333333333333333,,,,1.0,1.0,,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,,0.5136916666666667,1.0,1.0,12.733333333333334,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,2.0,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-201571-201579-201588-201946,1610612754,"Gerald Green, D.J. Augustin, Roy Hibbert, George Hill, Tyler Hansbrough","Green, Augustin, Hibbert, Hill, Hansbrough",101123-201571-201579-201588-201946,IND,68.0,1,1.0,,1.0,2.0,3.0,,,,,2.0,2.0,,1.0,,,2.0,1.0,,63.529411764705884,21.0,23.5,21.0,23.5,,,,0.3627,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-201571-201579-201946-202331,1610612754,"Gerald Green, D.J. Augustin, Roy Hibbert, Tyler Hansbrough, Paul George","Green, Augustin, Hibbert, Hansbrough, George",101123-201571-201579-201946-202331,IND,360.0,4,6.0,2.0,12.0,11.0,23.0,2.0,4.0,6.0,7.0,16.0,14.0,4.0,6.0,10.0,2.0,13.0,0.5,0.5454545454545454,92.0,15.0,16.363636363636363,14.833333333333334,13.181818181818182,0.18181818181818182,0.36363636363636365,0.8181818181818182,0.4812136363636364,0.16666666666666666,0.3333333333333333,25.55,8.0,6.0,2.0,1.0,3.0,,1.0,1.0,3.0,2.0,2.0,,,1.0,3.0,3.0,5.0,,1.0,3.0,2.0,4.0,4.0,4.0,8.0,4.0,2.0,1.0,2.0,3.0,,,7.0,3.0,,1.0,2.0,3.0,5.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,3.0,8.0,8.0,3.0,0.6666666666666666,0.6666666666666666,0.6,,0.5,0.4090909090909091,,0.25,0.5,0.3181818181818182,0.2,0.3333333333333333,1.0,0.3333333333333333,,0.75,0.5,0.5,,0.6666666666666666,,,0.2727272727272727,0.3333333333333333,0.5,,0.18181818181818182,1.0,1.0,,,,,1.0,,,0.375,0.3333333333333333,0.125,0.375,,0.47334375,0.1875,0.5,4.2,0.6666666666666666,1.0,,1.0,3.0,,1.0,,1.0,,1.0,,1.0,1.0,0.16666666666666666,0.16666666666666666,,0.5,0.5,1.0,,,,,3.0,1.0,,,,1.0,,1.0,,,,,,,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-201571-201579-201965-201970,1610612754,"Gerald Green, D.J. Augustin, Roy Hibbert, Jeff Ayres, Sam Young","Green, Augustin, Hibbert, Ayres, Young",101123-201571-201579-201965-201970,IND,84.0,1,1.0,-3.0,3.0,4.0,7.0,,,,,4.0,7.0,,,,,4.0,0.6666666666666666,,120.00000000000001,17.666666666666668,7.75,17.666666666666668,5.5,,,0.3333333333333333,0.5003,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,2.0,3.0,,,,,,,,,2.0,2.0,,1.0,1.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,0.5,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,8.6,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101123-201571-201579-202331-2561,1610612754,"Gerald Green, D.J. Augustin, Roy Hibbert, Paul George, David West","Green, Augustin, Hibbert, George, West",101123-201571-201579-202331-2561,IND,279.0,1,5.0,,8.0,8.0,16.0,,1.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,,2.0,0.3333333333333333,0.25,82.58064516129032,14.0,20.875,13.0,19.875,,0.25,0.5,0.464475,,,24.0,7.0,8.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,2.0,4.0,,2.0,,,,,,,1.0,,2.0,4.0,1.0,5.0,2.0,2.0,1.0,,,3.0,3.0,,1.0,,2.0,4.0,7.0,2.0,,,0.3333333333333333,1.0,0.5,0.25,1.0,0.5,1.0,0.5,,,0.6666666666666666,0.6666666666666666,,1.0,0.8,0.3333333333333333,,1.0,1.0,,0.25,,,,0.25,,,0.25,1.0,1.0,,,,,,,,,0.3872,0.37495,0.5,1.0,9.466666666666667,0.875,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,0.5,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
