EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,DefThreePtRebounds,Loose Ball Fouls,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,PlusMinus,Arc3FGA,NonHeaveArc3FGA,OffShortMidRangeReboundPct,Arc3Frequency,PenaltyArc3FGA,PenaltyArc3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,LostBallSteals,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3Frequency,ShortMidRangePctBlocked,BlockedLongMidRange,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceFG3M,3SecondViolations,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101124-200748-201196-202687-202689,1610612766,"Hakim Warrick, Tyrus Thomas, Ramon Sessions, Bismack Biyombo, Kemba Walker","Warrick, Thomas, Sessions, Biyombo, Walker",101124-200748-201196-202687-202689,CHA,167.0,1,3.0,5.0,6.0,5.0,6.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,6.0,6.0,1.0,1.0,2.0,3.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,6.0,5.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.5,0.6,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,94.8502994011976,17.2,13.5,14.0,13.166666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4945,0.4945,0.4,0.4,0.16666666666666666,1.0,7.8999999999999995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-200748-201957-202130-203106,1610612766,"Hakim Warrick, Tyrus Thomas, Byron Mullens, Reggie Williams, Jeffery Taylor","Warrick, Thomas, Mullens, Williams, Taylor",101124-200748-201957-202130-203106,CHA,188.0,1,3.0,8.0,7.0,4.0,,1.0,15.0,,,,,,1.0,3.0,1.0,4.0,2.0,7.0,7.0,,2.0,,1.0,2.0,2.0,,,,,,,,,2.0,4.0,,4.0,,,,,,,,,1.0,2.0,,2.0,1.0,5.0,2.0,4.0,,,,0.25,,0.4166666666666667,,0.5,1.0,0.3333333333333333,,,0.6666666666666666,,0.8,,,1.0,114.8936170212766,11.125,14.142857142857142,9.75,14.0,,,,,0.16666666666666666,,,,0.5,,,0.3333333333333333,0.46760833333333335,0.512425,0.14285714285714285,0.2,0.2857142857142857,0.2857142857142857,16.1,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3788,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-200748-202130-202687-203106,1610612766,"Hakim Warrick, Tyrus Thomas, Reggie Williams, Bismack Biyombo, Jeffery Taylor","Warrick, Thomas, Williams, Biyombo, Taylor",101124-200748-202130-202687-203106,CHA,156.0,1,3.0,3.0,4.0,,,,7.0,,,,,2.0,3.0,,2.0,3.0,,4.0,5.0,,,,,,,2.0,1.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,1.0,,,,4.0,,,,0.5,0.5,0.6666666666666666,,0.5,,0.5,,,,,0.5,1.0,0.6666666666666666,0.5,,1.0,64.61538461538461,22.333333333333332,22.25,22.333333333333332,20.5,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,0.25,0.4074375,,,,,,11.033333333333333,,,,,,,1.0,,,,2.0,,1.0,,,,,,0.25,1.0,,1.0,,,,,,,,28.0,-1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202130-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Reggie Williams, Kemba Walker","Warrick, Sessions, Henderson, Williams, Walker",101124-201196-201945-202130-202689,CHA,13.0,1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,1.0,0.3336,0.3336,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,27.6,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202399-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Jeff Adrien, Kemba Walker","Warrick, Sessions, Henderson, Adrien, Walker",101124-201196-201945-202399-202689,CHA,328.0,2,5.0,14.0,13.0,14.0,9.0,,27.0,2.0,3.0,2.0,3.0,,,1.0,2.0,4.0,5.0,12.0,10.0,,,2.0,4.0,5.0,12.0,2.0,1.0,2.0,1.0,,5.0,,,1.0,6.0,,6.0,2.0,2.0,1.0,,3.0,,3.0,1.0,4.0,4.0,,7.0,1.0,12.0,12.0,14.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,,0.6,0.6666666666666666,,0.5,,0.6666666666666666,,,,118.53658536585365,11.857142857142858,12.461538461538462,11.857142857142858,12.076923076923077,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,,,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.8571428571428571,0.5498571428571429,0.5498571428571429,0.14285714285714285,0.25,,1.0,4.875,1.0,,,,,1.0,3.0,,,3.0,2.0,,5.0,,0.3333333333333333,0.3333333333333333,,,0.42857142857142855,0.7142857142857143,1.0,0.6,,,,,,,,26.066666666666666,2.0,3.0,3.0,,0.42857142857142855,3.0,0.42857142857142855,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Kemba Walker","Warrick, Sessions, Henderson, Biyombo, Walker",101124-201196-201945-202687-202689,CHA,1937.0,7,32.0,60.0,60.0,17.0,25.0,8.0,120.0,8.0,20.0,2.0,6.0,4.0,9.0,4.0,14.0,33.0,9.0,46.0,79.0,3.0,7.0,5.0,11.0,3.0,16.0,14.0,7.0,9.0,4.0,2.0,20.0,5.0,,12.0,19.0,8.0,27.0,8.0,5.0,8.0,1.0,16.0,,3.0,8.0,21.0,15.0,1.0,10.0,5.0,39.0,16.0,17.0,3.0,0.5,0.5384615384615384,0.42424242424242425,0.45454545454545453,0.39361702127659576,0.3611111111111111,0.45098039215686275,0.4375,0.42105263157894735,0.5,,0.75,0.2631578947368421,0.6956521739130435,0.26666666666666666,,0.6666666666666666,89.21011874032008,17.4,14.883333333333333,16.533333333333335,14.266666666666667,0.425531914893617,0.4,0.47058823529411764,0.5,0.19148936170212766,0.4444444444444444,0.4444444444444444,0.5,0.0851063829787234,0.3333333333333333,0.3333333333333333,0.723404255319149,0.5150872340425532,0.492325,0.1,0.1388888888888889,0.15217391304347827,0.34782608695652173,5.324242424242424,0.2833333333333333,2.0,1.0,2.0,2.0,3.0,14.0,2.0,6.0,7.0,14.0,3.0,4.0,1.0,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.2857142857142857,0.2978723404255319,0.5714285714285714,1.0,0.25,0.5,0.5,0.0425531914893617,0.5,0.5,0.1111111111111111,0.5456000000000001,25.407142857142855,-33.0,12.0,12.0,0.2,0.2553191489361702,5.0,0.2777777777777778,2.0,,1.0,6.0,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,4.0,3.0,4.0,1.0,0.6666666666666666,0.14285714285714285,1.0,0.16666666666666666,0.16666666666666666,0.5,,0.16666666666666666,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.09090909090909091,0.15,1.0,0.2727272727272727,0.3333333333333333,0.3,0.5714285714285714,0.75,0.5,1.0,0.7142857142857143,0.2,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-203077,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Michael Kidd-Gilchrist","Warrick, Sessions, Henderson, Biyombo, Kidd-Gilchrist",101124-201196-201945-202687-203077,CHA,79.0,1,1.0,3.0,4.0,,3.0,,7.0,1.0,1.0,,,,,1.0,1.0,2.0,,2.0,5.0,,,,,,,2.0,1.0,1.0,1.0,,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,2.0,,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,,,,,,1.0,,,,127.59493670886076,13.333333333333334,9.75,13.333333333333334,9.75,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,0.6666666666666666,0.5331666666666667,,,,,,8.25,,,,,,,1.0,,,,,,1.0,,,,,,0.3333333333333333,1.0,,,,,,,,,,28.5,-3.0,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-203106,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Jeffery Taylor","Warrick, Sessions, Henderson, Biyombo, Taylor",101124-201196-201945-202687-203106,CHA,249.0,1,4.0,9.0,9.0,8.0,4.0,1.0,18.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,9.0,1.0,9.0,14.0,,4.0,2.0,5.0,1.0,5.0,4.0,2.0,2.0,,1.0,4.0,2.0,,3.0,3.0,2.0,5.0,1.0,1.0,1.0,,2.0,,2.0,3.0,4.0,3.0,,4.0,3.0,5.0,5.0,8.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.4,0.4444444444444444,0.4,0.45,1.0,0.4166666666666667,0.5,,1.0,0.4,1.0,0.4,0.5,1.0,104.09638554216866,16.88888888888889,10.777777777777779,15.333333333333334,10.777777777777779,0.4444444444444444,0.5,0.5,,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.4,0.5,0.4444444444444444,0.5173777777777777,0.53864,0.3,0.3,0.4444444444444444,0.5555555555555556,9.322222222222223,0.8888888888888888,1.0,,,,,,2.0,2.0,,4.0,,,,,,1.0,1.0,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.5282,,-5.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,0.5,,1.0,,1.0,,0.5,1.0,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-2732,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Ben Gordon","Warrick, Sessions, Henderson, Biyombo, Gordon",101124-201196-201945-202687-2732,CHA,113.0,2,2.0,4.0,3.0,2.0,2.0,1.0,7.0,,2.0,,,,1.0,,,3.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,3.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,0.25,0.3333333333333333,0.2,0.4,,0.25,89.20353982300885,10.5,23.666666666666668,7.25,15.333333333333334,0.4,,,,0.2,,,,,,,0.8,0.5816,0.4047,,,,,4.133333333333334,0.5,,,2.0,1.0,,2.0,,2.0,1.0,,,,1.0,,,,,0.4,,,,,,0.4,,,1.0,0.62945,23.5,-3.0,,,1.0,,,,,,,,,,,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,0.5,,,,0.5,,,0.3333333333333333,,,,,,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202689-203077,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist","Warrick, Sessions, Henderson, Walker, Kidd-Gilchrist",101124-201196-201945-202689-203077,CHA,118.0,2,2.0,7.0,7.0,7.0,3.0,2.0,14.0,2.0,3.0,2.0,3.0,,1.0,1.0,2.0,5.0,2.0,9.0,9.0,2.0,2.0,2.0,5.0,2.0,9.0,4.0,2.0,3.0,2.0,,7.0,2.0,,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,,2.0,1.0,7.0,9.0,7.0,,1.0,1.0,0.4,0.4,0.5833333333333334,0.5833333333333334,0.6428571428571429,1.0,0.6428571428571429,0.5,,1.0,0.6666666666666666,1.0,0.6666666666666666,,1.0,170.84745762711864,8.142857142857142,8.714285714285714,7.142857142857143,8.714285714285714,0.5,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,,,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.57825,0.57825,0.14285714285714285,0.16666666666666666,0.2222222222222222,1.0,6.840000000000001,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,0.16666666666666666,,,,,,,,,,,26.2,,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.2,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
