off_role,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,AST,TOV,STL,BLK,DREB,OREB,TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,PASSES_MADE,PASSES_RECEIVED,POTENTIAL_AST,RA_FGM,RA_FGA,ITP_FGM,ITP_FGA,MID_FGM,MID_FGA,CORNER_3_FGM,CORNER_3_FGA,ABOVE_BREAK_3_FGM,ABOVE_BREAK_3_FGA,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_PTS,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_PTS,wide_open_FG3M,wide_open_FG3A,open_FG3M,open_FG3A,tight_FG3M,tight_FG3A,very_tight_FG3M,very_tight_FG3A,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FTM,DRIVE_FTA,DRIVE_PTS,DRIVE_AST,DRIVE_PASSES,DRIVE_TOV,DRIVE_PF,OffPoss,DefPoss,TotalPoss
Athletic_Finisher,26771,10633,19728,778,2648,4727,6816,4495,3434,2229,2776,13808,6581,114857.0,3218.4,7968.14,3360.65,980.227,86832.0,61589.0,8042.0,7809.0,11717.0,1272.0,3325.0,774.0,2043.0,259.0,824.0,519.0,1773.0,1203.0,3468.0,3167.0,515.0,1622.0,123.0,501.0,1153.0,534.0,1734.0,202.0,734.0,32.0,156.0,4.0,16.0,4086.0,911.0,2060.0,635.0,873.0,2494.0,280.0,1175.0,321.0,420.0,157101.0,157690.0,314791.0
Movement_Shooter,22209,7869,18613,3879,10752,2592,3375,3510,2100,1653,1046,7187,1644,80275.0,2545.4,4496.85,2427.89,671.8,56361.0,51520.0,6490.0,2671.0,4286.0,658.0,1834.0,671.0,1765.0,1184.0,3021.0,2685.0,7657.0,3559.0,9679.0,10603.0,1125.0,3202.0,459.0,1391.0,2709.0,2319.0,6042.0,1267.0,3754.0,263.0,867.0,18.0,70.0,6358.0,1283.0,2905.0,711.0,900.0,3327.0,575.0,2340.0,492.0,436.0,117598.0,117588.0,235186.0
Off_Screen_Shooter,23121,8267,19013,3923,10303,2664,3222,3394,2119,1363,556,5108,975,68069.0,2424.8,4416.28,2774.66,682.842,43908.0,50086.0,6292.0,2267.0,3613.0,747.0,1925.0,1334.0,3182.0,988.0,2332.0,2930.0,7932.0,3505.0,8803.0,10203.0,2006.0,5254.0,775.0,2250.0,4787.0,1894.0,4463.0,1462.0,4079.0,523.0,1626.0,38.0,115.0,6293.0,1327.0,2939.0,630.0,744.0,3336.0,556.0,2360.0,462.0,364.0,105875.0,105810.0,211685.0
Post_Scorer,30908,12182,23362,935,2985,5609,7807,5490,4034,1784,2277,12957,5451,113919.0,3718.2,5063.82,2088.53,708.898,80828.0,67719.0,9630.0,7410.0,11217.0,2462.0,5631.0,1377.0,3531.0,149.0,520.0,784.0,2423.0,1608.0,4452.0,4487.0,797.0,2298.0,79.0,317.0,1673.0,706.0,2109.0,200.0,714.0,24.0,141.0,0.0,11.0,3626.0,931.0,1914.0,525.0,725.0,2425.0,210.0,923.0,324.0,351.0,126331.0,126321.0,252652.0
Primary_Ball_Handler,35292,12774,29339,4528,12329,5216,6470,12671,4985,2783,813,8230,1677,167925.0,12305.9,12289.4,11299.41,565.748,124905.0,140589.0,23309.0,4234.0,7220.0,1919.0,4686.0,2102.0,5123.0,876.0,2190.0,3639.0,10025.0,3081.0,7886.0,9175.0,4358.0,11348.0,1577.0,4712.0,10293.0,2503.0,6209.0,1535.0,4514.0,423.0,1391.0,51.0,181.0,21978.0,4169.0,8843.0,1833.0,2315.0,10339.0,2495.0,9900.0,1455.0,1114.0,159796.0,159701.0,319497.0
Roll_Plus_Cut_Big,5213,2095,3716,94,305,929,1353,773,593,353,463,2396,1161,19087.0,510.5,682.04,209.7,116.901,13910.0,10279.0,1259.0,1566.0,2297.0,286.0,736.0,150.0,380.0,29.0,93.0,64.0,202.0,228.0,619.0,568.0,58.0,164.0,4.0,23.0,120.0,74.0,239.0,19.0,55.0,1.0,7.0,0.0,4.0,431.0,117.0,258.0,70.0,93.0,310.0,21.0,86.0,31.0,47.0,23048.0,23011.0,46059.0
Secondary_Ball_Handler,15272,5661,13441,1942,5486,2008,2578,3663,2010,1130,402,3961,783,55875.0,2956.0,6226.39,5052.84,457.234,37517.0,42310.0,6707.0,1964.0,3476.0,799.0,2047.0,959.0,2438.0,470.0,1177.0,1469.0,4266.0,1435.0,3857.0,4219.0,1745.0,4700.0,605.0,1853.0,4095.0,1039.0,2719.0,697.0,2090.0,186.0,619.0,14.0,44.0,8598.0,1740.0,3871.0,754.0,999.0,4284.0,811.0,3397.0,614.0,479.0,76048.0,76075.0,152123.0
Shot_Creator,85249,30653,66749,7665,21908,16278,20552,20542,10538,5160,2350,21901,4705,288481.0,19164.3,20681.33,17019.89,1576.576,192353.0,218623.0,38004.0,13198.0,21201.0,4764.0,11599.0,5039.0,12065.0,1382.0,3698.0,6264.0,18041.0,4768.0,12677.0,14467.0,9255.0,24126.0,3346.0,10089.0,21856.0,3579.0,9503.0,3133.0,9071.0,872.0,2994.0,68.0,292.0,45124.0,10113.0,20572.0,6016.0,7586.0,26716.0,4263.0,16576.0,2958.0,3625.0,306422.0,305862.0,612284.0
Slasher,10267,3904,8817,632,1932,1827,2345,3313,1500,731,234,2342,552,43503.0,3288.6,4068.29,3674.72,225.93,30457.0,35930.0,6213.0,1839.0,3208.0,800.0,2082.0,633.0,1596.0,104.0,311.0,526.0,1608.0,307.0,923.0,925.0,1270.0,3389.0,354.0,1077.0,2894.0,315.0,923.0,250.0,733.0,57.0,247.0,7.0,24.0,9568.0,1939.0,4219.0,849.0,1092.0,4816.0,1037.0,3925.0,587.0,531.0,42619.0,42578.0,85197.0
Stationary_Shooter,16934,6051,14410,2957,8401,1875,2519,2772,1726,1409,991,6377,1465,66573.0,1969.4,4378.66,2212.83,634.403,47982.0,40485.0,5214.0,2260.0,3643.0,437.0,1273.0,402.0,1113.0,1200.0,3265.0,1751.0,5090.0,2899.0,8087.0,8622.0,533.0,1657.0,187.0,636.0,1253.0,2118.0,5683.0,718.0,2262.0,111.0,408.0,4.0,30.0,4440.0,841.0,1934.0,512.0,680.0,2222.0,362.0,1663.0,382.0,327.0,101761.0,102016.0,203777.0
Stretch_Big,4662,1731,3645,571,1595,629,834,767,485,278,377,1860,743,18254.0,454.4,648.86,199.38,113.521,13474.0,10442.0,1317.0,826.0,1237.0,166.0,415.0,170.0,402.0,150.0,389.0,419.0,1201.0,687.0,1839.0,1947.0,71.0,198.0,17.0,54.0,159.0,454.0,1210.0,111.0,344.0,6.0,33.0,0.0,1.0,459.0,103.0,207.0,54.0,76.0,262.0,32.0,158.0,39.0,36.0,21159.0,21162.0,42321.0
Versatile_Big,3479,1268,2878,474,1381,469,568,495,332,166,217,1267,288,12507.0,363.8,488.12,187.54,80.842,8783.0,7743.0,896.0,448.0,689.0,188.0,422.0,158.0,385.0,92.0,277.0,382.0,1100.0,525.0,1463.0,1518.0,135.0,353.0,30.0,92.0,300.0,322.0,886.0,138.0,402.0,13.0,87.0,0.0,4.0,569.0,148.0,288.0,81.0,96.0,384.0,40.0,161.0,61.0,46.0,14973.0,14971.0,29944.0
