off_role,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,AST,TOV,STL,BLK,DREB,OREB,TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,PASSES_MADE,PASSES_RECEIVED,POTENTIAL_AST,RA_FGM,RA_FGA,ITP_FGM,ITP_FGA,MID_FGM,MID_FGA,CORNER_3_FGM,CORNER_3_FGA,ABOVE_BREAK_3_FGM,ABOVE_BREAK_3_FGA,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_PTS,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_PTS,wide_open_FG3M,wide_open_FG3A,open_FG3M,open_FG3A,tight_FG3M,tight_FG3A,very_tight_FG3M,very_tight_FG3A,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FTM,DRIVE_FTA,DRIVE_PTS,DRIVE_AST,DRIVE_PASSES,DRIVE_TOV,DRIVE_PF
Athletic_Finisher,24999,10059,18184,649.0,2293.0,4232.0,6273.0,4277,3249,2163.0,2849.0,13197,6600.0,101808.0,2885.2,7876.37,3404.22,1019.777,76017.0,54542.0,7662.0,7384.0,10961.0,1547.0,3575.0,480.0,1357.0,215.0,727.0,431.0,1529.0,932.0,2761.0,2444.0,476.0,1444.0,137.0,455.0,1089.0,411.0,1424.0,211.0,721.0,25.0,141.0,2.0,6.0,4053.0,982.0,2111.0,450.0,619.0,2470.0,261.0,1218.0,306.0,309.0
Ball-handler,93,31,97,0.0,0.0,0.0,0.0,43,18,0.0,0.0,31,0.0,340.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,39.0,19.0,0.0,0.0,0.0
Big,42,14,40,0.0,0.0,0.0,0.0,33,15,0.0,0.0,14,0.0,227.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,40.0,11.0,0.0,0.0,0.0
Movement_Shooter,24346,8617,20011,4604.0,12174.0,2508.0,3149.0,4040,2222,1846.0,1047.0,7589,1728.0,84162.0,2754.6,4955.16,2828.92,763.153,58989.0,54645.0,7313.0,2606.0,4154.0,783.0,2125.0,630.0,1566.0,1473.0,3707.0,3125.0,8423.0,4202.0,10855.0,12557.0,1219.0,3377.0,497.0,1518.0,2935.0,2525.0,6203.0,1700.0,4752.0,353.0,1141.0,10.0,33.0,7117.0,1298.0,3006.0,706.0,892.0,3380.0,689.0,2922.0,542.0,448.0
Off_Screen_Shooter,15661,5567,12470,2928.0,7424.0,1599.0,1966.0,2136,1277,884.0,350.0,3550,618.0,43748.0,1532.4,2960.05,1829.9,499.592,28266.0,31046.0,3888.0,1456.0,2266.0,573.0,1377.0,612.0,1408.0,715.0,1676.0,2211.0,5726.0,2381.0,5917.0,7071.0,1348.0,3312.0,621.0,1635.0,3317.0,1180.0,2721.0,1182.0,3097.0,518.0,1479.0,34.0,93.0,4262.0,945.0,1990.0,351.0,440.0,2301.0,393.0,1633.0,294.0,224.0
Post_Scorer,17793,7053,13117,674.0,1966.0,3013.0,4106.0,2869,2173,898.0,1149.0,7256,3029.0,61245.0,2056.6,3090.28,1255.26,476.021,43126.0,36328.0,5109.0,4042.0,5986.0,1674.0,3547.0,663.0,1622.0,122.0,364.0,552.0,1582.0,935.0,2472.0,2769.0,530.0,1378.0,62.0,199.0,1122.0,436.0,1220.0,201.0,600.0,36.0,138.0,1.0,4.0,2139.0,548.0,1142.0,284.0,386.0,1418.0,134.0,567.0,160.0,192.0
Primary_Ball_Handler,30930,11080,25246,4416.0,11770.0,4354.0,5288.0,10373,4198,2284.0,721.0,7249,1328.0,135355.0,9702.6,9563.03,8479.39,502.013,99376.0,110154.0,19380.0,3379.0,5703.0,1846.0,4347.0,1442.0,3432.0,878.0,2164.0,3535.0,9543.0,2941.0,7432.0,8841.0,3648.0,9342.0,1549.0,4478.0,8845.0,2228.0,5486.0,1732.0,4827.0,425.0,1341.0,29.0,105.0,18701.0,3663.0,7630.0,1595.0,1956.0,9150.0,2066.0,8332.0,1204.0,982.0
Roll_Plus_Cut_Big,3519,1422,2408,76.0,246.0,599.0,844.0,587,421,217.0,349.0,1766,826.0,12859.0,368.3,504.7,168.65,87.3,9495.0,7118.0,1010.0,1043.0,1484.0,234.0,514.0,69.0,164.0,18.0,50.0,58.0,191.0,145.0,379.0,372.0,33.0,81.0,4.0,13.0,70.0,56.0,185.0,19.0,58.0,1.0,4.0,0.0,0.0,326.0,83.0,171.0,33.0,50.0,203.0,18.0,91.0,28.0,25.0
Secondary_Ball_Handler,13857,5024,11984,1853.0,5142.0,1956.0,2413.0,2902,1646,1030.0,346.0,3359,683.0,48290.0,2631.1,5691.04,4704.97,419.946,32163.0,36419.0,5586.0,1565.0,2797.0,890.0,2280.0,721.0,1769.0,479.0,1137.0,1367.0,3978.0,1320.0,3521.0,3972.0,1553.0,4122.0,564.0,1700.0,3670.0,853.0,2247.0,804.0,2221.0,181.0,605.0,10.0,44.0,7619.0,1596.0,3610.0,746.0,913.0,4031.0,652.0,2842.0,515.0,457.0
Shooter,127,54,143,0.0,0.0,0.0,0.0,52,28,0.0,0.0,46,0.0,411.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,80.0,15.0,0.0,0.0,0.0
