off_role,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,AST,TOV,STL,BLK,DREB,OREB,TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,PASSES_MADE,PASSES_RECEIVED,POTENTIAL_AST,RA_FGM,RA_FGA,ITP_FGM,ITP_FGA,MID_FGM,MID_FGA,CORNER_3_FGM,CORNER_3_FGA,ABOVE_BREAK_3_FGM,ABOVE_BREAK_3_FGA,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_PTS,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_PTS,wide_open_FG3M,wide_open_FG3A,open_FG3M,open_FG3A,tight_FG3M,tight_FG3A,very_tight_FG3M,very_tight_FG3A,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FTM,DRIVE_FTA,DRIVE_PTS,DRIVE_AST,DRIVE_PASSES,DRIVE_TOV,DRIVE_PF,OffPoss,DefPoss,TotalPoss
Athletic_Finisher,23428,9328,16806,673.0,2266.0,4099.0,6024.0,3924,3084,2001.0,2488.0,12152,5733.0,98036.0,2743.1,6771.01,2850.92,856.686,74062.0,52643.0,7074.0,6991.0,10229.0,1110.0,2870.0,554.0,1444.0,212.0,638.0,460.0,1588.0,916.0,2674.0,2426.0,517.0,1463.0,125.0,449.0,1159.0,436.0,1390.0,188.0,697.0,44.0,156.0,0.0,4.0,3744.0,877.0,1909.0,451.0,606.0,2260.0,231.0,1126.0,305.0,303.0,140191.0,140706.0,280897.0
Ball-handler,46,15,32,0.0,0.0,0.0,0.0,29,13,0.0,0.0,12,0.0,146.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Big,133,41,135,0.0,0.0,0.0,0.0,88,27,0.0,0.0,36,0.0,591.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Movement_Shooter,21716,7683,18052,3815.0,10546.0,2535.0,3264.0,3486,2201,1662.0,869.0,7008,1727.0,76330.0,2492.3,4505.69,2498.92,658.368,53225.0,48735.0,6413.0,2592.0,4160.0,679.0,1812.0,602.0,1544.0,1206.0,3057.0,2604.0,7439.0,3461.0,9434.0,10325.0,1080.0,2988.0,442.0,1329.0,2602.0,2064.0,5258.0,1399.0,4124.0,324.0,1066.0,12.0,51.0,6296.0,1229.0,2791.0,652.0,838.0,3194.0,564.0,2408.0,493.0,424.0,115090.0,115238.0,230328.0
Off_Screen_Shooter,20478,7144,16446,3736.0,9630.0,2454.0,2989.0,2963,1835,1239.0,475.0,4540,775.0,58839.0,2110.0,3901.05,2420.14,633.98,38036.0,42504.0,5545.0,1924.0,3071.0,622.0,1650.0,865.0,2107.0,945.0,2185.0,2787.0,7398.0,3208.0,7930.0,9471.0,1588.0,4278.0,665.0,2048.0,3841.0,1491.0,3416.0,1516.0,3990.0,662.0,2031.0,49.0,150.0,5604.0,1217.0,2657.0,493.0,617.0,3001.0,461.0,2060.0,410.0,313.0,93883.0,93634.0,187517.0
Post_Scorer,18700,7275,14265,764.0,2416.0,3386.0,4612.0,3234,2498,988.0,1299.0,8005,3163.0,69465.0,2283.1,3130.67,1268.15,438.93,49376.0,41378.0,5722.0,4251.0,6431.0,1412.0,3284.0,848.0,2136.0,129.0,424.0,634.0,1973.0,1122.0,3085.0,3249.0,578.0,1655.0,79.0,301.0,1235.0,505.0,1531.0,213.0,724.0,44.0,153.0,2.0,7.0,2335.0,549.0,1187.0,306.0,434.0,1449.0,124.0,659.0,198.0,220.0,78151.0,78101.0,156252.0
Primary_Ball_Handler,31749,11288,26011,4209.0,11352.0,4964.0,6047.0,10909,4556,2355.0,689.0,7264,1492.0,143556.0,10568.7,10344.76,9263.72,502.484,105813.0,118302.0,20218.0,3810.0,6501.0,1603.0,4140.0,1670.0,4024.0,847.0,2049.0,3357.0,9241.0,2720.0,6767.0,8156.0,3800.0,9998.0,1539.0,4648.0,9139.0,2007.0,4912.0,1699.0,4758.0,434.0,1499.0,40.0,116.0,19254.0,3670.0,7954.0,1665.0,2014.0,9240.0,2161.0,8417.0,1297.0,1016.0,138771.0,138439.0,277210.0
Roll_Plus_Cut_Big,4260,1734,2955,82.0,274.0,710.0,1036.0,701,533,230.0,422.0,2041,986.0,16385.0,449.9,567.96,182.14000000000001,93.44,12200.0,9043.0,1225.0,1273.0,1809.0,269.0,620.0,110.0,252.0,15.0,58.0,67.0,212.0,197.0,494.0,488.0,43.0,125.0,4.0,21.0,90.0,60.0,192.0,20.0,66.0,2.0,15.0,0.0,0.0,380.0,99.0,199.0,40.0,62.0,245.0,27.0,90.0,44.0,32.0,19171.0,19211.0,38382.0
Secondary_Ball_Handler,12841,4727,11153,1601.0,4573.0,1786.0,2260.0,2745,1695,971.0,346.0,3478,665.0,44997.0,2418.1,4997.37,4042.82,380.523,29836.0,33356.0,5178.0,1615.0,2770.0,714.0,1860.0,798.0,1959.0,359.0,957.0,1241.0,3576.0,1111.0,3043.0,3318.0,1542.0,4080.0,530.0,1632.0,3614.0,744.0,1973.0,653.0,1913.0,176.0,609.0,17.0,51.0,6827.0,1449.0,3256.0,670.0,841.0,3647.0,609.0,2477.0,468.0,422.0,62183.0,62250.0,124433.0
Shooter,83,36,88,0.0,0.0,0.0,0.0,35,19,0.0,0.0,31,0.0,305.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
