EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Minutes,DefPoss,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassSteals,StepOutOfBoundsTurnovers,Travels,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Corner3Assists,FTOffRebounds,PenaltyFg3Pct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
101111-101121-101181-147-2050,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Morris Peterson","Villanueva, Graham, Calderon, Rose, Peterson",101111-101121-101181-147-2050,TOR,3.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.664,0.664,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-147-2229,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Mike James","Villanueva, Graham, Calderon, Rose, James",101111-101121-101181-147-2229,TOR,278.0,1,3.0,9.0,,17.0,1.0,2.0,,,4.0,9.0,9.0,,,,6.0,3.0,3.0,1.0,6.0,9.0,,,0.75,0.75,0.4444444444444444,,0.4444444444444444,,0.5,,88.05755395683452,15.11111111111111,13.666666666666666,0.2222222222222222,0.5,0.5,1.0,,,0.2222222222222222,0.4581555555555556,,,,5.0,8.0,2.0,1.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.5,1.0,0.4,0.8,0.4,1.0,0.3333333333333333,1.0,1.0,17.75,17.25,0.2222222222222222,0.5,0.5,1.0,0.5555555555555556,0.4,0.4,0.5,0.3579,0.1111111111111111,0.1111111111111111,12.088888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-147-2547,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Chris Bosh","Villanueva, Graham, Calderon, Rose, Bosh",101111-101121-101181-147-2547,TOR,1359.0,8,-5.0,44.0,15.0,87.0,8.0,15.0,4.0,5.0,13.0,26.0,42.0,5.0,9.0,15.0,10.0,5.0,6.0,3.0,13.0,34.0,15.0,15.0,0.38461538461538464,0.5,0.5,0.5555555555555556,0.3918918918918919,0.3333333333333333,0.45555555555555555,0.3888888888888889,92.18543046357617,14.704545454545455,14.204545454545455,0.40540540540540543,0.5333333333333333,0.6153846153846154,0.375,0.3333333333333333,0.8,0.7027027027027027,0.5151054054054054,0.5176000000000001,0.35714285714285715,0.3409090909090909,23.0,43.0,8.0,2.0,3.0,3.0,8.0,13.0,47.0,8.0,16.0,,2.0,6.0,10.0,14.0,10.0,24.0,1.0,1.0,3.0,5.0,,1.0,8.0,13.0,14.0,17.0,,5.0,0.375,0.5882352941176471,0.46153846153846156,0.65,0.43478260869565216,0.5714285714285714,0.4,0.6666666666666666,0.5,16.558139534883722,15.976744186046512,0.08108108108108109,0.6666666666666666,0.6666666666666666,,0.21621621621621623,0.375,0.375,0.6666666666666666,0.53986,0.11904761904761904,0.16129032258064516,6.611538461538462,4.0,3.0,6.0,3.0,3.0,1.0,8.0,1.0,3.0,1.0,11.0,4.0,1.0,8.0,6.0,5.0,3.0,6.0,8.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.09090909090909091,0.09090909090909091,0.5,0.4444444444444444,0.4444444444444444,0.2972972972972973,0.07692307692307693,0.13333333333333333,1.0,1.0,0.4,0.2857142857142857,0.6666666666666666,0.5714285714285714,1.0,0.047619047619047616,0.08108108108108109,0.21621621621621623,0.125,0.125,1.0,0.6666666666666666,0.5,0.1111111111111111,0.2,0.2,0.125,0.19047619047619047,25.163636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-147-2588,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Matt Bonner","Villanueva, Graham, Calderon, Rose, Bonner",101111-101121-101181-147-2588,TOR,1538.0,10,12.0,42.0,6.0,87.0,7.0,17.0,1.0,1.0,14.0,37.0,51.0,3.0,3.0,9.0,20.0,10.0,14.0,5.0,32.0,41.0,9.0,6.0,0.7142857142857143,0.8333333333333334,0.3783783783783784,1.0,0.4673913043478261,0.75,0.4811320754716981,0.75,81.45643693107932,16.404761904761905,14.80952380952381,0.3695652173913043,0.4117647058823529,0.4375,0.7142857142857143,0.25,1.0,0.5652173913043478,0.4696554347826087,0.3433,0.17647058823529413,0.14285714285714285,26.0,45.0,12.0,2.0,7.0,5.0,13.0,8.0,39.0,10.0,8.0,2.0,3.0,12.0,21.0,24.0,14.0,38.0,2.0,1.0,,4.0,,,4.0,11.0,13.0,15.0,1.0,8.0,,0.84,0.5217391304347826,0.7333333333333333,0.5384615384615384,0.4,0.75,0.9,0.75,18.866666666666667,18.08888888888889,0.15217391304347827,0.2857142857142857,0.2857142857142857,1.0,0.2826086956521739,0.38461538461538464,0.38461538461538464,0.6,0.5293681818181818,0.1509433962264151,0.18181818181818182,8.35135135135135,4.0,2.0,8.0,,,5.0,9.0,2.0,1.0,5.0,9.0,2.0,2.0,10.0,1.0,3.0,12.0,4.0,9.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,,1.0,,4.0,1.0,,1.0,2.0,,,1.0,,1.0,1.0,,0.8,0.5555555555555556,0.5555555555555556,0.2,0.4166666666666667,0.38461538461538464,0.1956521739130435,0.02702702702702703,0.058823529411764705,1.0,0.2,0.6666666666666666,0.6666666666666666,,1.0,0.3333333333333333,0.04,,0.1956521739130435,0.5555555555555556,0.5555555555555556,0.8,0.6666666666666666,0.25,0.16666666666666666,,0.25,0.5555555555555556,0.19607843137254902,26.255555555555556,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-147-2737,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Rafael Araujo","Villanueva, Graham, Calderon, Rose, Araujo",101111-101121-101181-147-2737,TOR,46.0,1,-3.0,1.0,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,62.60869565217391,8.0,8.0,,,,,,,,0.3714,0.3714,,1.0,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,38.0,23.0,,,,,1.0,,,,,,,14.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-147-2776,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Pape Sow","Villanueva, Graham, Calderon, Rose, Sow",101111-101121-101181-147-2776,TOR,268.0,2,4.0,10.0,5.0,17.0,3.0,5.0,3.0,3.0,4.0,8.0,10.0,4.0,5.0,10.0,2.0,1.0,1.0,1.0,2.0,6.0,10.0,5.0,0.25,0.3333333333333333,0.5,0.8,0.4444444444444444,0.8,0.5,0.8333333333333334,91.34328358208955,11.8,11.5,0.5555555555555556,0.6,0.6,0.3333333333333333,0.6,1.0,0.6666666666666666,0.5018333333333334,0.51254,1.0,0.5,4.0,7.0,3.0,,1.0,1.0,2.0,2.0,6.0,2.0,6.0,,,2.0,3.0,4.0,2.0,6.0,1.0,,,2.0,,,2.0,2.0,2.0,2.0,,1.0,,0.75,0.5,0.8,0.4,0.5,,1.0,1.0,21.428571428571427,19.714285714285715,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,,0.6408,0.1,0.1111111111111111,5.225,3.0,2.0,2.0,,,,1.0,,,,1.0,2.0,,4.0,,2.0,,2.0,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,2.0,1.0,2.0,,,,,,1.0,1.0,1.0,0.1111111111111111,,,,1.0,,,,,,0.2,,0.1111111111111111,,,,1.0,1.0,,,,,0.4,26.7,,,,1.0,,,1.0,1.0,,,1.0,0.5,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-1541-2050,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Alvin Williams, Morris Peterson","Villanueva, Graham, Calderon, Williams, Peterson",101111-101121-101181-1541-2050,TOR,111.0,1,,6.0,6.0,11.0,,,,,1.0,2.0,3.0,1.0,2.0,3.0,,,,,,3.0,3.0,6.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.375,0.375,142.7027027027027,10.333333333333334,10.333333333333334,,,,,,,0.3333333333333333,0.4245833333333333,0.4245833333333333,1.0,1.0,2.0,5.0,,1.0,1.0,,1.0,1.0,3.0,,2.0,,,,2.0,2.0,,2.0,,,,,,,,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,9.8,9.8,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,0.25,0.3333333333333333,16.3,5.0,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-2050-2229,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Morris Peterson, Mike James","Villanueva, Graham, Calderon, Peterson, James",101111-101121-101181-2050-2229,TOR,472.0,2,-14.0,20.0,9.0,38.0,5.0,8.0,2.0,4.0,6.0,14.0,19.0,2.0,4.0,8.0,8.0,4.0,5.0,4.0,11.0,14.0,8.0,9.0,0.6666666666666666,0.8,0.42857142857142855,0.5,0.4166666666666667,0.3333333333333333,0.475,0.5,115.93220338983052,14.05,12.45,0.4444444444444444,0.625,0.7142857142857143,0.8,0.6666666666666666,0.5,0.6666666666666666,0.4921166666666667,0.5264583333333334,0.42105263157894735,0.45,8.0,18.0,4.0,,3.0,1.0,3.0,4.0,33.0,2.0,4.0,,,3.0,2.0,2.0,4.0,6.0,1.0,,1.0,1.0,1.0,,2.0,7.0,3.0,4.0,,1.0,0.5,1.0,0.375,1.0,0.36363636363636365,0.3333333333333333,,,1.0,10.61111111111111,10.61111111111111,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.50385,0.05263157894736842,0.06666666666666667,5.392857142857143,9.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,,,,,1.0,,,,4.0,1.0,1.0,0.25,0.25,0.5,0.625,0.625,0.2222222222222222,0.14285714285714285,0.125,,,0.3333333333333333,,1.0,1.0,,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2631578947368421,24.8,1.0,1.0,,1.0,,,,,,0.5,0.6666666666666666,,0.5,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-2050-2254,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Morris Peterson, Loren Woods","Villanueva, Graham, Calderon, Peterson, Woods",101111-101121-101181-2050-2254,TOR,1091.0,3,16.0,35.0,6.0,73.0,11.0,14.0,3.0,3.0,17.0,27.0,48.0,3.0,3.0,7.0,26.0,13.0,16.0,7.0,35.0,44.0,7.0,6.0,0.7647058823529411,0.8125,0.6296296296296297,1.0,0.671875,0.75,0.7272727272727273,0.875,96.35197066911091,12.571428571428571,12.228571428571428,0.4375,0.7857142857142857,0.8461538461538461,0.6363636363636364,0.75,1.0,0.59375,0.523925,0.63115,0.14583333333333334,0.17142857142857143,18.0,38.0,3.0,,3.0,6.0,10.0,5.0,32.0,3.0,8.0,,6.0,2.0,17.0,20.0,3.0,23.0,1.0,1.0,2.0,3.0,,1.0,5.0,9.0,9.0,5.0,3.0,4.0,0.4,0.7083333333333334,0.2222222222222222,0.6896551724137931,0.2727272727272727,0.5,0.25,0.5,0.7777777777777778,17.13157894736842,16.236842105263158,0.09375,,,,0.3125,0.6,0.6666666666666666,1.0,0.5384,0.12121212121212122,0.14285714285714285,8.251851851851852,9.0,2.0,3.0,1.0,,3.0,4.0,,1.0,3.0,5.0,2.0,,4.0,1.0,1.0,9.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,,,1.0,1.0,1.0,1.0,5.0,,1.0,,2.0,,,3.0,3.0,3.0,,,1.0,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.15625,0.07407407407407407,0.07142857142857142,,0.6,0.5,,1.0,0.7777777777777778,0.5,,0.03125,0.125,0.75,0.75,1.0,1.0,0.6666666666666666,,,0.25,0.75,0.08333333333333333,24.919999999999998,,,,,,,,3.0,,,,1.0,,,,1.0,0.5,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
101111-101121-101181-2050-239,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Morris Peterson, Darrick Martin","Villanueva, Graham, Calderon, Peterson, Martin",101111-101121-101181-2050-239,TOR,25.0,1,-2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,115.19999999999999,16.0,16.0,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,True
