EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,LostBallSteals,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceFG2M,SecondChancePoints,LongMidRangeAssists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,OffAtRimReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGA,DefShortMidRangeReboundPct,Corner3Frequency,BadPassSteals,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGA,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,FTOffRebounds,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101128-101179-2078-2755-958,1610612758,"Francisco Garcia, Ronnie Price, Jason Hart, Kevin Martin, Vitaly Potapenko","Garcia, Price, Hart, Martin, Potapenko",101128-101179-2078-2755-958,SAC,181.0,2,3.0,-7.0,6.0,7.0,6.0,7.0,1.0,13,1.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,9.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.2,0.2,0.25,103.42541436464089,17.833333333333332,10.571428571428571,16.666666666666668,10.0,0.16666666666666666,0.8333333333333334,0.2,0.2,1.0,0.16666666666666666,0.16666666666666666,0.3981166666666667,0.5498,0.3981166666666667,1.0,15.416666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-101179-2078-722-958,1610612758,"Francisco Garcia, Ronnie Price, Jason Hart, Corliss Williamson, Vitaly Potapenko","Garcia, Price, Hart, Williamson, Potapenko",101128-101179-2078-722-958,SAC,379.0,3,6.0,-4.0,14.0,13.0,14.0,13.0,,27,3.0,,3.0,,3.0,4.0,12.0,10.0,14.0,,4.0,12.0,10.0,2.0,1.0,,,2.0,,,,,2.0,3.0,,,,,10.0,10.0,14.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.38461538461538464,0.08333333333333333,0.3333333333333333,,,,,102.58575197889182,11.785714285714286,16.46153846153846,11.785714285714286,15.23076923076923,0.25,0.25,,,,0.25,0.25,0.4004833333333333,,0.4004833333333333,1.0,9.341666666666667,1.0,1.0,1.0,3.0,6.0,2.0,2.0,6.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.75,0.75,0.2,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1710-1719-1802-2755,1610612758,"Francisco Garcia, Mike Bibby, Bonzi Wells, Brad Miller, Kevin Martin","Garcia, Bibby, Wells, Miller, Martin",101128-1710-1719-1802-2755,SAC,117.0,1,2.0,1.0,4.0,3.0,,,1.0,7,3.0,,,1.0,1.0,3.0,4.0,6.0,5.0,1.0,,,,,,,,1.0,,,,,,,,,,,4.0,,,,0.75,,0.75,,0.75,,,,,,,,86.15384615384616,11.75,23.333333333333332,9.75,23.333333333333332,0.75,0.25,1.0,1.0,,,0.75,0.5602,0.4309,,,5.825,,2.0,,,,,,6.0,3.0,3.0,2.0,,6.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1710-1719-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Bonzi Wells, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, Wells, Martin, Abdur-Rahim",101128-1710-1719-2755-949,SAC,512.0,3,9.0,-6.0,15.0,16.0,4.0,4.0,2.0,31,5.0,1.0,3.0,2.0,4.0,5.0,10.0,15.0,21.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,4.0,1.0,2.0,4.0,,,,,13.0,6.0,4.0,1.0,0.5,0.75,0.5416666666666666,0.75,0.5769230769230769,0.75,0.1,0.2,0.5,0.4,0.3333333333333333,,87.1875,17.333333333333332,15.75,17.266666666666666,14.5625,0.4166666666666667,0.3333333333333333,0.5,0.5,1.0,0.75,0.5833333333333334,0.4837291666666667,0.591,0.528425,0.4,8.040000000000001,0.26666666666666666,2.0,2.0,1.0,1.0,2.0,,8.0,4.0,5.0,1.0,1.0,11.0,2.0,3.0,6.0,,,3.0,2.0,,,0.8,1.0,0.6,1.0,0.7142857142857143,1.0,1.0,0.4,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.16666666666666666,1.0,0.6666666666666666,0.16666666666666666,0.5,0.5,1.0,1.0,0.5,0.07692307692307693,0.09090909090909091,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1710-1802-1897-2755,1610612758,"Francisco Garcia, Mike Bibby, Brad Miller, Metta World Peace, Kevin Martin","Garcia, Bibby, Miller, World Peace, Martin",101128-1710-1802-1897-2755,SAC,58.0,1,1.0,-2.0,1.0,2.0,,,,3,,,,,1.0,,1.0,,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,74.48275862068965,38.0,10.0,38.0,10.0,,0.5,,,,,0.5,0.487925,,,,17.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,23.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1710-1802-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Brad Miller, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, Miller, Martin, Abdur-Rahim",101128-1710-1802-2755-949,SAC,207.0,1,3.0,3.0,7.0,6.0,,6.0,,13,,,,,2.0,3.0,5.0,8.0,5.0,,,,,6.0,,,,3.0,1.0,1.0,1.0,,,,1.0,,1.0,,8.0,,,,0.6,,0.6,,0.6666666666666666,,,,1.0,,,,90.43478260869564,15.714285714285714,16.166666666666668,15.714285714285714,16.166666666666668,,0.4,,,,,,0.36772,,,,12.919999999999998,,,,3.0,3.0,2.0,,,,,,,,,3.0,3.0,1.0,,2.0,3.0,,,,,1.0,,1.0,1.0,,,,,0.6,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1710-1897-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Metta World Peace, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, World Peace, Martin, Abdur-Rahim",101128-1710-1897-2755-949,SAC,348.0,4,6.0,-8.0,10.0,11.0,2.0,2.0,,21,2.0,,1.0,1.0,2.0,3.0,7.0,6.0,14.0,,1.0,1.0,2.0,6.0,,,,4.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,,1.0,,6.0,2.0,2.0,1.0,0.42857142857142855,1.0,0.375,1.0,0.375,1.0,,,0.5,,,,86.89655172413794,11.7,21.0,11.7,20.636363636363637,0.25,0.25,0.5,0.5,,1.0,0.375,0.46120625,,0.5706,0.3333333333333333,8.642857142857142,0.2,1.0,1.0,1.0,3.0,,,,,,,,,,4.0,4.0,,,1.0,,,,,,0.6666666666666666,,0.6666666666666666,,,0.5,0.5,,0.375,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,0.75,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,0.125,,,0.125,,,,,,,,25.1,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1710-2078-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Jason Hart, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, Hart, Martin, Abdur-Rahim",101128-1710-2078-2755-949,SAC,14.0,1,,-3.0,1.0,1.0,1.0,1.0,,2,,,,,1.0,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,205.71428571428572,4.0,10.0,4.0,10.0,,1.0,,,,,,0.1932,,0.1932,,17.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1719-1802-1897-2078,1610612758,"Francisco Garcia, Bonzi Wells, Brad Miller, Metta World Peace, Jason Hart","Garcia, Wells, Miller, World Peace, Hart",101128-1719-1802-1897-2078,SAC,70.0,1,1.0,-2.0,3.0,3.0,3.0,3.0,,6,1.0,,1.0,,1.0,1.0,2.0,2.0,4.0,,1.0,2.0,2.0,,,,,,,,1.0,1.0,,,,,,,2.0,2.0,3.0,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,123.42857142857142,17.0,6.333333333333333,17.0,6.333333333333333,0.5,0.5,,,,0.5,0.5,0.4604,,0.4604,1.0,10.4,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
101128-1802-2078-2755-949,1610612758,"Francisco Garcia, Brad Miller, Jason Hart, Kevin Martin, Shareef Abdur-Rahim","Garcia, Miller, Hart, Martin, Abdur-Rahim",101128-1802-2078-2755-949,SAC,19.0,1,,,1.0,1.0,1.0,1.0,,2,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,0.5,0.5,,,,,,,151.57894736842107,16.0,3.0,16.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,False
