EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,SecondChanceAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsPutbacks,SelfOReb,Steals,BadPassSteals,OffShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,Arc3FGM,SecondChanceArc3FGA,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,DefCorner3ReboundPct,PenaltyCorner3FGA,Travels,SecondChanceTurnovers,Offensive Fouls,OffCorner3ReboundPct,PenaltyCorner3Frequency,FTOffRebounds,OffFTReboundPct,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallTurnovers,LongMidRangePctBlocked,Loose Ball Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceFtPoints,Technical Free Throw Trips,3SecondViolations,BlockedLongMidRange,StepOutOfBoundsTurnovers,DefensiveGoaltends,2pt And 1 Free Throw Trips,HeaveAttempts,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedArc3,HeaveMakes,team_id,year,season,team_vs
101188-101195-15-2457-970,1610612741,"Eddie Basden, Luke Schenscher, Eric Piatkowski, Jannero Pargo, Othella Harrington","Basden, Schenscher, Piatkowski, Pargo, Harrington",101188-101195-15-2457-970,CHI,437.0,1,7.0,-3.0,14.0,14.0,8.0,5.0,3.0,28.0,2.0,6.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,13.0,1.0,10.0,13.0,1.0,4.0,2.0,1.0,6.0,2.0,10.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,10.0,1.0,3.0,1.0,4.0,5.0,4.0,9.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,8.0,1.0,1.0,1.0,0.38461538461538464,0.25,0.16666666666666666,0.35714285714285715,0.25,0.16666666666666666,0.35714285714285715,0.25,0.16666666666666666,0.07142857142857142,0.15384615384615385,0.16666666666666666,0.25,0.3333333333333333,0.8,0.375,0.5,1.0,0.7142857142857143,0.4444444444444444,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,92.2654462242563,1.0,16.642857142857142,14.571428571428571,14.571428571428571,14.571428571428571,0.42857142857142855,0.3333333333333333,0.4,1.0,0.2857142857142857,0.5,0.6666666666666666,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.5,0.5,0.3333333333333333,0.5,0.4665392857142857,0.4760333333333333,0.4219833333333333,0.2,0.2,7.392307692307692,25.4,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-101195-2124-2457-988,1610612741,"Eddie Basden, Luke Schenscher, Malik Allen, Jannero Pargo, Randy Livingston","Basden, Schenscher, Allen, Pargo, Livingston",101188-101195-2124-2457-988,CHI,39.0,1,1.0,2.0,2.0,1.0,,1.0,,3.0,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,110.76923076923076,,9.0,21.0,9.0,21.0,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3715,,,,,5.4,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-101195-2124-2732-988,1610612741,"Eddie Basden, Luke Schenscher, Malik Allen, Ben Gordon, Randy Livingston","Basden, Schenscher, Allen, Gordon, Livingston",101188-101195-2124-2732-988,CHI,213.0,1,4.0,5.0,7.0,7.0,,7.0,2.0,14.0,2.0,4.0,3.0,,,,2.0,2.0,4.0,1.0,4.0,10.0,2.0,8.0,3.0,1.0,4.0,2.0,,,,4.0,1.0,2.0,2.0,2.0,1.0,,1.0,4.0,,5.0,1.0,2.0,3.0,5.0,8.0,,,,,,,,1.0,,,,,,,6.0,,,1.0,0.5,0.6666666666666666,0.4,0.25,,0.3333333333333333,0.2,,0.3333333333333333,0.2,,0.16666666666666666,0.2,0.5,,,1.0,0.8333333333333334,0.5,,0.75,0.625,1.0,0.5,,1.0,1.0,1.0,94.64788732394366,,17.285714285714285,13.142857142857142,15.428571428571429,12.857142857142858,0.3333333333333333,0.5,1.0,0.5,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,0.5,0.08333333333333333,0.6,,,0.5,0.48557083333333334,0.5536800000000001,,0.25,,8.440000000000001,24.25,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-101195-2457-2732-2804,1610612741,"Eddie Basden, Luke Schenscher, Jannero Pargo, Ben Gordon, Andres Nocioni","Basden, Schenscher, Pargo, Gordon, Nocioni",101188-101195-2457-2732-2804,CHI,276.0,2,5.0,7.0,8.0,9.0,,1.0,2.0,17.0,1.0,3.0,1.0,,,,,2.0,3.0,3.0,3.0,6.0,3.0,12.0,5.0,,1.0,,,,,6.0,3.0,1.0,3.0,4.0,1.0,,2.0,9.0,,2.0,,6.0,6.0,2.0,8.0,,,1.0,,1.0,,2.0,5.0,1.0,1.0,,,,,12.0,,,,1.0,1.0,0.5,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,0.16666666666666666,0.3333333333333333,,,0.75,0.6666666666666666,,,0.75,0.5,0.5,1.0,,0.6666666666666666,1.0,,88.69565217391305,,11.25,20.666666666666668,10.0,17.88888888888889,0.3333333333333333,0.3333333333333333,0.5,1.0,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5,,,0.6666666666666666,0.5081166666666667,0.514125,,,,9.6,25.266666666666666,,,,,,1.0,,,1.0,,,,,,,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-101195-2457-2768-988,1610612741,"Eddie Basden, Luke Schenscher, Jannero Pargo, Chris Duhon, Randy Livingston","Basden, Schenscher, Pargo, Duhon, Livingston",101188-101195-2457-2768-988,CHI,41.0,1,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,3.0,2.0,,,,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.75,,0.75,,,,,,,,,,,,,,,,,,140.4878048780488,,10.5,10.0,10.5,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,0.5113,,0.5113,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-101195-2768-970-988,1610612741,"Eddie Basden, Luke Schenscher, Chris Duhon, Othella Harrington, Randy Livingston","Basden, Schenscher, Duhon, Harrington, Livingston",101188-101195-2768-970-988,CHI,55.0,1,1.0,4.0,4.0,3.0,4.0,3.0,,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,2.0,,,,3.0,3.0,6.0,4.0,1.0,,2.0,2.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,,,,6.0,6.0,4.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,0.75,,0.75,0.75,,0.75,0.25,,,,,,,,,,,,,,,,,183.27272727272728,,6.5,9.666666666666666,6.5,9.666666666666666,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,0.25,,0.25,1.0,0.5,0.469275,,0.469275,,1.0,9.1,30.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-15-2199-2550-2736,1610612741,"Eddie Basden, Eric Piatkowski, Tyson Chandler, Kirk Hinrich, Luol Deng","Basden, Piatkowski, Chandler, Hinrich, Deng",101188-15-2199-2550-2736,CHI,132.0,1,2.0,3.0,4.0,5.0,,,,9.0,,1.0,,,,,,,,2.0,,1.0,3.0,3.0,,,,,,,,,2.0,,,1.0,,,,3.0,,,3.0,1.0,4.0,,4.0,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,0.375,,,0.375,,,0.75,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,98.18181818181817,,10.5,18.0,10.5,18.0,0.25,,,,,,,,,,,,0.5,,,,1.0,0.541475,,,,,,25.8,,,,1.0,,,,,1.0,,,,0.25,,,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-15-2199-2732-2804,1610612741,"Eddie Basden, Eric Piatkowski, Tyson Chandler, Ben Gordon, Andres Nocioni","Basden, Piatkowski, Chandler, Gordon, Nocioni",101188-15-2199-2732-2804,CHI,31.0,1,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,92.9032258064516,,9.0,22.0,9.0,22.0,,,,,,,,,,,,,1.0,,,,1.0,0.39825,,0.39825,,,,26.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-15-2443-2457-970,1610612741,"Eddie Basden, Eric Piatkowski, Darius Songaila, Jannero Pargo, Othella Harrington","Basden, Piatkowski, Songaila, Pargo, Harrington",101188-15-2443-2457-970,CHI,232.0,1,4.0,2.0,7.0,6.0,6.0,,1.0,13.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,4.0,2.0,8.0,6.0,,,,3.0,3.0,6.0,4.0,,,2.0,2.0,2.0,,,4.0,1.0,,2.0,,2.0,1.0,3.0,,,2.0,,2.0,2.0,1.0,3.0,,2.0,,,,,8.0,6.0,6.0,,0.5,0.5,1.0,,1.0,0.6666666666666666,,0.75,0.6666666666666666,,0.75,0.3333333333333333,,,,,,,1.0,0.5,0.6666666666666666,0.5,,,,,,1.0,80.6896551724138,,18.428571428571427,17.166666666666668,17.0,17.166666666666668,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,,,,0.25,1.0,0.6666666666666666,0.5055583333333333,,0.4661,,0.75,7.05,23.35,0.8571428571428571,4.0,,2.0,,,,,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
101188-15-2443-2736-970,1610612741,"Eddie Basden, Eric Piatkowski, Darius Songaila, Luol Deng, Othella Harrington","Basden, Piatkowski, Songaila, Deng, Harrington",101188-15-2443-2736-970,CHI,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,False
