EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFGA,NonShootingPenaltyNonTakeFouls,ShortMidRangeFrequency,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,FG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,FTOffRebounds,BlockedAtRim,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Corner3Assists,ShortMidRangeAssists,LostBallTurnovers,AtRimPctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SelfOReb,SecondChanceFg3Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceTurnovers,Offensive Fouls,FTDefRebounds,DefFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,Loose Ball Fouls Drawn,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,DefensiveGoaltends,Travels,Technical Free Throw Trips,HeaveAttempts,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Blocked3s,BlockedArc3,3SecondViolations,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1000-101134-1507-1720-1899,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Michael Doleac, James Posey","Anderson, Simien, Anderson, Doleac, Posey",1000-101134-1507-1720-1899,MIA,258.0,1,4.0,5.0,9.0,8.0,3.0,6.0,2.0,17.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,6.0,1.0,5.0,11.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,8.0,5.0,3.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.42857142857142855,0.5,0.6666666666666666,0.6111111111111112,0.75,0.8333333333333334,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,94.88372093023256,15.666666666666666,14.625,13.222222222222221,14.125,0.42857142857142855,1.0,1.0,0.3333333333333333,0.42857142857142855,0.14285714285714285,0.5,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5714285714285714,0.5007142857142857,0.3706,0.5872333333333334,0.3333333333333333,0.375,0.2727272727272727,0.45454545454545453,8.516666666666667,24.8,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1507-1720-2548,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Michael Doleac, Dwyane Wade","Anderson, Simien, Anderson, Doleac, Wade",1000-101134-1507-1720-2548,MIA,62.0,1,1.0,,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,0.25,,,,,69.6774193548387,,31.0,,11.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1507-1720-2574,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Michael Doleac, Jason Kapono","Anderson, Simien, Anderson, Doleac, Kapono",1000-101134-1507-1720-2574,MIA,176.0,3,3.0,-1.0,7.0,6.0,7.0,6.0,,13.0,1.0,1.0,,,1.0,1.0,,,,1.0,2.0,,3.0,5.0,6.0,,,,,1.0,2.0,,3.0,5.0,,2.0,,,,,,,,,1.0,2.0,,2.0,,,2.0,2.0,1.0,,3.0,3.0,,1.0,2.0,,4.0,,2.0,,,,5.0,5.0,7.0,,,0.5,,0.5,0.5,,0.5,0.625,,0.625,,,,0.6666666666666666,1.0,,,1.0,,,,1.0,106.36363636363637,12.571428571428571,14.666666666666666,12.571428571428571,14.666666666666666,0.5,1.0,1.0,,,,,,,0.5,1.0,,0.5,0.5513,,0.5513,0.5,0.5,,1.0,4.25,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1507-1720-56,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Michael Doleac, Gary Payton","Anderson, Simien, Anderson, Doleac, Payton",1000-101134-1507-1720-56,MIA,724.0,2,12.0,,21.0,21.0,4.0,15.0,3.0,42.0,4.0,6.0,1.0,1.0,,1.0,10.0,1.0,,9.0,21.0,1.0,1.0,22.0,22.0,3.0,5.0,,6.0,1.0,3.0,,1.0,3.0,8.0,10.0,1.0,,4.0,5.0,3.0,11.0,,3.0,4.0,6.0,4.0,10.0,2.0,1.0,,,1.0,,1.0,,2.0,7.0,5.0,1.0,3.0,1.0,1.0,1.0,,1.0,16.0,3.0,4.0,0.4444444444444444,0.5,0.42857142857142855,0.6,0.3333333333333333,0.4772727272727273,0.6,0.3333333333333333,0.4782608695652174,0.6,0.375,0.045454545454545456,,,,0.6666666666666666,0.25,,0.6666666666666666,0.25,0.2857142857142857,,1.0,83.53591160220995,17.428571428571427,17.047619047619047,14.80952380952381,16.333333333333332,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.75,0.45454545454545453,0.045454545454545456,0.2,1.0,,0.3333333333333333,,,0.3181818181818182,0.42193636363636366,0.38062,0.4714333333333333,0.045454545454545456,0.047619047619047616,0.2727272727272727,0.13636363636363635,11.642857142857142,24.2,0.19047619047619047,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,5.0,3.0,0.22727272727272727,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,0.4,0.4,0.3,0.3,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1507-2548-406,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Dwyane Wade, Shaquille O'Neal","Anderson, Simien, Anderson, Wade, O'Neal",1000-101134-1507-2548-406,MIA,89.0,1,1.0,5.0,3.0,2.0,,,,5.0,,,,,,,,1.0,,,,1.0,2.0,5.0,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,,,,,2.0,2.0,,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,,5.0,,,,,,,,1.5,,,1.25,,,1.0,,,,,,,,,,,,80.89887640449437,15.0,22.0,15.0,18.5,,,,,,1.0,,,,,,,1.0,0.5532,,,0.5,1.0,,,,25.0,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1507-2853-56,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Earl Barron, Gary Payton","Anderson, Simien, Anderson, Barron, Payton",1000-101134-1507-2853-56,MIA,165.0,1,3.0,2.0,5.0,6.0,3.0,6.0,,11.0,,,,,,,1.0,,,1.0,3.0,1.0,1.0,6.0,4.0,,,,,1.0,2.0,1.0,,5.0,,2.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,1.0,1.0,,2.0,,,,,,6.0,5.0,3.0,,,0.3333333333333333,,0.5,0.625,,0.8333333333333334,0.6,,0.8333333333333334,0.25,,,,1.0,,,0.6666666666666666,,,,1.0,96.0,14.0,15.833333333333334,14.0,12.0,,,,,0.25,,,,,,,,0.25,0.398575,,0.4203333333333333,,,,0.8333333333333334,12.166666666666666,23.8,0.6,,,1.0,,,,2.0,1.0,0.5,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,0.5,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.25,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1507-56-952,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Gary Payton, Antoine Walker","Anderson, Simien, Anderson, Payton, Walker",1000-101134-1507-56-952,MIA,413.0,2,7.0,-7.0,13.0,12.0,,,,25.0,1.0,2.0,,,,,3.0,2.0,,4.0,8.0,3.0,,14.0,21.0,,,,,,,,,,4.0,4.0,2.0,1.0,2.0,3.0,1.0,7.0,,,2.0,3.0,,3.0,,,2.0,1.0,,,2.0,,2.0,3.0,1.0,,,,,,,,14.0,,,0.5,0.5,0.5,,,0.6363636363636364,,,0.6363636363636364,,,0.2727272727272727,0.125,,1.0,0.5,,,0.6,,,,0.5,87.16707021791767,15.538461538461538,17.583333333333332,15.538461538461538,17.083333333333332,0.18181818181818182,0.5,1.0,1.0,0.2727272727272727,0.18181818181818182,,,,,,,0.45454545454545453,0.46340454545454546,,,,,,,9.8375,24.733333333333334,,1.0,,,,1.0,,3.0,,0.2727272727272727,1.0,2.0,1.0,2.0,3.0,,1.0,1.0,,,,,,0.5,0.6666666666666666,0.6666666666666666,,,1.0,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.5,0.5,,0.5,,1.0,1.0,,,,3.0,,0.09090909090909091,1.0,1.0,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1715-1720-2574,1610612748,"Shandon Anderson, Wayne Simien, Jason Williams, Michael Doleac, Jason Kapono","Anderson, Simien, Williams, Doleac, Kapono",1000-101134-1715-1720-2574,MIA,176.0,1,3.0,,6.0,6.0,6.0,,1.0,12.0,1.0,1.0,,,1.0,1.0,3.0,,,2.0,5.0,,,4.0,4.0,,2.0,,,2.0,5.0,,,4.0,,4.0,,,,,,,,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,,2.0,,,1.0,,1.0,4.0,4.0,6.0,,,0.4,,0.4,0.4,,0.4,0.3333333333333333,,0.3333333333333333,,,,1.0,0.3333333333333333,0.6666666666666666,,0.3333333333333333,0.6666666666666666,0.5,,0.5,98.18181818181819,11.833333333333334,17.5,10.333333333333334,16.5,0.2,1.0,1.0,,0.6,,,,,0.2,1.0,,0.2,0.4814,0.3653,0.4814,,,,1.0,12.6,,1.0,,1.0,1.0,1.0,,,1.0,,0.2,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1715-1720-2748,1610612748,"Shandon Anderson, Wayne Simien, Jason Williams, Michael Doleac, Dorell Wright","Anderson, Simien, Williams, Doleac, Wright",1000-101134-1715-1720-2748,MIA,180.0,1,3.0,7.0,6.0,7.0,5.0,,2.0,13.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,,1.0,4.0,2.0,2.0,7.0,,1.0,1.0,,5.0,1.0,4.0,2.0,,5.0,,2.0,,,,,,,1.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2.0,1.0,2.0,,1.0,,,,2.0,5.0,5.0,,,0.25,1.0,0.25,0.4166666666666667,1.25,0.4166666666666667,0.5,1.25,0.4166666666666667,0.3333333333333333,,,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,,,1.0,104.0,11.333333333333334,16.0,11.0,16.0,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,,0.5,1.0,,0.5,0.3333333333333333,,0.8333333333333334,0.5567833333333333,0.5891,0.5567833333333333,0.14285714285714285,0.2,0.7142857142857143,0.7142857142857143,5.5,23.45,0.8333333333333334,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,0.5,0.5,,,,1.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,3.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
1000-101134-1715-1720-56,1610612748,"Shandon Anderson, Wayne Simien, Jason Williams, Michael Doleac, Gary Payton","Anderson, Simien, Williams, Doleac, Payton",1000-101134-1715-1720-56,MIA,67.0,1,1.0,-4.0,2.0,2.0,,,,4.0,,1.0,,,,,1.0,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.97014925373134,20.0,13.5,20.0,13.5,0.5,,,,0.5,,,,,,,,0.5,0.4709,,,,,,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,True
