EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,AtRimAssists,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Corner3FGM,FG3M,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Fg2aBlocked,BadPassSteals,Travels,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,OffCorner3ReboundPct,PenaltyCorner3FGA,FTOffRebounds,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceCorner3FGA,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,HeaveAttempts,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101150-101183-1563-1924-2422,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Lee Nailon, John Salmons","Williams, Randolph, Ollie, Nailon, Salmons",101150-101183-1563-1924-2422,PHI,254.0,1,4.0,2.0,8.0,8.0,3.0,1.0,16.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,7.0,2.0,10.0,8.0,1.0,1.0,2.0,4.0,6.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,0.4,0.4,0.7142857142857143,1.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.2222222222222222,1.0,0.5,1.0,0.25,1.0,1.0,90.70866141732283,17.125,14.625,16.75,14.625,0.2222222222222222,0.5,0.5,0.2222222222222222,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.4444444444444444,0.45825,0.5849,0.2,10.12857142857143,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-1563-1924-2839,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Lee Nailon, James Thomas","Williams, Randolph, Ollie, Nailon, Thomas",101150-101183-1563-1924-2839,PHI,59.0,1,1.0,2.0,2.0,3.0,3.0,,5.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,2.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,,0.5,,0.5,,0.5,,,,,,,122.03389830508475,8.0,14.333333333333334,8.0,14.333333333333334,0.5,1.0,1.0,,,,,,,,,0.5,,,1.0,0.6452,,,,26.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.6452,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-1563-2214-2422,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Michael Bradley, John Salmons","Williams, Randolph, Ollie, Bradley, Salmons",101150-101183-1563-2214-2422,PHI,1.0,1,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,2.0,1.0,,,1.0,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-185-2422-2738,1610612755,"Lou Williams, Shavlik Randolph, Chris Webber, John Salmons, Andre Iguodala","Williams, Randolph, Webber, Salmons, Iguodala",101150-101183-185-2422-2738,PHI,218.0,2,4.0,-2.0,6.0,6.0,,1.0,12.0,1.0,1.0,,,,,2.0,2.0,,1.0,3.0,3.0,1.0,6.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,,2.0,2.0,1.0,3.0,,,,2.0,4.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,1.0,0.75,1.0,0.25,0.5,,0.5,1.0,,1.0,79.26605504587155,20.333333333333332,16.0,17.5,13.833333333333334,0.25,1.0,1.0,,,,0.5,1.0,1.0,0.5,,0.25,,,0.5,0.4795875,,0.3333333333333333,12.566666666666668,24.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-185-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Chris Webber, Kyle Korver, Andre Iguodala","Williams, Randolph, Webber, Korver, Iguodala",101150-101183-185-2594-2738,PHI,514.0,3,9.0,,17.0,17.0,1.0,4.0,34.0,1.0,3.0,,,2.0,3.0,2.0,7.0,1.0,1.0,5.0,13.0,2.0,17.0,17.0,1.0,2.0,2.0,8.0,2.0,1.0,4.0,5.0,1.0,11.0,3.0,4.0,6.0,4.0,10.0,,,4.0,4.0,15.0,0.8,1.0,0.38461538461538464,0.5,0.43333333333333335,0.5,0.4444444444444444,0.3333333333333333,0.13333333333333333,0.8,0.375,0.7142857142857143,0.4444444444444444,0.4,1.0,95.25291828793775,17.647058823529413,12.588235294117647,16.294117647058822,12.176470588235293,0.2,0.3333333333333333,0.3333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.5,0.06666666666666667,0.06666666666666667,,,0.3333333333333333,0.4479166666666667,0.4194,0.11764705882352941,11.261538461538462,23.6,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,0.058823529411764705,4.0,,7.0,,,1.0,1.0,,2.0,0.5,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,1.0,0.16666666666666666,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-2212-2422-2440,1610612755,"Lou Williams, Shavlik Randolph, Steven Hunter, John Salmons, Matt Barnes","Williams, Randolph, Hunter, Salmons, Barnes",101150-101183-2212-2422-2440,PHI,108.0,1,2.0,-3.0,3.0,2.0,,2.0,5.0,,,,,1.0,1.0,,2.0,,1.0,1.0,3.0,1.0,2.0,5.0,,1.0,,2.0,,1.0,1.0,1.0,,2.0,1.0,,,2.0,2.0,,,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,,0.25,,0.25,,0.25,,0.5,,0.6666666666666666,0.5,,66.66666666666667,23.666666666666668,18.5,14.666666666666666,18.5,,,,0.25,1.0,1.0,0.5,,,,,0.25,,,0.25,0.361,0.3627,,16.966666666666665,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-2212-2422-2594,1610612755,"Lou Williams, Shavlik Randolph, Steven Hunter, John Salmons, Kyle Korver","Williams, Randolph, Hunter, Salmons, Korver",101150-101183-2212-2422-2594,PHI,185.0,2,3.0,,7.0,8.0,2.0,1.0,15.0,3.0,4.0,,,,,,2.0,,1.0,3.0,6.0,1.0,6.0,6.0,,,,4.0,2.0,1.0,2.0,2.0,,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,,6.0,0.6666666666666666,0.6666666666666666,0.5,,0.42857142857142855,,0.42857142857142855,,0.14285714285714285,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,,116.75675675675676,13.285714285714286,11.5,12.571428571428571,11.375,0.5714285714285714,0.75,1.0,,,,0.2857142857142857,,,,,0.14285714285714285,,,0.7142857142857143,0.6200285714285715,,,6.816666666666666,26.5,5.0,2.0,2.0,,2.0,4.0,,4.0,2.0,4.0,5.0,0.5,0.5,0.5,0.6666666666666666,0.5,1.0,,0.575725,0.6666666666666666,0.7142857142857143,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-2212-2440-2594,1610612755,"Lou Williams, Shavlik Randolph, Steven Hunter, Matt Barnes, Kyle Korver","Williams, Randolph, Hunter, Barnes, Korver",101150-101183-2212-2440-2594,PHI,31.0,1,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,2.0,2.0,,,,1.0,,,,,,,,,,0.5,,1.0,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,0.5,,,0.5,0.43975,,,21.8,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-2212-2440-2738,1610612755,"Lou Williams, Shavlik Randolph, Steven Hunter, Matt Barnes, Andre Iguodala","Williams, Randolph, Hunter, Barnes, Iguodala",101150-101183-2212-2440-2738,PHI,97.0,1,2.0,2.0,3.0,3.0,1.0,,6.0,,,,,,,,,,1.0,,,1.0,4.0,2.0,,,,,,1.0,,,,,,1.0,2.0,,2.0,,,1.0,2.0,4.0,,,,,,,0.6666666666666666,,1.0,0.5,,0.5,,,,89.0721649484536,12.666666666666666,19.666666666666668,12.666666666666666,19.666666666666668,,,,,,,,,,,,1.0,,,1.0,0.48195,,,,25.6,3.0,,,1.0,,,1.0,4.0,,4.0,3.0,,,0.6666666666666666,,,,1.0,0.48195,1.0,1.0,4.0,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
101150-101183-2212-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Steven Hunter, Kyle Korver, Andre Iguodala","Williams, Randolph, Hunter, Korver, Iguodala",101150-101183-2212-2594-2738,PHI,3.0,1,,-2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2006,2005-06,True
